S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Agriculture Development Bank Limited,85,166.00,161.00,165.00,4943.00,807202.00,163.00,2.00
2,Alpine Development Bank Limited,19,182.00,176.00,182.00,360.00,64190.00,175.00,7.00
3,Apex Development Bank Ltd.,12,160.00,158.00,160.00,2706.00,428104.00,155.00,5.00
4,Api Finance Limited,2,250.00,247.00,247.00,60.00,14850.00,251.00,-4.00
5,Arun Valley Hydropower Development Co. Ltd.,7,456.00,447.00,447.00,860.00,389600.00,452.00,-5.00
6,Asian Life Insurance Co. Limited,53,287.00,271.00,285.00,5070.00,1419210.00,275.00,10.00
7,Bank of Asia Nepal Limited,5,281.00,280.00,281.00,160.00,44950.00,281.00,0.00
8,Bank of Kathmandu Ltd.,24,612.00,606.00,609.00,2668.00,1620748.00,606.00,3.00
9,Biratlaxmi Bikas Bank Limited,1,340.00,340.00,340.00,38.00,12920.00,335.00,5.00
10,Central Finance Co. Ltd.,2,250.00,250.00,250.00,252.00,63000.00,250.00,0.00
11,Chilime Hydropower Company Limited,4,985.00,965.00,970.00,490.00,475250.00,965.00,5.00
12,Citizen Bank International Limited,7,285.00,280.00,285.00,1290.00,362110.00,281.00,4.00
13,City Express Finance Co. Limited,6,156.00,153.00,153.00,570.00,87300.00,159.00,-6.00
14,Civil Merchant Bittiya Santha Ltd.,32,220.00,216.00,216.00,640.00,139200.00,212.00,4.00
15,Clean Energy Development Bank Limited,5,265.00,260.00,265.00,270.00,71050.00,260.00,5.00
16,Crystal Finance Ltd.,4,242.00,238.00,242.00,80.00,19280.00,235.00,7.00
17,Deva Bikas Bank Limited,8,176.00,164.00,167.00,516.00,86674.00,179.00,-12.00
18,Everest Bank Limited,13,1124.00,1100.00,1123.00,830.00,917443.00,1120.00,3.00
19,Excel Development Bank Ltd.,2,304.00,298.00,298.00,82.00,24682.00,310.00,-12.00
20,Fewa Finance Co. Ltd.,5,263.00,255.00,255.00,1054.00,273602.00,267.00,-12.00
21,Gandaki Bikas BankLimited,1,228.00,228.00,228.00,70.00,15960.00,232.00,-4.00
22,Global IME Bank Limited,10,237.00,230.00,235.00,770.00,179230.00,241.00,-6.00
23,Gorkha Finance Ltd.,1,143.00,143.00,143.00,60.00,8580.00,141.00,2.00
24,Grand Bank Nepal Limited,2,239.00,237.00,237.00,197.00,46877.00,238.00,-1.00
25,Guheshowori Merchant Bank & Finance Co. Ltd.,1,476.00,476.00,476.00,10.00,4760.00,485.00,-9.00
26,Gurkha Development Bank Limited,39,300.00,259.00,300.00,2868.00,794636.00,280.00,20.00
27,Himalayan Bank Limited,3,775.00,760.00,760.00,649.00,496815.00,785.00,-25.00
28,ICFC Finance Limited,2,245.00,241.00,245.00,660.00,160820.00,241.00,4.00
29,IME Financial Institution,1,450.00,450.00,450.00,100.00,45000.00,459.00,-9.00
30,Infrastructure Development Bank Ltd.,20,150.00,146.00,146.00,1012.00,149424.00,148.00,-2.00
31,Kaski Finance Limited,2,238.00,234.00,238.00,120.00,28320.00,234.00,4.00
32,Kasthamandap Development Bank Limited,82,180.00,176.00,177.00,1850.00,331270.00,179.00,-2.00
33,Kumari Bank Limited,4,331.00,326.00,326.00,561.00,185241.00,326.00,0.00
34,Lalitpur Finance Ltd.,1,315.00,315.00,315.00,67.00,21105.00,310.00,5.00
35,Life Insurance Co. Nepal,4,651.00,650.00,651.00,50.00,32530.00,641.00,10.00
36,Lumbini Bikas Bank Ltd.,1,212.00,212.00,212.00,70.00,14840.00,208.00,4.00
37,Mahalaxmi Bikas Bank Ltd.,100,125.00,120.00,123.00,3830.00,468830.00,122.00,1.00
38,Miteri Development Bank Limited,6,166.00,158.00,158.00,100.00,16040.00,159.00,-1.00
39,Nabil Bank Limited,5,1405.00,1401.00,1401.00,458.00,642615.00,1402.00,-1.00
40,Narayani Development Bank Limited,1,443.00,443.00,443.00,20.00,8860.00,435.00,8.00
41,National Hydro Power Company Limited,2,43.00,43.00,43.00,1000.00,43000.00,43.00,0.00
42,Nepal Credit And Commercial Bank Limited,1,189.00,189.00,189.00,100.00,18900.00,190.00,-1.00
43,Nepal Doorsanchar Comapany Limited,1,448.00,448.00,448.00,100.00,44800.00,448.00,0.00
44,Nepal Finance Ltd.,7,270.00,265.00,270.00,1882.00,507430.00,260.00,10.00
45,Nepal Investment Bank Limited,4,635.00,628.00,635.00,595.00,374560.00,640.00,-5.00
46,Nepal Life Insurance Co. Ltd.,4,750.00,750.00,750.00,455.00,341250.00,751.00,-1.00
47,Nepal SBI Bank Limited,1,688.00,688.00,688.00,200.00,137600.00,675.00,13.00
48,Nerude Laghubita Bikas Bank Limited,37,746.00,692.00,746.00,820.00,610370.00,679.00,67.00
49,Nilgiri Bikas Bank Limited,1,240.00,240.00,240.00,10.00,2400.00,250.00,-10.00
50,NMB Bank Limited,8,282.00,273.00,275.00,1149.00,319384.00,278.00,-3.00
51,Om Development Bank Ltd.,131,220.00,210.00,210.00,3280.00,698800.00,211.00,-1.00
52,Pathibhara Bikas Bank Limited,42,155.00,152.00,154.00,660.00,101430.00,157.00,-3.00
53,Prabhu  Bank Limited,3,187.00,184.00,184.00,550.00,101650.00,187.00,-3.00
54,Prabhu Insurance Ltd.,3,130.00,128.00,130.00,690.00,88370.00,126.00,4.00
55,Prime Commercial Bank Ltd.,20,343.00,322.00,328.00,1484.00,491812.00,343.00,-15.00
56,Prime Life Insurance Company Limited,68,219.00,216.00,219.00,2880.00,628240.00,217.00,2.00
57,Public Development Bank Limited,51,126.00,122.00,122.00,1520.00,188000.00,124.00,-2.00
58,Rastriya Beema Company Limited,12,293.00,289.00,289.00,1060.00,308600.00,287.00,2.00
59,Resunga Bikas Bank Limited,13,271.00,266.00,270.00,340.00,91450.00,261.00,9.00
