S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Agriculture Development Bank Limited,205,164.00,160.00,162.00,14538.00,2341662.00,161.00,1.00
2,Alpine Development Bank Limited,47,179.00,171.00,176.00,820.00,143490.00,180.00,-4.00
3,Apex Development Bank Ltd.,1,166.00,166.00,166.00,264.00,43824.00,163.00,3.00
4,Api Finance Limited,1,252.00,252.00,252.00,10.00,2520.00,252.00,0.00
5,Asian Life Insurance Co. Limited,94,295.00,274.00,274.00,5610.00,1610220.00,269.00,5.00
6,Axis Development Bank Limited,18,128.00,125.00,128.00,305.00,38560.00,125.00,3.00
7,Bank of Asia Nepal Limited,13,289.00,281.00,284.00,950.00,270075.00,283.00,1.00
8,Bank of Kathmandu Ltd.,14,640.00,625.00,630.00,2198.00,1384722.00,630.00,0.00
9,Best Finance Company Ltd.,1,321.00,321.00,321.00,10.00,3210.00,327.00,-6.00
10,Biratlaxmi Bikas Bank Limited,1,341.00,341.00,341.00,220.00,75020.00,341.00,0.00
11,Birgunj Finance Ltd.,1,171.00,171.00,171.00,207.00,35397.00,171.00,0.00
12,Business Universal Development Bank Ltd.,1,190.00,190.00,190.00,500.00,95000.00,190.00,0.00
13,Butwal Power Company Limited,3,810.00,800.00,800.00,300.00,241000.00,810.00,-10.00
14,Capital Merchant Bank & Finance Co. Ltd.,5,170.00,161.00,164.00,11677.00,1929410.00,170.00,-6.00
15,Central Finance Co. Ltd.,1,250.00,250.00,250.00,37.00,9250.00,255.00,-5.00
16,Chilime Hydropower Company Limited,2,994.00,985.00,985.00,370.00,366430.00,994.00,-9.00
17,Citizen Bank International Limited,27,301.00,295.00,300.00,1060.00,315600.00,295.00,5.00
18,Civil Merchant Bittiya Santha Ltd.,1,212.00,212.00,212.00,190.00,40280.00,216.00,-4.00
19,Clean Energy Development Bank Limited,15,260.00,250.00,255.00,490.00,124280.00,250.00,5.00
20,CMB Finance Limited,4,175.00,175.00,175.00,104.00,18200.00,175.00,0.00
21,Crystal Finance Ltd.,12,235.00,235.00,235.00,120.00,28200.00,231.00,4.00
22,Fewa Bikas Bank Ltd. Promoter Share,8,230.00,230.00,230.00,12150.00,2794500.00,230.00,0.00
23,Fewa Finance Co. Ltd.,4,316.00,304.00,304.00,102.00,31774.00,314.00,-10.00
24,Global IME Bank Limited,21,245.00,235.00,235.00,1175.00,280255.00,245.00,-10.00
25,Gorkha Finance Ltd.,2,143.00,141.00,141.00,128.00,18248.00,141.00,0.00
26,Grand Bank Nepal Limited,9,240.00,237.00,240.00,723.00,172638.00,240.00,0.00
27,Gurkha Development Bank Limited,1,265.00,265.00,265.00,41.00,10865.00,260.00,5.00
28,Himalayan Bank Limited,2,810.00,810.00,810.00,65.00,52650.00,805.00,5.00
29,ICFC Finance Limited,4,248.00,245.00,245.00,608.00,149752.00,249.00,-4.00
30,Kaski Finance Limited,5,259.00,245.00,245.00,350.00,88040.00,264.00,-19.00
31,Kasthamandap Development Bank Limited,44,185.00,180.00,183.00,1120.00,203410.00,182.00,1.00
32,Kumari Bank Limited,16,333.00,320.00,320.00,1853.00,600866.00,338.00,-18.00
33,Life Insurance Co. Nepal,2,649.00,637.00,649.00,20.00,12860.00,625.00,24.00
34,Lord Buddha Finance Limited,3,186.00,183.00,186.00,77.00,14200.00,186.00,0.00
35,Lumbini Bank Limited,4,249.00,241.00,249.00,413.00,100885.00,245.00,4.00
36,Lumbini Bikas Bank Ltd.,26,220.00,214.00,218.00,2000.00,432150.00,216.00,2.00
37,Machhapuchhre Bank Limited,6,271.00,265.00,265.00,852.00,227782.00,270.00,-5.00
38,Mahakali Bikas Bank Limited,19,279.00,269.00,279.00,530.00,144940.00,270.00,9.00
39,Mahalaxmi Bikas Bank Ltd.,109,127.00,123.00,125.00,4400.00,551480.00,128.00,-3.00
40,Mahalaxmi BikasBank Limited,2,157.00,154.00,154.00,50.00,7760.00,160.00,-6.00
41,Nabil Bank Limited,13,1430.00,1420.00,1425.00,731.00,1040535.00,1420.00,5.00
42,Narayani National Finance Limited,1,181.00,181.00,181.00,37.00,6697.00,178.00,3.00
43,National Hydro Power Company Limited,3,43.76,43.00,43.00,5600.00,242126.00,42.90,0.10
44,National Life Insurance Co. Ltd.,1,390.00,390.00,390.00,51.00,19890.00,383.00,7.00
45,Nava Durga Finance Co. Ltd.,1,186.00,186.00,186.00,14.00,2604.00,187.00,-1.00
46,Neco Insurance Co. Ltd.,1,120.00,120.00,120.00,640.00,76800.00,120.00,0.00
47,Nepal Doorsanchar Comapany Limited,8,457.00,450.00,453.00,1390.00,629090.00,454.00,-1.00
48,Nepal Finance Ltd.,5,270.00,267.00,270.00,572.00,153520.00,272.00,-2.00
49,Nepal Investment Bank Limited,3,666.00,660.00,665.00,374.00,247940.00,658.00,7.00
50,Nepal Life Insurance Co. Ltd.,2,760.00,760.00,760.00,60.00,45600.00,760.00,0.00
51,Nerude Laghubita Bikas Bank Limited,18,570.00,552.00,570.00,180.00,100180.00,552.00,18.00
52,NIC Asia Bank Ltd.,9,569.00,550.00,550.00,701.00,386900.00,580.00,-30.00
53,NIDC Capital Markets Ltd.,1,475.00,475.00,475.00,200.00,95000.00,481.00,-6.00
54,NMB Bank Limited,3,276.00,271.00,271.00,917.00,250092.00,281.00,-10.00
55,Om Development Bank Ltd.,85,222.00,216.00,217.00,1400.00,307490.00,220.00,-3.00
56,Pathibhara Bikas Bank Limited,12,163.00,156.00,156.00,180.00,28400.00,163.00,-7.00
57,Pokhara Finance Ltd.,1,246.00,246.00,246.00,60.00,14760.00,242.00,4.00
58,Prabhu Insurance Ltd.,1,126.00,126.00,126.00,11844.00,1492344.00,128.00,-2.00
59,Prime Commercial Bank Ltd.,38,329.00,308.00,315.00,3891.00,1226177.00,323.00,-8.00
60,Prime Life Insurance Company Limited,80,228.00,215.00,219.00,2460.00,544850.00,218.00,1.00
61,Prudential Finance Company Limited,1,142.00,142.00,142.00,50.00,7100.00,144.00,-2.00
62,Public Development Bank Limited,40,130.00,128.00,130.00,910.00,118020.00,128.00,2.00
63,Rastriya Beema Company Limited,3,298.00,295.00,298.00,65.00,19235.00,295.00,3.00
64,Reliable Development Bank Limited,1,245.00,245.00,245.00,24.00,5880.00,249.00,-4.00
65,Resunga Bikas Bank Limited,26,268.00,267.00,268.00,260.00,69640.00,262.00,6.00
66,Sagarmatha  Finance Limited,2,189.00,189.00,189.00,95.00,17955.00,192.00,-3.00
67,Sahayogi Bikas Bank Limited,2,325.00,319.00,319.00,60.00,19440.00,331.00,-12.00
68,Samriddhi Finance Company Limited,4,147.00,144.00,144.00,450.00,65550.00,148.00,-4.00
69,Sewa Bikas Bank Limited,40,170.00,167.00,167.00,930.00,156830.00,170.00,-3.00
70,Shikhar Finance Limited,3,160.00,160.00,160.00,30.00,4800.00,163.00,-3.00
71,Siddhartha Bank Limited,4,335.00,333.00,335.00,477.00,159489.00,333.00,2.00
72,Standard Chartered Bank Limited,21,2136.00,2100.00,2101.00,1385.00,2923065.00,2150.00,-49.00
73,Standard Finance Ltd.,5,168.00,165.00,165.00,980.00,162540.00,167.00,-2.00
74,Subhechha Bikas Bank Limited,1,245.00,245.00,245.00,12.00,2940.00,245.00,0.00
75,Sunrise Bank Limited,26,242.00,236.00,236.00,952.00,228327.00,240.00,-4.00
76,Supreme Development Bank Ltd.,10,128.00,121.00,121.00,1318.00,164568.00,126.00,-5.00
77,Surya Life Insurance Company Limited,98,174.00,169.00,171.00,3160.00,542790.00,169.00,2.00
78,Suryadarshan Finance Company Limited,175,187.00,182.00,185.00,2170.00,402340.00,185.00,0.00
79,Swabalamban Laghubitta Bittiya Sanstha Limited,2,320.00,320.00,320.00,98.00,31360.00,316.00,4.00
80,Triveni Bikas Bank Limited,1,226.00,226.00,226.00,20.00,4520.00,226.00,0.00
81,Universal Finance Ltd.,2,185.00,185.00,185.00,84.00,15540.00,185.00,0.00
82,Zenith Finance Limited,10,313.00,288.00,288.00,230.00,68720.00,319.00,-31.00
