S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Agriculture Development Bank Limited,79,147.00,142.00,145.00,6760.00,984030.00,146.00,-1.00
2,Alpine Development Bank Limited,86,189.00,175.00,189.00,1330.00,243080.00,178.00,11.00
3,Api Finance Limited,5,252.00,248.00,252.00,140.00,34880.00,244.00,8.00
4,Arun Valley Hydropower Development Co. Ltd.,19,475.00,470.00,475.00,266.00,125748.00,475.00,0.00
5,Asian Life Insurance Co. Limited,14,245.00,237.00,245.00,670.00,163310.00,241.00,4.00
6,Axis Development Bank Limited,21,135.00,133.00,133.00,1060.00,142860.00,135.00,-2.00
7,Bank of Asia Nepal Limited,10,290.00,286.00,290.00,1065.00,306780.00,286.00,4.00
8,Bank of Kathmandu Ltd.,16,605.00,600.00,600.00,3344.00,2016948.00,605.00,-5.00
9,Business Universal Development Bank Ltd.,11,199.00,184.00,199.00,1126.00,212172.00,187.00,12.00
10,Capital Merchant Bank & Finance Co. Ltd.,4,153.00,150.00,150.00,507.00,76947.00,148.00,2.00
11,Central Finance Co. Ltd.,5,270.00,260.00,260.00,333.00,88435.00,265.00,-5.00
12,Chilime Hydropower Company Limited,2,950.00,945.00,950.00,510.00,483000.00,940.00,10.00
13,Citizen Bank International Limited,6,296.00,292.00,296.00,220.00,64840.00,292.00,4.00
14,Clean Energy Development Bank Limited,9,255.00,246.00,255.00,920.00,229120.00,246.00,9.00
15,Deva Bikas Bank Limited,2,189.00,186.00,189.00,150.00,28050.00,189.00,0.00
16,Everest Bank Limited,1,1099.00,1099.00,1099.00,500.00,549500.00,1090.00,9.00
17,Global IME Bank Limited,5,235.00,233.00,234.00,155.00,36300.00,232.00,2.00
18,Gorkha Finance Ltd.,6,132.00,128.00,132.00,1830.00,236400.00,130.00,2.00
19,Grand Bank Nepal Limited,9,244.00,239.00,239.00,1394.00,334915.00,242.00,-3.00
20,Gurkha Development Bank Limited,24,239.00,230.00,234.00,1036.00,242466.00,227.00,7.00
21,Himalayan Bank Limited,8,754.00,730.00,750.00,551.00,411970.00,720.00,30.00
22,ICFC Finance Limited,3,250.00,241.00,241.00,820.00,202520.00,255.00,-14.00
23,Infrastructure Development Bank Ltd.,7,162.00,156.00,160.00,398.00,63392.00,165.00,-5.00
24,Kasthamandap Development Bank Limited,20,190.00,188.00,190.00,680.00,128800.00,191.00,-1.00
25,Kumari Bank Limited,1,361.00,361.00,361.00,22.00,7942.00,361.00,0.00
26,Lalitpur Finance Ltd.,1,310.00,310.00,310.00,40.00,12400.00,310.00,0.00
27,Life Insurance Co. Nepal,1,555.00,555.00,555.00,150.00,83250.00,561.00,-6.00
28,Lumbini Bank Limited,4,264.00,259.00,260.00,211.00,54862.00,260.00,0.00
29,Lumbini Bikas Bank Ltd.,4,223.00,219.00,222.00,160.00,35500.00,223.00,-1.00
