S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Ace Development Bank Ltd.,2,111.00,111.00,111.00,170.00,18870.00,113.00,-2.00
2,Agriculture Development Bank Limited,36,106.00,105.00,106.00,1762.00,185480.00,105.00,1.00
3,Alpine Development Bank Limited,10,101.00,98.00,98.00,200.00,20100.00,100.00,-2.00
4,Araniko Development Bank Limited,9,70.00,69.00,69.00,710.00,49520.00,69.00,0.00
5,Arun Valley Hydropower Development Co. Ltd.,8,300.00,295.00,300.00,128.00,38288.00,291.00,9.00
6,Asian Life Insurance Co. Limited,10,156.00,148.00,150.00,1100.00,164540.00,156.00,-6.00
7,Bank of Asia Nepal Limited,23,158.00,151.00,157.00,5465.00,833645.00,154.00,3.00
8,Bank of Kathmandu Ltd.,14,410.00,405.00,405.00,2174.00,883233.00,403.00,2.00
9,Butwal Power Company Limited,13,414.00,364.00,414.00,1860.00,687120.00,383.00,31.00
10,Chilime Hydropower Company Limited,25,588.00,587.00,588.00,820.00,481650.00,587.00,1.00
11,Citizen Bank International Limited,12,164.00,162.00,163.00,512.00,83509.00,163.00,0.00
12,Citizen Investment Trust,2,628.00,628.00,628.00,40.00,25120.00,640.00,-12.00
13,Clean Energy Development Bank Limited,8,125.00,122.00,122.00,1736.00,214718.00,121.00,1.00
14,Corporate Development Bank Limited,7,114.00,112.00,113.00,320.00,36150.00,114.00,-1.00
15,Country Development Bank Ltd.,5,158.00,149.00,149.00,150.00,22710.00,161.00,-12.00
16,Deprosc Laghubitta Bittiya Sanstha Limited,3,237.00,229.00,229.00,40.00,9360.00,241.00,-12.00
17,Deva Bikas Bank Limited,8,73.00,68.00,72.00,847.00,58306.00,67.00,5.00
18,Everest Bank Limited,9,705.00,666.00,705.00,328.00,220188.00,670.00,35.00
19,Fewa Finance Co. Ltd.,1,160.00,160.00,160.00,100.00,16000.00,163.00,-3.00
20,Gandaki Bikas Bank Limited,4,106.00,105.00,106.00,120.00,12700.00,104.00,2.00
21,Garima Bikas Bank Limited,24,118.00,117.00,118.00,920.00,108440.00,118.00,0.00
22,Gaurishankar Development Bank Ltd.,39,82.00,80.00,82.00,429.00,34804.00,81.00,1.00
23,Grand Bank Nepal Limited,2,129.00,127.00,127.00,215.00,27535.00,129.00,-2.00
24,Gurans Life Insurance Company Ltd.,15,86.00,86.00,86.00,420.00,36120.00,86.00,0.00
25,Himalayan Bank Limited,4,451.00,445.00,445.00,241.00,107395.00,445.00,0.00
26,Himalayan Finance Limited (Bittiya Sanstha),28,58.00,54.00,58.00,280.00,15220.00,53.00,5.00
27,Janaki Finance Ltd.,1,202.00,202.00,202.00,130.00,26260.00,200.00,2.00
28,Jyoti Bikas Bank Limited,44,79.00,76.00,77.00,1780.00,138160.00,77.00,0.00
29,Kamana Sewa Bikas Bank Limited,63,98.00,97.00,97.00,1100.00,107150.00,97.00,0.00
30,Kankai Bikas Bank Ltd.,3,92.00,90.00,92.00,30.00,2730.00,89.00,3.00
31,Karnali Development Bank Limited,6,59.00,59.00,59.00,150.00,8850.00,59.00,0.00
32,Kaski Finance Limited,5,103.00,99.00,101.00,1527.00,151738.00,98.00,3.00
33,Kumari Bank Limited,9,169.00,165.00,168.00,771.00,128505.00,166.00,2.00
34,Kumari Bank Limited Promotor Share,23,93.00,90.00,90.00,2980.00,273650.00,89.00,1.00
35,Laxmi Bank Limited,8,230.00,226.00,230.00,3196.00,724680.00,226.00,4.00
36,Lumbini Bank Limited,11,145.00,140.00,141.00,6688.00,938680.00,139.00,2.00
37,Lumbini General Insurance Co. Ltd.,51,80.00,78.00,80.00,760.00,60730.00,79.00,1.00
38,Mahalaxmi Bikas Bank Ltd.,20,63.00,61.00,61.00,790.00,48890.00,62.00,-1.00
39,Miteri Development Bank Limited,2,95.00,95.00,95.00,50.00,4750.00,96.00,-1.00
40,Muktinath Bikas Bank Ltd.,8,168.00,165.00,168.00,290.00,47880.00,167.00,1.00
41,Nabil Bank Limited,12,852.00,835.00,852.00,981.00,821883.00,867.00,-15.00
42,National Hydro Power Company Limited,12,44.24,40.63,40.63,12800.00,526484.00,45.14,-4.51
43,Nepal Bangladesh Bank Limited,1,105.00,105.00,105.00,250.00,26250.00,103.00,2.00
44,Nepal Credit And Commercial Bank Limited,5,105.00,104.00,105.00,1330.00,139450.00,103.00,2.00
45,Nepal Doorsanchar Comapany Limited,2,403.00,402.00,402.00,450.00,181000.00,400.00,2.00
46,Nepal Investment Bank Limited,7,364.00,355.00,364.00,794.00,284158.00,360.00,4.00
47,Nepal Life Insurance Co. Ltd.,1,640.00,640.00,640.00,1000.00,640000.00,630.00,10.00
48,Nepal SBI Bank Limited,6,427.00,422.00,425.00,597.00,253491.00,422.00,3.00
49,Nerude Laghubita Bikas Bank Limited,3,331.00,330.00,330.00,360.00,118860.00,335.00,-5.00
50,NIC Asia Bank Ltd.,3,364.00,363.00,363.00,500.00,181750.00,365.00,-2.00
51,Nilgiri Bikas Bank Limited,9,138.00,133.00,133.00,100.00,13680.00,136.00,-3.00
52,NMB Bank Limited,16,147.00,144.00,147.00,5184.00,757559.00,147.00,0.00
53,Om Development Bank Ltd.,7,123.00,121.00,123.00,162.00,19802.00,121.00,2.00
54,Patan Finance Limited,1,118.00,118.00,118.00,10.00,1180.00,116.00,2.00
55,Pathibhara Bikas Bank Limited,3,73.00,72.00,73.00,90.00,6550.00,73.00,0.00
56,Premier Insurance Co. Ltd.,5,137.00,129.00,137.00,580.00,76640.00,129.00,8.00
57,Prime Commercial Bank Ltd.,35,169.00,160.00,160.00,39275.00,6304038.00,165.00,-5.00
58,Prime Life Insurance Company Limited,20,144.00,141.00,144.00,500.00,71520.00,143.00,1.00
59,Professional Bikas Bank Ltd.,11,72.00,71.00,72.00,220.00,15700.00,70.00,2.00
60,ProgressiveFinance Limited,2,137.00,135.00,135.00,4810.00,649370.00,139.00,-4.00
61,Public Development Bank Limited,5,64.00,64.00,64.00,70.00,4480.00,65.00,-1.00
62,Rastriya Beema Company Limited,7,118.00,115.00,117.00,6635.00,767011.00,120.00,-3.00
63,Rastriya Beema Company Limited,4,1200.00,1130.00,1130.00,162.00,187302.00,1221.00,-91.00
64,Reliable Development Bank Limited,2,134.00,133.00,133.00,37.00,4945.00,134.00,-1.00
65,Resunga Bikas Bank Limited,10,134.00,133.00,134.00,351.00,46771.00,132.00,2.00
66,Sanima Bank Limited,32,138.00,134.00,136.00,10278.00,1385199.00,135.00,1.00
67,Sewa Bikas Bank Limited,16,109.00,106.00,109.00,409.00,44229.00,107.00,2.00
68,Shangrila Development Bank Ltd.,1,258.00,258.00,258.00,170.00,43860.00,263.00,-5.00
69,Shine Resunga Development Bank Ltd.,1,297.00,297.00,297.00,90.00,26730.00,297.00,0.00
70,Shree Investment Finance Co. Ltd.,1,170.00,170.00,170.00,200.00,34000.00,168.00,2.00
71,Siddharth Finance Ltd.,2,134.00,134.00,134.00,68.00,9112.00,134.00,0.00
72,Siddhartha Bank Limited,5,203.00,197.00,203.00,232.00,46703.00,201.00,2.00
73,Siddhartha Insurance Ltd.,30,97.00,97.00,97.00,640.00,62080.00,97.00,0.00
74,Standard Chartered Bank Limited,7,1356.00,1338.00,1350.00,327.00,439290.00,1382.00,-32.00
75,Subha Laxmi Finance Co. Ltd.,4,92.00,92.00,92.00,100.00,9200.00,92.00,0.00
76,Subhechha Bikas Bank Limited,1,105.00,105.00,105.00,24.00,2520.00,105.00,0.00
77,Sunrise Bank Limited,17,117.00,115.00,117.00,1645.00,190384.00,118.00,-1.00
78,Surya Life Insurance Company Limited,10,112.00,110.00,110.00,390.00,43200.00,110.00,0.00
79,Taragaon Regency Hotel Limited,5,77.00,76.00,76.00,140.00,10760.00,78.00,-2.00
80,Tinau Development Bank Limited,143,96.00,93.00,96.00,3290.00,312860.00,94.00,2.00
81,Triveni Bikas Bank Limited,3,112.00,110.00,110.00,81.00,8964.00,114.00,-4.00
82,Udhyam Bikas Bank Limited,5,82.00,81.00,82.00,50.00,4060.00,81.00,1.00
83,Unique Finance Ltd.,26,85.00,83.00,85.00,300.00,25380.00,83.00,2.00
84,Western Development Bank Limited,14,98.00,94.00,98.00,392.00,37652.00,94.00,4.00
