S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Ace Development Bank Ltd.,5,156.00,153.00,155.00,598.00,92451.00,156.00,-1.00
2,Agriculture Development Bank Limited,84,143.00,133.00,143.00,8963.00,1252988.00,139.00,4.00
3,Apex Development Bank Ltd.,4,105.00,103.00,105.00,215.00,22487.00,107.00,-2.00
4,Arun Valley Hydropower Development Co. Ltd.,28,324.00,304.00,304.00,2082.00,646596.00,323.00,-19.00
5,Asian Life Insurance Co. Limited,11,219.00,207.00,211.00,310.00,65590.00,224.00,-13.00
6,Bank of Asia Nepal Limited,46,270.00,255.00,255.00,9408.00,2440143.00,274.00,-19.00
7,Bank of Kathmandu Ltd.,92,683.00,625.00,683.00,19532.00,12921286.00,693.00,-10.00
8,Biratlaxmi Bikas Bank Limited,4,170.00,164.00,164.00,256.00,42518.00,173.00,-9.00
9,Butwal Power Company Limited,4,553.00,534.00,553.00,260.00,140890.00,555.00,-2.00
10,Chilime Hydropower Company Limited,84,877.00,830.00,866.00,7062.00,6069822.00,885.00,-19.00
11,Citizen Bank International Limited,42,266.00,257.00,260.00,4774.00,1249698.00,270.00,-10.00
12,Citizen Investment Trust,2,627.00,627.00,627.00,160.00,100320.00,627.00,0.00
13,Civil Merchant Bittiya Santha Ltd.,5,139.00,135.00,135.00,300.00,41100.00,141.00,-6.00
14,Clean Energy Development Bank Limited,2,172.00,170.00,170.00,136.00,23256.00,175.00,-5.00
15,Corporate Development Bank Limited,1,130.00,130.00,130.00,100.00,13000.00,132.00,-2.00
16,Country Development Bank Ltd.,26,85.00,81.00,81.00,660.00,54950.00,85.00,-4.00
17,Deprosc Laghubitta Bittiya Sanstha Limited,11,316.00,304.00,310.00,851.00,262156.00,316.00,-6.00
18,Everest Bank Limited,65,1063.00,1002.00,1035.00,6705.00,6949219.00,1084.00,-49.00
19,Everest Bank Limited Con. Pref.,2,900.00,882.00,882.00,36.00,32112.00,904.00,-22.00
20,Everest Finance Ltd.,7,119.00,115.00,115.00,600.00,70074.00,116.00,-1.00
21,Gandaki Bikas BankLimited,1,133.00,133.00,133.00,200.00,26600.00,135.00,-2.00
22,Garima Bikas Bank Limited,11,160.00,157.00,159.00,890.00,141980.00,163.00,-4.00
