S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Ace Development Bank Ltd.,3,110.00,107.00,107.00,2104.00,228275.00,112.00,-5.00
2,Agriculture Development Bank Limited,17,109.00,108.00,108.00,1030.00,111630.00,109.00,-1.00
3,Alpine Development Bank Limited,35,99.00,97.00,99.00,680.00,67100.00,99.00,0.00
4,Api Finance Limited,2,116.00,114.00,116.00,60.00,6900.00,112.00,4.00
5,Araniko Development Bank Limited,11,73.00,72.00,73.00,360.00,25940.00,71.00,2.00
6,Arun Valley Hydropower Development Co. Ltd.,8,300.00,298.00,300.00,565.00,169438.00,300.00,0.00
7,Bank of Asia Nepal Limited,15,161.00,158.00,160.00,3460.00,551280.00,158.00,2.00
8,Bank of Kathmandu Ltd.,38,412.00,400.00,406.00,16569.00,6656605.00,410.00,-4.00
9,Best Finance Company Ltd.,1,432.00,432.00,432.00,22.00,9504.00,424.00,8.00
10,Bishal Bazar Company Limited,3,2469.00,2469.00,2469.00,430.00,1061670.00,2352.00,117.00
11,Chhimek Laghubitta Bikas Bank Limited,1,282.00,282.00,282.00,82.00,23124.00,277.00,5.00
12,Chilime Hydropower Company Limited,19,598.00,595.00,596.00,1140.00,678900.00,593.00,3.00
13,Citizen Bank International Limited,10,171.00,167.00,169.00,1576.00,265883.00,170.00,-1.00
14,Clean Energy Development Bank Limited,5,130.00,128.00,128.00,850.00,109082.00,127.00,1.00
15,Corporate Development Bank Limited,46,112.00,112.00,112.00,1380.00,154560.00,112.00,0.00
16,Deva Bikas Bank Limited,5,76.00,74.00,76.00,1917.00,142996.00,75.00,1.00
17,Everest Bank Limited,24,685.00,670.00,676.00,2794.00,1872430.00,698.00,-22.00
18,Gandaki Bikas Bank Limited,8,107.00,106.00,107.00,310.00,33010.00,108.00,-1.00
19,Garima Bikas Bank Limited,1,120.00,120.00,120.00,20.00,2400.00,118.00,2.00
20,Gaurishankar Development Bank Ltd.,15,87.00,86.00,87.00,165.00,14201.00,85.00,2.00
21,Grand Bank Nepal Limited,2,132.00,131.00,131.00,62.00,8134.00,132.00,-1.00
22,Gurans Life Insurance Company Ltd.,104,91.00,89.00,90.00,1590.00,142530.00,91.00,-1.00
23,Himalayan Bank Limited,6,462.00,456.00,460.00,622.00,284472.00,460.00,0.00
