"
",S.N.,"
",Traded Companies,"
",No. Of Transaction,"
",Max Price,"
",Min Price,"
",Closing Price,"
",Traded Shares,"
",Amount,"
",Previous Closing,"
",Difference Rs.,"
"
,1,,10 % NMB DEBENTURE 2085,,1,,921.00,,921.00,,921.00,,327.00,,301167.00,,903.00,,18.00,
,2,,10% Prime Debenture 2088,,28,,904.00,,880.00,,880.00,,905.00,,799840.00,,922.40,,-42.40,
,3,,10.25% GLOBAL IME BANK LTD. DEBENTURE 2080/81,,3,,969.00,,950.00,,969.00,,75.00,,72445.00,,932.00,,37.00,
,4,,10.25% NIC Asia Debenture 2083/84,,2,,915.50,,915.50,,915.50,,175.00,,160212.50,,920.00,,-4.50,
,5,,10.25% Prabhu Bank  Debenture 2086,,1,,940.00,,940.00,,940.00,,300.00,,282000.00,,938.40,,1.60,
,6,,10.25% Sunrise Bank Debenture 2083,,1,,935.00,,935.00,,935.00,,300.00,,280500.00,,930.10,,4.90,
,7,,12 % Goodwill Finance Limited Debenture 2083,,1,,1020.00,,1020.00,,1020.00,,200.00,,204000.00,,1025.00,,-5.00,
,8,,8.75 % Prime Debenture 2085,,1,,825.00,,825.00,,825.00,,200.00,,165000.00,,816.20,,8.80,
,9,,9% NIC Asia Debenture 2081/82,,1,,920.50,,920.50,,920.50,,125.00,,115062.50,,935.00,,-14.50,
,10,,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,,19,,800.00,,759.60,,772.00,,359.00,,281106.00,,775.00,,-3.00,
,11,,Agricultural Development Bank Limited,,146,,321.00,,318.00,,319.00,,11069.00,,3536673.50,,319.80,,-0.80,
,12,,Ankhu Khola Jalvidhyut Company Ltd,,183,,205.00,,195.00,,203.00,,38785.00,,7775998.00,,198.00,,5.00,
,13,,Api Power Company Ltd.,,433,,242.00,,232.00,,238.40,,84768.00,,20155802.90,,234.00,,4.40,
,14,,Arun Kabeli Power Ltd.,,250,,440.00,,427.00,,434.00,,27822.00,,12076268.30,,433.00,,1.00,
,15,,Arun Valley Hydropower Development Co. Ltd.,,201,,334.00,,322.30,,326.10,,35190.00,,11523108.40,,325.30,,0.80,
,16,,Asha Laghubitta Bittiya Sanstha Ltd,,34,,1136.00,,1101.00,,1106.10,,831.00,,923714.50,,1127.00,,-20.90,
,17,,Asian Life Insurance Co. Limited,,311,,565.00,,545.00,,556.00,,50691.00,,27884994.10,,548.00,,8.00,
,18,,Balephi Hydropower Limited,,151,,311.00,,290.10,,304.00,,5024.00,,1515249.00,,301.00,,3.00,
,19,,Barun Hydropower Co. Ltd.,,61,,249.90,,242.00,,249.80,,5938.00,,1460746.70,,244.00,,5.80,
,20,,Best Finance Company Ltd.,,58,,367.00,,352.00,,364.00,,4282.00,,1541585.00,,358.00,,6.00,
,21,,Bindhyabasini Hydropower Development Company Limited,,169,,437.00,,416.70,,437.00,,3940.00,,1675343.00,,421.40,,15.60,
,22,,Bishal Bazar Company Limited,,10,,3400.00,,3375.00,,3375.00,,170.00,,576200.00,,3382.20,,-7.20,
,23,,Bottlers Nepal (Terai) Limited,,7,,13100.00,,12980.00,,12980.00,,120.00,,1565610.00,,13100.00,,-120.00,
,24,,Buddha Bhumi Nepal Hydropower Company Limited,,49,,395.70,,373.30,,385.00,,2075.00,,806908.00,,379.00,,6.00,
,25,,Butwal Power Company Limited,,44,,310.00,,304.00,,308.00,,4615.00,,1420075.10,,306.30,,1.70,
,26,,CEDB Hydropower Development Company Limited,,56,,690.00,,670.50,,679.10,,2633.00,,1796536.10,,678.00,,1.10,
,27,,Central Finance Co. Ltd.,,124,,330.00,,319.00,,324.90,,20485.00,,6626459.80,,319.00,,5.90,
,28,,Chandragiri Hills Limited,,45,,1009.00,,989.00,,999.00,,1315.00,,1311349.00,,1008.90,,-9.90,
,29,,Chhimek Laghubitta Bittiya Sanstha Limited,,127,,1030.00,,1010.00,,1025.00,,4427.00,,4515891.50,,1021.00,,4.00,
,30,,Chhyangdi Hydropower Ltd.,,51,,240.00,,227.00,,240.00,,5698.00,,1324075.00,,231.00,,9.00,
,31,,Chilime Hydropower Company Limited,,104,,392.00,,379.00,,382.00,,11783.00,,4515144.10,,385.00,,-3.00,
,32,,Citizen Investment Trust,,248,,1929.90,,1886.00,,1914.90,,7933.00,,15082767.70,,1916.00,,-1.10,
,33,,Citizens Bank International Limited,,117,,196.00,,193.00,,194.00,,21602.00,,4183376.60,,194.90,,-0.90,
,34,,Citizens Mutual Fund -1,,2,,8.23,,8.20,,8.23,,1100.00,,9023.00,,8.18,,0.05,
,35,,CITIZENS MUTUAL FUND 2,,1,,8.21,,8.21,,8.21,,1600.00,,13136.00,,8.05,,0.16,
,36,,Civil Laghubitta Bittiya Sanstha Ltd.,,19,,886.00,,840.00,,878.90,,599.00,,520198.80,,868.90,,10.00,
,37,,Corporate Development Bank Limited,,26,,298.00,,283.00,,294.60,,1333.00,,385570.00,,288.00,,6.60,
,38,,Deprosc Laghubitta Bittiya Sanstha Limited,,75,,969.00,,955.50,,963.10,,3507.00,,3373019.00,,963.00,,0.10,
,39,,Dibyashwori Hydropower Ltd.,,55,,201.00,,192.00,,198.00,,6828.00,,1341444.00,,198.00,,0.00,
,40,,Dordi Khola Jal Bidyut Company Limited,,259,,319.20,,300.00,,312.00,,10115.00,,3128492.20,,313.00,,-1.00,
,41,,Emerging Nepal Limited,,32,,657.90,,634.00,,653.00,,795.00,,514958.50,,646.00,,7.00,
,42,,Everest Bank Limited,,90,,490.00,,478.20,,487.20,,7789.00,,3785337.90,,487.00,,0.20,
,43,,Excel Development Bank Ltd.,,42,,326.00,,317.10,,321.00,,3422.00,,1101317.60,,320.00,,1.00,
,44,,First Micro Finance Laghubitta Bittiya Sanstha Limited,,46,,682.00,,668.00,,678.00,,3626.00,,2439357.90,,673.50,,4.50,
,45,,Forward Microfinance Laghubitta Bittiya Sanstha Limited,,148,,2599.00,,2550.00,,2570.00,,4058.00,,10424878.90,,2578.00,,-8.00,
,46,,Ganapati Laghubitta Bittiya Sanstha Limited,,9,,899.60,,884.00,,884.00,,450.00,,401560.90,,882.00,,2.00,
,47,,Garima Bikas Bank Limited,,141,,377.90,,370.10,,373.70,,22538.00,,8463793.30,,372.70,,1.00,
,48,,Ghalemdi Hydro Limited,,111,,206.00,,196.00,,204.90,,12995.00,,2612566.40,,200.90,,4.00,
,49,,Global IME Laghubitta Bittiya Sanstha Ltd.,,43,,1347.50,,1202.00,,1280.00,,801.00,,1001986.40,,1225.00,,55.00,
,50,,Global IME Samunnat Scheme-1,,13,,9.40,,9.25,,9.25,,22434.00,,209395.30,,9.40,,-0.15,
,51,,Goodwill Finance Limited,,86,,495.00,,465.50,,475.00,,7567.00,,3599362.20,,476.70,,-1.70,
,52,,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,,51,,682.00,,656.00,,677.00,,2572.00,,1719395.00,,669.00,,8.00,
,53,,Green Development Bank Ltd.,,44,,260.00,,245.00,,248.00,,6285.00,,1575954.00,,255.00,,-7.00,
,54,,Green Ventures Limited,,190,,349.80,,329.90,,337.60,,4632.00,,1567932.00,,336.60,,1.00,
,55,,GreenLife Hydropower Limited,,76,,286.80,,276.40,,280.30,,3475.00,,976212.00,,282.00,,-1.70,
,56,,Guheshowori Merchant Bank & Finance Co. Ltd.,,47,,345.80,,332.00,,339.00,,7193.00,,2433429.20,,338.00,,1.00,
,57,,Gurans Laghubitta Bittiya Sanstha Limited,,3,,964.00,,945.10,,951.00,,38.00,,36287.00,,945.10,,5.90,
,58,,Gurkhas Finance Ltd.,,208,,533.60,,510.00,,527.10,,31984.00,,16676122.90,,517.90,,9.20,
,59,,Himal Dolakha Hydropower Company Limited,,185,,202.90,,196.00,,200.00,,29721.00,,5944942.50,,199.00,,1.00,
,60,,Himalaya Urja Bikas Company Limited,,58,,234.00,,222.00,,230.00,,8570.00,,1946320.00,,230.00,,0.00,
,61,,Himalayan Bank Limited,,41,,330.00,,323.00,,327.00,,2383.00,,777144.60,,327.10,,-0.10,
,62,,Himalayan Distillery Limited,,316,,3378.00,,3325.00,,3332.00,,7164.00,,23915797.80,,3348.00,,-16.00,
,63,,Himalayan Everest Insurance Limited,,265,,421.10,,400.00,,411.90,,324764.00,,131045365.90,,404.10,,7.80,
,64,,Himalayan Everest Insurance Limited Promoter,,1,,285.40,,285.40,,285.40,,17.00,,4851.80,,285.40,,0.00,
,65,,Himalayan Hydropower Limited,,207,,286.00,,270.00,,285.90,,7793.00,,2179379.00,,279.00,,6.90,
,66,,Himalayan Power Partner Ltd.,,25,,345.00,,327.20,,337.10,,1560.00,,527370.00,,343.00,,-5.90,
,67,,Hydorelectricity Investment and Development Company Limited Promoter,,5,,103.90,,102.00,,103.00,,3020.00,,308569.00,,104.50,,-1.50,
,68,,Hydorelectricity Investment and Development Company Ltd,,488,,191.90,,185.10,,189.00,,62587.00,,11804760.40,,189.00,,0.00,
,69,,ICFC Finance Limited,,226,,476.30,,454.00,,465.00,,35136.00,,16387200.00,,463.00,,2.00,
,70,,IME General Insurance Ltd.,,102,,398.00,,385.60,,390.00,,11725.00,,4575128.00,,392.90,,-2.90,
,71,,Infinity Laghubitta Bittiya Sanstha Limited,,10,,945.00,,933.00,,937.00,,136.00,,127457.90,,952.00,,-15.00,
,72,,Jalpa Samudayik Laghubitta Bittiya Sanstha Limited,,107,,3107.00,,2990.00,,3032.20,,2849.00,,8607408.50,,3050.00,,-17.80,
,73,,Janaki Finance Company Limited,,55,,393.00,,382.00,,389.00,,4029.00,,1567805.90,,383.00,,6.00,
,74,,Janautthan Samudayic Laghubitta Bittya Sanstha Limited,,14,,1686.00,,1656.00,,1680.00,,300.00,,498669.20,,1664.00,,16.00,
,75,,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd,,186,,2620.00,,2575.00,,2590.00,,2881.00,,7453012.40,,2594.00,,-4.00,
,76,,Joshi Hydropower Development Company Ltd,,71,,212.00,,203.00,,210.00,,9743.00,,2050194.60,,207.00,,3.00,
,77,,Jyoti Bikas Bank Limited,,131,,288.60,,281.00,,287.00,,20444.00,,5844504.90,,283.10,,3.90,
,78,,Kalika Laghubitta Bittiya Sanstha Ltd,,14,,1010.00,,990.20,,1001.60,,299.00,,298166.40,,1010.00,,-8.40,
,79,,Kalika power Company Ltd,,57,,364.70,,344.50,,362.00,,4877.00,,1736300.70,,351.00,,11.00,
,80,,Kamana Sewa Bikas Bank Limited,,160,,336.00,,325.00,,332.50,,22290.00,,7348134.00,,330.00,,2.50,
,81,,Karnali Development Bank Limited,,33,,237.00,,227.00,,231.00,,5273.00,,1223602.00,,226.00,,5.00,
,82,,Khanikhola Hydropower Co. Ltd.,,70,,202.80,,196.00,,201.00,,8849.00,,1766759.90,,198.90,,2.10,
,83,,Kisan Lagubitta Bittiya Sanstha Limited,,1,,865.00,,865.00,,865.00,,15.00,,12975.00,,862.40,,2.60,
,84,,Kumari Bank Limited,,128,,196.80,,193.00,,195.20,,29534.00,,5750843.70,,194.00,,1.20,
,85,,Kumari Dhanabriddhi Yojana,,19,,8.40,,8.15,,8.30,,11210.00,,93054.00,,8.26,,0.04,
,86,,Kumari Equity Fund,,10,,8.25,,8.10,,8.25,,18800.00,,153167.00,,8.25,,0.00,
,87,,Laxmi Bank Limited,,43,,195.00,,193.00,,193.50,,7246.00,,1407433.20,,194.90,,-1.40,
,88,,Laxmi Equity Fund,,3,,8.24,,8.08,,8.24,,3500.00,,28730.00,,8.37,,-0.13,
,89,,Laxmi Laghubitta Bittiya Sanstha Ltd.,,20,,1228.00,,1197.00,,1197.00,,1098.00,,1337603.60,,1210.00,,-13.00,
,90,,Laxmi Unnati Kosh,,6,,8.49,,8.34,,8.42,,8200.00,,69296.00,,8.45,,-0.03,
,91,,Liberty Energy Company Limited,,65,,246.00,,235.00,,241.90,,4755.00,,1142614.70,,244.80,,-2.90,
,92,,Life Insurance Corporation (Nepal) Limited,,73,,1390.00,,1360.00,,1365.00,,4315.00,,5898069.50,,1384.00,,-19.00,
,93,,Lumbini Bikas Bank Ltd.,,150,,380.40,,366.00,,377.00,,25819.00,,9665428.40,,369.00,,8.00,
,94,,Machhapuchhre Bank Limited,,80,,221.00,,219.00,,220.10,,17997.00,,3955853.90,,219.00,,1.10,
,95,,Madhya Bhotekoshi Jalavidyut Company Limited,,264,,230.00,,220.10,,228.00,,6856.00,,1545352.90,,226.00,,2.00,
,96,,Mahalaxmi Bikas Bank Ltd.,,206,,368.00,,356.00,,366.00,,32709.00,,11880292.30,,363.00,,3.00,
,97,,Mahila Lagubitta Bittiya Sanstha Limited,,45,,3700.00,,3650.00,,3695.00,,787.00,,2895257.40,,3690.00,,5.00,
,98,,Mahuli Laghubitta Bittiya Sanstha Limited,,4,,1105.00,,1087.00,,1087.00,,190.00,,208740.00,,1085.00,,2.00,
,99,,Mailung Khola Jal Vidhyut Company Limited,,64,,490.00,,467.80,,482.00,,8422.00,,3980588.40,,486.00,,-4.00,
,100,,Manakamana Smart Laghubitta Bittiya Sanstha Limited,,17,,940.00,,916.00,,922.00,,216.00,,199870.70,,922.00,,0.00,
,101,,Mandakini Hydropower Limited,,315,,408.80,,390.20,,400.00,,10950.00,,4390482.80,,398.00,,2.00,
,102,,Manjushree Finance Ltd.,,107,,398.90,,387.00,,398.00,,9723.00,,3821297.70,,394.00,,4.00,
,103,,Manushi Laghubitta Bittiya Sanstha Limited,,48,,1160.60,,1115.00,,1147.00,,660.00,,748006.00,,1138.00,,9.00,
,104,,Mega Mutual Fund -1,,19,,7.89,,7.30,,7.60,,8330.00,,62933.20,,7.40,,0.20,
,105,,Mero Microfinance Bittiya Sanstha Ltd.,,46,,810.00,,793.00,,800.00,,2504.00,,2002349.60,,798.00,,2.00,
,106,,Mirmire Microfinance Development Bank Ltd.,,27,,1010.00,,976.10,,990.00,,1447.00,,1440534.80,,990.00,,0.00,
,107,,Miteri Development Bank Limited,,66,,378.30,,361.00,,367.50,,8825.00,,3259704.60,,365.00,,2.50,
,108,,Mithila LaghuBitta Bittiya Sanstha Limited,,8,,1150.00,,1112.00,,1140.00,,1290.00,,1445040.00,,1120.00,,20.00,
,109,,Mountain Energy Nepal Limited,,12,,800.00,,761.10,,795.00,,213.00,,165610.00,,792.00,,3.00,
,110,,Mountain Hydro Nepal Limited,,41,,266.00,,256.30,,264.00,,8270.00,,2162977.00,,261.00,,3.00,
,111,,Muktinath Bikas Bank Ltd.,,93,,430.00,,422.00,,429.00,,7407.00,,3154311.40,,424.50,,4.50,
,112,,Multipurpose Finance Company  Limited,,120,,353.00,,325.20,,343.50,,17263.00,,5850099.70,,330.00,,13.50,
,113,,NABIL BALANCED FUND-2,,8,,9.30,,9.20,,9.30,,11400.00,,105890.00,,9.25,,0.05,
,114,,Nabil Balanced Fund-3,,15,,8.00,,7.65,,8.00,,3200.00,,25066.00,,7.90,,0.10,
,115,,Nabil Bank Limited,,698,,765.00,,758.00,,760.00,,44066.00,,33505678.60,,763.20,,-3.20,
,116,,Nabil Debenture 2085,,1,,793.80,,793.80,,793.80,,25.00,,19845.00,,778.30,,15.50,
,117,,Nabil Equity Fund,,2,,9.11,,9.11,,9.11,,1100.00,,10021.00,,8.94,,0.17,
,118,,Narayani Development Bank Limited,,38,,424.70,,403.60,,419.00,,3391.00,,1408058.80,,418.00,,1.00,
,119,,National Hydro Power Company Limited,,310,,230.00,,220.00,,227.00,,63725.00,,14397305.20,,222.00,,5.00,
,120,,National Life Insurance Co. Ltd.,,55,,555.00,,542.00,,545.00,,3786.00,,2089540.50,,545.00,,0.00,
,121,,National Microfinance Laghubitta Bittiya Sanstha Limited,,56,,2130.00,,2086.40,,2096.00,,1604.00,,3379891.00,,2099.00,,-3.00,
,122,,Naya Sarathi Laghubitta Bittiya Sanstha Limited,,6,,792.50,,785.00,,785.00,,102.00,,80597.70,,783.90,,1.10,
,123,,Neco Insurance Limited,,43,,728.00,,708.00,,722.00,,2391.00,,1720618.10,,718.70,,3.30,
,124,,Nepal Bank Limited,,258,,276.00,,270.00,,273.50,,31386.00,,8570935.10,,275.00,,-1.50,
,125,,Nepal Credit And Commercial Bank Limited,,196,,198.50,,196.00,,197.00,,31796.00,,6249618.90,,197.80,,-0.80,
,126,,Nepal Doorsanchar Company Limited,,383,,875.00,,860.30,,862.00,,26769.00,,23205201.30,,870.00,,-8.00,
,127,,Nepal Finance Ltd.,,113,,280.00,,266.00,,274.00,,11895.00,,3257065.60,,270.00,,4.00,
,128,,Nepal Hydro Developers Ltd.,,37,,370.20,,348.20,,368.00,,3004.00,,1077638.80,,355.10,,12.90,
