"
",S.N.,"
",Traded Companies,"
",No. Of Transaction,"
",Max Price,"
",Min Price,"
",Closing Price,"
",Traded Shares,"
",Amount,"
",Previous Closing,"
",Difference Rs.,"
"
,1,,10% Prabhu Bank Debenture 2084,,2,,882.00,,875.00,,875.00,,50.00,,43925.00,,900.00,,-25.00,
,2,,10% Prime Debenture 2088,,1,,822.00,,822.00,,822.00,,25.00,,20550.00,,825.00,,-3.00,
,3,,10.35% Agricultural Bank Debenture 2083,,1,,950.00,,950.00,,950.00,,25.00,,23750.00,,963.80,,-13.80,
,4,,10.5 % NEPAL INVESTMENT DEBENTURE 2082,,1,,923.10,,923.10,,923.10,,110.00,,101541.00,,905.10,,18.00,
,5,,12 % Goodwill Finance Limited Debenture 2083,,1,,1005.00,,1005.00,,1005.00,,50.00,,50250.00,,989.80,,15.20,
,6,,12% ICFC Finance Limited Debenture 2083,,1,,1005.00,,1005.00,,1005.00,,50.00,,50250.00,,988.10,,16.90,
,7,,8.5% BOK Debenture 2086,,1,,742.90,,742.90,,742.90,,100.00,,74290.00,,758.00,,-15.10,
,8,,8.5% Nepal Investment Bank Debenture 2084,,4,,795.00,,793.00,,793.00,,100.00,,79352.00,,808.50,,-15.50,
,9,,9.5% Manjushree Finance Limited Debenture 2085,,1,,838.50,,838.50,,838.50,,25.00,,20962.50,,829.20,,9.30,
,10,,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,,5,,716.00,,712.00,,716.00,,65.00,,46460.00,,707.60,,8.40,
,11,,Agricultural Development Bank Limited,,111,,316.00,,310.00,,316.00,,4458.00,,1392319.60,,316.00,,0.00,
,12,,Ankhu Khola Jalvidhyut Company Ltd,,71,,176.10,,169.60,,172.00,,11128.00,,1918710.00,,176.00,,-4.00,
,13,,Api Power Company Ltd.,,220,,215.00,,208.80,,210.00,,27612.00,,5811335.30,,212.30,,-2.30,
,14,,Arun Kabeli Power Ltd.,,203,,380.00,,370.20,,375.90,,19429.00,,7246944.20,,376.00,,-0.10,
,15,,Arun Valley Hydropower Development Co. Ltd.,,101,,273.00,,268.00,,272.10,,29152.00,,7916980.90,,273.00,,-0.90,
,16,,Asha Laghubitta Bittiya Sanstha Ltd,,12,,969.00,,949.70,,950.00,,285.00,,271796.80,,950.00,,0.00,
,17,,Asian Life Insurance Co. Limited,,59,,445.00,,432.20,,439.10,,3288.00,,1433277.50,,441.00,,-1.90,
,18,,Aviyan Laghubitta Bittiya Sanstha Limited,,6,,552.00,,511.00,,552.00,,60.00,,32100.00,,501.90,,50.10,
,19,,Balephi Hydropower Limited,,52,,267.00,,247.10,,261.00,,2150.00,,544866.00,,262.10,,-1.10,
