"
",S.N.,"
",Traded Companies,"
",No. Of Transaction,"
",Max Price,"
",Min Price,"
",Closing Price,"
",Traded Shares,"
",Amount,"
",Previous Closing,"
",Difference Rs.,"
"
,1,,10.25% GLOBAL IME BANK LTD. DEBENTURE 2080/81,,3,,958.80,,958.80,,958.80,,100.00,,95880.00,,940.00,,18.80,
,2,,12 % Goodwill Finance Limited Debenture 2083,,1,,1015.00,,1015.00,,1015.00,,10.00,,10150.00,,1015.00,,0.00,
,3,,12% ICFC Finance Limited Debenture 2083,,1,,1016.00,,1016.00,,1016.00,,30.00,,30480.00,,1021.00,,-5.00,
,4,,8.5% BOK Debenture 2086,,2,,760.30,,760.00,,760.00,,25.00,,19003.00,,760.00,,0.00,
,5,,8.5% Nepal Investment Bank Debenture 2084,,1,,800.30,,800.30,,800.30,,30.00,,24009.00,,816.20,,-15.90,
,6,,8.5% Sanima Debenture 2087,,6,,788.00,,760.00,,760.00,,465.00,,360400.00,,804.00,,-44.00,
,7,,8.5% SBL Debenture 2084,,1,,825.00,,825.00,,825.00,,100.00,,82500.00,,824.00,,1.00,
,8,,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,,38,,959.90,,922.20,,925.00,,1159.00,,1083544.30,,948.00,,-23.00,
,9,,Agricultural Development Bank Limited,,413,,336.00,,326.90,,327.20,,53722.00,,17644844.20,,331.90,,-4.70,
,10,,Ankhu Khola Jalvidhyut Company Ltd,,413,,239.90,,227.00,,228.00,,74049.00,,17239011.90,,238.00,,-10.00,
,11,,Api Power Company Ltd.,,1912,,295.00,,280.00,,284.00,,443504.00,,127932756.20,,288.80,,-4.80,
,12,,Arun Kabeli Power Ltd.,,755,,500.00,,480.00,,480.00,,125385.00,,60866722.40,,493.90,,-13.90,
,13,,Arun Valley Hydropower Development Co. Ltd.,,778,,406.00,,382.20,,383.00,,187093.00,,73020754.50,,399.00,,-16.00,
,14,,Asha Laghubitta Bittiya Sanstha Ltd,,32,,1286.00,,1264.00,,1275.10,,935.00,,1187192.00,,1280.00,,-4.90,
,15,,Asian Life Insurance Co. Limited,,415,,659.70,,633.00,,633.00,,62331.00,,40138614.90,,650.10,,-17.10,
,16,,Balephi Hydropower Limited,,759,,362.60,,336.20,,362.60,,49371.00,,17562647.60,,329.70,,32.90,
,17,,Barun Hydropower Co. Ltd.,,140,,311.00,,300.00,,300.10,,13731.00,,4188455.70,,308.00,,-7.90,
,18,,Best Finance Company Ltd.,,271,,450.00,,429.00,,430.00,,32818.00,,14304779.50,,446.00,,-16.00,
,19,,Bindhyabasini Hydropower Development Company Limited,,992,,495.50,,448.00,,487.00,,33555.00,,16129705.50,,466.10,,20.90,
,20,,Bishal Bazar Company Limited,,14,,3930.00,,3800.10,,3800.10,,152.00,,587937.00,,4000.00,,-199.90,
,21,,Bottlers Nepal (Terai) Limited,,13,,13895.00,,13555.00,,13555.00,,350.00,,4759060.00,,13623.00,,-68.00,
,22,,Buddha Bhumi Nepal Hydropower Company Limited,,144,,459.00,,434.00,,436.00,,9689.00,,4301922.60,,452.30,,-16.30,
,23,,Butwal Power Company Limited,,235,,372.00,,354.00,,354.50,,25084.00,,8986081.50,,367.00,,-12.50,
,24,,CEDB Hydropower Development Company Limited,,244,,825.00,,800.00,,800.00,,19407.00,,15751997.00,,814.10,,-14.10,
,25,,Central Finance Co. Ltd.,,341,,405.00,,380.10,,381.00,,49725.00,,19305632.40,,398.00,,-17.00,
,26,,Chandragiri Hills Limited,,81,,1146.00,,1104.50,,1104.50,,3300.00,,3723285.50,,1147.00,,-42.50,
,27,,Chhimek Laghubitta Bittiya Sanstha Limited,,300,,1127.00,,1102.50,,1105.00,,16427.00,,18203285.10,,1121.10,,-16.10,
,28,,Chhyangdi Hydropower Ltd.,,202,,315.00,,301.00,,301.00,,34170.00,,10456474.90,,314.00,,-13.00,
,29,,Chilime Hydropower Company Limited,,272,,448.00,,430.00,,430.10,,44245.00,,19241847.70,,444.00,,-13.90,
,30,,Citizen Investment Trust,,363,,2990.00,,2950.10,,2952.00,,11112.00,,32995450.10,,2992.00,,-40.00,
,31,,Citizens Bank International Limited,,249,,214.00,,207.30,,207.50,,57404.00,,11985639.80,,211.80,,-4.30,
,32,,Citizens Mutual Fund -1,,7,,8.77,,8.60,,8.77,,6950.00,,60019.50,,8.87,,-0.10,
,33,,CITIZENS MUTUAL FUND 2,,6,,9.22,,9.05,,9.22,,6150.00,,56569.00,,9.40,,-0.18,
,34,,Civil Bank Debenture 2088,,2,,885.00,,884.10,,884.10,,20.00,,17691.00,,885.00,,-0.90,
,35,,Civil Laghubitta Bittiya Sanstha Ltd.,,193,,1010.00,,957.50,,986.00,,16035.00,,15973879.00,,977.00,,9.00,
,36,,Corporate Development Bank Limited,,86,,358.00,,346.00,,347.00,,14421.00,,5046476.90,,353.00,,-6.00,
,37,,Deprosc Laghubitta Bittiya Sanstha Limited,,145,,1064.00,,1029.00,,1035.00,,7649.00,,7977238.50,,1064.00,,-29.00,
,38,,Dibyashwori Hydropower Ltd.,,132,,240.00,,233.00,,236.00,,18794.00,,4428373.60,,240.00,,-4.00,
,39,,Dordi Khola Jal Bidyut Company Limited,,834,,367.20,,341.00,,365.00,,49183.00,,17407226.20,,355.00,,10.00,
,40,,Emerging Nepal Limited,,92,,810.90,,765.00,,793.00,,4827.00,,3798121.80,,780.00,,13.00,
,41,,Everest Bank Limited,,379,,506.00,,493.00,,499.00,,69134.00,,34573734.10,,510.00,,-11.00,
