"
",S.N.,"
",Traded Companies,"
",No. Of Transaction,"
",Max Price,"
",Min Price,"
",Closing Price,"
",Traded Shares,"
",Amount,"
",Previous Closing,"
",Difference Rs.,"
"
,55,,Green Ventures Limited,,111,,306.00,,291.00,,295.00,,4260.00,,1256817.50,,295.20,,-0.20,
,56,,GreenLife Hydropower Limited,,70,,250.00,,242.00,,250.00,,3525.00,,860217.30,,249.00,,1.00,
,57,,Guheshowori Merchant Bank & Finance Co. Ltd.,,24,,339.00,,326.00,,337.50,,3460.00,,1160240.30,,338.80,,-1.30,
,58,,Gurans Laghubitta Bittiya Sanstha Limited,,8,,887.40,,853.00,,887.40,,123.00,,106660.00,,853.00,,34.40,
,59,,Gurkhas Finance Ltd.,,267,,576.00,,550.00,,562.00,,44967.00,,25288846.60,,559.00,,3.00,
,60,,Himal Dolakha Hydropower Company Limited,,445,,182.30,,171.80,,178.00,,166697.00,,29601484.50,,178.80,,-0.80,
,61,,Himalaya Urja Bikas Company Limited,,24,,230.00,,217.10,,218.00,,3355.00,,748184.00,,221.50,,-3.50,
,62,,Himalayan Bank Limited,,40,,347.70,,334.20,,343.00,,2734.00,,929654.70,,340.90,,2.10,
,63,,Himalayan Distillery Limited,,288,,3719.00,,3619.10,,3670.00,,8312.00,,30535484.90,,3675.00,,-5.00,
,64,,Himalayan Everest Insurance Limited,,79,,384.00,,371.50,,380.00,,21387.00,,8094720.80,,378.00,,2.00,
,65,,Himalayan Everest Insurance Limited Promoter,,12,,252.60,,242.90,,252.00,,2070.00,,507888.60,,247.50,,4.50,
,66,,Himalayan Hydropower Limited,,100,,225.00,,219.00,,221.00,,3997.00,,885654.30,,226.50,,-5.50,
,67,,Himalayan Power Partner Ltd.,,55,,295.00,,284.30,,289.00,,8505.00,,2444737.80,,283.00,,6.00,
,68,,Hydorelectricity Investment and Development Company Limited Promoter,,33,,100.10,,97.50,,99.90,,10361.00,,1026361.90,,98.20,,1.70,
,69,,Hydorelectricity Investment and Development Company Ltd,,390,,180.00,,175.00,,177.00,,54593.00,,9680738.90,,177.00,,0.00,
,70,,ICFC Finance Limited,,117,,467.00,,451.00,,457.00,,14813.00,,6803754.60,,458.00,,-1.00,
,71,,IME General Insurance Ltd.,,74,,381.00,,367.60,,370.20,,13779.00,,5121191.00,,374.00,,-3.80,
,72,,Infinity Laghubitta Bittiya Sanstha Limited,,19,,968.00,,946.00,,968.00,,395.00,,377927.00,,965.00,,3.00,
,73,,Jalpa Samudayik Laghubitta Bittiya Sanstha Limited,,418,,3770.00,,3575.00,,3575.00,,12110.00,,43964995.90,,3645.00,,-70.00,
,74,,Janaki Finance Company Limited,,42,,367.00,,352.80,,359.00,,3993.00,,1448348.00,,360.00,,-1.00,
,75,,Janautthan Samudayic Laghubitta Bittya Sanstha Limited,,14,,1729.00,,1665.00,,1665.00,,205.00,,345339.00,,1698.70,,-33.70,
,76,,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd,,189,,2840.00,,2750.10,,2752.00,,4442.00,,12353822.40,,2790.00,,-38.00,
,77,,Joshi Hydropower Development Company Ltd,,47,,201.90,,192.00,,196.00,,32266.00,,6266792.40,,198.00,,-2.00,
,78,,Jyoti Bikas Bank Limited,,147,,293.00,,283.50,,286.80,,24941.00,,7162832.20,,289.00,,-2.20,
,79,,Kalika Laghubitta Bittiya Sanstha Ltd,,80,,960.00,,922.50,,922.50,,2426.00,,2273469.20,,979.00,,-56.50,
,80,,Kalika power Company Ltd,,37,,335.00,,319.60,,330.00,,3673.00,,1190888.10,,326.00,,4.00,
,81,,Kamana Sewa Bikas Bank Limited,,106,,319.50,,311.00,,312.10,,15872.00,,4995727.30,,315.80,,-3.70,
,82,,Karnali Development Bank Limited,,70,,247.00,,240.00,,244.70,,16927.00,,4090109.10,,246.00,,-1.30,
,83,,Khanikhola Hydropower Co. Ltd.,,27,,183.00,,178.00,,180.10,,3368.00,,608512.30,,183.50,,-3.40,
,84,,Kumari Dhanabriddhi Yojana,,16,,8.06,,7.91,,8.02,,3900.00,,31334.00,,7.92,,0.10,
,85,,Kumari Equity Fund,,9,,8.19,,8.08,,8.19,,4350.00,,35306.00,,8.15,,0.04,
,86,,Laxmi Bank Limited,,66,,209.70,,207.00,,207.90,,24107.00,,5017797.00,,208.00,,-0.10,
,87,,Laxmi Equity Fund,,3,,7.84,,7.80,,7.80,,5120.00,,39940.80,,8.00,,-0.20,
,88,,Laxmi Laghubitta Bittiya Sanstha Ltd.,,8,,1200.00,,1186.00,,1186.00,,406.00,,482546.90,,1209.90,,-23.90,
,89,,Laxmi Unnati Kosh,,2,,8.02,,7.91,,7.91,,15300.00,,121133.00,,8.18,,-0.27,
,90,,Liberty Energy Company Limited,,44,,229.00,,221.10,,222.50,,2414.00,,541703.00,,225.00,,-2.50,
,91,,Life Insurance Corporation (Nepal) Limited,,243,,1391.00,,1298.00,,1379.90,,17156.00,,23236315.50,,1324.00,,55.90,
,92,,Lumbini Bikas Bank Ltd.,,129,,373.00,,361.10,,364.90,,36898.00,,13511723.80,,366.00,,-1.10,
,93,,Machhapuchhre Bank Limited,,59,,227.00,,224.90,,224.90,,11240.00,,2537514.00,,228.90,,-4.00,
,94,,Madhya Bhotekoshi Jalavidyut Company Limited,,197,,217.00,,208.60,,213.10,,6338.00,,1355557.00,,212.40,,0.70,
,95,,Mahalaxmi Bikas Bank Ltd.,,142,,365.00,,356.00,,358.90,,48772.00,,17525367.90,,362.50,,-3.60,
,96,,Mahila Lagubitta Bittiya Sanstha Limited,,34,,4199.90,,4161.00,,4180.00,,567.00,,2371362.00,,4120.00,,60.00,
,97,,Mahuli Laghubitta Bittiya Sanstha Limited,,8,,1009.00,,995.00,,1000.00,,320.00,,321369.00,,1014.00,,-14.00,
,98,,Mahuli Laghubitta Bittiya Sanstha Limited Promoter,,2,,541.00,,541.00,,541.00,,1000.00,,541000.00,,541.00,,0.00,
,99,,Mailung Khola Jal Vidhyut Company Limited,,28,,425.00,,410.70,,419.00,,957.00,,401038.00,,420.00,,-1.00,
,100,,Manakamana Smart Laghubitta Bittiya Sanstha Limited,,15,,912.00,,880.00,,892.00,,379.00,,337821.00,,930.00,,-38.00,
,101,,Mandakini Hydropower Limited,,73,,334.60,,324.00,,326.10,,1685.00,,554504.00,,341.40,,-15.30,
,102,,Manjushree Finance Ltd.,,138,,453.00,,442.20,,446.00,,16102.00,,7194356.20,,440.80,,5.20,
,103,,Manushi Laghubitta Bittiya Sanstha Limited,,72,,1218.70,,1086.00,,1149.80,,3585.00,,3977905.00,,1197.00,,-47.20,
,104,,Mega Mutual Fund -1,,12,,7.32,,7.21,,7.21,,7400.00,,53935.00,,7.32,,-0.11,
,105,,Mero Microfinance Bittiya Sanstha Ltd.,,40,,812.00,,793.00,,796.20,,1629.00,,1305079.00,,800.00,,-3.80,
,106,,Mirmire Laghubitta Bittya Sanstha Limited,,24,,978.00,,935.00,,944.00,,757.00,,715870.00,,942.00,,2.00,
,107,,Miteri Development Bank Limited,,33,,390.00,,384.00,,388.00,,2480.00,,955639.50,,385.90,,2.10,
,108,,Mithila LaghuBitta Bittiya Sanstha Limited,,6,,1120.00,,1097.00,,1097.00,,172.00,,190828.00,,1140.00,,-43.00,
,109,,Mountain Energy Nepal Limited,,58,,794.00,,745.00,,750.00,,3350.00,,2527332.00,,775.00,,-25.00,
,110,,Mountain Hydro Nepal Limited,,48,,250.90,,235.20,,240.60,,11879.00,,2880500.00,,240.00,,0.60,
,111,,Muktinath Bikas Bank Ltd.,,191,,434.50,,424.00,,434.50,,32602.00,,13940929.70,,429.00,,5.50,
,112,,Multipurpose Finance Company  Limited,,43,,332.00,,323.00,,330.40,,5588.00,,1826935.00,,330.00,,0.40,
,113,,NABIL BALANCED FUND-2,,10,,8.90,,8.73,,8.90,,18291.00,,162656.90,,8.90,,0.00,
,114,,Nabil Balanced Fund-3,,5,,7.66,,7.51,,7.52,,1350.00,,10213.00,,7.46,,0.06,
,115,,Nabil Bank Limited,,377,,835.00,,827.00,,833.00,,20635.00,,17146216.60,,834.00,,-1.00,
,116,,Nabil Equity Fund,,7,,8.70,,8.40,,8.40,,4914.00,,41630.10,,8.45,,-0.05,
,117,,Narayani Development Bank Limited,,25,,395.00,,379.50,,390.80,,12316.00,,4688186.70,,398.90,,-8.10,
,118,,National Hydro Power Company Limited,,242,,208.70,,201.00,,202.00,,59058.00,,12085604.80,,204.90,,-2.90,
,119,,National Life Insurance Co. Ltd.,,114,,608.00,,586.30,,599.90,,12912.00,,7731963.00,,598.00,,1.90,
,120,,Naya Sarathi Laghubitta Bittiya Sanstha Limited,,18,,788.00,,764.40,,787.00,,547.00,,422706.80,,780.00,,7.00,
,121,,Neco Insurance Limited,,47,,723.00,,712.00,,720.00,,4031.00,,2881022.50,,712.00,,8.00,
,122,,Nepal Bank Limited,,137,,281.50,,275.00,,277.00,,14206.00,,3926109.80,,278.00,,-1.00,
,123,,Nepal Doorsanchar Company Limited,,193,,890.00,,867.00,,876.10,,17721.00,,15571248.00,,880.00,,-3.90,
,124,,Nepal Finance Ltd.,,110,,289.00,,267.60,,279.00,,13346.00,,3691338.90,,273.00,,6.00,
,125,,Nepal Hydro Developers Ltd.,,31,,334.50,,321.50,,322.10,,3848.00,,1250104.90,,328.00,,-5.90,
,126,,Nepal Infrastructure Bank Limited,,385,,201.00,,196.00,,197.10,,32323.00,,6393659.10,,199.00,,-1.90,
,127,,Nepal Insurance Co. Ltd.,,30,,428.00,,415.00,,421.00,,4297.00,,1802579.50,,420.00,,1.00,
,128,,Nepal Life Insurance Co. Ltd.,,276,,622.00,,605.00,,618.00,,29168.00,,17735836.90,,612.00,,6.00,
,129,,Nepal Reinsurance Company Limited,,617,,735.00,,677.00,,715.00,,55149.00,,39356802.90,,690.00,,25.00,
,130,,Nepal SBI Bank Limited,,59,,299.00,,292.00,,299.00,,19989.00,,5900099.50,,300.00,,-1.00,
,131,,Nerude Laghubitta Bittiya Sanstha Limited,,15,,873.00,,843.00,,873.00,,685.00,,589521.00,,872.00,,1.00,
,132,,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,,249,,3318.00,,3225.00,,3279.00,,10350.00,,33749257.00,,3267.00,,12.00,
,133,,Ngadi Group Power Ltd.,,76,,228.00,,217.10,,218.00,,8993.00,,1991463.60,,224.00,,-6.00,
,134,,NIBL Pragati Fund,,5,,8.19,,8.03,,8.19,,5900.00,,47530.00,,8.03,,0.16,
,135,,NIBL Samriddhi Fund -2,,6,,7.49,,7.30,,7.40,,2400.00,,17656.00,,7.35,,0.05,
,136,,NIC Asia Balanced Fund,,5,,8.79,,8.61,,8.61,,3600.00,,31071.00,,8.49,,0.12,
,137,,NIC Asia Bank Ltd.,,253,,680.00,,674.00,,676.10,,29430.00,,19926154.90,,678.00,,-1.90,
,138,,NIC Asia Flexi CAP Fund,,10,,8.25,,8.06,,8.10,,1000.00,,8121.00,,8.16,,-0.06,
,139,,NIC Asia Growth Fund,,1,,9.65,,9.65,,9.65,,200.00,,1930.00,,9.49,,0.16,
,140,,NIC ASIA Laghubitta Bittiya Sanstha Limited,,75,,751.00,,737.10,,743.00,,3025.00,,2246003.10,,744.00,,-1.00,
,141,,NIC Asia Select Fund 30,,7,,8.00,,7.78,,7.84,,2550.00,,20318.00,,7.90,,-0.06,
,142,,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,,67,,990.00,,975.00,,984.50,,2730.00,,2678544.00,,975.00,,9.50,
,143,,NLG Insurance Company Ltd.,,16,,479.00,,470.00,,479.00,,2706.00,,1279657.00,,475.00,,4.00,
,144,,NMB  Microfinance Bittiya Sanstha Ltd.,,35,,700.00,,688.50,,697.00,,1430.00,,989952.80,,701.00,,-4.00,
,145,,NMB 50,,5,,9.77,,9.58,,9.77,,1200.00,,11591.00,,9.77,,0.00,
,146,,NMB Bank Limited,,154,,248.00,,244.30,,245.00,,18018.00,,4432979.60,,247.80,,-2.80,
,147,,NMB Hybrid Fund L-1,,11,,9.49,,9.00,,9.31,,9793.00,,89273.76,,9.31,,0.00,
,148,,NRN Infrastructure and Development Limited,,94,,456.90,,439.00,,444.00,,6987.00,,3120502.50,,448.00,,-4.00,
,149,,Nyadi Hydropower Limited,,42,,292.70,,281.10,,285.00,,1195.00,,343472.00,,286.10,,-1.10,
,150,,Oriental Hotels Limited,,24,,494.90,,482.10,,494.90,,3028.00,,1486600.70,,487.00,,7.90,
,151,,Panchakanya Mai Hydropower Ltd,,39,,203.00,,196.00,,199.90,,5735.00,,1134951.50,,204.90,,-5.00,
,152,,Panchthar Power Compant Limited,,94,,303.00,,294.90,,300.00,,16400.00,,4882014.50,,295.90,,4.10,
,153,,People's Power Limited,,301,,216.50,,208.80,,213.00,,5581.00,,1196512.50,,213.00,,0.00,
,154,,Pokhara Finance Ltd.,,53,,356.00,,343.10,,350.00,,3210.00,,1124918.00,,350.00,,0.00,
,155,,Prabhu  Bank Limited,,160,,222.00,,217.50,,218.20,,23625.00,,5172209.00,,221.70,,-3.50,
,156,,Prabhu Select Fund,,7,,7.88,,7.75,,7.79,,9700.00,,75338.00,,7.81,,-0.02,
,157,,Prime Commercial Bank Ltd.,,214,,243.50,,233.50,,234.00,,25063.00,,5924849.00,,238.80,,-4.80,
,158,,Progressive Finance Limited,,58,,290.60,,281.90,,285.00,,4112.00,,1169722.20,,285.00,,0.00,
,159,,Prudential Insurance Co. Ltd.,,14,,370.00,,362.00,,370.00,,4796.00,,1765197.00,,369.00,,1.00,
,160,,Radhi Bidyut Company Ltd,,83,,236.50,,227.40,,231.00,,8986.00,,2075851.10,,232.00,,-1.00,
,161,,Rapti Hydro And General Construction Limited,,162,,223.90,,218.00,,223.00,,5053.00,,1111271.40,,223.00,,0.00,
,162,,Rastra Utthan Laghubitta Sanstha Limited,,76,,925.70,,900.00,,915.00,,2204.00,,2004219.10,,925.00,,-10.00,
,163,,Rastriya Beema Company Limited,,2,,13149.00,,12891.20,,13149.00,,20.00,,260402.00,,13105.00,,44.00,
,164,,Rastriya Beema Company Limited Promoter Share,,8,,10200.00,,10152.00,,10200.00,,170.00,,1727650.00,,10291.00,,-91.00,
,165,,RASUWAGADHI HYDROPOWER COMPANY LIMITED,,60,,230.00,,222.00,,228.00,,6105.00,,1377861.70,,229.20,,-1.20,
,166,,RBB Mutual Fund 1,,12,,7.81,,7.51,,7.58,,10291.00,,78247.41,,7.66,,-0.08,
,167,,Reliance Finance Ltd.,,70,,320.00,,311.00,,316.70,,9894.00,,3102684.00,,311.00,,5.70,
,168,,Ridi Power Company Limited,,397,,492.00,,481.00,,483.00,,90122.00,,43782562.80,,479.00,,4.00,
,169,,River Falls Power Limited,,126,,233.50,,223.00,,230.00,,3145.00,,718362.50,,229.00,,1.00,
,170,,RSDC Laghubitta Bittiya Sanstha Ltd.,,44,,540.00,,526.00,,535.00,,2091.00,,1114091.20,,535.10,,-0.10,
,171,,Ru Ru Jalbidhyut Pariyojana Limited,,17,,785.00,,760.00,,761.00,,559.00,,428668.50,,772.00,,-11.00,
,172,,SABAIKO LAGHUBITTA BITTIYA SANSTHA LIMITED,,21,,1047.00,,1015.00,,1015.00,,377.00,,387096.00,,1036.00,,-21.00,
,173,,Sadhana Laghubitta Bittiya Sanstha Limited,,12,,978.00,,965.00,,965.00,,281.00,,271293.60,,977.00,,-12.00,
,174,,Sahas Urja Limited,,211,,480.00,,461.10,,474.00,,11554.00,,5488283.90,,470.00,,4.00,
,175,,Salt Trading Corporation,,37,,3670.00,,3600.00,,3630.00,,2350.00,,8506069.50,,3695.00,,-65.00,
,176,,Samata Gharelu Laghubitta Bittiya Sanstha Limited,,10,,780.00,,761.00,,780.00,,292.00,,225287.00,,785.00,,-5.00,
,177,,Samling Power Company Limited,,27,,419.00,,403.00,,411.00,,2250.00,,924537.30,,415.00,,-4.00,
,178,,Samriddhi Finance Company Limited,,82,,269.20,,258.00,,265.00,,10657.00,,2808111.10,,260.00,,5.00,
,179,,Samudayik Laghubitta Bittiya Sanstha Limited,,20,,1270.00,,1244.60,,1267.00,,451.00,,565029.00,,1293.00,,-26.00,
,180,,Sanima Bank Limited,,125,,267.00,,263.10,,264.90,,13335.00,,3535177.60,,266.20,,-1.30,
,181,,Sanima Equity Fund,,8,,9.88,,9.70,,9.70,,11450.00,,111122.00,,9.70,,0.00,
,182,,Sanima Large Cap Fund,,7,,7.36,,7.22,,7.23,,2000.00,,14489.00,,7.36,,-0.13,
,183,,Sanima Mai Hydropower Ltd.,,100,,277.00,,270.90,,271.00,,24424.00,,6661551.70,,278.80,,-7.80,
,184,,SANJEN JALAVIDHYUT COMPANY LIMITED,,66,,230.00,,222.10,,227.00,,4958.00,,1119332.00,,230.00,,-3.00,
,185,,Saptakoshi Development Bank Ltd,,40,,229.90,,221.50,,227.00,,7549.00,,1692094.00,,225.40,,1.60,
,186,,Sayapatri Hydropower Limited,,156,,310.00,,301.30,,310.00,,4134.00,,1269395.80,,310.80,,-0.80,
,187,,Shangri-la Development Bank Debenture 2087,,1,,756.00,,756.00,,756.00,,25.00,,18900.00,,762.00,,-6.00,
,188,,Shangrila Development Bank Ltd.,,63,,305.90,,299.50,,299.70,,10015.00,,3017092.30,,303.50,,-3.80,
,189,,Shikhar Insurance Co. Ltd.,,87,,780.00,,760.00,,768.00,,8529.00,,6566339.60,,765.00,,3.00,
,190,,Shine Resunga Development Bank Ltd.,,189,,330.40,,318.50,,323.00,,56862.00,,18259626.40,,324.00,,-1.00,
,191,,Shiva Shree Hydropower Ltd,,34,,192.00,,185.80,,185.80,,6218.00,,1170394.00,,190.00,,-4.20,
,192,,SHIVAM CEMENTS LTD,,771,,685.00,,660.00,,663.00,,128620.00,,85732122.60,,675.00,,-12.00,
,193,,Shree Investment Finance Co. Ltd.,,43,,333.50,,322.00,,326.40,,6433.00,,2097446.00,,329.90,,-3.50,
,194,,Siddhartha Bank Limited,,72,,324.00,,321.30,,322.40,,11675.00,,3767242.40,,322.20,,0.20,
,195,,Siddhartha Equity Fund,,3,,8.18,,8.03,,8.03,,1200.00,,9671.00,,8.02,,0.01,
,196,,Siddhartha Investment Growth Scheme - 2,,4,,8.51,,8.34,,8.34,,4300.00,,35879.00,,8.35,,-0.01,
,197,,Sindhu Bikash Bank Ltd,,29,,267.00,,262.00,,262.00,,7328.00,,1931236.80,,262.00,,0.00,
,198,,Singati Hydro Energy Limited,,50,,242.60,,235.00,,235.00,,1190.00,,282515.00,,242.00,,-7.00,
,199,,Soaltee Hotel Limited,,42,,213.80,,207.80,,212.00,,15156.00,,3227380.00,,212.00,,0.00,
,200,,Standard Chartered Bank Limited,,48,,424.00,,418.10,,419.10,,5844.00,,2455007.10,,422.00,,-2.90,
,201,,Sunrise Bank Limited,,62,,202.00,,199.50,,202.00,,15969.00,,3211089.20,,201.00,,1.00,
,202,,Sunrise Bluechip Fund,,5,,7.44,,7.30,,7.44,,1800.00,,13173.00,,7.35,,0.09,
,203,,Sunrise First Mutual Fund,,6,,9.10,,8.95,,9.10,,20900.00,,189646.00,,9.00,,0.10,
,204,,Support Microfinance Bittiya Sanstha Ltd.,,5,,1259.70,,1235.00,,1259.70,,36.00,,44718.40,,1235.80,,23.90,
,205,,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,,27,,726.00,,712.00,,726.00,,1105.00,,791681.50,,729.00,,-3.00,
,206,,Swabalamban Laghubitta Bittiya Sanstha Limited,,109,,1270.00,,1244.00,,1250.00,,5951.00,,7463065.90,,1274.00,,-24.00,
,207,,Swabhimaan Laghubitta Bittiya Sanstha Limited,,11,,1605.00,,1560.00,,1560.00,,120.00,,189320.00,,1617.00,,-57.00,
,208,,Swarojgar Laghu Bitta Bikas Bank Ltd.,,25,,875.00,,849.00,,850.00,,1601.00,,1375095.00,,870.00,,-20.00,
,209,,Swet-Ganga Hydropower & Construction Limited,,185,,238.60,,221.60,,238.00,,8702.00,,1979690.10,,230.00,,8.00,
,210,,Synergy Power Development Ltd.,,50,,263.00,,256.80,,256.80,,9563.00,,2496837.80,,261.00,,-4.20,
,211,,Taragaon Regency Hotel Limited,,22,,354.80,,348.00,,350.10,,11112.00,,3888585.60,,355.00,,-4.90,
,212,,Terhathum Power Company Limited,,50,,349.10,,339.00,,339.10,,2672.00,,913124.00,,350.00,,-10.90,
,213,,Unilever Nepal Limited,,6,,19690.00,,19600.00,,19600.00,,60.00,,1177400.00,,19999.90,,-399.90,
,214,,Union Hydropower Limited,,77,,196.00,,191.10,,194.40,,12067.00,,2334950.40,,194.10,,0.30,
,215,,United IDI Mardi RB Hydropower Limited.,,55,,459.80,,441.00,,450.00,,5376.00,,2396681.50,,450.80,,-0.80,
