"
",S.N.,"
",Traded Companies,"
",No. Of Transaction,"
",Max Price,"
",Min Price,"
",Closing Price,"
",Traded Shares,"
",Amount,"
",Previous Closing,"
",Difference Rs.,"
"
,1,,12% ICFC Finance Limited Debenture 2083,,1,,1015.00,,1015.00,,1015.00,,100.00,,101500.00,,1022.00,,-7.00,
,2,,8.75 % Prime Debenture 2085,,1,,790.30,,790.30,,790.30,,25.00,,19757.50,,790.10,,0.20,
,3,,9.5% NCC Debenture 2086,,1,,895.00,,895.00,,895.00,,10.00,,8950.00,,884.30,,10.70,
,4,,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,,48,,855.00,,821.00,,840.00,,1809.00,,1505388.20,,848.00,,-8.00,
,5,,Agricultural Development Bank Limited,,164,,330.00,,323.40,,328.00,,14918.00,,4873784.90,,330.00,,-2.00,
,6,,Ankhu Khola Jalvidhyut Company Ltd,,228,,224.00,,216.00,,220.00,,45062.00,,9877420.90,,220.10,,-0.10,
,7,,Api Power Company Ltd.,,729,,278.60,,271.00,,275.00,,200862.00,,55207333.50,,275.00,,0.00,
,8,,Arun Kabeli Power Ltd.,,266,,457.00,,446.10,,454.00,,54214.00,,24540993.10,,455.00,,-1.00,
,9,,Arun Valley Hydropower Development Co. Ltd.,,234,,364.90,,357.20,,360.00,,33897.00,,12224432.60,,360.00,,0.00,
,10,,Asha Laghubitta Bittiya Sanstha Ltd,,33,,1241.00,,1194.00,,1235.00,,1136.00,,1374917.20,,1220.00,,15.00,
,11,,Asian Life Insurance Co. Limited,,123,,601.00,,586.10,,591.20,,20824.00,,12336559.10,,600.00,,-8.80,
,12,,Balephi Hydropower Limited,,292,,348.90,,337.20,,344.00,,9742.00,,3328614.80,,349.00,,-5.00,
,13,,Barun Hydropower Co. Ltd.,,60,,292.00,,285.00,,285.00,,6284.00,,1800253.00,,288.00,,-3.00,
,14,,Best Finance Company Ltd.,,113,,405.00,,396.00,,398.00,,12018.00,,4799737.60,,405.00,,-7.00,
,15,,Bindhyabasini Hydropower Development Company Limited,,392,,495.00,,465.20,,481.40,,10150.00,,4786722.00,,476.00,,5.40,
,16,,Bishal Bazar Company Limited,,6,,3635.10,,3606.40,,3620.00,,70.00,,253455.00,,3631.10,,-11.10,
,17,,Bottlers Nepal (Terai) Limited,,8,,14100.00,,13818.00,,13830.00,,230.00,,3219250.00,,14200.00,,-370.00,
,18,,Buddha Bhumi Nepal Hydropower Company Limited,,55,,446.00,,422.30,,433.00,,1776.00,,762704.00,,438.60,,-5.60,
,19,,Butwal Power Company Limited,,75,,337.00,,329.00,,332.00,,11386.00,,3780810.80,,338.00,,-6.00,
,20,,CEDB Hydropower Development Company Limited,,124,,765.00,,740.10,,750.20,,10779.00,,8114239.90,,751.10,,-0.90,
,21,,Central Finance Co. Ltd.,,118,,362.00,,351.00,,355.00,,17637.00,,6284083.50,,360.00,,-5.00,
,22,,Chandragiri Hills Limited,,43,,1065.00,,1040.00,,1060.00,,916.00,,963984.00,,1070.00,,-10.00,
,23,,Chhimek Laghubitta Bittiya Sanstha Limited,,121,,1080.00,,1061.00,,1077.10,,4772.00,,5111550.50,,1068.50,,8.60,
,24,,Chhyangdi Hydropower Ltd.,,69,,269.40,,261.70,,264.00,,5879.00,,1556643.30,,267.00,,-3.00,
,25,,Chilime Hydropower Company Limited,,85,,409.80,,398.20,,404.00,,6234.00,,2513645.70,,404.00,,0.00,
,26,,Citizen Investment Trust,,171,,2118.00,,2099.00,,2108.00,,6279.00,,13240709.60,,2110.00,,-2.00,
,27,,Citizens Bank International Limited,,142,,203.00,,200.00,,201.90,,19446.00,,3913151.10,,201.20,,0.70,
,28,,Citizens Mutual Fund -1,,11,,8.52,,8.05,,8.47,,9270.00,,77556.90,,7.90,,0.57,
,29,,CITIZENS MUTUAL FUND 2,,2,,8.30,,8.20,,8.20,,250.00,,2060.00,,8.27,,-0.07,
,30,,Civil Bank Debenture 2088,,3,,892.70,,868.60,,892.70,,50.00,,43770.00,,885.00,,7.70,
,31,,Civil Laghubitta Bittiya Sanstha Ltd.,,40,,930.00,,913.00,,913.00,,9986.00,,9235050.90,,930.00,,-17.00,
