"
",S.N.,"
",Traded Companies,"
",No. Of Transaction,"
",Max Price,"
",Min Price,"
",Closing Price,"
",Traded Shares,"
",Amount,"
",Previous Closing,"
",Difference Rs.,"
"
,65,,Infinity Laghubitta Bittiya Sanstha Limited,,54,,1009.00,,980.00,,1009.00,,2199.00,,2183343.80,,975.00,,34.00,
,66,,Jalpa Samudayik Laghubitta Bittiya Sanstha Limited,,280,,3200.00,,3137.00,,3180.00,,6858.00,,21697760.10,,3150.00,,30.00,
,67,,Janaki Finance Company Limited,,243,,433.00,,398.80,,433.00,,32920.00,,13798223.30,,399.00,,34.00,
,68,,Janautthan Samudayic Laghubitta Bittya Sanstha Limited,,29,,1948.00,,1890.00,,1940.00,,742.00,,1421794.00,,1880.00,,60.00,
,69,,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd,,279,,2775.00,,2700.00,,2774.80,,6436.00,,17743983.30,,2724.00,,50.80,
,70,,Joshi Hydropower Development Company Ltd,,156,,238.00,,220.00,,238.00,,25356.00,,5818641.50,,222.00,,16.00,
,71,,Jyoti Bikas Bank Limited,,384,,316.00,,295.00,,316.00,,62933.00,,19379431.60,,297.50,,18.50,
,72,,Kalika Laghubitta Bittiya Sanstha Ltd,,43,,1113.00,,1060.00,,1105.00,,1889.00,,2068300.60,,1070.00,,35.00,
,73,,Kalika power Company Ltd,,111,,423.00,,410.00,,422.00,,10971.00,,4566602.60,,415.00,,7.00,
,74,,Kamana Sewa Bikas Bank Limited,,349,,363.90,,340.00,,363.00,,47979.00,,16934862.10,,338.00,,25.00,
,75,,Karnali Development Bank Limited,,119,,260.00,,243.00,,259.90,,17651.00,,4489149.00,,243.00,,16.90,
,76,,Khanikhola Hydropower Co. Ltd.,,113,,231.00,,206.50,,231.00,,14097.00,,3183413.20,,215.00,,16.00,
,77,,Kisan Lagubitta Bittiya Sanstha Limited,,12,,928.00,,893.10,,928.00,,533.00,,487334.80,,905.00,,23.00,
,78,,Kumari Bank Limited,,224,,203.00,,201.00,,202.90,,40193.00,,8121374.80,,201.40,,1.50,
,79,,Kumari Dhanabriddhi Yojana,,38,,8.89,,8.60,,8.80,,11010.00,,95809.10,,8.70,,0.10,
,80,,Kumari Equity Fund,,20,,8.66,,8.33,,8.53,,9750.00,,82726.50,,8.52,,0.01,
,81,,Laxmi Bank Limited,,97,,203.00,,199.00,,202.00,,22361.00,,4473377.40,,198.00,,4.00,
,82,,Laxmi Equity Fund,,4,,8.91,,8.90,,8.91,,10000.00,,89064.00,,8.74,,0.17,
,83,,Laxmi Laghubitta Bittiya Sanstha Ltd.,,28,,1285.00,,1238.00,,1280.00,,2231.00,,2795363.00,,1239.00,,41.00,
,84,,Laxmi Unnati Kosh,,21,,8.83,,8.57,,8.83,,42600.00,,368772.00,,8.66,,0.17,
,85,,Liberty Energy Company Limited,,73,,269.00,,251.10,,269.00,,7370.00,,1946209.00,,255.30,,13.70,
,86,,Life Insurance Corporation (Nepal) Limited,,200,,1400.00,,1335.00,,1400.00,,10013.00,,13778617.80,,1390.00,,10.00,
,87,,Lumbini Bikas Bank Ltd.,,402,,407.00,,373.40,,407.00,,87010.00,,34480151.20,,379.00,,28.00,
,88,,Machhapuchhre Bank Limited,,162,,234.90,,226.50,,232.50,,25907.00,,6003566.20,,230.80,,1.70,
,89,,Madhya Bhotekoshi Jalavidyut Company Limited,,439,,255.00,,235.20,,255.00,,19386.00,,4767642.20,,239.10,,15.90,
,90,,Mahalaxmi Bikas Bank Ltd.,,407,,403.70,,382.00,,402.80,,69493.00,,27481718.20,,384.90,,17.90,
,91,,Mahila Lagubitta Bittiya Sanstha Limited,,110,,3938.50,,3875.00,,3925.00,,2253.00,,8811073.80,,3872.00,,53.00,
,92,,Mahuli Laghubitta Bittiya Sanstha Limited,,28,,1230.00,,1181.90,,1200.00,,2188.00,,2655688.00,,1189.00,,11.00,
,93,,Mailung Khola Jal Vidhyut Company Limited,,52,,497.90,,466.50,,497.90,,1700.00,,830580.50,,475.00,,22.90,
,94,,Manakamana Smart Laghubitta Bittiya Sanstha Limited,,40,,1095.00,,985.00,,1079.00,,1268.00,,1324412.30,,1002.00,,77.00,
,95,,Manjushree Finance Ltd.,,306,,450.00,,418.00,,447.80,,26661.00,,11743714.10,,425.00,,22.80,
,96,,Manushi Laghubitta Bittiya Sanstha Limited,,76,,1241.20,,1178.00,,1220.00,,3940.00,,4799087.00,,1217.00,,3.00,
,97,,Mega Mutual Fund -1,,28,,8.00,,7.65,,7.95,,23250.00,,183519.00,,7.85,,0.10,
,98,,Mero Microfinance Bittiya Sanstha Ltd.,,96,,910.00,,866.00,,885.30,,6894.00,,6081502.20,,866.00,,19.30,
,99,,Mirmire Microfinance Development Bank Ltd.,,22,,1068.00,,1037.10,,1050.10,,816.00,,858610.80,,1030.00,,20.10,
,100,,Miteri Development Bank Limited,,107,,396.00,,368.00,,396.00,,15286.00,,5897200.40,,367.10,,28.90,
,101,,Mithila LaghuBitta Bittiya Sanstha Limited,,25,,1242.00,,1195.00,,1236.00,,811.00,,978941.80,,1205.00,,31.00,
,102,,Mountain Energy Nepal Limited,,57,,879.00,,850.00,,879.00,,2232.00,,1947402.00,,860.00,,19.00,
,103,,Mountain Hydro Nepal Limited,,170,,306.00,,291.20,,303.00,,39183.00,,11677801.30,,289.00,,14.00,
,104,,Muktinath Bikas Bank Ltd.,,311,,455.40,,438.00,,453.00,,40035.00,,17893633.30,,437.00,,16.00,
,105,,Multipurpose Finance Company  Limited,,171,,310.20,,284.90,,310.20,,23801.00,,7223131.40,,282.00,,28.20,
,106,,NABIL BALANCED FUND-2,,12,,9.69,,9.41,,9.68,,20076.00,,190294.16,,9.60,,0.08,
,107,,Nabil Balanced Fund-3,,22,,8.12,,7.96,,8.11,,5500.00,,44492.00,,8.12,,-0.01,
,108,,Nabil Bank Limited,,825,,799.40,,789.00,,799.40,,52346.00,,41534539.50,,789.00,,10.40,
,109,,Nabil Equity Fund,,10,,9.35,,9.17,,9.30,,10568.00,,97165.93,,9.35,,-0.05,
,110,,Narayani Development Bank Limited,,111,,471.90,,451.00,,467.00,,9473.00,,4371460.20,,460.00,,7.00,
,111,,National Hydro Power Company Limited,,471,,260.00,,242.20,,260.00,,99113.00,,25281954.90,,246.00,,14.00,
,112,,National Life Insurance Co. Ltd.,,128,,595.00,,560.00,,594.00,,23762.00,,13745009.70,,565.00,,29.00,
,113,,National Microfinance Laghubitta Bittiya Sanstha Limited,,125,,2375.00,,2290.00,,2375.00,,4711.00,,10952080.50,,2301.00,,74.00,
,114,,Naya Sarathi Laghubitta Bittiya Sanstha Limited,,27,,896.00,,813.50,,844.00,,1784.00,,1511855.20,,830.10,,13.90,
,115,,Neco Insurance Limited,,96,,728.00,,693.00,,728.00,,6979.00,,5012962.00,,700.00,,28.00,
,116,,Nepal Bank Limited,,290,,289.10,,278.00,,289.00,,37036.00,,10617581.40,,283.50,,5.50,
,117,,Nepal Credit And Commercial Bank Limited,,278,,209.40,,205.00,,208.00,,228061.00,,47420282.80,,206.90,,1.10,
,118,,Nepal Doorsanchar Company Limited,,802,,923.00,,863.00,,920.00,,76147.00,,68578771.20,,860.00,,60.00,
,119,,Nepal Finance Ltd.,,349,,313.10,,288.00,,311.10,,53331.00,,16184490.20,,292.00,,19.10,
,120,,Nepal Hydro Developers Ltd.,,81,,414.00,,395.00,,413.90,,12668.00,,5171591.90,,398.70,,15.20,
,121,,Nepal Infrastructure Bank Limited,,706,,237.40,,226.00,,236.60,,70265.00,,16415788.90,,229.90,,6.70,
,122,,Nepal Insurance Co. Ltd.,,120,,509.30,,462.10,,500.00,,12306.00,,5969402.70,,463.00,,37.00,
,123,,Nepal Life Insurance Co. Ltd.,,1468,,685.00,,650.00,,685.00,,189048.00,,125555113.80,,671.90,,13.10,
,124,,Nepal Reinsurance Company Limited,,448,,781.00,,734.00,,776.00,,40017.00,,30792195.90,,739.00,,37.00,
,125,,Nepal SBI Bank Limited,,62,,289.60,,280.00,,289.60,,8265.00,,2370573.50,,284.80,,4.80,
,126,,Nerude Laghubitta Bittiya Sanstha Limited,,63,,974.00,,922.10,,974.00,,6364.00,,6048301.20,,928.00,,46.00,
,127,,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,,518,,3290.00,,3210.00,,3280.00,,15269.00,,49742980.80,,3202.00,,78.00,
,128,,Ngadi Group Power Ltd.,,280,,280.30,,270.20,,280.30,,53224.00,,14674814.30,,272.10,,8.20,
,129,,NIBL Samriddhi Fund -2,,25,,8.05,,7.56,,8.05,,7250.00,,56019.00,,7.84,,0.21,
,130,,NIC Asia Balanced Fund,,10,,10.85,,10.43,,10.75,,4630.00,,49224.50,,10.74,,0.01,
,131,,NIC Asia Bank Ltd.,,597,,666.50,,648.00,,666.50,,66185.00,,43502319.70,,660.50,,6.00,
,132,,NIC Asia Growth Fund,,3,,11.47,,10.85,,11.47,,3200.00,,35664.00,,11.04,,0.43,
,133,,NIC ASIA Laghubitta Bittiya Sanstha Limited,,137,,895.00,,853.00,,895.00,,3779.00,,3308077.10,,856.00,,39.00,
,134,,NIC Asia Select Fund 30,,18,,8.58,,8.16,,8.58,,17575.00,,148333.75,,8.61,,-0.03,
,135,,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,,151,,1014.00,,985.00,,1010.10,,8446.00,,8454842.90,,980.00,,30.10,
,136,,NLG Insurance Company Ltd.,,51,,525.00,,500.00,,525.00,,4635.00,,2376805.60,,501.00,,24.00,
,137,,NMB  Microfinance Bittiya Sanstha Ltd.,,91,,800.00,,749.00,,792.00,,6415.00,,4926943.80,,759.00,,33.00,
,138,,NMB 50,,37,,12.71,,12.45,,12.60,,117002.00,,1463440.00,,12.70,,-0.10,
,139,,NMB Bank Limited,,175,,254.00,,250.00,,253.00,,17395.00,,4379230.30,,250.90,,2.10,
,140,,NMB Hybrid Fund L-1,,103,,11.94,,11.83,,11.89,,328201.00,,3898379.66,,11.80,,0.09,
,141,,NRN Infrastructure and Development Limited,,107,,514.80,,483.10,,514.80,,6965.00,,3481824.90,,488.00,,26.80,
,142,,Nyadi Hydropower Limited,,124,,351.00,,320.00,,350.00,,2595.00,,883612.50,,327.00,,23.00,
,143,,Oriental Hotels Limited,,17,,490.00,,475.00,,485.00,,2157.00,,1048951.00,,481.00,,4.00,
,144,,Panchakanya Mai Hydropower Ltd,,103,,253.90,,232.00,,253.90,,12294.00,,3004398.50,,230.90,,23.00,
,145,,Panchthar Power Compant Limited,,218,,353.00,,340.00,,353.00,,48163.00,,16720800.20,,336.00,,17.00,
,146,,Pokhara Finance Ltd.,,153,,405.00,,380.00,,405.00,,17559.00,,6958594.50,,376.00,,29.00,
,147,,Prabhu  Bank Limited,,257,,210.00,,202.00,,210.00,,32888.00,,6859764.10,,206.00,,4.00,
,148,,Prabhu Select Fund,,13,,8.26,,7.97,,8.19,,13475.00,,110610.25,,8.10,,0.09,
,149,,Prime Commercial Bank Ltd.,,321,,243.10,,235.10,,239.90,,60103.00,,14379230.60,,238.80,,1.10,
,150,,Progressive Finance Limited,,159,,301.00,,279.00,,301.00,,21179.00,,6211675.30,,279.00,,22.00,
,151,,Prudential Insurance Co. Ltd.,,86,,410.00,,381.30,,410.00,,12142.00,,4826586.60,,384.20,,25.80,
,152,,Radhi Bidyut Company Ltd,,266,,617.10,,554.00,,617.10,,31246.00,,18229749.80,,561.00,,56.10,
,153,,Rastra Utthan Laghubitta Sanstha Limited,,155,,1209.00,,1085.00,,1209.00,,3291.00,,3764745.00,,1100.00,,109.00,
,154,,Rastriya Beema Company Limited,,68,,14550.00,,14121.00,,14490.00,,1025.00,,14795638.60,,13845.00,,645.00,
,155,,Rastriya Beema Company Limited Promoter Share,,27,,11790.00,,11300.00,,11600.00,,337.00,,3912153.00,,11550.00,,50.00,
,156,,RASUWAGADHI HYDROPOWER COMPANY LIMITED,,172,,268.00,,255.00,,265.00,,26275.00,,6908440.50,,259.00,,6.00,
,157,,RBB Mutual Fund 1,,12,,8.14,,7.94,,8.14,,7400.00,,59273.00,,8.10,,0.04,
,158,,Reliance Finance Ltd.,,278,,370.00,,339.10,,368.00,,49571.00,,17657205.60,,346.00,,22.00,
,159,,Ridi Power Company Limited,,70,,694.50,,637.80,,637.80,,9881.00,,6332414.30,,708.60,,-70.80,
,160,,River Falls Power Limited,,527,,304.90,,273.00,,304.90,,15715.00,,4610657.40,,277.20,,27.70,
,161,,RMDC Laghubitta Bittiya Sanstha Ltd.,,104,,882.00,,850.00,,880.00,,7391.00,,6431329.00,,850.00,,30.00,
,162,,RSDC Laghubitta Bittiya Sanstha Ltd.,,57,,584.00,,556.00,,584.00,,3328.00,,1911535.20,,564.50,,19.50,
,163,,Ru Ru Jalbidhyut Pariyojana Limited,,43,,825.00,,802.00,,824.90,,3484.00,,2819855.10,,812.00,,12.90,
,164,,SABAIKO LAGHUBITTA BITTIYA SANSTHA LIMITED,,26,,1111.00,,1070.10,,1108.00,,1629.00,,1777237.40,,1075.00,,33.00,
,165,,Sadhana Laghubitta Bittiya Sanstha Limited,,32,,1060.00,,1032.00,,1060.00,,911.00,,956741.60,,1030.00,,30.00,
,166,,Sahas Urja Limited,,472,,545.00,,515.10,,540.00,,28126.00,,15090834.80,,525.00,,15.00,
,167,,Salt Trading Corporation,,87,,4238.00,,4020.00,,4212.00,,2269.00,,9382862.00,,4020.00,,192.00,
,168,,Samata Gharelu Laghubitta Bittiya Sanstha Limited,,24,,887.00,,835.00,,872.10,,597.00,,513762.00,,844.00,,28.10,
,169,,Samling Power Company Limited,,127,,585.00,,518.00,,576.00,,11770.00,,6516180.10,,537.90,,38.10,
,170,,Samriddhi Finance Company Limited,,336,,301.00,,273.60,,301.00,,44888.00,,13242380.60,,279.00,,22.00,
,171,,Samudayik Laghubitta Bittiya Sanstha Limited,,23,,1463.00,,1408.40,,1447.90,,852.00,,1212024.40,,1434.90,,13.00,
,172,,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited,,128,,1095.00,,1058.10,,1095.00,,11005.00,,11883311.60,,1070.00,,25.00,
,173,,Sanima Bank Limited,,135,,261.90,,248.00,,256.00,,20009.00,,5123444.40,,253.00,,3.00,
,174,,Sanima Equity Fund,,17,,12.69,,12.45,,12.69,,56600.00,,708328.00,,12.70,,-0.01,
,175,,Sanima Large Cap Fund,,10,,8.16,,7.86,,7.95,,5200.00,,41434.00,,8.00,,-0.05,
,176,,Sanima Mai Hydropower Ltd.,,305,,331.00,,310.10,,330.00,,73042.00,,23653809.10,,316.00,,14.00,
,177,,SANJEN JALAVIDHYUT COMPANY LIMITED,,122,,265.30,,255.10,,263.00,,9315.00,,2443257.90,,255.00,,8.00,
,178,,Saptakoshi Development Bank Ltd,,73,,257.00,,238.20,,257.00,,6852.00,,1694892.90,,236.00,,21.00,
,179,,Shangrila Development Bank Ltd.,,291,,333.00,,315.00,,331.00,,69357.00,,22521055.60,,315.00,,16.00,
,180,,Shikhar Insurance Co. Ltd.,,249,,836.00,,812.00,,833.10,,18435.00,,15264425.40,,800.10,,33.00,
,181,,Shine Resunga Development Bank Ltd.,,273,,327.00,,307.00,,327.00,,46194.00,,14708029.30,,309.00,,18.00,
,182,,Shiva Shree Hydropower Ltd,,182,,245.00,,225.00,,244.90,,40175.00,,9581067.80,,228.00,,16.90,
,183,,SHIVAM CEMENTS LTD,,2847,,699.90,,655.00,,692.00,,307958.00,,210252367.10,,707.00,,-15.00,
,184,,Shree Investment Finance Co. Ltd.,,189,,368.50,,338.50,,368.50,,35861.00,,12743089.20,,335.00,,33.50,
,185,,Siddhartha Bank Limited,,168,,310.00,,304.10,,309.50,,19155.00,,5903432.50,,304.00,,5.50,
,186,,Siddhartha Equity Fund,,10,,9.59,,9.41,,9.51,,16300.00,,155298.44,,9.44,,0.07,
,187,,Siddhartha Investment Growth Scheme - 2,,4,,9.83,,9.70,,9.83,,8000.00,,78319.00,,9.66,,0.17,
,188,,Sindhu Bikash Bank Ltd,,67,,299.80,,276.80,,299.80,,11950.00,,3486816.00,,280.00,,19.80,
,189,,Singati Hydro Energy Limited,,112,,298.50,,279.10,,298.50,,9377.00,,2745212.50,,284.00,,14.50,
,190,,Soaltee Hotel Limited,,63,,220.00,,212.00,,218.00,,27472.00,,5969181.90,,210.90,,7.10,
,191,,Standard Chartered Bank Limited,,111,,457.70,,422.00,,451.00,,17285.00,,7404296.90,,424.00,,27.00,
,192,,Summit Laghubitta Bittiya Sanstha Limited,,5,,913.90,,895.00,,910.00,,150.00,,135239.00,,880.00,,30.00,
,193,,Sunrise Bank Limited,,113,,209.00,,205.00,,208.60,,21400.00,,4432451.60,,206.00,,2.60,
,194,,Sunrise Bluechip Fund,,12,,8.16,,8.00,,8.15,,5550.00,,44562.50,,8.02,,0.13,
,195,,Sunrise First Mutual Fund,,1,,11.50,,11.50,,11.50,,2635.00,,30302.50,,11.50,,0.00,
,196,,Support Microfinance Bittiya Sanstha Ltd.,,5,,1370.80,,1343.90,,1350.00,,88.00,,118710.00,,1344.00,,6.00,
,197,,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,,91,,828.00,,792.00,,826.00,,6413.00,,5186291.40,,795.00,,31.00,
,198,,Swabalamban Laghubitta Bittiya Sanstha Limited,,332,,1348.00,,1315.00,,1346.00,,40975.00,,54932427.30,,1313.00,,33.00,
,199,,Swabhimaan Laghubitta Bittiya Sanstha Limited,,15,,1622.00,,1560.00,,1612.00,,406.00,,652427.00,,1560.00,,52.00,
,200,,Swarojgar Laghu Bitta Bikas Bank Ltd.,,86,,981.00,,945.00,,973.00,,14020.00,,13655452.20,,945.00,,28.00,
,201,,Synergy Power Development Ltd.,,193,,346.00,,334.00,,346.00,,32856.00,,11199667.20,,330.00,,16.00,
,202,,Taragaon Regency Hotel Limited,,45,,364.00,,339.70,,363.00,,5996.00,,2129591.40,,346.60,,16.40,
,203,,Terhathum Power Company Limited,,82,,492.00,,439.10,,476.90,,4597.00,,2158834.00,,448.00,,28.90,
,204,,Unilever Nepal Limited,,6,,19275.40,,19275.00,,19275.00,,90.00,,1734754.00,,18897.50,,377.50,
,205,,Union Hydropower Limited,,256,,253.00,,239.00,,250.00,,57161.00,,14133039.40,,236.00,,14.00,
,206,,United IDI Mardi RB Hydropower Limited.,,180,,678.00,,649.00,,677.60,,21548.00,,14245379.70,,642.50,,35.10,
,207,,United Insurance Co. (Nepal) Ltd.,,69,,404.00,,390.00,,400.00,,9222.00,,3668599.90,,384.10,,15.90,
,208,,United Modi Hydropower Ltd.,,453,,304.80,,277.00,,304.00,,95387.00,,28149397.60,,279.00,,25.00,
,209,,UNIVERSAL POWER COMPANY LTD,,640,,272.50,,249.50,,271.00,,168593.00,,44451078.10,,248.50,,22.50,
,210,,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,,22,,1043.00,,994.90,,1005.00,,891.00,,903827.00,,984.00,,21.00,
,211,,Upakar Laghubitta Bittiya Sanstha Limited,,146,,3858.00,,3660.00,,3858.00,,3030.00,,11355755.00,,3680.00,,178.00,
,212,,Upper Hewakhola Hydropower Company Limited,,12,,170.20,,154.80,,170.20,,91.00,,15087.90,,154.80,,15.40,
,213,,Upper Tamakoshi Hydropower Ltd,,394,,491.00,,461.00,,491.00,,43521.00,,21000254.80,,470.00,,21.00,
,214,,Vijaya laghubitta Bittiya Sanstha Ltd.,,23,,1010.00,,958.00,,1010.00,,908.00,,885230.20,,960.00,,50.00,
