"
",S.N.,"
",Traded Companies,"
",No. Of Transaction,"
",Max Price,"
",Min Price,"
",Closing Price,"
",Traded Shares,"
",Amount,"
",Previous Closing,"
",Difference Rs.,"
"
,1,,12 % Goodwill Finance Limited Debenture 2083,,3,,1025.00,,1025.00,,1025.00,,405.00,,415125.00,,1025.00,,0.00,
,2,,12% ICFC Finance Limited Debenture 2083,,2,,1022.00,,1022.00,,1022.00,,125.00,,127750.00,,1021.00,,1.00,
,3,,8.75 % Prime Debenture 2085,,2,,800.00,,790.10,,790.10,,25.00,,19851.50,,800.00,,-9.90,
,4,,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,,37,,852.00,,821.30,,827.00,,713.00,,597213.40,,838.00,,-11.00,
,5,,Adarsha Laghubitta Bittiya Sanstha Limited,,3,,272.40,,267.10,,272.40,,20.00,,5368.30,,267.10,,5.30,
,6,,Agricultural Development Bank Limited,,178,,323.00,,319.00,,320.00,,11949.00,,3828524.90,,322.90,,-2.90,
,7,,Ankhu Khola Jalvidhyut Company Ltd,,157,,217.40,,212.00,,213.00,,29340.00,,6295565.50,,214.00,,-1.00,
,8,,Api Power Company Ltd.,,498,,265.00,,257.00,,261.00,,94330.00,,24665667.30,,259.00,,2.00,
,9,,Arun Kabeli Power Ltd.,,285,,455.00,,442.90,,447.00,,51450.00,,23089342.80,,443.10,,3.90,
,10,,Arun Valley Hydropower Development Co. Ltd.,,268,,364.00,,354.00,,359.00,,52475.00,,18864771.00,,358.00,,1.00,
,11,,Asha Laghubitta Bittiya Sanstha Ltd,,13,,1193.00,,1165.00,,1171.00,,263.00,,308737.00,,1170.00,,1.00,
,12,,Asian Life Insurance Co. Limited,,96,,597.00,,585.00,,588.10,,12513.00,,7401787.10,,587.00,,1.10,
,13,,Balephi Hydropower Limited,,249,,336.80,,325.10,,334.00,,13437.00,,4439040.80,,330.20,,3.80,
,14,,Barun Hydropower Co. Ltd.,,49,,282.00,,276.00,,277.00,,4066.00,,1133541.20,,277.00,,0.00,
,15,,Best Finance Company Ltd.,,88,,403.90,,392.00,,395.00,,9468.00,,3763519.60,,395.00,,0.00,
,16,,Bindhyabasini Hydropower Development Company Limited,,452,,480.00,,453.00,,475.00,,26513.00,,12493178.50,,467.00,,8.00,
,17,,Bishal Bazar Company Limited,,16,,3745.00,,3600.00,,3600.00,,463.00,,1687983.00,,3650.60,,-50.60,
