"
",S.N.,"
",Traded Companies,"
",No. Of Transaction,"
",Max Price,"
",Min Price,"
",Closing Price,"
",Traded Shares,"
",Amount,"
",Previous Closing,"
",Difference Rs.,"
"
,30,,Citizens Mutual Fund -1,,7,,8.58,,8.41,,8.50,,7350.00,,62874.50,,8.42,,0.08,
,31,,CITIZENS MUTUAL FUND 2,,5,,9.30,,9.12,,9.30,,7200.00,,66780.00,,9.30,,0.00,
,32,,Civil Laghubitta Bittiya Sanstha Ltd.,,89,,999.00,,978.00,,990.00,,8530.00,,8417943.70,,997.00,,-7.00,
,33,,Corporate Development Bank Limited,,106,,344.00,,326.00,,327.00,,13652.00,,4551180.80,,330.00,,-3.00,
,34,,Deprosc Laghubitta Bittiya Sanstha Limited,,130,,1015.00,,993.80,,998.00,,7339.00,,7379864.10,,1010.00,,-12.00,
,35,,Dibyashwori Hydropower Ltd.,,81,,234.60,,225.00,,229.00,,14101.00,,3236777.30,,231.50,,-2.50,
,36,,Dordi Khola Jal Bidyut Company Limited,,757,,357.00,,343.00,,349.00,,43357.00,,15221245.30,,349.00,,0.00,
,37,,Emerging Nepal Limited,,90,,750.70,,717.00,,718.00,,4919.00,,3590576.00,,736.00,,-18.00,
,38,,Everest Bank Limited,,345,,514.00,,505.10,,509.00,,53748.00,,27411053.30,,501.00,,8.00,
,39,,Excel Development Bank Ltd.,,136,,384.00,,371.00,,371.00,,20807.00,,7833865.50,,377.00,,-6.00,
,40,,First Micro Finance Laghubitta Bittiya Sanstha Limited,,143,,742.00,,714.00,,714.50,,14200.00,,10253964.90,,729.00,,-14.50,
,41,,Forward Microfinance Laghubitta Bittiya Sanstha Limited,,515,,2794.80,,2706.00,,2717.00,,19036.00,,52395666.20,,2740.00,,-23.00,
,42,,Ganapati Laghubitta Bittiya Sanstha Limited,,38,,1050.00,,1009.00,,1045.00,,2082.00,,2150252.30,,1029.00,,16.00,
,43,,Garima Bikas Bank Limited,,277,,416.00,,402.00,,404.00,,37374.00,,15269335.60,,407.90,,-3.90,
,44,,Ghalemdi Hydro Limited,,259,,260.00,,241.10,,250.00,,47784.00,,11891711.40,,256.00,,-6.00,
,45,,Global IME Laghubitta Bittiya Sanstha Ltd.,,42,,1387.00,,1345.00,,1345.00,,1549.00,,2108450.00,,1360.00,,-15.00,
,46,,Global IME Samunnat Scheme-1,,23,,9.86,,9.70,,9.78,,14705.00,,143287.90,,9.60,,0.18,
,47,,Goodwill Finance Limited,,303,,582.00,,550.00,,563.10,,55970.00,,31881311.40,,557.00,,6.10,
,48,,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,,181,,820.00,,795.00,,795.00,,25973.00,,20958528.50,,800.00,,-5.00,
,49,,Green Development Bank Ltd.,,91,,295.00,,275.40,,280.00,,16047.00,,4604575.70,,280.00,,0.00,
,50,,Green Ventures Limited,,565,,405.00,,385.40,,390.10,,29367.00,,11626067.50,,392.00,,-1.90,
,51,,GreenLife Hydropower Limited,,235,,351.90,,323.60,,335.00,,26601.00,,9116766.40,,334.00,,1.00,
,52,,Guheshowori Merchant Bank & Finance Co. Ltd.,,151,,391.00,,365.00,,369.00,,30551.00,,11516769.80,,380.00,,-11.00,
,53,,Gurans Laghubitta Bittiya Sanstha Limited,,63,,1100.00,,941.30,,1100.00,,3345.00,,3663814.80,,1000.00,,100.00,
,54,,Gurkhas Finance Ltd.,,350,,655.00,,627.30,,632.10,,50913.00,,32680419.60,,637.00,,-4.90,
,55,,Himal Dolakha Hydropower Company Limited,,333,,245.00,,236.00,,236.50,,80146.00,,19299020.80,,240.00,,-3.50,
,56,,Himalaya Urja Bikas Company Limited,,296,,304.00,,290.00,,292.00,,47150.00,,14037009.70,,289.00,,3.00,
,57,,Himalayan Bank Limited,,84,,348.00,,336.10,,336.10,,6107.00,,2085906.00,,342.00,,-5.90,
,58,,Himalayan Distillery Limited,,633,,3945.00,,3850.00,,3860.00,,18425.00,,71844342.00,,3867.00,,-7.00,
,59,,Himalayan Hydropower Limited,,87,,250.80,,228.00,,250.80,,780.00,,193340.80,,0.00,,22.80,
,60,,Himalayan Power Partner Ltd.,,65,,406.80,,388.00,,388.00,,11044.00,,4359643.50,,399.00,,-11.00,
,61,,Hydorelectricity Investment and Development Company Ltd,,1052,,224.90,,215.00,,217.00,,245436.00,,53703754.90,,222.00,,-5.00,
,62,,ICFC Finance Limited,,398,,549.00,,524.00,,539.00,,61805.00,,33290768.20,,528.00,,11.00,
,63,,IME General Insurance Ltd.,,259,,451.00,,432.00,,436.00,,63246.00,,27915762.60,,436.20,,-0.20,
,64,,Infinity Laghubitta Bittiya Sanstha Limited,,50,,1059.00,,1027.10,,1040.00,,2275.00,,2355143.70,,1038.80,,1.20,
,65,,Jalpa Samudayik Laghubitta Bittiya Sanstha Limited,,365,,3131.00,,2961.00,,3070.00,,11306.00,,34983881.60,,2985.00,,85.00,
,66,,Janaki Finance Company Limited,,156,,472.00,,444.00,,444.00,,18160.00,,8290708.10,,464.00,,-20.00,
,67,,Janautthan Samudayic Laghubitta Bittya Sanstha Limited,,45,,2027.00,,1993.00,,1994.00,,1394.00,,2790256.30,,1988.00,,6.00,
,68,,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd,,346,,2912.00,,2813.00,,2836.00,,8682.00,,24791798.30,,2855.00,,-19.00,
,69,,Joshi Hydropower Development Company Ltd,,160,,259.00,,248.00,,249.00,,26803.00,,6740526.80,,254.90,,-5.90,
,70,,Jyoti Bikas Bank Limited,,341,,329.00,,314.50,,316.00,,58572.00,,18770965.80,,324.00,,-8.00,
,71,,Kalika Laghubitta Bittiya Sanstha Ltd,,97,,1137.00,,1110.00,,1110.00,,7462.00,,8357277.60,,1137.00,,-27.00,
,72,,Kalika power Company Ltd,,121,,436.40,,421.50,,426.00,,23261.00,,10031805.30,,428.00,,-2.00,
,73,,Kamana Sewa Bikas Bank Limited,,296,,386.00,,367.00,,371.90,,43657.00,,16541000.10,,378.00,,-6.10,
,74,,Karnali Development Bank Limited,,160,,274.00,,263.00,,263.00,,22931.00,,6146143.10,,272.00,,-9.00,
,75,,Khanikhola Hydropower Co. Ltd.,,67,,245.00,,235.20,,236.20,,11034.00,,2638434.40,,236.20,,0.00,
,76,,Kisan Lagubitta Bittiya Sanstha Limited,,15,,967.00,,940.80,,940.80,,915.00,,867969.00,,948.70,,-7.90,
,77,,Kumari Bank Limited,,304,,210.90,,207.10,,208.00,,65301.00,,13633255.70,,207.50,,0.50,
,78,,Kumari Dhanabriddhi Yojana,,23,,9.09,,8.72,,8.80,,5870.00,,51416.10,,8.92,,-0.12,
,79,,Kumari Equity Fund,,22,,8.94,,8.77,,8.77,,11130.00,,97992.20,,8.77,,0.00,
,80,,Laxmi Bank Limited,,97,,205.00,,201.60,,202.50,,24584.00,,4994373.50,,203.80,,-1.30,
,81,,Laxmi Equity Fund,,11,,9.20,,8.93,,8.94,,30100.00,,269914.00,,9.11,,-0.17,
,82,,Laxmi Laghubitta Bittiya Sanstha Ltd.,,48,,1410.00,,1341.00,,1382.00,,5109.00,,6967814.60,,1367.00,,15.00,
,83,,Laxmi Unnati Kosh,,12,,9.23,,8.96,,9.00,,28100.00,,254698.00,,9.06,,-0.06,
,84,,Liberty Energy Company Limited,,82,,291.60,,278.10,,280.00,,7178.00,,2040166.60,,286.00,,-6.00,
,85,,Life Insurance Corporation (Nepal) Limited,,133,,1495.00,,1446.10,,1447.00,,10542.00,,15417347.00,,1478.00,,-31.00,
,86,,Lumbini Bikas Bank Ltd.,,277,,430.00,,413.00,,415.00,,61956.00,,25989795.40,,425.00,,-10.00,
,87,,Machhapuchhre Bank Limited,,135,,250.00,,242.30,,242.60,,16389.00,,3994904.10,,250.00,,-7.40,
,88,,Madhya Bhotekoshi Jalavidyut Company Limited,,542,,287.90,,261.00,,267.90,,29779.00,,8019245.10,,266.00,,1.90,
,89,,Mahalaxmi Bikas Bank Ltd.,,536,,425.00,,401.90,,406.00,,98886.00,,40799427.30,,414.70,,-8.70,
,90,,Mahila Lagubitta Bittiya Sanstha Limited,,73,,3970.00,,3890.60,,3900.00,,1528.00,,5980342.90,,3900.00,,0.00,
,91,,Mahuli Laghubitta Bittiya Sanstha Limited,,30,,1274.90,,1206.00,,1210.00,,1538.00,,1888311.00,,1227.00,,-17.00,
,92,,Mailung Khola Jal Vidhyut Company Limited,,106,,525.70,,501.00,,506.10,,8822.00,,4541031.30,,505.30,,0.80,
,93,,Manakamana Smart Laghubitta Bittiya Sanstha Limited,,154,,1199.00,,1100.00,,1100.00,,4868.00,,5552677.40,,1090.10,,9.90,
,94,,Manjushree Finance Ltd.,,223,,487.50,,470.00,,473.00,,23308.00,,11153391.70,,480.00,,-7.00,
,95,,Manushi Laghubitta Bittiya Sanstha Limited,,55,,1273.20,,1201.10,,1248.00,,1385.00,,1706374.20,,1224.00,,24.00,
,96,,Mega Mutual Fund -1,,30,,8.08,,7.79,,8.08,,20545.00,,163023.80,,7.79,,0.29,
,97,,Mero Microfinance Bittiya Sanstha Ltd.,,97,,928.00,,900.00,,901.00,,7610.00,,6954938.10,,911.00,,-10.00,
,98,,Mirmire Microfinance Development Bank Ltd.,,32,,1141.30,,1097.00,,1105.00,,1879.00,,2086523.10,,1119.00,,-14.00,
,99,,Miteri Development Bank Limited,,85,,420.00,,400.10,,408.00,,9093.00,,3717047.30,,412.00,,-4.00,
,100,,Mithila LaghuBitta Bittiya Sanstha Limited,,70,,1352.00,,1284.00,,1319.00,,3498.00,,4577774.00,,1326.00,,-7.00,
,101,,Mountain Energy Nepal Limited,,80,,887.00,,859.00,,860.00,,6048.00,,5244142.00,,856.20,,3.80,
,102,,Mountain Hydro Nepal Limited,,212,,317.00,,302.90,,302.90,,46960.00,,14502175.70,,312.90,,-10.00,
,103,,Muktinath Bikas Bank Ltd.,,354,,473.90,,455.00,,456.20,,34428.00,,15945225.90,,461.00,,-4.80,
,104,,Multipurpose Finance Company  Limited,,114,,336.90,,320.60,,325.00,,18554.00,,6091355.60,,330.00,,-5.00,
,105,,NABIL BALANCED FUND-2,,5,,10.18,,10.00,,10.15,,10100.00,,101875.00,,10.00,,0.15,
,106,,Nabil Balanced Fund-3,,15,,8.51,,8.22,,8.45,,2000.00,,16875.00,,8.36,,0.09,
,107,,Nabil Bank Limited,,1881,,821.00,,800.00,,803.00,,134201.00,,108543151.30,,817.00,,-14.00,
,108,,Nabil Equity Fund,,9,,9.81,,9.58,,9.63,,11877.00,,114488.71,,9.75,,-0.12,
,109,,Narayani Development Bank Limited,,89,,497.90,,476.50,,484.90,,11373.00,,5548807.10,,482.50,,2.40,
,110,,National Hydro Power Company Limited,,1038,,278.90,,260.00,,271.90,,279969.00,,76591545.20,,265.00,,6.90,
,111,,National Life Insurance Co. Ltd.,,188,,626.00,,603.10,,613.90,,17184.00,,10530211.20,,614.00,,-0.10,
,112,,National Microfinance Laghubitta Bittiya Sanstha Limited,,218,,2468.00,,2391.00,,2405.00,,10677.00,,25978636.30,,2395.00,,10.00,
,113,,Naya Sarathi Laghubitta Bittiya Sanstha Limited,,38,,919.00,,903.00,,904.00,,2526.00,,2297773.70,,915.00,,-11.00,
,114,,Neco Insurance Limited,,124,,759.90,,728.00,,728.20,,8736.00,,6497723.80,,745.00,,-16.80,
,115,,Nepal Bank Limited,,348,,297.00,,286.20,,292.00,,48779.00,,14351603.80,,292.00,,0.00,
,116,,Nepal Credit And Commercial Bank Limited,,392,,214.20,,207.50,,209.00,,207774.00,,43712092.10,,208.30,,0.70,
,117,,Nepal Doorsanchar Company Limited,,440,,960.00,,927.00,,927.00,,34532.00,,32485917.00,,955.00,,-28.00,
,118,,Nepal Finance Ltd.,,245,,327.80,,312.70,,318.00,,36417.00,,11654843.50,,321.40,,-3.40,
,119,,Nepal Hydro Developers Ltd.,,131,,421.90,,411.00,,416.00,,29490.00,,12249018.80,,415.00,,1.00,
,120,,Nepal Infrastructure Bank Limited,,918,,247.80,,239.00,,239.00,,102562.00,,24777451.00,,243.00,,-4.00,
,121,,Nepal Insurance Co. Ltd.,,122,,510.20,,485.00,,490.00,,15648.00,,7798991.40,,496.00,,-6.00,
,122,,Nepal Life Insurance Co. Ltd.,,600,,756.50,,734.50,,734.50,,42998.00,,31786801.60,,745.00,,-10.50,
,123,,Nepal Reinsurance Company Limited,,451,,822.00,,792.00,,794.00,,40045.00,,32310319.50,,806.00,,-12.00,
,124,,Nepal SBI Bank Limited,,184,,305.00,,298.00,,302.00,,42044.00,,12668843.70,,294.00,,8.00,
,125,,Nerude Laghubitta Bittiya Sanstha Limited,,47,,1020.50,,989.80,,998.00,,3690.00,,3695217.40,,1010.00,,-12.00,
,126,,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,,523,,3173.20,,3091.00,,3120.00,,20346.00,,63764862.50,,3090.00,,30.00,
,127,,Ngadi Group Power Ltd.,,281,,300.60,,289.00,,291.20,,43883.00,,12918764.30,,294.80,,-3.60,
,128,,NIBL Pragati Fund,,4,,9.75,,9.50,,9.75,,8495.00,,82392.10,,9.67,,0.08,
,129,,NIBL Samriddhi Fund -2,,20,,8.05,,7.80,,7.82,,8050.00,,63541.00,,7.90,,-0.08,
,130,,NIC Asia Balanced Fund,,15,,10.98,,10.80,,10.90,,33100.00,,362025.00,,10.81,,0.09,
,131,,NIC Asia Bank Limted Promoter Share,,2,,385.20,,385.20,,385.20,,160336.00,,61761427.20,,393.00,,-7.80,
,132,,NIC Asia Bank Ltd.,,448,,712.90,,686.00,,694.00,,47484.00,,33054044.90,,699.00,,-5.00,
,133,,NIC Asia Growth Fund,,9,,11.35,,11.29,,11.29,,13120.00,,148290.00,,11.30,,-0.01,
,134,,NIC ASIA Laghubitta Bittiya Sanstha Limited,,274,,930.00,,900.00,,918.00,,12460.00,,11440138.10,,898.00,,20.00,
,135,,NIC Asia Select Fund 30,,39,,8.69,,8.40,,8.52,,58953.00,,501077.80,,8.86,,-0.34,
,136,,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,,175,,1090.00,,1051.00,,1051.00,,11555.00,,12345486.40,,1067.00,,-16.00,
,137,,NLG Insurance Company Ltd.,,70,,537.00,,518.30,,518.30,,9170.00,,4814292.30,,527.30,,-9.00,
,138,,NMB  Microfinance Bittiya Sanstha Ltd.,,71,,844.00,,810.00,,810.00,,3544.00,,2934087.60,,830.00,,-20.00,
,139,,NMB 50,,14,,12.88,,12.63,,12.70,,22514.00,,287600.47,,12.87,,-0.17,
,140,,NMB Bank Limited,,195,,264.00,,259.00,,261.00,,39890.00,,10416713.00,,260.00,,1.00,
,141,,NMB Hybrid Fund L-1,,40,,12.00,,11.87,,11.95,,89499.00,,1070208.52,,11.94,,0.01,
,142,,NRN Infrastructure and Development Limited,,125,,549.00,,528.30,,534.00,,10188.00,,5449561.30,,545.00,,-11.00,
,143,,Nyadi Hydropower Limited,,196,,400.00,,378.00,,379.50,,16549.00,,6385106.90,,381.00,,-1.50,
,144,,Oriental Hotels Limited,,34,,511.90,,485.00,,490.00,,3375.00,,1672844.50,,495.00,,-5.00,
,145,,Panchakanya Mai Hydropower Ltd,,87,,267.00,,254.00,,258.80,,13049.00,,3386841.70,,263.90,,-5.10,
,146,,Panchthar Power Compant Limited,,179,,366.10,,355.00,,355.00,,67726.00,,24281656.60,,359.00,,-4.00,
,147,,Pokhara Finance Ltd.,,113,,433.50,,414.10,,414.20,,7444.00,,3130168.30,,425.00,,-10.80,
,148,,Prabhu  Bank Limited,,279,,214.90,,211.10,,212.30,,47638.00,,10135800.50,,212.00,,0.30,
,149,,Prabhu Select Fund,,23,,8.40,,8.26,,8.34,,13800.00,,114540.00,,8.40,,-0.06,
,150,,Prime Commercial Bank Ltd.,,497,,248.80,,241.00,,246.00,,90156.00,,21946209.10,,246.00,,0.00,
,151,,Progressive Finance Limited,,105,,324.00,,301.00,,302.20,,14083.00,,4336564.90,,306.00,,-3.80,
,152,,Prudential Insurance Co. Ltd.,,109,,420.00,,399.20,,408.00,,28792.00,,11797817.30,,411.00,,-3.00,
,153,,Radhi Bidyut Company Ltd,,218,,604.90,,584.00,,589.00,,23506.00,,13984242.10,,582.30,,6.70,
,154,,Rastra Utthan Laghubitta Sanstha Limited,,159,,1244.00,,1185.00,,1190.00,,4351.00,,5301849.00,,1196.50,,-6.50,
,155,,Rastriya Beema Company Limited,,11,,14463.00,,14110.00,,14200.00,,130.00,,1851330.00,,14180.00,,20.00,
,156,,Rastriya Beema Company Limited Promoter Share,,19,,11893.20,,11508.00,,11508.00,,300.00,,3499232.00,,11660.00,,-152.00,
,157,,RASUWAGADHI HYDROPOWER COMPANY LIMITED,,149,,290.00,,275.00,,276.00,,28825.00,,8027827.50,,279.00,,-3.00,
,158,,RBB Mutual Fund 1,,13,,8.52,,8.01,,8.52,,18700.00,,155088.00,,8.10,,0.42,
,159,,Reliance Finance Ltd.,,290,,389.60,,368.00,,368.00,,54754.00,,20686440.10,,379.00,,-11.00,
,160,,River Falls Power Limited,,815,,325.00,,307.00,,314.00,,34766.00,,11028028.20,,308.00,,6.00,
,161,,RMDC Laghubitta Bittiya Sanstha Ltd.,,117,,923.00,,903.00,,903.00,,5383.00,,4923807.20,,912.00,,-9.00,
,162,,RSDC Laghubitta Bittiya Sanstha Ltd.,,115,,618.00,,599.00,,600.00,,5788.00,,3517328.60,,604.00,,-4.00,
,163,,Ru Ru Jalbidhyut Pariyojana Limited,,40,,841.00,,804.00,,805.00,,2986.00,,2422141.00,,825.00,,-20.00,
,164,,SABAIKO LAGHUBITTA BITTIYA SANSTHA LIMITED,,56,,1164.80,,1121.00,,1130.00,,2140.00,,2446736.30,,1122.00,,8.00,
,165,,Sadhana Laghubitta Bittiya Sanstha Limited,,50,,1128.00,,1093.00,,1093.00,,1219.00,,1351402.20,,1107.90,,-14.90,
,166,,Sahas Urja Limited,,718,,575.20,,541.00,,551.00,,61475.00,,34205183.90,,564.00,,-13.00,
,167,,Salt Trading Corporation,,119,,4421.00,,4333.00,,4340.00,,3455.00,,15134394.40,,4380.00,,-40.00,
,168,,Samata Gharelu Laghubitta Bittiya Sanstha Limited,,136,,915.90,,866.00,,900.10,,8675.00,,7801371.70,,865.00,,35.10,
,169,,Samling Power Company Limited,,153,,620.00,,580.10,,603.00,,13459.00,,8103489.40,,591.00,,12.00,
,170,,Samriddhi Finance Company Limited,,265,,331.00,,311.20,,318.00,,53822.00,,17370845.10,,325.00,,-7.00,
,171,,Samudayik Laghubitta Bittiya Sanstha Limited,,15,,1530.00,,1478.00,,1480.00,,801.00,,1201845.00,,1500.00,,-20.00,
,172,,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited,,111,,1150.00,,1117.00,,1120.00,,9359.00,,10608434.90,,1125.00,,-5.00,
,173,,Sanima Bank Limited,,212,,266.00,,260.00,,261.00,,31169.00,,8153373.50,,262.00,,-1.00,
,174,,Sanima Equity Fund,,13,,13.10,,13.00,,13.00,,88060.00,,1145135.60,,13.16,,-0.16,
,175,,Sanima Large Cap Fund,,13,,8.19,,8.03,,8.07,,10350.00,,83910.50,,8.03,,0.04,
,176,,Sanima Mai Hydropower Ltd.,,404,,345.70,,330.30,,334.00,,83698.00,,28291221.80,,334.00,,0.00,
,177,,SANJEN JALAVIDHYUT COMPANY LIMITED,,146,,285.60,,278.00,,278.00,,19955.00,,5624103.20,,280.00,,-2.00,
,178,,Saptakoshi Development Bank Ltd,,85,,275.00,,261.70,,264.00,,10934.00,,2935519.10,,267.00,,-3.00,
,179,,Shangrila Development Bank Ltd.,,274,,343.70,,331.00,,331.00,,82698.00,,27929945.60,,334.00,,-3.00,
,180,,Shikhar Insurance Co. Ltd.,,195,,870.00,,850.00,,853.00,,14359.00,,12402072.30,,863.00,,-10.00,
,181,,Shine Resunga Development Bank Ltd.,,256,,334.90,,321.00,,328.80,,48743.00,,16067577.60,,328.00,,0.80,
,182,,Shiva Shree Hydropower Ltd,,153,,260.00,,247.10,,249.00,,21749.00,,5504172.00,,254.70,,-5.70,
,183,,SHIVAM CEMENTS LTD,,2302,,800.00,,758.00,,764.00,,267248.00,,207168935.90,,785.00,,-21.00,
,184,,Shree Investment Finance Co. Ltd.,,115,,380.00,,360.00,,366.00,,22825.00,,8432277.30,,370.00,,-4.00,
,185,,Siddhartha Bank Limited,,184,,324.00,,317.00,,317.00,,24423.00,,7774896.30,,318.00,,-1.00,
,186,,Siddhartha Equity Fund,,3,,9.98,,9.79,,9.98,,10000.00,,99714.50,,9.60,,0.38,
,187,,Siddhartha Investment Growth Scheme - 2,,8,,9.99,,9.62,,9.62,,23100.00,,226822.00,,9.91,,-0.29,
,188,,Sindhu Bikash Bank Ltd,,102,,321.00,,305.00,,310.00,,22320.00,,6986735.20,,309.00,,1.00,
,189,,Singati Hydro Energy Limited,,112,,316.20,,300.00,,302.90,,7366.00,,2280214.80,,310.80,,-7.90,
,190,,Soaltee Hotel Limited,,102,,227.00,,217.50,,218.20,,44868.00,,10016216.00,,224.00,,-5.80,
,191,,Standard Chartered Bank Limited,,157,,461.90,,442.00,,444.10,,20624.00,,9218366.70,,453.00,,-8.90,
,192,,Summit Laghubitta Bittiya Sanstha Limited,,32,,938.00,,910.00,,922.00,,2218.00,,2055416.90,,920.00,,2.00,
,193,,Sunrise Bank Limited,,120,,211.90,,208.30,,210.00,,32095.00,,6724605.10,,209.50,,0.50,
,194,,Sunrise Bluechip Fund,,7,,8.27,,8.10,,8.27,,2100.00,,17183.00,,8.11,,0.16,
,195,,Sunrise First Mutual Fund,,8,,11.52,,11.47,,11.50,,11725.00,,134929.50,,11.70,,-0.20,
,196,,Support Microfinance Bittiya Sanstha Ltd.,,8,,1405.00,,1392.00,,1401.00,,97.00,,135700.00,,1415.00,,-14.00,
,197,,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,,127,,877.20,,840.00,,856.00,,5399.00,,4642279.80,,860.00,,-4.00,
,198,,Swabalamban Laghubitta Bittiya Sanstha Limited,,147,,1407.00,,1332.00,,1348.00,,10423.00,,14171928.00,,1350.00,,-2.00,
,199,,Swabhimaan Laghubitta Bittiya Sanstha Limited,,18,,1699.00,,1642.00,,1642.00,,293.00,,484215.00,,1670.00,,-28.00,
,200,,Swarojgar Laghu Bitta Bikas Bank Ltd.,,159,,1014.90,,986.00,,996.00,,11877.00,,11855337.60,,985.00,,11.00,
,201,,Synergy Power Development Ltd.,,193,,369.00,,350.00,,350.10,,43715.00,,15616289.40,,363.00,,-12.90,
,202,,Taragaon Regency Hotel Limited,,48,,378.00,,354.40,,361.90,,16378.00,,5892390.20,,364.80,,-2.90,
,203,,Terhathum Power Company Limited,,158,,553.00,,514.00,,518.00,,13422.00,,7049562.20,,533.00,,-15.00,
,204,,Unilever Nepal Limited,,86,,19793.10,,18353.60,,19000.00,,2131.00,,41905556.10,,17993.80,,1006.20,
,205,,Union Hydropower Limited,,184,,271.20,,257.00,,260.00,,33746.00,,8882209.50,,266.00,,-6.00,
,206,,United IDI Mardi RB Hydropower Limited.,,174,,730.30,,696.00,,705.00,,15018.00,,10642750.10,,710.00,,-5.00,
,207,,United Insurance Co. (Nepal) Ltd.,,160,,428.00,,402.00,,413.00,,27763.00,,11487306.90,,412.00,,1.00,
,208,,United Modi Hydropower Ltd.,,317,,322.00,,305.00,,309.10,,92834.00,,29076992.80,,319.00,,-9.90,
,209,,UNIVERSAL POWER COMPANY LTD,,608,,289.00,,277.00,,277.00,,191219.00,,54024683.20,,282.00,,-5.00,
,210,,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,,29,,1159.90,,1076.00,,1085.00,,794.00,,876411.20,,1080.50,,4.50,
,211,,Upakar Laghubitta Bittiya Sanstha Limited,,148,,3819.00,,3700.00,,3799.00,,3768.00,,14115585.60,,3764.00,,35.00,
