"
",S.N.,"
",Traded Companies,"
",No. Of Transaction,"
",Max Price,"
",Min Price,"
",Closing Price,"
",Traded Shares,"
",Amount,"
",Previous Closing,"
",Difference Rs.,"
"
,29,,Chilime Hydropower Company Limited,,105,,405.70,,383.00,,393.10,,10654.00,,4209630.60,,387.00,,6.10,
,30,,Citizen Investment Trust,,305,,2460.00,,2410.00,,2447.00,,11427.00,,27789891.60,,2429.00,,18.00,
,31,,Citizens Bank International Limited,,373,,201.90,,194.00,,200.00,,80121.00,,15737693.20,,198.00,,2.00,
,32,,Citizens Mutual Fund -1,,25,,8.10,,7.80,,8.10,,106525.00,,834337.50,,7.95,,0.15,
,33,,CITIZENS MUTUAL FUND 2,,1,,8.61,,8.61,,8.61,,100.00,,861.00,,8.45,,0.16,
,34,,Civil Bank Ltd,,231,,198.90,,194.00,,196.80,,46110.00,,9004961.50,,197.00,,-0.20,
,35,,Civil Laghubitta Bittiya Sanstha Ltd.,,29,,731.00,,710.00,,731.00,,1204.00,,862122.00,,701.00,,30.00,
,36,,Corporate Development Bank Limited,,91,,287.10,,270.10,,275.00,,5912.00,,1646083.00,,276.00,,-1.00,
,37,,Deprosc Laghubitta Bittiya Sanstha Limited,,78,,930.00,,899.00,,915.20,,4635.00,,4244866.40,,916.10,,-0.90,
,38,,Dibyashwori Hydropower Ltd.,,60,,199.10,,188.00,,192.00,,6462.00,,1256477.80,,192.50,,-0.50,
,39,,Emerging Nepal Limited,,52,,684.00,,645.10,,663.00,,6279.00,,4088454.90,,658.00,,5.00,
,40,,Everest Bank Limited,,186,,423.00,,411.00,,413.00,,31522.00,,13079251.20,,415.00,,-2.00,
,41,,Everest Bank Limited Con. Pref.,,3,,553.50,,553.50,,553.50,,268.00,,148338.00,,564.70,,-11.20,
,42,,Excel Development Bank Ltd.,,80,,337.50,,320.90,,324.00,,9618.00,,3133807.80,,320.74,,3.26,
,43,,First Micro Finance Laghubitta Bittiya Sanstha Limited,,134,,640.00,,600.10,,628.00,,22328.00,,13896517.50,,620.00,,8.00,
,44,,Forward Microfinance Laghubitta Bittiya Sanstha Limited,,294,,2310.00,,2254.00,,2284.00,,10286.00,,23481699.00,,2269.00,,15.00,
,45,,Ganapati Laghubitta Bittiya Sanstha Limited,,14,,934.30,,890.10,,890.10,,188.00,,171967.10,,882.10,,8.00,
,46,,Garima Bikas Bank Limited,,193,,361.00,,344.00,,351.00,,31079.00,,10880513.80,,350.00,,1.00,
,47,,General Insurance Company Nepal Ltd,,59,,368.00,,355.00,,366.90,,5095.00,,1830522.00,,357.00,,9.90,
,48,,Ghalemdi Hydro Limited,,136,,200.00,,186.20,,195.00,,36179.00,,6950927.90,,192.00,,3.00,
,49,,Global IME Bank Limited Debenture 2086/87,,3,,800.00,,794.50,,798.00,,60.00,,47822.50,,799.30,,-1.30,
,50,,Global IME Laghubitta Bittiya Sanstha Ltd.,,103,,1247.00,,1195.00,,1200.00,,2541.00,,3093337.60,,1209.00,,-9.00,
,51,,Global IME Samunnat Scheme-1,,33,,9.50,,9.02,,9.22,,34366.00,,318015.62,,8.95,,0.27,
,52,,Goodwill Finance Limited,,100,,444.40,,423.00,,436.00,,14346.00,,6209235.30,,431.00,,5.00,
,53,,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,,188,,710.00,,668.00,,710.00,,20046.00,,13750428.20,,678.60,,31.40,
,54,,Green Development Bank Ltd.,,26,,218.20,,210.00,,215.00,,1636.00,,353333.10,,213.00,,2.00,
,55,,Green Ventures Limited,,238,,300.00,,283.00,,289.40,,11763.00,,3410675.50,,284.00,,5.40,
,56,,GreenLife Hydropower Limited,,183,,295.80,,269.10,,295.80,,21727.00,,6014323.70,,283.80,,12.00,
,57,,Guheshowori Merchant Bank & Finance Co. Ltd.,,81,,300.00,,283.10,,294.90,,16330.00,,4807999.00,,285.10,,9.80,
,58,,Gurans Laghubitta Bittiya Sanstha Limited,,10,,970.00,,950.00,,950.00,,312.00,,298003.20,,945.00,,5.00,
,59,,Gurkhas Finance Ltd.,,352,,460.00,,439.00,,444.00,,170377.00,,76040495.90,,446.00,,-2.00,
,60,,Himal Dolakha Hydropower Company Limited,,266,,198.00,,185.00,,193.80,,80716.00,,15418158.90,,188.30,,5.50,
,61,,Himalaya Urja Bikas Company Limited,,52,,225.00,,213.70,,216.00,,8180.00,,1794229.10,,217.90,,-1.90,
,62,,Himalayan Bank Limited,,59,,302.80,,290.00,,299.90,,5629.00,,1667723.90,,293.00,,6.90,
,63,,Himalayan Distillery Limited,,542,,3350.00,,3225.00,,3280.00,,15628.00,,51367583.40,,3255.00,,25.00,
,64,,Himalayan Power Partner Ltd.,,119,,312.10,,294.20,,302.00,,26271.00,,7895457.20,,299.10,,2.90,
,65,,Hydorelectricity Investment and Development Company Ltd,,566,,199.00,,190.00,,193.90,,88495.00,,17269072.60,,192.00,,1.90,
,66,,ICFC Finance Limited,,230,,423.60,,404.90,,416.00,,26276.00,,10883472.20,,413.00,,3.00,
,67,,IME General Insurance Ltd.,,150,,373.00,,347.90,,359.00,,21355.00,,7717263.50,,355.00,,4.00,
,68,,Infinity Laghubitta Bittiya Sanstha Limited,,64,,970.00,,917.20,,964.00,,2913.00,,2714421.30,,938.00,,26.00,
,69,,Jalpa Samudayik Laghubitta Bittiya Sanstha Limited,,135,,2266.40,,2200.00,,2239.70,,3290.00,,7310936.20,,2227.90,,11.80,
,70,,Janaki Finance Company Limited,,113,,354.00,,335.00,,339.00,,10877.00,,3716350.70,,341.10,,-2.10,
,71,,Janautthan Samudayic Laghubitta Bittya Sanstha Limited,,30,,1747.20,,1680.00,,1680.00,,647.00,,1103667.90,,1680.00,,0.00,
,72,,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd,,382,,2690.00,,2615.00,,2635.00,,7642.00,,20151033.10,,2639.90,,-4.90,
,73,,Joshi Hydropower Development Company Ltd,,100,,201.80,,190.00,,194.00,,18121.00,,3522484.30,,191.90,,2.10,
,74,,Jyoti Bikas Bank Limited,,235,,286.00,,275.00,,284.00,,36989.00,,10439763.20,,277.00,,7.00,
,75,,Kalika Laghubitta Bittiya Sanstha Ltd,,37,,1035.00,,1001.00,,1027.00,,2488.00,,2510798.20,,1000.00,,27.00,
,76,,Kalika power Company Ltd,,49,,375.00,,356.00,,364.00,,5594.00,,2046198.90,,370.00,,-6.00,
,77,,Kamana Sewa Bikas Bank Limited,,323,,333.90,,314.00,,324.00,,54560.00,,17805365.20,,327.90,,-3.90,
,78,,Karnali Development Bank Limited,,61,,224.40,,208.00,,218.00,,5753.00,,1258453.30,,212.00,,6.00,
,79,,Khanikhola Hydropower Co. Ltd.,,80,,210.00,,192.00,,200.00,,14687.00,,2967255.50,,199.00,,1.00,
,80,,Kisan Lagubitta Bittiya Sanstha Limited,,17,,824.00,,790.00,,794.00,,825.00,,660508.00,,792.40,,1.60,
,81,,Kisan Lagubitta Bittiya Sanstha Limited Promoter Share,,1,,671.00,,671.00,,671.00,,3000.00,,2013000.00,,671.00,,0.00,
,82,,Kumari Bank Limited,,368,,192.00,,187.20,,190.00,,65285.00,,12367588.70,,190.50,,-0.50,
,83,,Kumari Bank Limited Promotor Share,,1,,128.00,,128.00,,128.00,,813.00,,104064.00,,128.00,,0.00,
,84,,Kumari Equity Fund,,13,,8.60,,8.50,,8.50,,9469.00,,80924.00,,8.50,,0.00,
,85,,Laxmi Bank Limited,,106,,192.00,,189.70,,190.00,,11562.00,,2204835.70,,190.00,,0.00,
,86,,Laxmi Equity Fund,,8,,10.03,,9.60,,9.60,,9400.00,,93055.00,,9.65,,-0.05,
,87,,Laxmi Laghubitta Bittiya Sanstha Ltd.,,21,,1229.00,,1180.50,,1219.90,,1046.00,,1264515.50,,1229.00,,-9.10,
,88,,Laxmi Unnati Kosh,,1,,9.45,,9.45,,9.45,,100.00,,945.00,,9.45,,0.00,
,89,,Liberty Energy Company Limited,,50,,242.00,,222.00,,238.00,,4304.00,,1009175.00,,230.00,,8.00,
,90,,Life Insurance Corporation (Nepal) Limited,,299,,1440.00,,1390.00,,1395.00,,29299.00,,41087204.50,,1415.00,,-20.00,
,91,,Lumbini Bikas Bank Ltd.,,288,,329.40,,310.00,,315.00,,52363.00,,16549824.30,,314.90,,0.10,
,92,,Lumbini General Insurance Co. Ltd.,,62,,383.50,,370.10,,378.00,,4102.00,,1540097.00,,374.00,,4.00,
,93,,Machhapuchhre Bank Limited,,170,,227.00,,223.00,,226.80,,26686.00,,5997317.20,,223.00,,3.80,
,94,,Madhya Bhotekoshi Jalavidyut Company Limited,,253,,223.30,,216.10,,220.00,,6870.00,,1511535.50,,220.00,,0.00,
,95,,Mahalaxmi Bikas Bank Ltd.,,296,,346.90,,330.00,,342.00,,46710.00,,15802182.50,,335.00,,7.00,
,96,,Mahila Lagubitta Bittiya Sanstha Limited,,63,,3476.00,,3380.00,,3415.00,,1346.00,,4578784.50,,3409.00,,6.00,
,97,,Mahuli Laghubitta Bittiya Sanstha Limited,,11,,1109.00,,1045.70,,1066.00,,211.00,,225475.10,,1067.00,,-1.00,
,98,,Mailung Khola Jal Vidhyut Company Limited,,50,,428.90,,412.00,,420.90,,2830.00,,1182684.80,,421.00,,-0.10,
,99,,Manakamana Smart Laghubitta Bittiya Sanstha Limited,,9,,923.10,,897.00,,910.00,,170.00,,154877.00,,905.00,,5.00,
,100,,Manjushree Finance Ltd.,,128,,416.00,,400.00,,414.50,,10283.00,,4230824.40,,406.00,,8.50,
,101,,Manushi Laghubitta Bittiya Sanstha Limited,,34,,1024.40,,970.00,,974.90,,820.00,,811792.00,,1004.50,,-29.60,
,102,,Mega Mutual Fund -1,,27,,8.00,,7.61,,7.65,,26000.00,,200764.90,,7.79,,-0.14,
,103,,Mero Microfinance Bittiya Sanstha Ltd.,,54,,834.90,,800.00,,820.00,,3604.00,,2950800.00,,821.00,,-1.00,
,104,,Mirmire Microfinance Development Bank Ltd.,,17,,1007.70,,970.00,,987.00,,424.00,,419165.10,,988.00,,-1.00,
,105,,Miteri Development Bank Limited,,102,,341.20,,322.00,,337.90,,15046.00,,4960898.50,,335.00,,2.90,
,106,,Mithila LaghuBitta Bittiya Sanstha Limited,,8,,1220.00,,1180.00,,1210.00,,148.00,,178342.00,,1160.00,,50.00,
,107,,Mountain Energy Nepal Limited,,72,,804.20,,735.00,,769.90,,3385.00,,2537626.00,,758.00,,11.90,
,108,,Mountain Hydro Nepal Limited,,98,,269.60,,246.00,,259.00,,14761.00,,3743055.00,,252.00,,7.00,
,109,,Muktinath Bikas Bank Ltd.,,335,,425.00,,403.10,,409.00,,35795.00,,14651990.70,,410.20,,-1.20,
,110,,Multipurpose Finance Company  Limited,,44,,237.10,,220.10,,226.80,,6237.00,,1414587.50,,228.00,,-1.20,
,111,,NABIL BALANCED FUND-2,,14,,9.77,,9.32,,9.40,,16900.00,,159971.00,,9.40,,0.00,
,112,,Nabil Balanced Fund-3,,25,,8.10,,7.92,,7.92,,18200.00,,144804.25,,8.05,,-0.13,
,113,,Nabil Bank Limited,,672,,804.90,,787.00,,796.90,,42720.00,,34006061.50,,792.00,,4.90,
,114,,Nabil Equity Fund,,17,,9.61,,9.07,,9.11,,13628.00,,127044.46,,9.43,,-0.32,
,115,,Narayani Development Bank Limited,,21,,374.00,,357.00,,357.00,,2193.00,,795894.00,,354.90,,2.10,
,116,,National Hydro Power Company Limited,,507,,233.00,,219.10,,227.00,,126427.00,,28643682.40,,220.00,,7.00,
,117,,National Life Insurance Co. Ltd.,,182,,561.00,,539.00,,548.00,,23223.00,,12733798.90,,548.00,,0.00,
,118,,National Microfinance Laghubitta Bittiya Sanstha Limited,,61,,1900.00,,1841.00,,1889.00,,1725.00,,3241300.30,,1860.00,,29.00,
,119,,Naya Sarathi Laghubitta Bittiya Sanstha Limited,,43,,857.00,,820.00,,820.00,,1880.00,,1560385.90,,860.00,,-40.00,
,120,,Neco Insurance Limited,,82,,663.00,,640.00,,652.00,,5843.00,,3828207.00,,650.00,,2.00,
,121,,Nepal Bank Limited,,670,,279.00,,267.00,,279.00,,144350.00,,38981955.20,,270.10,,8.90,
,122,,Nepal Credit And Commercial Bank Limited,,368,,204.00,,197.90,,201.00,,80134.00,,16006305.90,,202.00,,-1.00,
,123,,Nepal Doorsanchar Company Limited,,415,,865.00,,835.00,,840.40,,46784.00,,39513560.30,,845.00,,-4.60,
,124,,Nepal Finance Ltd.,,134,,285.00,,265.00,,277.00,,13960.00,,3836462.40,,268.00,,9.00,
,125,,Nepal Hydro Developers Ltd.,,72,,345.00,,332.00,,334.00,,12245.00,,4156504.30,,336.00,,-2.00,
,126,,Nepal Infrastructure Bank Limited,,772,,239.00,,230.30,,233.00,,92289.00,,21673495.80,,232.00,,1.00,
,127,,Nepal Insurance Co. Ltd.,,55,,438.00,,415.00,,430.00,,6141.00,,2630424.90,,423.40,,6.60,
,128,,Nepal Life Insurance Co. Ltd.,,472,,729.00,,698.00,,716.00,,32302.00,,23143834.50,,707.00,,9.00,
,129,,Nepal Reinsurance Company Limited,,432,,742.00,,709.00,,727.50,,36227.00,,26359430.70,,716.00,,11.50,
,130,,Nepal SBI Bank Limited,,128,,272.90,,260.00,,272.00,,30872.00,,8122185.50,,269.80,,2.20,
,131,,Nerude Laghubitta Bittiya Sanstha Limited,,50,,859.90,,835.00,,840.00,,4533.00,,3829379.80,,835.10,,4.90,
,132,,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,,136,,2217.00,,2153.00,,2153.10,,3237.00,,7025481.60,,2174.00,,-20.90,
,133,,Ngadi Group Power Ltd.,,409,,290.00,,275.10,,286.00,,55701.00,,15755619.40,,280.00,,6.00,
,134,,NIBL Pragati Fund,,8,,9.48,,9.22,,9.22,,12325.00,,115598.50,,9.30,,-0.08,
,135,,NIBL Samriddhi Fund -2,,6,,8.00,,7.71,,7.84,,2000.00,,15772.00,,7.85,,-0.01,
,136,,NIC Asia Balanced Fund,,18,,10.25,,10.08,,10.25,,36400.00,,368246.50,,10.16,,0.09,
,137,,NIC Asia Bank Ltd.,,410,,660.00,,646.00,,657.00,,53503.00,,35028276.30,,648.00,,9.00,
,138,,NIC Asia Growth Fund,,15,,10.75,,10.51,,10.51,,52400.00,,557374.00,,10.55,,-0.04,
,139,,NIC ASIA Laghubitta Bittiya Sanstha Limited,,116,,823.00,,800.00,,814.00,,5066.00,,4102912.00,,807.20,,6.80,
,140,,NIC Asia Select Fund 30,,4,,8.26,,8.12,,8.12,,500.00,,4082.00,,8.10,,0.02,
,141,,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,,258,,999.00,,967.30,,967.30,,13208.00,,12912278.00,,985.00,,-17.70,
,142,,NLG Insurance Company Ltd.,,63,,478.00,,455.00,,468.00,,7516.00,,3506157.20,,468.90,,-0.90,
,143,,NMB  Microfinance Bittiya Sanstha Ltd.,,22,,730.00,,716.00,,724.00,,674.00,,488607.00,,720.00,,4.00,
,144,,NMB 50,,9,,12.69,,12.55,,12.69,,26423.00,,334056.07,,12.50,,0.19,
,145,,NMB Bank Limited,,253,,251.80,,245.00,,249.30,,86608.00,,21530293.10,,247.00,,2.30,
,146,,NMB Hybrid Fund L-1,,5,,10.90,,10.88,,10.88,,8322.00,,90645.88,,10.91,,-0.03,
,147,,NRN Infrastructure and Development Limited,,141,,512.00,,445.00,,504.50,,23055.00,,10720240.60,,466.20,,38.30,
,148,,Nyadi Hydropower Limited,,88,,323.30,,289.20,,301.00,,4050.00,,1222052.50,,301.10,,-0.10,
,149,,Oriental Hotels Limited,,23,,459.00,,436.20,,458.90,,6181.00,,2783586.00,,450.00,,8.90,
,150,,Panchakanya Mai Hydropower Ltd,,59,,218.20,,205.90,,210.00,,6275.00,,1325674.00,,210.00,,0.00,
,151,,Panchthar Power Compant Limited,,99,,280.00,,265.10,,270.00,,15727.00,,4281284.70,,270.00,,0.00,
,152,,Pokhara Finance Ltd.,,95,,345.00,,320.00,,333.00,,10068.00,,3307303.40,,327.00,,6.00,
,153,,Prabhu  Bank Limited,,485,,209.10,,201.00,,202.00,,83972.00,,17049721.40,,205.00,,-3.00,
,154,,Prabhu Insurance Ltd.,,46,,425.00,,413.00,,415.00,,3698.00,,1543254.00,,422.00,,-7.00,
,155,,Prabhu Life Insurance Limited,,196,,360.00,,321.80,,333.00,,11620.00,,3892115.90,,344.00,,-11.00,
,156,,Prabhu Select Fund,,25,,8.25,,8.12,,8.13,,37800.00,,308667.00,,8.13,,0.00,
,157,,Prime Commercial Bank Ltd.,,500,,245.00,,238.50,,240.00,,66966.00,,16120815.50,,245.00,,-5.00,
,158,,Progressive Finance Limited,,93,,224.00,,214.10,,224.00,,13081.00,,2861734.10,,216.00,,8.00,
,159,,Prudential Insurance Co. Ltd.,,77,,354.00,,336.20,,348.00,,12377.00,,4238471.70,,341.20,,6.80,
,160,,Radhi Bidyut Company Ltd,,162,,530.00,,502.00,,516.00,,15301.00,,7897022.20,,516.00,,0.00,
,161,,Rastra Utthan Laghubitta Sanstha Limited,,72,,920.00,,880.00,,881.00,,1281.00,,1141511.80,,902.00,,-21.00,
,162,,Rastriya Beema Company Limited,,29,,13265.00,,12901.00,,13260.00,,453.00,,5905529.00,,13000.00,,260.00,
,163,,Rastriya Beema Company Limited Promoter Share,,20,,10250.00,,10017.00,,10250.00,,397.00,,4013020.00,,10220.00,,30.00,
,164,,RASUWAGADHI HYDROPOWER COMPANY LIMITED,,169,,254.00,,237.00,,247.00,,39274.00,,9682594.10,,241.20,,5.80,
,165,,RBB Mutual Fund 1,,26,,8.00,,7.57,,7.57,,23700.00,,181661.50,,7.85,,-0.28,
,166,,Reliance Finance Ltd.,,152,,286.00,,273.00,,280.00,,24974.00,,7035729.80,,279.50,,0.50,
,167,,Reliance Life Insurance Limited,,82,,346.00,,330.00,,335.00,,3724.00,,1267690.10,,335.00,,0.00,
,168,,River Falls Power Limited,,223,,211.00,,200.00,,203.80,,8467.00,,1735784.10,,203.10,,0.70,
,169,,RMDC Laghubitta Bittiya Sanstha Ltd.,,93,,792.50,,762.00,,788.00,,5511.00,,4285553.70,,761.20,,26.80,
,170,,RSDC Laghubitta Bittiya Sanstha Ltd.,,46,,558.90,,523.00,,525.10,,1863.00,,991307.50,,523.00,,2.10,
,171,,Ru Ru Jalbidhyut Pariyojana Limited,,21,,798.00,,745.00,,750.00,,715.00,,545262.00,,745.00,,5.00,
,172,,SABAIKO LAGHUBITTA BITTIYA SANSTHA LIMITED,,14,,1020.00,,1000.00,,1009.90,,219.00,,221913.70,,1001.00,,8.90,
,173,,Sadhana Laghubitta Bittiya Sanstha Limited,,56,,1040.00,,990.80,,1014.00,,2492.00,,2506005.40,,1025.00,,-11.00,
,174,,Sagarmatha Insurance Co. Ltd.,,35,,848.00,,807.10,,841.00,,2806.00,,2343637.20,,840.00,,1.00,
,175,,Sahas Urja Limited,,256,,452.80,,428.00,,441.00,,18519.00,,8136732.50,,436.00,,5.00,
,176,,Salt Trading Corporation,,100,,3810.00,,3672.00,,3745.00,,2140.00,,8001423.20,,3688.00,,57.00,
,177,,Samata Gharelu Laghubitta Bittiya Sanstha Limited,,17,,802.50,,770.00,,772.00,,490.00,,380223.00,,787.00,,-15.00,
,178,,Samling Power Company Limited,,54,,431.00,,411.60,,430.00,,5242.00,,2186188.00,,420.00,,10.00,
,179,,Samriddhi Finance Company Limited,,99,,216.90,,205.00,,207.00,,10758.00,,2260880.00,,206.00,,1.00,
,180,,Samudayik Laghubitta Bittiya Sanstha Limited,,18,,1575.00,,1540.00,,1569.00,,463.00,,717502.50,,1558.00,,11.00,
,181,,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited,,76,,1038.00,,1010.00,,1017.00,,5741.00,,5837167.80,,1022.00,,-5.00,
,182,,Sanima Bank Limited,,257,,260.00,,249.00,,260.00,,47194.00,,11996186.00,,253.00,,7.00,
,183,,Sanima Equity Fund,,16,,12.41,,12.17,,12.30,,77500.00,,946372.10,,12.25,,0.05,
,184,,Sanima General Insurance Limited,,50,,373.00,,348.00,,358.00,,1705.00,,612892.00,,360.10,,-2.10,
,185,,Sanima Large Cap Fund,,13,,8.80,,8.16,,8.30,,20600.00,,172722.00,,8.00,,0.30,
,186,,Sanima Life Insurance Limited,,128,,349.00,,336.30,,345.90,,3236.00,,1105297.00,,344.40,,1.50,
,187,,Sanima Mai Hydropower Ltd.,,328,,294.00,,280.10,,284.00,,85676.00,,24473388.80,,282.20,,1.80,
,188,,SANJEN JALAVIDHYUT COMPANY LIMITED,,86,,252.90,,239.00,,246.00,,8631.00,,2118906.20,,243.50,,2.50,
,189,,Saptakoshi Development Bank Ltd,,90,,234.00,,209.80,,234.00,,10361.00,,2299685.40,,214.00,,20.00,
,190,,Shangrila Development Bank Ltd.,,157,,282.50,,267.10,,279.00,,35469.00,,9727884.00,,271.00,,8.00,
,191,,Shangrila Development Bank Ltd. Promoter Share,,2,,214.00,,214.00,,214.00,,4035.00,,863490.00,,214.00,,0.00,
,192,,Shikhar Insurance Co. Ltd.,,216,,772.00,,749.70,,764.00,,16357.00,,12416925.60,,757.00,,7.00,
,193,,Shine Resunga Development Bank Ltd.,,153,,285.00,,274.00,,278.00,,20551.00,,5719151.90,,278.00,,0.00,
,194,,Shiva Shree Hydropower Ltd,,127,,223.00,,203.00,,214.20,,21315.00,,4475407.30,,206.80,,7.40,
,195,,SHIVAM CEMENTS LTD,,702,,749.00,,710.00,,735.60,,100900.00,,74017535.20,,718.90,,16.70,
,196,,Shree Investment Finance Co. Ltd.,,80,,279.90,,264.20,,273.00,,12783.00,,3451099.10,,268.00,,5.00,
,197,,Siddhartha Bank Limited,,401,,295.00,,288.20,,289.00,,63851.00,,18556485.10,,291.00,,-2.00,
,198,,Siddhartha Equity Fund,,11,,9.10,,8.99,,8.99,,81776.00,,736537.85,,9.10,,-0.11,
,199,,Siddhartha Investment Growth Scheme - 2,,13,,9.21,,8.97,,9.06,,75576.00,,680822.80,,9.15,,-0.09,
,200,,Sindhu Bikash Bank Ltd,,54,,267.00,,245.00,,255.00,,9960.00,,2525700.00,,253.10,,1.90,
,201,,Singati Hydro Energy Limited,,56,,236.00,,226.50,,233.00,,4353.00,,1007620.80,,230.00,,3.00,
,202,,Soaltee Hotel Limited,,60,,202.00,,194.10,,200.00,,22097.00,,4410923.30,,197.00,,3.00,
,203,,Standard Chartered Bank Limited,,177,,395.00,,375.00,,384.00,,19747.00,,7539526.90,,387.50,,-3.50,
,204,,Summit Laghubitta Bittiya Sanstha Limited,,5,,795.60,,792.10,,792.10,,300.00,,237980.00,,780.00,,12.10,
,205,,Sunrise Bank Limited,,249,,198.00,,191.00,,194.00,,39791.00,,7696335.50,,196.00,,-2.00,
,206,,Sunrise Bluechip Fund,,10,,7.98,,7.78,,7.98,,3300.00,,26041.00,,7.63,,0.35,
,207,,Sunrise First Mutual Fund,,11,,11.58,,10.51,,11.35,,11300.00,,123272.00,,10.68,,0.67,
,208,,Support Microfinance Bittiya Sanstha Ltd.,,5,,1235.50,,1211.00,,1211.00,,175.00,,212544.10,,1236.00,,-25.00,
,209,,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,,80,,754.70,,730.00,,751.80,,3933.00,,2912390.10,,734.00,,17.80,
,210,,Swabalamban Laghubitta Bittiya Sanstha Limited,,52,,1029.90,,958.00,,975.00,,2616.00,,2589536.10,,977.00,,-2.00,
,211,,Swabhimaan Laghubitta Bittiya Sanstha Limited,,8,,1530.00,,1499.40,,1501.00,,98.00,,148356.70,,1500.00,,1.00,
,212,,Swarojgar Laghu Bitta Bikas Bank Ltd.,,27,,810.00,,789.00,,805.00,,1153.00,,916733.00,,782.00,,23.00,
,213,,Synergy Power Development Ltd.,,151,,328.00,,311.00,,318.00,,29509.00,,9462181.10,,316.00,,2.00,
,214,,Taragaon Regency Hotel Limited,,18,,319.90,,302.10,,317.90,,1625.00,,506638.00,,314.10,,3.80,
,215,,Terhathum Power Company Limited,,58,,427.00,,413.00,,416.30,,5000.00,,2097429.00,,428.00,,-11.70,
