"
",S.N.,"
",Traded Companies,"
",No. Of Transaction,"
",Max Price,"
",Min Price,"
",Closing Price,"
",Traded Shares,"
",Amount,"
",Previous Closing,"
",Difference Rs.,"
"
,1,,10% Nepal SBI Bank Debenture 2086,,2,,901.60,,901.60,,901.60,,180.00,,162288.00,,920.00,,-18.40,
,2,,10% Prabhu Bank Debenture 2084,,11,,988.00,,907.30,,908.00,,755.00,,692972.00,,1008.10,,-100.10,
,3,,10% Sunrise Debenture 2080,,2,,950.00,,950.00,,950.00,,50.00,,47500.00,,950.00,,0.00,
,4,,10.25% GLOBAL IME BANK LTD. DEBENTURE 2080/81,,2,,952.20,,952.20,,952.20,,100.00,,95220.00,,965.00,,-12.80,
,5,,10.5 % NEPAL INVESTMENT DEBENTURE 2082,,1,,939.90,,939.90,,939.90,,10.00,,9399.00,,959.00,,-19.10,
,6,,8.5% Nepal Bank Debenture 2087,,5,,885.80,,880.00,,880.00,,109.00,,95971.00,,903.80,,-23.80,
,7,,8.75 % Prime Debenture 2085,,5,,812.50,,797.00,,812.50,,100.00,,80547.50,,797.00,,15.50,
,8,,9.5% Manjushree Finance Limited Debenture 2085,,2,,813.00,,813.00,,813.00,,160.00,,130080.00,,813.60,,-0.60,
,9,,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,,30,,715.00,,688.20,,705.00,,740.00,,521220.50,,715.00,,-10.00,
,10,,Agricultural Development Bank Limited,,200,,312.90,,303.50,,305.00,,13150.00,,4016456.90,,307.00,,-2.00,
,11,,Ankhu Khola Jalvidhyut Company Ltd,,173,,182.00,,173.50,,177.00,,25319.00,,4481165.00,,177.00,,0.00,
,12,,Api Power Company Ltd.,,447,,215.00,,210.20,,210.30,,76107.00,,16143318.50,,212.60,,-2.30,
,13,,Arun Kabeli Power Ltd.,,290,,397.00,,384.00,,385.00,,39424.00,,15325132.00,,395.00,,-10.00,
,14,,Arun Valley Hydropower Development Co. Ltd.,,193,,295.10,,285.20,,286.10,,46377.00,,13394423.20,,294.90,,-8.80,
,15,,Asha Laghubitta Bittiya Sanstha Ltd,,28,,990.00,,946.00,,964.00,,733.00,,706451.50,,980.00,,-16.00,
,16,,Asian Life Insurance Co. Limited,,126,,448.90,,440.00,,442.00,,13890.00,,6152340.00,,449.00,,-7.00,
,17,,Balephi Hydropower Limited,,77,,270.50,,255.00,,260.00,,2164.00,,556852.00,,266.70,,-6.70,
,18,,Barun Hydropower Co. Ltd.,,36,,220.50,,215.00,,217.60,,3033.00,,658726.00,,213.00,,4.60,
,19,,Best Finance Company Ltd.,,35,,340.00,,336.40,,336.50,,3107.00,,1047670.60,,343.20,,-6.70,
,20,,Bindhyabasini Hydropower Development Company Limited,,141,,394.00,,353.00,,360.00,,16182.00,,5896886.80,,380.00,,-20.00,
,21,,Bishal Bazar Company Limited,,2,,3199.00,,3195.00,,3199.00,,38.00,,121490.00,,3258.00,,-59.00,
,22,,Bottlers Nepal (Terai) Limited,,54,,13000.00,,11800.00,,12276.70,,1995.00,,24149644.50,,12801.00,,-524.30,
,23,,Buddha Bhumi Nepal Hydropower Company Limited,,15,,375.00,,357.00,,374.50,,150.00,,54747.00,,375.00,,-0.50,
,24,,Butwal Power Company Limited,,80,,297.70,,291.00,,291.00,,6764.00,,1982369.10,,292.00,,-1.00,
,25,,CEDB Hydropower Development Company Limited,,101,,643.40,,611.30,,631.00,,9727.00,,6187410.40,,618.50,,12.50,
,26,,Central Finance Co. Ltd.,,76,,312.00,,295.00,,295.00,,8662.00,,2619854.10,,306.80,,-11.80,
,27,,Century Debenture 2088,,3,,980.00,,941.40,,941.40,,65.00,,62052.00,,1000.00,,-58.60,
,28,,Chandragiri Hills Limited,,33,,994.00,,957.00,,972.00,,633.00,,614580.00,,975.00,,-3.00,
,29,,Chhimek Laghubitta Bittiya Sanstha Limited,,174,,982.00,,956.00,,960.10,,5761.00,,5552021.50,,965.00,,-4.90,
,30,,Chhyangdi Hydropower Ltd.,,45,,208.90,,201.10,,208.90,,4704.00,,961316.00,,208.30,,0.60,
,31,,Chilime Hydropower Company Limited,,68,,362.10,,355.00,,358.00,,5635.00,,2019721.70,,355.30,,2.70,
,32,,Citizen Investment Trust,,113,,1832.00,,1805.00,,1808.00,,3937.00,,7151669.90,,1808.00,,0.00,
,33,,Citizens Bank International Limited,,100,,190.10,,186.50,,188.10,,26651.00,,5036601.60,,188.10,,0.00,
,34,,Citizens Mutual Fund -1,,3,,7.82,,7.52,,7.67,,300.00,,2301.00,,7.67,,0.00,
,35,,Civil Bank Debenture 2088,,2,,847.40,,843.20,,847.40,,75.00,,63345.00,,849.00,,-1.60,
,36,,Civil Laghubitta Bittiya Sanstha Ltd.,,50,,816.00,,753.20,,779.90,,2316.00,,1767377.90,,800.00,,-20.10,
,37,,Corporate Development Bank Limited,,24,,272.30,,262.20,,262.20,,1811.00,,480922.50,,267.00,,-4.80,
,38,,Deprosc Laghubitta Bittiya Sanstha Limited,,66,,905.00,,884.00,,886.00,,3206.00,,2847660.00,,902.00,,-16.00,
,39,,Dibyashwori Hydropower Ltd.,,28,,178.00,,176.00,,176.00,,3305.00,,583608.00,,179.90,,-3.90,
,40,,Dordi Khola Jal Bidyut Company Limited,,137,,264.00,,255.00,,255.00,,19280.00,,4997422.00,,261.90,,-6.90,
,41,,Emerging Nepal Limited,,22,,607.00,,593.20,,593.20,,340.00,,203808.00,,607.90,,-14.70,
,42,,Everest Bank Limited,,95,,487.00,,472.00,,476.20,,6208.00,,2955280.60,,479.40,,-3.20,
,43,,Excel Development Bank Ltd.,,35,,309.00,,299.60,,299.60,,3407.00,,1028274.10,,305.00,,-5.40,
,44,,First Micro Finance Laghubitta Bittiya Sanstha Limited,,75,,617.10,,605.00,,605.10,,5305.00,,3234035.40,,616.00,,-10.90,
,45,,Forward Microfinance Laghubitta Bittiya Sanstha Limited,,149,,2520.00,,2470.00,,2470.00,,3098.00,,7695290.30,,2488.00,,-18.00,
,46,,Ganapati Laghubitta Bittiya Sanstha Limited,,17,,854.00,,821.30,,854.00,,365.00,,304173.00,,871.00,,-17.00,
,47,,Garima Bikas Bank Limited,,169,,365.00,,359.00,,360.90,,22064.00,,7969856.00,,360.00,,0.90,
,48,,"Garima Debenture, 2085",,9,,980.00,,901.00,,901.00,,278.00,,256841.50,,1000.00,,-99.00,
,49,,Ghalemdi Hydro Limited,,69,,183.00,,174.00,,177.00,,6903.00,,1226734.80,,179.30,,-2.30,
,50,,Global IME Bank Limited Debenture 2086/87,,1,,760.00,,760.00,,760.00,,25.00,,19000.00,,760.00,,0.00,
,51,,Global IME Laghubitta Bittiya Sanstha Ltd.,,35,,1180.00,,1156.40,,1156.50,,1067.00,,1239654.50,,1169.80,,-13.30,
,52,,Global IME Samunnat Scheme-1,,32,,8.65,,8.32,,8.47,,75780.00,,638497.26,,8.65,,-0.18,
,53,,Goodwill Finance Limited,,53,,440.00,,428.10,,432.00,,6633.00,,2866313.50,,434.00,,-2.00,
,54,,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,,48,,635.00,,620.00,,620.00,,2640.00,,1650893.50,,636.90,,-16.90,
,55,,Green Development Bank Ltd.,,33,,242.00,,238.00,,238.00,,4091.00,,983698.50,,237.20,,0.80,
,56,,Green Ventures Limited,,147,,308.00,,292.50,,300.00,,3429.00,,1033161.50,,300.20,,-0.20,
,57,,GreenLife Hydropower Limited,,69,,256.90,,240.50,,256.90,,3190.00,,779580.50,,253.00,,3.90,
,58,,Guheshowori Merchant Bank & Finance Co. Ltd.,,27,,320.00,,315.10,,316.30,,4522.00,,1438417.00,,318.20,,-1.90,
,59,,Gurans Laghubitta Bittiya Sanstha Limited,,3,,865.10,,862.10,,865.10,,37.00,,31963.70,,870.30,,-5.20,
,60,,Gurkhas Finance Ltd.,,148,,509.00,,491.00,,496.00,,13753.00,,6830943.80,,500.00,,-4.00,
,61,,Himal Dolakha Hydropower Company Limited,,267,,176.40,,170.00,,170.00,,70621.00,,12140755.80,,174.90,,-4.90,
,62,,Himalaya Urja Bikas Company Limited,,34,,215.00,,203.00,,205.20,,3157.00,,650899.70,,207.00,,-1.80,
,63,,Himalayan Bank Limited,,53,,321.00,,312.10,,313.00,,4888.00,,1541446.00,,315.00,,-2.00,
,64,,Himalayan Distillery Limited,,179,,3295.00,,3205.00,,3244.00,,4409.00,,14357028.40,,3269.00,,-25.00,
,65,,Himalayan Everest Insurance Limited,,79,,370.10,,364.00,,365.00,,12540.00,,4590577.60,,370.70,,-5.70,
,66,,Himalayan Everest Insurance Limited Promoter,,6,,263.70,,254.30,,254.30,,350.00,,90635.00,,269.00,,-14.70,
,67,,Himalayan Hydropower Limited,,151,,247.00,,225.40,,232.50,,9066.00,,2109361.00,,239.00,,-6.50,
,68,,Himalayan Power Partner Ltd.,,40,,316.20,,291.10,,310.00,,9719.00,,2946857.60,,304.00,,6.00,
,69,,Hydorelectricity Investment and Development Company Limited Promoter,,102,,100.20,,98.00,,98.10,,47085.00,,4679646.10,,98.00,,0.10,
,70,,Hydorelectricity Investment and Development Company Ltd,,427,,177.60,,172.40,,173.50,,46079.00,,8035799.10,,175.80,,-2.30,
,71,,ICFC Finance Limited,,128,,438.60,,427.00,,428.00,,12274.00,,5289286.90,,435.00,,-7.00,
,72,,IME General Insurance Ltd.,,61,,362.90,,352.00,,356.00,,4178.00,,1485036.50,,359.00,,-3.00,
,73,,Infinity Laghubitta Bittiya Sanstha Limited,,26,,890.00,,872.00,,876.00,,503.00,,442071.00,,890.00,,-14.00,
,74,,Jalpa Samudayik Laghubitta Bittiya Sanstha Limited,,102,,2948.90,,2875.00,,2948.90,,2473.00,,7208481.80,,2920.00,,28.90,
,75,,Janaki Finance Company Limited,,62,,360.00,,350.00,,353.00,,3342.00,,1177919.10,,360.00,,-7.00,
,76,,Janautthan Samudayic Laghubitta Bittya Sanstha Limited,,13,,1594.00,,1566.00,,1580.00,,177.00,,279098.00,,1564.00,,16.00,
,77,,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd,,146,,2490.00,,2460.00,,2470.00,,2388.00,,5902647.90,,2482.00,,-12.00,
,78,,Joshi Hydropower Development Company Ltd,,62,,186.60,,180.00,,180.00,,8175.00,,1486012.50,,185.00,,-5.00,
,79,,Jyoti Bikas Bank Limited,,160,,272.00,,264.00,,265.40,,26198.00,,6993289.00,,269.00,,-3.60,
,80,,Kalika Laghubitta Bittiya Sanstha Ltd,,18,,960.00,,918.10,,960.00,,273.00,,254779.20,,951.00,,9.00,
,81,,Kalika power Company Ltd,,45,,320.00,,303.00,,305.00,,2506.00,,770977.50,,310.00,,-5.00,
,82,,Kamana Sewa Bikas Bank Limited,,158,,315.00,,302.00,,303.00,,17515.00,,5334360.00,,310.90,,-7.90,
,83,,Karnali Development Bank Limited,,33,,221.00,,214.50,,215.00,,3486.00,,758178.10,,215.20,,-0.20,
,84,,Khanikhola Hydropower Co. Ltd.,,47,,188.50,,177.00,,177.00,,4722.00,,849191.10,,181.30,,-4.30,
,85,,Kisan Lagubitta Bittiya Sanstha Limited,,5,,790.00,,775.00,,775.00,,150.00,,116600.00,,800.00,,-25.00,
,86,,Kumari Bank Limited,,149,,187.00,,184.40,,185.70,,18919.00,,3509271.60,,186.00,,-0.30,
,87,,Kumari Dhanabriddhi Yojana,,27,,8.29,,8.02,,8.29,,6000.00,,48701.00,,8.18,,0.11,
,88,,Kumari Equity Fund,,13,,8.08,,7.82,,8.08,,3900.00,,31077.00,,7.95,,0.13,
,89,,Laxmi Bank Limited,,51,,191.60,,188.00,,188.00,,8462.00,,1606778.90,,188.00,,0.00,
,90,,Laxmi Equity Fund,,5,,8.04,,7.55,,8.04,,12300.00,,95150.25,,7.70,,0.34,
,91,,Laxmi Laghubitta Bittiya Sanstha Ltd.,,15,,1145.00,,1116.40,,1140.00,,302.00,,340343.80,,1145.00,,-5.00,
,92,,Laxmi Unnati Kosh,,6,,8.16,,7.58,,8.00,,628.00,,4953.00,,7.70,,0.30,
,93,,Liberty Energy Company Limited,,32,,227.00,,216.00,,225.00,,2695.00,,590161.00,,224.20,,0.80,
,94,,Life Insurance Corporation (Nepal) Limited,,48,,1250.00,,1226.00,,1243.00,,3575.00,,4405050.50,,1250.00,,-7.00,
,95,,Lumbini Bikas Bank Ltd.,,135,,362.00,,349.00,,350.00,,20166.00,,7123569.00,,354.00,,-4.00,
,96,,Lumbini Bikas Bank Ltd. Promoter Share,,1,,248.00,,248.00,,248.00,,11800.00,,2926400.00,,248.00,,0.00,
,97,,Machhapuchhre Bank Limited,,73,,215.00,,211.00,,213.50,,9714.00,,2074417.30,,213.00,,0.50,
,98,,Madhya Bhotekoshi Jalavidyut Company Limited,,197,,209.00,,202.00,,205.20,,4641.00,,952846.50,,208.50,,-3.30,
,99,,Mahalaxmi Bikas Bank Ltd.,,139,,346.00,,336.30,,337.50,,19691.00,,6683015.90,,340.00,,-2.50,
,100,,Mahila Lagubitta Bittiya Sanstha Limited,,54,,3680.00,,3645.00,,3650.00,,794.00,,2903778.90,,3684.20,,-34.20,
,101,,Mahuli Laghubitta Bittiya Sanstha Limited,,9,,1081.20,,1040.00,,1040.00,,204.00,,214706.40,,1060.00,,-20.00,
,102,,Mailung Khola Jal Vidhyut Company Limited,,37,,445.00,,436.10,,441.20,,1200.00,,530354.00,,449.90,,-8.70,
,103,,Manakamana Smart Laghubitta Bittiya Sanstha Limited,,7,,890.00,,872.20,,889.00,,100.00,,87750.00,,885.00,,4.00,
,104,,Mandakini Hydropower Limited,,137,,383.80,,355.20,,358.00,,4700.00,,1694231.00,,369.00,,-11.00,
,105,,Manjushree Finance Ltd.,,97,,383.50,,374.00,,374.00,,7480.00,,2810142.70,,376.00,,-2.00,
,106,,Manushi Laghubitta Bittiya Sanstha Limited,,16,,1100.50,,1041.00,,1067.90,,220.00,,234180.00,,1079.00,,-11.10,
,107,,Mega Mutual Fund -1,,19,,7.45,,7.18,,7.30,,9200.00,,67095.00,,7.17,,0.13,
,108,,Mero Microfinance Bittiya Sanstha Ltd.,,32,,752.00,,742.10,,743.10,,1344.00,,1000756.90,,747.00,,-3.90,
,109,,Mirmire Laghubitta Bittya Sanstha Limited,,29,,959.50,,935.10,,945.00,,1451.00,,1369145.60,,954.00,,-9.00,
,110,,Miteri Development Bank Limited,,29,,360.00,,350.20,,353.90,,2410.00,,846654.50,,354.00,,-0.10,
,111,,Mithila LaghuBitta Bittiya Sanstha Limited,,9,,1048.00,,1038.90,,1040.00,,200.00,,208756.00,,1060.00,,-20.00,
,112,,Mountain Energy Nepal Limited,,32,,728.00,,712.00,,712.00,,1102.00,,791309.00,,718.00,,-6.00,
,113,,Mountain Hydro Nepal Limited,,35,,239.00,,230.00,,232.00,,5027.00,,1176401.00,,236.00,,-4.00,
,114,,Muktinath Bikas Bank Ltd.,,131,,413.90,,405.00,,405.00,,9963.00,,4053844.20,,406.50,,-1.50,
,115,,Multipurpose Finance Company  Limited,,44,,327.00,,316.60,,319.80,,5782.00,,1845070.70,,323.00,,-3.20,
,116,,NABIL BALANCED FUND-2,,7,,9.28,,9.00,,9.00,,9600.00,,87383.00,,9.10,,-0.10,
,117,,Nabil Balanced Fund-3,,21,,7.71,,7.54,,7.61,,7319.00,,55969.09,,7.81,,-0.20,
,118,,Nabil Bank Limited,,576,,770.00,,755.00,,759.00,,33966.00,,25868761.50,,762.10,,-3.10,
,119,,Nabil Equity Fund,,12,,8.95,,8.50,,8.50,,18866.00,,162093.56,,8.80,,-0.30,
,120,,Narayani Development Bank Limited,,23,,375.30,,356.00,,357.00,,1011.00,,362417.00,,361.00,,-4.00,
,121,,National Hydro Power Company Limited,,221,,204.00,,197.00,,198.40,,39338.00,,7848188.90,,201.50,,-3.10,
,122,,National Life Insurance Co. Ltd.,,87,,544.90,,534.00,,537.00,,8017.00,,4312650.50,,539.00,,-2.00,
,123,,National Microfinance Laghubitta Bittiya Sanstha Limited,,98,,1935.00,,1900.00,,1900.00,,2404.00,,4604290.50,,1939.90,,-39.90,
,124,,Naya Sarathi Laghubitta Bittiya Sanstha Limited,,10,,745.00,,721.00,,728.90,,210.00,,153569.00,,757.00,,-28.10,
,125,,Neco Insurance Limited,,50,,681.00,,670.00,,675.00,,3431.00,,2311212.90,,669.00,,6.00,
,126,,Nepal Bank Limited,,211,,270.00,,265.00,,267.00,,26496.00,,7080252.20,,268.00,,-1.00,
,127,,Nepal Credit And Commercial Bank Limited,,266,,190.00,,182.50,,190.00,,70925.00,,13118889.50,,185.50,,4.50,
,128,,Nepal Doorsanchar Company Limited,,363,,834.80,,812.00,,814.00,,17427.00,,14235691.70,,820.00,,-6.00,
,129,,Nepal Finance Ltd.,,73,,258.00,,247.30,,248.00,,10263.00,,2566306.70,,253.20,,-5.20,
,130,,Nepal Hydro Developers Ltd.,,25,,316.00,,304.00,,316.00,,3557.00,,1099085.00,,309.00,,7.00,
,131,,Nepal Infrastructure Bank Limited,,616,,202.00,,197.10,,199.80,,51537.00,,10271458.50,,202.50,,-2.70,
,132,,Nepal Insurance Co. Ltd.,,47,,419.20,,404.10,,406.00,,2966.00,,1219434.20,,412.00,,-6.00,
,133,,Nepal Life Insurance Co. Ltd.,,286,,594.00,,580.50,,584.50,,21631.00,,12694975.10,,590.00,,-5.50,
,134,,Nepal Reinsurance Company Limited,,216,,610.00,,592.90,,595.00,,13863.00,,8283435.10,,604.00,,-9.00,
,135,,Nepal SBI Bank Limited,,37,,260.00,,255.00,,259.60,,6118.00,,1566863.70,,256.90,,2.70,
,136,,Nerude Laghubitta Bittiya Sanstha Limited,,20,,825.00,,810.00,,825.00,,1009.00,,820761.80,,821.00,,4.00,
,137,,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,,208,,2903.00,,2775.20,,2785.00,,5090.00,,14272075.10,,2850.00,,-65.00,
,138,,Ngadi Group Power Ltd.,,82,,224.00,,214.00,,215.00,,7881.00,,1709730.70,,216.00,,-1.00,
,139,,NIBL Pragati Fund,,3,,7.85,,7.80,,7.80,,3500.00,,27450.00,,7.78,,0.02,
,140,,NIBL Samriddhi Fund -2,,4,,7.30,,7.20,,7.30,,1000.00,,7218.00,,7.19,,0.11,
,141,,NIC Asia Balanced Fund,,7,,10.49,,10.10,,10.46,,6200.00,,63715.00,,10.30,,0.16,
,142,,NIC Asia Bank Ltd.,,125,,620.80,,609.00,,613.90,,7862.00,,4806343.70,,610.00,,3.90,
,143,,NIC Asia Flexi CAP Fund,,23,,8.00,,7.83,,8.00,,3020.00,,23891.00,,7.98,,0.02,
,144,,NIC Asia Growth Fund,,7,,10.54,,10.35,,10.54,,27800.00,,289424.00,,10.50,,0.04,
,145,,NIC ASIA Laghubitta Bittiya Sanstha Limited,,94,,732.00,,710.00,,713.40,,2690.00,,1926664.40,,725.00,,-11.60,
,146,,NIC Asia Select Fund 30,,13,,7.73,,7.50,,7.73,,7800.00,,59229.00,,7.62,,0.11,
,147,,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,,89,,905.00,,889.00,,889.00,,4692.00,,4199235.80,,905.00,,-16.00,
,148,,NLG Insurance Company Ltd.,,27,,454.00,,445.20,,452.00,,1227.00,,554933.20,,454.00,,-2.00,
,149,,NMB  Microfinance Bittiya Sanstha Ltd.,,28,,675.00,,661.00,,670.00,,1336.00,,891668.20,,675.00,,-5.00,
,150,,NMB 50,,3,,9.30,,9.12,,9.15,,10625.00,,97087.50,,9.30,,-0.15,
,151,,NMB Bank Limited,,151,,233.00,,228.10,,230.90,,16104.00,,3699552.90,,229.00,,1.90,
,152,,NMB Hybrid Fund L-1,,3,,9.10,,9.06,,9.06,,2964.00,,26893.84,,9.18,,-0.12,
,153,,NRN Infrastructure and Development Limited,,71,,432.00,,415.00,,428.80,,8252.00,,3496740.90,,425.00,,3.80,
