"
",S.N.,"
",Traded Companies,"
",No. Of Transaction,"
",Max Price,"
",Min Price,"
",Closing Price,"
",Traded Shares,"
",Amount,"
",Previous Closing,"
",Difference Rs.,"
"
,1,,10% Prime Debenture 2088,,2,,831.00,,831.00,,831.00,,50.00,,41550.00,,831.00,,0.00,
,2,,10.5 % NEPAL INVESTMENT DEBENTURE 2082,,1,,910.50,,910.50,,910.50,,25.00,,22762.50,,923.10,,-12.60,
,3,,8.5% BOK Debenture 2086,,1,,757.70,,757.70,,757.70,,25.00,,18942.50,,742.90,,14.80,
,4,,8.5% Nepal Investment Bank Debenture 2084,,1,,754.00,,754.00,,754.00,,25.00,,18850.00,,765.50,,-11.50,
,5,,8.5% Sanima Debenture 2087,,1,,737.00,,737.00,,737.00,,25.00,,18425.00,,732.60,,4.40,
,6,,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,,13,,735.00,,713.50,,715.00,,274.00,,196493.00,,724.00,,-9.00,
,7,,Agricultural Development Bank Limited,,184,,317.00,,313.10,,316.00,,12032.00,,3791791.40,,315.90,,0.10,
,8,,Ankhu Khola Jalvidhyut Company Ltd,,92,,177.30,,170.40,,170.40,,14302.00,,2464696.20,,173.90,,-3.50,
,9,,Api Power Company Ltd.,,308,,216.80,,209.00,,210.00,,48594.00,,10239616.20,,212.60,,-2.60,
,10,,Arun Kabeli Power Ltd.,,223,,388.00,,378.30,,382.00,,41920.00,,16054396.80,,389.00,,-7.00,
,11,,Arun Valley Hydropower Development Co. Ltd.,,166,,282.50,,269.50,,272.00,,34126.00,,9323942.00,,277.00,,-5.00,
,12,,Asha Laghubitta Bittiya Sanstha Ltd,,71,,964.00,,911.10,,911.10,,2139.00,,2003560.80,,967.80,,-56.70,
,13,,Asian Life Insurance Co. Limited,,58,,446.00,,437.10,,441.50,,3015.00,,1324579.40,,440.50,,1.00,
,14,,Aviyan Laghubitta Bittiya Sanstha Limited,,57,,734.60,,681.20,,734.60,,1944.00,,1426751.40,,667.90,,66.70,
,15,,Balephi Hydropower Limited,,69,,262.10,,245.50,,255.00,,1070.00,,269064.00,,255.00,,0.00,
,16,,Barun Hydropower Co. Ltd.,,29,,220.00,,211.00,,213.00,,1935.00,,413951.20,,217.50,,-4.50,
,17,,Best Finance Company Ltd.,,58,,331.00,,322.00,,322.00,,6307.00,,2056314.90,,323.60,,-1.60,
,18,,Bindhyabasini Hydropower Development Company Limited,,98,,349.80,,330.00,,349.80,,4250.00,,1426945.00,,343.00,,6.80,
,19,,Bishal Bazar Company Limited,,10,,3264.00,,3200.00,,3202.00,,134.00,,430526.00,,3200.00,,2.00,
,20,,Bottlers Nepal (Terai) Limited,,2,,12175.00,,12100.00,,12100.00,,20.00,,242750.00,,12172.00,,-72.00,
,21,,Buddha Bhumi Nepal Hydropower Company Limited,,26,,365.00,,352.80,,365.00,,520.00,,186476.00,,360.10,,4.90,
,22,,Butwal Power Company Limited,,76,,299.00,,293.10,,295.00,,4464.00,,1319710.50,,298.00,,-3.00,
,23,,CEDB Hydropower Development Company Limited,,55,,615.00,,606.50,,610.00,,1602.00,,979079.00,,620.00,,-10.00,
,24,,Central Finance Co. Ltd.,,71,,317.00,,305.10,,308.00,,10666.00,,3301372.80,,315.20,,-7.20,
,25,,Chandragiri Hills Limited,,24,,968.00,,958.00,,958.00,,830.00,,796480.00,,974.00,,-16.00,
,26,,Chhimek Laghubitta Bittiya Sanstha Limited,,162,,1004.00,,980.00,,982.00,,5963.00,,5924029.20,,996.10,,-14.10,
,27,,Chhyangdi Hydropower Ltd.,,23,,206.00,,203.00,,206.00,,2703.00,,550565.00,,207.00,,-1.00,
,28,,Chilime Hydropower Company Limited,,79,,369.50,,362.60,,365.00,,8019.00,,2915392.70,,370.00,,-5.00,
,29,,Citizen Investment Trust,,290,,1855.00,,1830.00,,1831.00,,9282.00,,17082806.20,,1872.00,,-41.00,
,30,,Citizens Bank International Limited,,211,,200.90,,190.00,,190.50,,31686.00,,6055563.70,,204.90,,-14.40,
,31,,Citizens Mutual Fund -1,,6,,7.95,,7.75,,7.75,,10100.00,,79006.00,,7.95,,-0.20,
,32,,CITIZENS MUTUAL FUND 2,,5,,7.83,,7.80,,7.80,,4700.00,,36709.00,,7.95,,-0.15,
,33,,Civil Laghubitta Bittiya Sanstha Ltd.,,15,,774.00,,758.10,,764.00,,408.00,,311370.00,,774.00,,-10.00,
,34,,Corporate Development Bank Limited,,22,,271.00,,260.30,,264.00,,1861.00,,491322.70,,271.00,,-7.00,
,35,,Deprosc Laghubitta Bittiya Sanstha Limited,,54,,912.00,,900.10,,904.90,,3341.00,,3021085.00,,909.10,,-4.20,
,36,,Dibyashwori Hydropower Ltd.,,29,,177.10,,168.30,,169.00,,2000.00,,341247.10,,173.70,,-4.70,
,37,,Dordi Khola Jal Bidyut Company Limited,,87,,250.00,,242.00,,245.00,,2143.00,,524457.00,,253.70,,-8.70,
,38,,Emerging Nepal Limited,,30,,590.00,,565.00,,565.00,,905.00,,516019.00,,580.00,,-15.00,
,39,,Everest Bank Limited,,241,,510.00,,478.00,,510.00,,176659.00,,84759739.70,,485.00,,25.00,
,40,,Excel Development Bank Ltd.,,38,,320.00,,308.10,,309.90,,4770.00,,1484317.20,,314.10,,-4.20,
,41,,First Micro Finance Laghubitta Bittiya Sanstha Limited,,59,,616.00,,605.10,,605.20,,6605.00,,4018962.80,,616.10,,-10.90,
,42,,Forward Microfinance Laghubitta Bittiya Sanstha Limited,,105,,2600.00,,2560.00,,2565.00,,2713.00,,6977768.00,,2590.00,,-25.00,
,43,,Ganapati Laghubitta Bittiya Sanstha Limited,,15,,849.60,,833.00,,833.00,,248.00,,207523.10,,850.00,,-17.00,
,44,,Garima Bikas Bank Limited,,247,,391.00,,378.00,,388.00,,128513.00,,48806073.10,,388.50,,-0.50,
,45,,"Garima Debenture, 2085",,7,,762.00,,737.70,,762.00,,265.00,,196462.50,,750.10,,11.90,
,46,,Ghalemdi Hydro Limited,,64,,182.70,,173.10,,175.00,,6958.00,,1213264.80,,179.20,,-4.20,
,47,,Global IME Laghubitta Bittiya Sanstha Ltd.,,31,,1200.00,,1170.00,,1170.00,,1052.00,,1246583.00,,1190.00,,-20.00,
,48,,Global IME Samunnat Scheme-1,,9,,8.22,,8.11,,8.18,,6160.00,,50245.60,,8.08,,0.10,
,49,,Goodwill Finance Limited,,56,,465.10,,447.10,,448.00,,6149.00,,2795058.10,,465.00,,-17.00,
,50,,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,,32,,604.00,,595.00,,600.00,,1965.00,,1178261.00,,609.00,,-9.00,
,51,,Green Development Bank Ltd.,,32,,238.00,,228.00,,237.60,,4829.00,,1116579.00,,235.00,,2.60,
,52,,Green Ventures Limited,,173,,300.00,,285.00,,293.80,,6555.00,,1903610.50,,299.90,,-6.10,
,53,,GreenLife Hydropower Limited,,62,,241.00,,235.20,,238.00,,4932.00,,1168392.00,,243.00,,-5.00,
,54,,Guheshowori Merchant Bank & Finance Co. Ltd.,,38,,337.00,,327.00,,331.00,,5540.00,,1836814.30,,341.90,,-10.90,
,55,,Gurans Laghubitta Bittiya Sanstha Limited,,10,,886.00,,866.10,,866.10,,212.00,,185260.20,,900.10,,-34.00,
,56,,Gurkhas Finance Ltd.,,161,,528.00,,500.00,,500.00,,17589.00,,8939279.60,,519.90,,-19.90,
,57,,Himal Dolakha Hydropower Company Limited,,137,,173.00,,168.90,,170.90,,59263.00,,10066873.40,,171.20,,-0.30,
,58,,Himalaya Urja Bikas Company Limited,,18,,218.40,,204.90,,207.00,,1330.00,,279038.00,,210.00,,-3.00,
,59,,Himalayan Bank Limited,,67,,323.00,,316.10,,323.00,,5333.00,,1700721.10,,317.10,,5.90,
,60,,Himalayan Distillery Limited,,298,,3459.00,,3411.00,,3430.00,,9689.00,,33243357.90,,3423.00,,7.00,
,61,,Himalayan Everest Insurance Limited,,79,,369.00,,359.00,,364.00,,13343.00,,4831771.00,,366.00,,-2.00,
,62,,Himalayan Everest Insurance Limited Promoter,,13,,250.00,,236.50,,247.50,,1541.00,,373884.40,,250.00,,-2.50,
,63,,Himalayan Hydropower Limited,,127,,222.00,,214.00,,218.00,,4523.00,,982788.10,,222.00,,-4.00,
,64,,Himalayan Power Partner Ltd.,,66,,309.00,,281.40,,301.00,,69822.00,,20407116.00,,298.10,,2.90,
,65,,Hydorelectricity Investment and Development Company Limited Promoter,,38,,99.60,,96.00,,99.00,,32751.00,,3195701.00,,95.90,,3.10,
,66,,Hydorelectricity Investment and Development Company Ltd,,339,,175.00,,168.00,,168.90,,44649.00,,7553520.20,,172.00,,-3.10,
,67,,ICFC Finance Limited,,158,,463.00,,439.00,,442.00,,17613.00,,7833842.70,,455.90,,-13.90,
,68,,IME General Insurance Ltd.,,54,,356.00,,345.00,,345.90,,5885.00,,2053438.00,,351.00,,-5.10,
,69,,Infinity Laghubitta Bittiya Sanstha Limited,,18,,905.00,,890.10,,895.00,,419.00,,375452.10,,922.00,,-27.00,
,70,,Jalpa Samudayik Laghubitta Bittiya Sanstha Limited,,51,,3024.00,,2964.00,,2964.00,,625.00,,1866919.00,,2996.30,,-32.30,
,71,,Janaki Finance Company Limited,,39,,369.90,,357.00,,363.00,,2669.00,,972321.50,,370.00,,-7.00,
,72,,Janautthan Samudayic Laghubitta Bittya Sanstha Limited,,18,,1632.00,,1600.00,,1615.00,,516.00,,828032.00,,1632.00,,-17.00,
,73,,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd,,169,,2565.30,,2500.00,,2504.00,,2959.00,,7426275.70,,2515.00,,-11.00,
,74,,Joshi Hydropower Development Company Ltd,,46,,185.00,,178.80,,183.60,,8772.00,,1590108.40,,183.00,,0.60,
,75,,Jyoti Bikas Bank Limited,,137,,282.00,,273.00,,273.00,,16885.00,,4681774.70,,279.00,,-6.00,
,76,,Kalika Laghubitta Bittiya Sanstha Ltd,,15,,947.00,,928.70,,946.00,,239.00,,224321.60,,943.10,,2.90,
,77,,Kalika power Company Ltd,,14,,314.10,,300.20,,301.90,,271.00,,82238.00,,308.00,,-6.10,
,78,,Kamana Sewa Bikas Bank Limited,,83,,328.00,,312.00,,313.00,,9183.00,,2905278.40,,321.90,,-8.90,
,79,,Karnali Development Bank Limited,,38,,228.00,,213.00,,225.50,,7651.00,,1684127.50,,225.90,,-0.40,
,80,,Khanikhola Hydropower Co. Ltd.,,27,,181.00,,175.00,,175.00,,1633.00,,287414.50,,180.00,,-5.00,
,81,,Kisan Lagubitta Bittiya Sanstha Limited,,5,,824.90,,808.00,,808.00,,71.00,,57727.00,,815.00,,-7.00,
,82,,Kumari Dhanabriddhi Yojana,,13,,8.17,,7.99,,8.05,,2015.00,,16208.65,,8.15,,-0.10,
,83,,Kumari Equity Fund,,10,,8.00,,7.90,,7.95,,3500.00,,27871.00,,8.06,,-0.11,
,84,,Laxmi Bank Limited,,60,,195.00,,192.70,,194.00,,8290.00,,1605394.30,,195.00,,-1.00,
,85,,Laxmi Equity Fund,,1,,8.05,,8.05,,8.05,,2000.00,,16100.00,,8.00,,0.05,
,86,,Laxmi Laghubitta Bittiya Sanstha Ltd.,,4,,1161.00,,1145.10,,1145.10,,40.00,,46121.00,,1161.00,,-15.90,
,87,,Laxmi Unnati Kosh,,4,,8.17,,8.02,,8.10,,21100.00,,169317.00,,8.02,,0.08,
,88,,Liberty Energy Company Limited,,42,,222.00,,216.60,,220.00,,2578.00,,560679.00,,224.40,,-4.40,
,89,,Life Insurance Corporation (Nepal) Limited,,34,,1244.50,,1214.00,,1225.00,,1745.00,,2133193.00,,1249.90,,-24.90,
,90,,Lumbini Bikas Bank Ltd.,,143,,372.00,,360.00,,363.00,,29218.00,,10645972.20,,369.00,,-6.00,
,91,,Machhapuchhre Bank Limited,,68,,219.00,,217.20,,217.50,,10386.00,,2262360.40,,220.90,,-3.40,
,92,,Madhya Bhotekoshi Jalavidyut Company Limited,,205,,205.00,,200.30,,203.00,,3500.00,,708474.00,,204.10,,-1.10,
,93,,Mahalaxmi Bikas Bank Ltd.,,191,,369.00,,357.10,,360.00,,25085.00,,9068578.40,,366.80,,-6.80,
,94,,Mahila Lagubitta Bittiya Sanstha Limited,,51,,3805.00,,3767.00,,3805.00,,1275.00,,4834596.50,,3796.50,,8.50,
,95,,Mahuli Laghubitta Bittiya Sanstha Limited,,7,,1100.00,,1064.00,,1065.00,,145.00,,155679.00,,1115.00,,-50.00,
,96,,Mailung Khola Jal Vidhyut Company Limited,,81,,433.00,,407.00,,408.00,,4279.00,,1767605.20,,433.00,,-25.00,
,97,,Manakamana Smart Laghubitta Bittiya Sanstha Limited,,16,,890.00,,860.00,,890.00,,175.00,,153270.50,,887.00,,3.00,
,98,,Mandakini Hydropower Limited,,95,,353.70,,337.20,,349.80,,1950.00,,667120.00,,360.90,,-11.10,
,99,,Manjushree Finance Ltd.,,85,,390.00,,380.30,,385.00,,9040.00,,3483492.30,,385.00,,0.00,
,100,,Manushi Laghubitta Bittiya Sanstha Limited,,21,,1089.00,,1030.00,,1065.00,,332.00,,345534.00,,1069.90,,-4.90,
,101,,Mega Mutual Fund -1,,19,,7.59,,7.26,,7.26,,4500.00,,33549.00,,7.59,,-0.33,
,102,,Mero Microfinance Bittiya Sanstha Ltd.,,37,,775.00,,762.00,,762.00,,1288.00,,989360.70,,776.00,,-14.00,
,103,,Mirmire Laghubitta Bittya Sanstha Limited,,29,,963.00,,935.00,,938.00,,1450.00,,1365450.00,,946.00,,-8.00,
,104,,Miteri Development Bank Limited,,49,,380.40,,371.00,,372.00,,9411.00,,3513834.00,,374.80,,-2.80,
,105,,Mithila LaghuBitta Bittiya Sanstha Limited,,6,,1100.00,,1075.00,,1075.00,,989.00,,1083467.00,,1100.00,,-25.00,
,106,,Mountain Energy Nepal Limited,,28,,750.00,,730.00,,747.00,,1460.00,,1073491.00,,750.10,,-3.10,
,107,,Mountain Hydro Nepal Limited,,23,,230.00,,225.00,,228.00,,5025.00,,1133408.00,,230.00,,-2.00,
,108,,Muktinath Bikas Bank Ltd.,,230,,423.00,,407.80,,409.00,,15963.00,,6589466.40,,419.50,,-10.50,
,109,,Multipurpose Finance Company  Limited,,67,,319.00,,306.00,,317.80,,7287.00,,2262573.70,,323.00,,-5.20,
,110,,Nabil Balanced Fund-3,,18,,7.85,,7.75,,7.80,,10429.00,,81111.78,,7.75,,0.05,
,111,,Nabil Bank Limited,,522,,798.00,,790.00,,794.00,,33880.00,,26898499.30,,796.00,,-2.00,
,112,,Narayani Development Bank Limited,,18,,380.00,,365.00,,369.00,,1784.00,,653747.50,,377.00,,-8.00,
,113,,National Hydro Power Company Limited,,145,,196.00,,189.10,,192.50,,37888.00,,7251490.50,,194.00,,-1.50,
,114,,National Life Insurance Co. Ltd.,,78,,545.00,,539.00,,540.00,,6850.00,,3709474.30,,547.90,,-7.90,
,115,,Naya Sarathi Laghubitta Bittiya Sanstha Limited,,9,,750.00,,731.00,,750.00,,227.00,,167068.00,,759.00,,-9.00,
,116,,Neco Insurance Limited,,32,,685.00,,666.20,,673.00,,5649.00,,3789409.00,,681.00,,-8.00,
,117,,Nepal Bank Limited,,172,,272.00,,270.00,,272.00,,16408.00,,4443096.00,,271.00,,1.00,
,118,,Nepal Doorsanchar Company Limited,,306,,826.90,,810.00,,810.00,,16092.00,,13091291.70,,814.00,,-4.00,
,119,,Nepal Finance Ltd.,,81,,263.00,,252.00,,254.00,,14664.00,,3768120.30,,261.00,,-7.00,
