"
",S.N.,"
",Traded Companies,"
",No. Of Transaction,"
",Max Price,"
",Min Price,"
",Closing Price,"
",Traded Shares,"
",Amount,"
",Previous Closing,"
",Difference Rs.,"
"
,1,,10 % NMB DEBENTURE 2085,,2,,900.10,,896.00,,896.00,,227.00,,203597.00,,900.10,,-4.10,
,2,,10% Sunrise Debenture 2080,,1,,927.00,,927.00,,927.00,,10.00,,9270.00,,925.00,,2.00,
,3,,10.25% GLOBAL IME BANK LTD. DEBENTURE 2080/81,,1,,959.90,,959.90,,959.90,,200.00,,191980.00,,950.00,,9.90,
,4,,10.25% Prabhu Bank  Debenture 2086,,2,,903.00,,902.10,,902.10,,75.00,,67711.50,,920.50,,-18.40,
,5,,10.25% SBL Debenture 2083,,1,,920.00,,920.00,,920.00,,25.00,,23000.00,,920.00,,0.00,
,6,,12% ICFC Finance Limited Debenture 2083,,4,,1025.00,,1020.00,,1020.00,,370.00,,378400.00,,1031.00,,-11.00,
,7,,8.5% BOK Debenture 2086,,3,,780.00,,776.00,,776.00,,70.00,,54440.00,,785.00,,-9.00,
,8,,8.5% Nepal Investment Bank Debenture 2084,,1,,799.90,,799.90,,799.90,,125.00,,99987.50,,806.00,,-6.10,
,9,,8.5% SBL Debenture 2084,,1,,814.40,,814.40,,814.40,,50.00,,40720.00,,831.00,,-16.60,
,10,,9% NIC Asia Debenture 2081/82,,2,,900.20,,900.10,,900.10,,100.00,,90015.00,,910.10,,-10.00,
,11,,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,,163,,955.00,,880.20,,950.00,,5330.00,,5008641.50,,898.00,,52.00,
,12,,Agricultural Development Bank Limited,,263,,330.50,,327.00,,329.20,,25355.00,,8345187.10,,329.00,,0.20,
,13,,Ankhu Khola Jalvidhyut Company Ltd,,789,,231.00,,216.00,,226.00,,162383.00,,36864734.40,,220.00,,6.00,
,14,,Api Power Company Ltd.,,2087,,278.00,,261.70,,270.00,,494557.00,,134811143.30,,266.00,,4.00,
,15,,Arun Kabeli Power Ltd.,,1707,,519.00,,488.00,,500.00,,354977.00,,179686612.20,,511.80,,-11.80,
,16,,Arun Valley Hydropower Development Co. Ltd.,,881,,392.00,,368.10,,379.90,,181290.00,,69832166.40,,381.00,,-1.10,
,17,,Asha Laghubitta Bittiya Sanstha Ltd,,101,,1392.00,,1303.00,,1340.00,,9029.00,,12190502.60,,1300.00,,40.00,
,18,,Asian Life Insurance Co. Limited,,421,,629.80,,610.90,,625.00,,76738.00,,47682649.40,,612.90,,12.10,
,19,,Balephi Hydropower Limited,,537,,316.40,,291.10,,300.00,,33095.00,,10245612.20,,312.00,,-12.00,
,20,,Barun Hydropower Co. Ltd.,,256,,313.00,,303.00,,304.10,,41763.00,,12864640.10,,304.00,,0.10,
,21,,Best Finance Company Ltd.,,592,,461.80,,427.00,,448.00,,87806.00,,39572674.40,,426.10,,21.90,
,22,,Bindhyabasini Hydropower Development Company Limited,,1358,,367.40,,334.00,,367.40,,13720.00,,5036712.00,,0.00,,33.40,
,23,,Bishal Bazar Company Limited,,20,,3800.00,,3725.00,,3768.00,,315.00,,1184680.00,,3712.00,,56.00,
,24,,Bottlers Nepal (Terai) Limited,,43,,13800.00,,13301.00,,13301.00,,1056.00,,14429064.00,,13374.00,,-73.00,
,25,,Buddha Bhumi Nepal Hydropower Company Limited,,164,,445.50,,401.70,,428.00,,10834.00,,4561358.60,,409.80,,18.20,
,26,,Butwal Power Company Limited,,198,,345.80,,335.00,,336.00,,18439.00,,6288900.90,,338.00,,-2.00,
,27,,CEDB Hydropower Development Company Limited,,400,,869.00,,830.00,,840.00,,54136.00,,45659192.50,,839.40,,0.60,
,28,,Central Finance Co. Ltd.,,507,,402.00,,377.30,,385.00,,91702.00,,36068600.20,,385.00,,0.00,
,29,,Century Commercial Bank Ltd.,,289,,192.00,,187.20,,188.00,,50498.00,,9575256.00,,189.90,,-1.90,
,30,,Chandragiri Hills Limited,,106,,1160.00,,1121.20,,1140.00,,7467.00,,8559943.00,,1129.00,,11.00,
,31,,Chhimek Laghubitta Bittiya Sanstha Limited,,402,,1147.00,,1115.00,,1121.00,,19267.00,,21878741.00,,1112.00,,9.00,
,32,,Chhyangdi Hydropower Ltd.,,296,,305.00,,281.90,,293.20,,42910.00,,12887705.00,,294.00,,-0.80,
,33,,Chilime Hydropower Company Limited,,215,,418.20,,404.00,,410.00,,34107.00,,13964737.30,,402.00,,8.00,
,34,,Citizen Investment Trust,,1059,,2900.00,,2673.00,,2827.00,,47460.00,,131745661.70,,2660.00,,167.00,
,35,,Citizens Bank International Limited,,300,,206.50,,203.50,,204.00,,53253.00,,10908684.20,,204.20,,-0.20,
,36,,Citizens Mutual Fund -1,,13,,8.83,,8.65,,8.81,,109205.00,,961032.00,,8.65,,0.16,
,37,,CITIZENS MUTUAL FUND 2,,6,,9.16,,9.13,,9.16,,2430.00,,22248.80,,9.12,,0.04,
,38,,Civil Laghubitta Bittiya Sanstha Ltd.,,170,,925.00,,851.00,,905.00,,12749.00,,11453275.70,,868.00,,37.00,
,39,,Corporate Development Bank Limited,,189,,355.00,,334.70,,340.00,,24110.00,,8433210.70,,342.90,,-2.90,
,40,,Deprosc Laghubitta Bittiya Sanstha Limited,,194,,1081.00,,1046.00,,1050.00,,12820.00,,13702871.60,,1049.00,,1.00,
,41,,Dibyashwori Hydropower Ltd.,,174,,237.90,,224.00,,233.00,,31695.00,,7415892.30,,228.00,,5.00,
,42,,Dordi Khola Jal Bidyut Company Limited,,978,,319.00,,295.90,,303.50,,42405.00,,13014834.00,,301.90,,1.60,
,43,,Emerging Nepal Limited,,127,,844.90,,795.00,,795.00,,10066.00,,8250872.20,,814.50,,-19.50,
,44,,Everest Bank Limited,,562,,508.00,,489.60,,491.00,,106912.00,,52875675.00,,480.00,,11.00,
,45,,Excel Development Bank Ltd.,,510,,399.30,,367.00,,398.90,,156201.00,,59720131.00,,363.00,,35.90,
,46,,First Micro Finance Laghubitta Bittiya Sanstha Limited,,340,,756.80,,721.40,,740.00,,57197.00,,42570111.70,,735.00,,5.00,
,47,,Forward Microfinance Laghubitta Bittiya Sanstha Limited,,578,,2750.00,,2627.00,,2670.00,,21485.00,,58038005.50,,2650.00,,20.00,
,48,,Ganapati Laghubitta Bittiya Sanstha Limited,,53,,1160.00,,1088.00,,1130.00,,2631.00,,2971579.00,,1098.00,,32.00,
,49,,Garima Bikas Bank Limited,,444,,423.00,,403.00,,408.00,,70073.00,,29066554.70,,407.00,,1.00,
,50,,Ghalemdi Hydro Limited,,339,,249.90,,223.50,,237.20,,62015.00,,14999715.50,,237.00,,0.20,
,51,,Global IME Bank Limited Debenture 2086/87,,1,,795.60,,795.60,,795.60,,245.00,,194922.00,,780.00,,15.60,
