"
",S.N.,"
",Traded Companies,"
",No. Of Transaction,"
",Max Price,"
",Min Price,"
",Closing Price,"
",Traded Shares,"
",Amount,"
",Previous Closing,"
",Difference Rs.,"
"
,1,,10% Prabhu Bank Debenture 2084,,2,,903.00,,902.00,,903.00,,75.00,,67700.00,,920.00,,-17.00,
,2,,10% Prime Debenture 2088,,1,,810.10,,810.10,,810.10,,25.00,,20252.50,,822.10,,-12.00,
,3,,10.25% KBL Debenture 2086,,1,,897.10,,897.10,,897.10,,130.00,,116623.00,,897.00,,0.10,
,4,,10.5 % NEPAL INVESTMENT DEBENTURE 2082,,3,,915.30,,912.00,,915.30,,160.00,,146250.00,,921.30,,-6.00,
,5,,10.50% SBL Debenture 2082,,1,,1020.80,,1020.80,,1020.80,,10.00,,10208.00,,1041.60,,-20.80,
,6,,8.5% BOK Debenture 2086,,2,,755.00,,755.00,,755.00,,50.00,,37750.00,,755.00,,0.00,
,7,,8.5% Laxmi Bank Debenture 2088,,1,,960.40,,960.40,,960.40,,10.00,,9604.00,,980.00,,-19.60,
,8,,8.5% Nepal Investment Bank Debenture 2084,,1,,808.50,,808.50,,808.50,,25.00,,20212.50,,810.00,,-1.50,
,9,,8.5% Sanima Debenture 2087,,1,,732.60,,732.60,,732.60,,25.00,,18315.00,,742.00,,-9.40,
,10,,8.75 % Prime Debenture 2085,,1,,800.00,,800.00,,800.00,,25.00,,20000.00,,812.50,,-12.50,
,11,,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,,17,,715.00,,696.00,,697.00,,614.00,,430254.00,,701.90,,-4.90,
,12,,Agricultural Development Bank Limited,,140,,310.00,,304.00,,306.10,,10558.00,,3237843.20,,304.00,,2.10,
,13,,Ankhu Khola Jalvidhyut Company Ltd,,126,,178.00,,163.30,,172.00,,13267.00,,2307311.70,,170.00,,2.00,
,14,,Api Power Company Ltd.,,363,,210.40,,204.00,,207.30,,51060.00,,10596703.40,,204.00,,3.30,
,15,,Arun Kabeli Power Ltd.,,269,,385.90,,370.60,,373.20,,41674.00,,15719498.20,,371.00,,2.20,
,16,,Arun Valley Hydropower Development Co. Ltd.,,201,,281.00,,270.00,,272.00,,34828.00,,9603586.10,,270.00,,2.00,
,17,,Asha Laghubitta Bittiya Sanstha Ltd,,33,,968.00,,936.10,,961.90,,689.00,,655658.60,,955.00,,6.90,
,18,,Asian Life Insurance Co. Limited,,94,,441.80,,432.20,,433.00,,6322.00,,2765118.80,,432.50,,0.50,
,19,,Aviyan Laghubitta Bittiya Sanstha Limited,,17,,368.70,,347.60,,368.70,,60.00,,21319.80,,347.60,,21.10,
,20,,Balephi Hydropower Limited,,71,,270.00,,250.00,,250.30,,1330.00,,336615.00,,250.00,,0.30,
,21,,Barun Hydropower Co. Ltd.,,32,,215.00,,210.50,,215.00,,2510.00,,533210.00,,210.10,,4.90,
,22,,Best Finance Company Ltd.,,129,,346.00,,318.00,,318.00,,22406.00,,7331652.80,,330.00,,-12.00,
,23,,Bindhyabasini Hydropower Development Company Limited,,106,,367.20,,340.00,,363.00,,4395.00,,1544084.00,,354.90,,8.10,
,24,,Bishal Bazar Company Limited,,13,,3250.00,,3190.00,,3190.00,,280.00,,897720.00,,3250.00,,-60.00,
,25,,Bottlers Nepal (Terai) Limited,,14,,12025.00,,11622.80,,11944.20,,450.00,,5386759.00,,11860.00,,84.20,
,26,,Buddha Bhumi Nepal Hydropower Company Limited,,29,,366.90,,341.50,,365.10,,606.00,,213733.60,,353.00,,12.10,
,27,,Butwal Power Company Limited,,68,,295.00,,290.00,,291.00,,3493.00,,1022660.50,,290.00,,1.00,
,28,,CEDB Hydropower Development Company Limited,,65,,638.00,,621.10,,627.20,,5177.00,,3268280.00,,621.00,,6.20,
,29,,Central Finance Co. Ltd.,,44,,303.00,,293.00,,295.00,,5319.00,,1589060.00,,290.00,,5.00,
,30,,Chandragiri Hills Limited,,73,,979.00,,946.00,,950.00,,4480.00,,4257197.00,,960.00,,-10.00,
,31,,Chhimek Laghubitta Bittiya Sanstha Limited,,153,,970.00,,950.00,,955.00,,6102.00,,5847206.50,,948.00,,7.00,
,32,,Chhyangdi Hydropower Ltd.,,45,,212.10,,200.00,,205.50,,5754.00,,1175866.20,,204.00,,1.50,
,33,,Chilime Hydropower Company Limited,,63,,364.10,,355.00,,361.90,,6167.00,,2217953.40,,357.00,,4.90,
,34,,Citizen Investment Trust,,97,,1810.00,,1790.00,,1806.00,,4740.00,,8544965.00,,1792.10,,13.90,
,35,,Citizens Bank International Limited,,161,,188.00,,180.00,,185.00,,31869.00,,5895615.60,,182.00,,3.00,
,36,,Citizens Mutual Fund -1,,6,,7.93,,7.48,,7.48,,2600.00,,19808.00,,7.63,,-0.15,
,37,,CITIZENS MUTUAL FUND 2,,2,,8.00,,8.00,,8.00,,300.00,,2400.00,,7.90,,0.10,
,38,,Civil Laghubitta Bittiya Sanstha Ltd.,,20,,783.40,,743.00,,768.70,,528.00,,400493.00,,774.00,,-5.30,
,39,,Corporate Development Bank Limited,,25,,265.10,,255.80,,260.00,,1517.00,,397727.20,,253.00,,7.00,
,40,,Deprosc Laghubitta Bittiya Sanstha Limited,,86,,890.00,,862.00,,870.00,,3540.00,,3105667.40,,872.60,,-2.60,
,41,,Dibyashwori Hydropower Ltd.,,29,,179.90,,170.00,,173.00,,1329.00,,230981.60,,170.00,,3.00,
,42,,Dordi Khola Jal Bidyut Company Limited,,112,,258.00,,240.00,,250.00,,4525.00,,1119907.00,,247.00,,3.00,
,43,,Emerging Nepal Limited,,16,,609.00,,588.10,,591.00,,320.00,,190431.00,,593.00,,-2.00,
,44,,Everest Bank Limited,,100,,487.00,,475.00,,481.00,,7060.00,,3397491.10,,478.90,,2.10,
,45,,Excel Development Bank Ltd.,,53,,302.50,,297.00,,300.00,,6491.00,,1945211.70,,291.20,,8.80,
,46,,First Micro Finance Laghubitta Bittiya Sanstha Limited,,44,,612.00,,599.00,,606.90,,3505.00,,2115896.00,,599.00,,7.90,
,47,,Forward Microfinance Laghubitta Bittiya Sanstha Limited,,111,,2479.50,,2431.00,,2460.00,,3365.00,,8284297.60,,2440.00,,20.00,
,48,,Ganapati Laghubitta Bittiya Sanstha Limited,,5,,851.00,,834.00,,835.00,,220.00,,184035.00,,827.00,,8.00,
,49,,Garima Bikas Bank Limited,,161,,370.00,,355.10,,363.00,,17537.00,,6391433.20,,356.00,,7.00,
,50,,"Garima Debenture, 2085",,9,,883.00,,810.90,,810.90,,95.00,,78913.50,,901.00,,-90.10,
,51,,Ghalemdi Hydro Limited,,104,,184.60,,171.50,,176.00,,12508.00,,2200737.20,,174.00,,2.00,
,52,,Global IME Laghubitta Bittiya Sanstha Ltd.,,23,,1185.20,,1118.20,,1145.00,,802.00,,928320.00,,1140.00,,5.00,
,53,,Global IME Samunnat Scheme-1,,11,,8.70,,8.55,,8.55,,12035.00,,103738.05,,8.60,,-0.05,
,54,,Goodwill Finance Limited,,54,,435.80,,423.50,,428.00,,8675.00,,3738809.00,,419.00,,9.00,
,55,,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,,47,,616.00,,585.00,,604.00,,2298.00,,1381040.50,,594.00,,10.00,
,56,,Green Development Bank Ltd.,,58,,244.80,,226.00,,238.00,,8837.00,,2100327.10,,240.00,,-2.00,
,57,,Green Ventures Limited,,116,,299.00,,281.00,,294.00,,6466.00,,1871987.30,,290.70,,3.30,
,58,,GreenLife Hydropower Limited,,62,,247.00,,238.10,,243.10,,3151.00,,769732.10,,243.10,,0.00,
,59,,Guheshowori Merchant Bank & Finance Co. Ltd.,,44,,317.00,,309.00,,315.50,,9945.00,,3112285.10,,306.00,,9.50,
,60,,Gurans Laghubitta Bittiya Sanstha Limited,,4,,858.00,,842.00,,858.00,,46.00,,39276.00,,858.00,,0.00,
,61,,Gurkhas Finance Ltd.,,141,,499.00,,472.00,,489.00,,12102.00,,5917993.10,,481.00,,8.00,
