"
",S.N.,"
",Traded Companies,"
",No. Of Transaction,"
",Max Price,"
",Min Price,"
",Closing Price,"
",Traded Shares,"
",Amount,"
",Previous Closing,"
",Difference Rs.,"
"
,39,,Deprosc Laghubitta Bittiya Sanstha Limited,,58,,941.00,,920.00,,941.00,,2885.00,,2687855.90,,919.00,,22.00,
,40,,Dhaulagiri Laghubitta Bittiya Sanstha Limited,,7,,179.70,,179.70,,179.70,,20.00,,3599.00,,179.70,,0.00,
,41,,Dibyashwori Hydropower Ltd.,,82,,176.10,,161.10,,174.00,,10771.00,,1832463.90,,160.10,,13.90,
,42,,Dordi Khola Jal Bidyut Company Limited,,161,,253.10,,225.50,,250.00,,7321.00,,1804505.00,,230.10,,19.90,
,43,,Emerging Nepal Limited,,29,,606.00,,554.00,,606.00,,665.00,,383386.00,,565.00,,41.00,
,44,,Everest Bank Limited,,516,,550.00,,531.10,,545.20,,86135.00,,46805052.50,,533.00,,12.20,
,45,,Excel Development Bank Ltd.,,79,,320.00,,308.00,,320.00,,9743.00,,3068879.00,,304.00,,16.00,
,46,,First Micro Finance Laghubitta Bittiya Sanstha Limited,,103,,632.00,,612.00,,626.40,,8180.00,,5106358.50,,616.90,,9.50,
,47,,Forward Microfinance Laghubitta Bittiya Sanstha Limited,,191,,2671.80,,2580.00,,2652.00,,6326.00,,16708825.10,,2585.00,,67.00,
,48,,Ganapati Laghubitta Bittiya Sanstha Limited,,15,,845.00,,802.00,,830.00,,284.00,,234524.00,,802.00,,28.00,
,49,,Garima Bikas Bank Limited,,251,,390.00,,379.00,,389.00,,54454.00,,20935614.40,,377.00,,12.00,
,50,,"Garima Debenture, 2085",,3,,759.50,,755.00,,755.00,,80.00,,60560.00,,775.00,,-20.00,
,51,,Ghalemdi Hydro Limited,,104,,179.20,,165.00,,177.60,,11739.00,,2031082.70,,164.80,,12.80,
,52,,Global IME Laghubitta Bittiya Sanstha Ltd.,,47,,1208.70,,1167.00,,1205.00,,2551.00,,3035066.50,,1167.00,,38.00,
,53,,Global IME Samunnat Scheme-1,,24,,8.54,,8.25,,8.40,,31100.00,,260877.20,,8.25,,0.15,
,54,,Goodwill Finance Limited,,94,,453.00,,424.00,,450.00,,10353.00,,4529557.60,,427.00,,23.00,
,55,,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,,57,,624.20,,597.00,,624.20,,5822.00,,3542302.00,,600.00,,24.20,
,56,,Green Development Bank Ltd.,,58,,244.80,,227.00,,243.90,,14051.00,,3336090.40,,231.50,,12.40,
,57,,Green Ventures Limited,,147,,299.00,,278.10,,299.00,,9489.00,,2767673.00,,283.00,,16.00,
,58,,GreenLife Hydropower Limited,,71,,247.60,,222.00,,239.00,,4701.00,,1101118.00,,229.00,,10.00,
,59,,Guheshowori Merchant Bank & Finance Co. Ltd.,,68,,337.90,,310.00,,337.90,,8764.00,,2862615.10,,315.00,,22.90,
,60,,Gurans Laghubitta Bittiya Sanstha Limited,,10,,865.00,,845.00,,865.00,,351.00,,299738.00,,845.00,,20.00,
,61,,Gurkhas Finance Ltd.,,305,,535.00,,499.80,,530.00,,47531.00,,24784511.60,,500.00,,30.00,
,62,,Himal Dolakha Hydropower Company Limited,,306,,173.00,,161.80,,172.80,,100268.00,,16905644.60,,161.20,,11.60,
,63,,Himalaya Urja Bikas Company Limited,,36,,222.00,,204.00,,216.90,,5242.00,,1114243.00,,206.00,,10.90,
,64,,Himalayan Bank Limited,,86,,340.00,,328.00,,340.00,,10758.00,,3581598.20,,328.00,,12.00,
,65,,Himalayan Distillery Limited,,345,,3518.00,,3424.00,,3516.00,,8952.00,,31255669.30,,3420.00,,96.00,
,66,,Himalayan Everest Insurance Limited,,169,,385.90,,350.00,,385.90,,37852.00,,14028427.20,,357.90,,28.00,
,67,,Himalayan Everest Insurance Limited Promoter,,18,,260.00,,240.30,,242.00,,4062.00,,1004658.00,,248.70,,-6.70,
,68,,Himalayan Hydropower Limited,,171,,220.00,,206.00,,219.00,,11383.00,,2438339.50,,210.00,,9.00,
,69,,Himalayan Power Partner Ltd.,,31,,284.90,,270.00,,282.00,,3512.00,,984137.60,,270.00,,12.00,
,70,,Hydorelectricity Investment and Development Company Limited Promoter,,115,,102.70,,97.00,,100.00,,131464.00,,13198089.40,,97.00,,3.00,
,71,,Hydorelectricity Investment and Development Company Ltd,,580,,172.10,,162.50,,172.00,,137208.00,,23087649.80,,164.00,,8.00,
,72,,ICFC Finance Limited,,205,,450.00,,422.10,,444.00,,25004.00,,10900249.70,,430.00,,14.00,
,73,,IME General Insurance Ltd.,,95,,366.20,,355.00,,366.00,,10207.00,,3691609.10,,357.00,,9.00,
,74,,Infinity Laghubitta Bittiya Sanstha Limited,,31,,925.00,,900.00,,917.10,,1224.00,,1127521.70,,915.00,,2.10,
,75,,Jalpa Samudayik Laghubitta Bittiya Sanstha Limited,,101,,3044.90,,2918.50,,3044.90,,2823.00,,8517910.60,,2978.00,,66.90,
,76,,Janaki Finance Company Limited,,76,,370.00,,350.00,,368.00,,7298.00,,2623776.30,,350.00,,18.00,
,77,,Janautthan Samudayic Laghubitta Bittya Sanstha Limited,,23,,1675.00,,1642.00,,1650.00,,483.00,,798259.20,,1675.00,,-25.00,
,78,,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd,,153,,2590.00,,2515.00,,2590.00,,2557.00,,6533871.00,,2526.00,,64.00,
,79,,Joshi Hydropower Development Company Ltd,,104,,185.90,,172.00,,185.90,,15451.00,,2832385.30,,172.00,,13.90,
,80,,Jyoti Bikas Bank Limited,,244,,287.00,,269.00,,285.10,,39073.00,,10914446.90,,271.00,,14.10,
,81,,Kalika Laghubitta Bittiya Sanstha Ltd,,19,,923.10,,905.00,,911.00,,675.00,,616700.70,,897.00,,14.00,
,82,,Kalika power Company Ltd,,47,,318.00,,298.00,,318.00,,2824.00,,872845.70,,300.00,,18.00,
,83,,Kamana Sewa Bikas Bank Limited,,212,,319.90,,299.00,,319.90,,25697.00,,7931869.70,,301.10,,18.80,
,84,,Karnali Development Bank Limited,,86,,222.50,,210.00,,222.00,,26188.00,,5736017.50,,210.00,,12.00,
,85,,Khanikhola Hydropower Co. Ltd.,,43,,180.30,,170.00,,180.00,,4799.00,,836916.70,,170.00,,10.00,
,86,,Kisan Lagubitta Bittiya Sanstha Limited,,10,,868.00,,840.00,,868.00,,598.00,,504177.00,,827.00,,41.00,
,87,,Kumari Dhanabriddhi Yojana,,9,,8.05,,7.80,,8.05,,1300.00,,10358.00,,7.93,,0.12,
,88,,Kumari Equity Fund,,10,,8.16,,8.00,,8.06,,5000.00,,40477.00,,8.02,,0.04,
,89,,Laxmi Bank Limited,,116,,211.00,,205.00,,208.00,,17635.00,,3669037.70,,206.00,,2.00,
,90,,Laxmi Equity Fund,,2,,7.95,,7.95,,7.95,,8000.00,,63600.00,,8.04,,-0.09,
,91,,Laxmi Laghubitta Bittiya Sanstha Ltd.,,34,,1195.90,,1155.00,,1195.90,,2024.00,,2358493.00,,1173.00,,22.90,
,92,,Laxmi Unnati Kosh,,6,,8.32,,7.86,,8.32,,4370.00,,35360.68,,8.00,,0.32,
,93,,Liberty Energy Company Limited,,52,,218.30,,209.00,,218.30,,5035.00,,1091427.50,,212.00,,6.30,
,94,,Life Insurance Corporation (Nepal) Limited,,167,,1258.00,,1200.00,,1245.90,,13496.00,,16471211.50,,1229.00,,16.90,
,95,,Lumbini Bikas Bank Ltd.,,184,,359.50,,340.40,,357.90,,25628.00,,9094186.70,,346.90,,11.00,
,96,,Machhapuchhre Bank Limited,,142,,235.60,,221.00,,232.00,,21208.00,,4874833.30,,223.00,,9.00,
,97,,Madhya Bhotekoshi Jalavidyut Company Limited,,232,,209.00,,197.00,,205.50,,7437.00,,1506168.50,,200.20,,5.30,
,98,,Mahalaxmi Bikas Bank Ltd.,,190,,359.80,,343.00,,356.00,,30594.00,,10813863.30,,345.00,,11.00,
,99,,Mahila Lagubitta Bittiya Sanstha Limited,,69,,4020.00,,3958.00,,4000.00,,1805.00,,7209264.70,,3945.00,,55.00,
,100,,Mahuli Laghubitta Bittiya Sanstha Limited,,11,,1050.00,,1000.00,,1030.00,,205.00,,210530.00,,1010.00,,20.00,
,101,,Mailung Khola Jal Vidhyut Company Limited,,39,,415.00,,397.90,,415.00,,1780.00,,727904.00,,406.00,,9.00,
,102,,Manakamana Smart Laghubitta Bittiya Sanstha Limited,,15,,815.00,,799.00,,805.00,,466.00,,374583.50,,799.00,,6.00,
,103,,Mandakini Hydropower Limited,,105,,344.20,,310.00,,338.00,,5687.00,,1847344.50,,325.00,,13.00,
,104,,Manjushree Finance Ltd.,,193,,420.00,,395.20,,417.00,,21002.00,,8610384.70,,395.50,,21.50,
,105,,Manushi Laghubitta Bittiya Sanstha Limited,,22,,1038.40,,1000.00,,1029.90,,860.00,,875879.00,,1020.00,,9.90,
,106,,Mega Mutual Fund -1,,33,,7.47,,7.10,,7.33,,22905.00,,166695.35,,7.27,,0.06,
,107,,Mero Microfinance Bittiya Sanstha Ltd.,,34,,793.00,,776.00,,792.00,,3060.00,,2398682.00,,765.00,,27.00,
,108,,Mirmire Laghubitta Bittya Sanstha Limited,,25,,961.00,,915.00,,961.00,,915.00,,860137.40,,915.00,,46.00,
,109,,Miteri Development Bank Limited,,74,,386.00,,374.50,,385.50,,10627.00,,4038245.50,,372.00,,13.50,
,110,,Mithila LaghuBitta Bittiya Sanstha Limited,,15,,1153.00,,1113.00,,1140.00,,400.00,,450381.10,,1131.00,,9.00,
,111,,Mountain Energy Nepal Limited,,29,,779.00,,748.00,,761.00,,4799.00,,3670544.70,,749.00,,12.00,
,112,,Mountain Hydro Nepal Limited,,79,,237.00,,215.30,,237.00,,16332.00,,3773382.70,,217.90,,19.10,
,113,,Muktinath Bikas Bank Ltd.,,227,,430.00,,416.00,,429.00,,27534.00,,11692225.10,,415.00,,14.00,
,114,,Muktinath Bikas Bank Ltd. Promoter Share,,1,,237.00,,237.00,,237.00,,10000.00,,2370000.00,,237.00,,0.00,
,115,,Multipurpose Finance Company  Limited,,63,,325.00,,306.00,,325.00,,10570.00,,3366660.10,,306.00,,19.00,
,116,,NABIL BALANCED FUND-2,,3,,8.65,,8.33,,8.65,,700.00,,5879.00,,8.50,,0.15,
,117,,Nabil Balanced Fund-3,,16,,7.80,,7.50,,7.60,,6600.00,,50681.50,,7.55,,0.05,
,118,,Nabil Bank Limited,,917,,839.60,,813.00,,835.00,,71557.00,,59270094.90,,816.00,,19.00,
,119,,Nabil Debenture 2085,,1,,800.00,,800.00,,800.00,,10.00,,8000.00,,800.00,,0.00,
,120,,Nabil Equity Fund,,5,,9.13,,8.92,,9.00,,3750.00,,33765.00,,8.97,,0.03,
,121,,Narayani Development Bank Limited,,31,,374.90,,361.00,,373.00,,1878.00,,694345.50,,359.00,,14.00,
,122,,National Hydro Power Company Limited,,381,,197.80,,183.80,,197.80,,111168.00,,21581321.80,,187.50,,10.30,
,123,,National Life Insurance Co. Ltd.,,116,,565.00,,546.00,,565.00,,10683.00,,5943429.30,,543.10,,21.90,
,124,,Naya Sarathi Laghubitta Bittiya Sanstha Limited,,8,,753.90,,727.20,,753.90,,230.00,,168119.00,,716.10,,37.80,
,125,,Neco Insurance Limited,,71,,707.00,,687.00,,707.00,,5801.00,,4062663.50,,680.00,,27.00,
,126,,Nepal Bank Limited,,241,,282.00,,271.20,,281.00,,30087.00,,8374344.50,,274.00,,7.00,
,127,,Nepal Doorsanchar Company Limited,,381,,869.00,,820.00,,869.00,,25491.00,,21706974.00,,832.00,,37.00,
,128,,Nepal Finance Ltd.,,136,,267.00,,242.90,,265.90,,25989.00,,6729902.40,,247.80,,18.10,
,129,,Nepal Hydro Developers Ltd.,,45,,320.00,,307.00,,320.00,,6619.00,,2067224.00,,303.00,,17.00,
,130,,Nepal Infrastructure Bank Limited,,704,,200.90,,189.00,,200.90,,74432.00,,14471999.70,,189.00,,11.90,
,131,,Nepal Insurance Co. Ltd.,,58,,419.20,,399.00,,419.20,,5766.00,,2374767.50,,399.00,,20.20,
,132,,Nepal Life Insurance Co. Ltd.,,363,,624.00,,584.00,,609.00,,32523.00,,19417596.80,,584.10,,24.90,
,133,,Nepal Reinsurance Company Limited,,349,,635.40,,581.00,,624.00,,34434.00,,21081366.10,,583.00,,41.00,
,134,,Nepal SBI Bank Limited,,142,,297.00,,283.30,,293.90,,32604.00,,9478548.90,,289.00,,4.90,
,135,,Nerude Laghubitta Bittiya Sanstha Limited,,33,,872.00,,824.00,,872.00,,2202.00,,1860519.70,,826.10,,45.90,
,136,,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,,126,,2875.00,,2840.00,,2872.50,,4082.00,,11671232.00,,2820.00,,52.50,
,137,,Ngadi Group Power Ltd.,,115,,220.80,,210.00,,220.00,,11188.00,,2413862.50,,209.40,,10.60,
,138,,NIBL Pragati Fund,,7,,8.20,,8.10,,8.20,,5162.00,,42073.20,,8.07,,0.13,
,139,,NIBL Samriddhi Fund -2,,15,,7.46,,7.05,,7.46,,5300.00,,38866.00,,7.17,,0.29,
,140,,NIC Asia Balanced Fund,,14,,8.77,,8.43,,8.60,,17717.00,,151237.75,,8.78,,-0.18,
,141,,NIC Asia Bank Ltd.,,914,,702.00,,661.00,,695.00,,97337.00,,66560215.40,,660.00,,35.00,
,142,,NIC Asia Flexi CAP Fund,,13,,8.06,,7.94,,8.00,,2200.00,,17517.00,,8.10,,-0.10,
,143,,NIC Asia Growth Fund,,10,,9.41,,8.93,,9.04,,12050.00,,109748.50,,9.25,,-0.21,
,144,,NIC ASIA Laghubitta Bittiya Sanstha Limited,,140,,749.80,,712.10,,749.80,,6421.00,,4723297.20,,720.00,,29.80,
,145,,NIC Asia Select Fund 30,,16,,7.89,,7.71,,7.89,,55800.00,,435086.58,,7.74,,0.15,
,146,,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,,95,,939.90,,915.00,,931.00,,4983.00,,4629966.10,,915.00,,16.00,
,147,,NLG Insurance Company Ltd.,,34,,467.80,,449.00,,467.80,,4473.00,,2052570.00,,449.90,,17.90,
,148,,NMB  Microfinance Bittiya Sanstha Ltd.,,36,,701.70,,670.30,,701.70,,1439.00,,993890.00,,683.00,,18.70,
,149,,NMB 50,,10,,9.15,,9.00,,9.15,,39350.00,,358212.00,,9.10,,0.05,
,150,,NMB Bank Limited,,208,,250.00,,239.00,,249.00,,29369.00,,7210014.70,,238.50,,10.50,
,151,,NMB Hybrid Fund L-1,,5,,9.38,,9.20,,9.20,,20825.00,,194197.37,,9.20,,0.00,
,152,,NRN Infrastructure and Development Limited,,52,,426.00,,403.00,,421.00,,2488.00,,1041704.00,,399.00,,22.00,
,153,,Nyadi Hydropower Limited,,58,,288.20,,260.00,,288.20,,1584.00,,435128.00,,262.00,,26.20,
,154,,Oriental Hotels Limited,,24,,468.00,,451.00,,465.00,,2272.00,,1046637.20,,459.00,,6.00,
,155,,Panchakanya Mai Hydropower Ltd,,44,,190.00,,173.00,,190.00,,6785.00,,1235962.40,,176.40,,13.60,
,156,,Panchthar Power Compant Limited,,106,,289.00,,267.00,,284.00,,19752.00,,5511712.60,,269.00,,15.00,
,157,,People's Power Limited,,705,,221.20,,204.10,,220.80,,20105.00,,4237046.90,,210.00,,10.80,
,158,,Pokhara Finance Ltd.,,78,,340.00,,317.00,,340.00,,8429.00,,2794127.00,,317.00,,23.00,
,159,,Prabhu  Bank Limited,,521,,224.00,,212.10,,223.00,,85906.00,,18915815.80,,214.00,,9.00,
,160,,Prabhu Select Fund,,13,,7.86,,7.70,,7.86,,13900.00,,108899.75,,7.77,,0.09,
,161,,Prime Commercial Bank Ltd.,,438,,239.60,,217.50,,236.90,,63882.00,,15036204.80,,226.90,,10.00,
,162,,Prime Commercial Bank Promoter Share,,2,,146.00,,146.00,,146.00,,60000.00,,8760000.00,,146.00,,0.00,
,163,,Progressive Finance Limited,,111,,287.90,,260.00,,283.10,,17650.00,,4776024.40,,262.00,,21.10,
,164,,Prudential Insurance Co. Ltd.,,47,,363.90,,349.90,,363.90,,4598.00,,1639100.70,,347.40,,16.50,
,165,,Radhi Bidyut Company Ltd,,141,,219.00,,205.00,,217.00,,14897.00,,3199163.60,,206.00,,11.00,
,166,,Rapti Hydro And General Construction Limited,,219,,219.90,,203.30,,217.10,,7940.00,,1682310.00,,207.00,,10.10,
,167,,Rastra Utthan Laghubitta Sanstha Limited,,72,,930.00,,891.00,,920.10,,1186.00,,1091645.60,,899.00,,21.10,
,168,,Rastriya Beema Company Limited,,6,,13100.00,,12900.00,,13100.00,,70.00,,911930.00,,12750.00,,350.00,
,169,,Rastriya Beema Company Limited Promoter Share,,4,,10877.30,,10455.00,,10659.80,,40.00,,426562.00,,10250.00,,409.80,
,170,,RASUWAGADHI HYDROPOWER COMPANY LIMITED,,110,,227.00,,218.00,,227.00,,17217.00,,3809725.10,,216.00,,11.00,
,171,,RBB Mutual Fund 1,,17,,7.54,,7.30,,7.54,,33050.00,,242171.57,,7.30,,0.24,
,172,,Reliance Finance Ltd.,,117,,319.00,,300.00,,316.10,,21587.00,,6690531.40,,300.00,,16.10,
,173,,Ridi Power Company Limited,,504,,468.00,,427.40,,458.80,,110101.00,,50039290.50,,437.00,,21.80,
,174,,River Falls Power Limited,,159,,226.30,,209.00,,226.30,,4370.00,,963961.00,,212.40,,13.90,
,175,,RSDC Laghubitta Bittiya Sanstha Ltd.,,55,,514.90,,490.00,,514.90,,3291.00,,1661673.30,,494.00,,20.90,
,176,,Ru Ru Jalbidhyut Pariyojana Limited,,13,,800.00,,765.60,,784.00,,476.00,,371985.60,,781.00,,3.00,
,177,,SABAIKO LAGHUBITTA BITTIYA SANSTHA LIMITED,,18,,1035.00,,985.10,,1035.00,,507.00,,511693.70,,1000.00,,35.00,
,178,,Sadhana Laghubitta Bittiya Sanstha Limited,,17,,970.00,,921.00,,950.00,,309.00,,291950.60,,932.00,,18.00,
,179,,Sahas Urja Limited,,190,,441.00,,414.00,,441.00,,7436.00,,3220089.00,,426.00,,15.00,
,180,,Salt Trading Corporation,,65,,3638.00,,3450.00,,3638.00,,1633.00,,5797121.00,,3448.00,,190.00,
,181,,Samata Gharelu Laghubitta Bittiya Sanstha Limited,,8,,740.00,,719.00,,740.00,,134.00,,97603.40,,716.00,,24.00,
,182,,Samling Power Company Limited,,71,,422.00,,396.00,,416.00,,5709.00,,2345863.80,,396.00,,20.00,
,183,,Samriddhi Finance Company Limited,,132,,262.00,,242.00,,261.10,,29538.00,,7549684.80,,244.50,,16.60,
,184,,Samudayik Laghubitta Bittiya Sanstha Limited,,25,,1239.50,,1186.10,,1239.50,,767.00,,930676.40,,1193.40,,46.10,
,185,,Sanima Bank Limited,,257,,275.00,,263.10,,272.00,,39552.00,,10687069.50,,265.00,,7.00,
,186,,Sanima Equity Fund,,12,,9.94,,9.75,,9.94,,26190.00,,258968.20,,9.71,,0.23,
,187,,Sanima Large Cap Fund,,4,,7.39,,7.15,,7.25,,400.00,,2904.00,,7.14,,0.11,
,188,,Sanima Mai Hydropower Ltd.,,175,,275.00,,264.00,,274.70,,29652.00,,8028510.70,,269.00,,5.70,
,189,,SANJEN JALAVIDHYUT COMPANY LIMITED,,69,,227.40,,219.00,,227.00,,8072.00,,1802440.50,,220.10,,6.90,
,190,,Saptakoshi Development Bank Ltd,,67,,226.00,,214.60,,225.00,,11030.00,,2450244.70,,212.90,,12.10,
,191,,Sayapatri Hydropower Limited,,1369,,326.00,,284.20,,312.00,,25937.00,,7741304.10,,313.50,,-1.50,
,192,,Shangrila Development Bank Ltd.,,114,,298.00,,284.00,,298.00,,17799.00,,5215116.10,,285.50,,12.50,
,193,,Shikhar Insurance Co. Ltd.,,133,,738.00,,710.00,,734.00,,18058.00,,13099182.60,,714.00,,20.00,
,194,,Shine Resunga Development Bank Ltd.,,264,,312.90,,298.00,,310.00,,57369.00,,17713140.60,,299.80,,10.20,
,195,,Shiva Shree Hydropower Ltd,,106,,181.40,,161.70,,180.00,,14189.00,,2487422.60,,168.30,,11.70,
,196,,SHIVAM CEMENTS LTD,,735,,700.00,,638.00,,699.00,,76711.00,,51784293.90,,645.00,,54.00,
,197,,Shree Investment Finance Co. Ltd.,,66,,313.00,,290.00,,313.00,,11124.00,,3416103.60,,295.40,,17.60,
,198,,Siddhartha Bank Limited,,271,,324.30,,305.30,,322.90,,39435.00,,12564251.90,,308.00,,14.90,
,199,,Siddhartha Investment Growth Scheme - 2,,8,,8.25,,8.10,,8.25,,14675.00,,119011.00,,8.09,,0.16,
,200,,Sindhu Bikas Bank Ltd. Promoter Share,,1,,155.00,,155.00,,155.00,,9000.00,,1395000.00,,155.00,,0.00,
,201,,Sindhu Bikash Bank Ltd,,46,,274.30,,246.00,,266.00,,7085.00,,1844621.00,,250.00,,16.00,
,202,,Singati Hydro Energy Limited,,34,,230.00,,216.10,,230.00,,1079.00,,243086.60,,219.00,,11.00,
,203,,Soaltee Hotel Limited,,108,,214.00,,209.00,,209.10,,32440.00,,6865920.00,,208.60,,0.50,
,204,,Standard Chartered Bank Limited,,200,,425.00,,412.60,,418.00,,26016.00,,10901671.00,,418.00,,0.00,
,205,,Sunrise Bank Limited,,130,,206.00,,199.00,,203.50,,32542.00,,6615296.60,,199.00,,4.50,
,206,,Sunrise Bluechip Fund,,6,,7.44,,7.20,,7.44,,10900.00,,79534.00,,7.30,,0.14,
,207,,Sunrise First Mutual Fund,,12,,9.00,,8.94,,9.00,,62485.00,,559406.75,,8.90,,0.10,
,208,,Support Microfinance Bittiya Sanstha Ltd.,,11,,1247.40,,1206.00,,1247.40,,269.00,,329877.30,,1223.00,,24.40,
,209,,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,,45,,716.00,,698.00,,710.00,,2273.00,,1612576.00,,703.00,,7.00,
,210,,Swabalamban Laghubitta Bittiya Sanstha Limited,,128,,1225.00,,1190.00,,1210.00,,6282.00,,7593474.50,,1190.00,,20.00,
,211,,Swabhimaan Laghubitta Bittiya Sanstha Limited,,3,,1548.00,,1525.20,,1548.00,,31.00,,47535.00,,1523.00,,25.00,
,212,,Swarojgar Laghu Bitta Bikas Bank Ltd.,,74,,850.00,,816.00,,837.00,,5692.00,,4689752.70,,814.00,,23.00,
,213,,Swet-Ganga Hydropower & Construction Limited,,196,,221.00,,206.00,,218.00,,10036.00,,2164991.00,,209.10,,8.90,
,214,,Synergy Power Development Ltd.,,95,,258.00,,237.90,,258.00,,17671.00,,4458379.00,,242.70,,15.30,
,215,,Taragaon Regency Hotel Limited,,56,,358.50,,337.90,,358.50,,9952.00,,3447074.20,,334.40,,24.10,
,216,,Terhathum Power Company Limited,,46,,340.00,,314.60,,339.80,,4428.00,,1451417.50,,321.00,,18.80,
