"
",S.N.,"
",Traded Companies,"
",No. Of Transaction,"
",Max Price,"
",Min Price,"
",Closing Price,"
",Traded Shares,"
",Amount,"
",Previous Closing,"
",Difference Rs.,"
"
,1,,10% Prabhu Bank Debenture 2084,,1,,875.00,,875.00,,875.00,,25.00,,21875.00,,875.00,,0.00,
,2,,10% Prime Debenture 2088,,1,,837.00,,837.00,,837.00,,25.00,,20925.00,,853.00,,-16.00,
,3,,10.5 % NEPAL INVESTMENT DEBENTURE 2082,,1,,910.00,,910.00,,910.00,,90.00,,81900.00,,915.00,,-5.00,
,4,,8.5% BOK Debenture 2086,,1,,738.50,,738.50,,738.50,,25.00,,18462.50,,741.50,,-3.00,
,5,,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,,17,,720.00,,707.00,,719.00,,519.00,,368606.50,,720.00,,-1.00,
,6,,Agricultural Development Bank Limited,,174,,323.00,,312.00,,317.50,,13157.00,,4153072.60,,317.90,,-0.40,
,7,,Ankhu Khola Jalvidhyut Company Ltd,,97,,170.30,,161.00,,168.90,,12977.00,,2159804.70,,167.00,,1.90,
,8,,Api Power Company Ltd.,,247,,209.00,,203.00,,203.90,,30748.00,,6274062.80,,205.00,,-1.10,
,9,,Arun Kabeli Power Ltd.,,256,,385.00,,377.00,,378.00,,36557.00,,13880189.40,,374.00,,4.00,
,10,,Arun Valley Hydropower Development Co. Ltd.,,107,,262.90,,257.00,,258.00,,22538.00,,5825176.60,,261.90,,-3.90,
,11,,Asha Laghubitta Bittiya Sanstha Ltd,,24,,950.00,,914.10,,950.00,,1174.00,,1080836.90,,932.00,,18.00,
,12,,Asian Life Insurance Co. Limited,,60,,444.00,,435.00,,435.10,,6160.00,,2692901.00,,437.00,,-1.90,
,13,,Aviyan Laghubitta Bittiya Sanstha Limited,,721,,782.40,,730.00,,731.00,,10764.00,,7971486.00,,767.10,,-36.10,
,14,,Balephi Hydropower Limited,,62,,240.00,,227.40,,230.00,,2763.00,,634574.00,,236.60,,-6.60,
,15,,Barun Hydropower Co. Ltd.,,20,,208.00,,201.00,,208.00,,2992.00,,615430.50,,204.00,,4.00,
,16,,Best Finance Company Ltd.,,100,,304.90,,298.00,,303.90,,16252.00,,4893807.20,,308.00,,-4.10,
,17,,Bindhyabasini Hydropower Development Company Limited,,60,,330.00,,310.10,,326.00,,1239.00,,396620.50,,327.00,,-1.00,
,18,,Bishal Bazar Company Limited,,4,,3340.00,,3235.10,,3340.00,,40.00,,131750.00,,3298.00,,42.00,
