"
",S.N.,"
",Traded Companies,"
",No. Of Transaction,"
",Max Price,"
",Min Price,"
",Closing Price,"
",Traded Shares,"
",Amount,"
",Previous Closing,"
",Difference Rs.,"
"
,1,,10% Nepal SBI Bank Debenture 2086,,2,,934.90,,934.70,,934.90,,45.00,,42065.50,,953.70,,-18.80,
,2,,10% Sunrise Debenture 2080,,1,,945.00,,945.00,,945.00,,50.00,,47250.00,,936.00,,9.00,
,3,,10.25% NIC Asia Debenture 2083/84,,1,,957.50,,957.50,,957.50,,20.00,,19150.00,,977.00,,-19.50,
,4,,8.5% BOK Debenture 2086,,1,,795.00,,795.00,,795.00,,47.00,,37365.00,,805.00,,-10.00,
,5,,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,,36,,855.00,,825.20,,848.00,,940.00,,795945.50,,842.00,,6.00,
,6,,Agricultural Development Bank Limited,,134,,333.00,,327.00,,333.00,,30494.00,,10082717.30,,333.00,,0.00,
,7,,Ankhu Khola Jalvidhyut Company Ltd,,125,,204.00,,198.00,,200.10,,18908.00,,3786840.30,,201.00,,-0.90,
,8,,Api Power Company Ltd.,,1197,,255.90,,240.80,,254.00,,235506.00,,58921499.80,,241.50,,12.50,
,9,,Arun Kabeli Power Ltd.,,235,,466.00,,456.30,,462.10,,41399.00,,19106822.30,,465.00,,-2.90,
,10,,Arun Valley Hydropower Development Co. Ltd.,,278,,360.00,,347.80,,357.10,,42997.00,,15244786.40,,352.20,,4.90,
,11,,Asha Laghubitta Bittiya Sanstha Ltd,,44,,1255.00,,1228.00,,1255.00,,1352.00,,1675585.00,,1230.00,,25.00,
,12,,Asian Life Insurance Co. Limited,,176,,591.00,,562.00,,586.00,,126595.00,,73900054.30,,568.90,,17.10,
,13,,Balephi Hydropower Limited,,140,,241.00,,231.00,,237.00,,2688.00,,630535.10,,236.00,,1.00,
,14,,Barun Hydropower Co. Ltd.,,78,,298.60,,276.00,,298.60,,14005.00,,4174769.00,,271.50,,27.10,
,15,,Best Finance Company Ltd.,,78,,375.50,,364.00,,375.50,,7411.00,,2744626.80,,371.10,,4.40,
,16,,Bishal Bazar Company Limited,,13,,3676.00,,3606.10,,3675.00,,292.00,,1061833.00,,3572.00,,103.00,
,17,,Bottlers Nepal (Terai) Limited,,9,,13200.00,,13100.00,,13174.00,,125.00,,1641938.00,,13000.00,,174.00,
,18,,Buddha Bhumi Nepal Hydropower Company Limited,,43,,370.00,,356.00,,370.00,,1730.00,,630733.00,,360.10,,9.90,
,19,,Butwal Power Company Limited,,92,,328.00,,316.00,,326.00,,6131.00,,1990167.40,,322.00,,4.00,
,20,,CEDB Hydropower Development Company Limited,,138,,752.00,,710.40,,744.00,,11104.00,,8103455.60,,727.90,,16.10,
,21,,Central Finance Co. Ltd.,,93,,304.70,,290.00,,303.00,,11643.00,,3474972.00,,295.30,,7.70,
,22,,Century Commercial Bank Ltd.,,147,,187.80,,184.00,,186.20,,17096.00,,3181952.80,,186.40,,-0.20,
,23,,Chandragiri Hills Limited,,124,,1099.00,,1025.00,,1083.90,,5940.00,,6391328.50,,1022.00,,61.90,
,24,,Chhimek Laghubitta Bittiya Sanstha Limited,,212,,1059.00,,1031.00,,1058.00,,10655.00,,11169101.80,,1050.90,,7.10,
,25,,Chhyangdi Hydropower Ltd.,,94,,269.90,,250.20,,261.00,,11360.00,,2959337.20,,255.00,,6.00,
,26,,Chilime Hydropower Company Limited,,77,,404.00,,398.10,,404.00,,6154.00,,2469977.70,,403.00,,1.00,
,27,,Citizen Investment Trust,,277,,2613.90,,2531.20,,2610.00,,12577.00,,32614040.60,,2547.00,,63.00,
,28,,Citizens Bank International Limited,,120,,208.00,,202.00,,206.00,,23912.00,,4911440.80,,205.00,,1.00,
,29,,Citizens Mutual Fund -1,,6,,8.55,,8.40,,8.55,,4375.00,,37190.00,,8.57,,-0.02,
,30,,CITIZENS MUTUAL FUND 2,,8,,9.73,,9.55,,9.55,,22278.00,,215180.15,,9.92,,-0.37,
,31,,Civil Laghubitta Bittiya Sanstha Ltd.,,44,,805.00,,770.00,,805.00,,1797.00,,1417012.00,,799.90,,5.10,
,32,,Corporate Development Bank Limited,,45,,316.20,,307.00,,312.00,,3526.00,,1102702.90,,306.00,,6.00,
,33,,Deprosc Laghubitta Bittiya Sanstha Limited,,74,,983.00,,953.10,,982.00,,4387.00,,4252599.70,,970.00,,12.00,
,34,,Dibyashwori Hydropower Ltd.,,45,,207.00,,200.90,,203.00,,4433.00,,906228.90,,204.90,,-1.90,
,35,,Dordi Khola Jal Bidyut Company Limited,,981,,308.00,,290.20,,303.00,,14521.00,,4393702.50,,300.00,,3.00,
,36,,Emerging Nepal Limited,,186,,774.90,,700.00,,774.00,,12450.00,,9385739.20,,706.10,,67.90,
,37,,Everest Bank Limited,,117,,451.00,,440.00,,445.00,,17517.00,,7764529.30,,446.90,,-1.90,
,38,,Excel Development Bank Ltd.,,54,,343.00,,322.00,,340.50,,7497.00,,2514151.00,,327.00,,13.50,
,39,,First Micro Finance Laghubitta Bittiya Sanstha Limited,,129,,680.00,,644.00,,674.90,,17390.00,,11645707.00,,655.00,,19.90,
,40,,Forward Microfinance Laghubitta Bittiya Sanstha Limited,,204,,2410.00,,2375.00,,2406.00,,6240.00,,14945610.40,,2388.00,,18.00,
,41,,Ganapati Laghubitta Bittiya Sanstha Limited,,8,,972.00,,916.40,,916.40,,165.00,,157927.60,,935.00,,-18.60,
,42,,Garima Bikas Bank Limited,,162,,394.00,,380.10,,388.00,,17745.00,,6872240.80,,387.00,,1.00,
,43,,Ghalemdi Hydro Limited,,59,,208.90,,203.10,,208.80,,8855.00,,1826375.50,,207.00,,1.80,
