"
",S.N.,"
",Traded Companies,"
",No. Of Transaction,"
",Max Price,"
",Min Price,"
",Closing Price,"
",Traded Shares,"
",Amount,"
",Previous Closing,"
",Difference Rs.,"
"
,1,,10% Prime Debenture 2088,,2,,833.00,,832.30,,832.30,,25.00,,20814.50,,832.10,,0.20,
,2,,8.5% Nepal Investment Bank Debenture 2084,,1,,768.00,,768.00,,768.00,,25.00,,19200.00,,768.00,,0.00,
,3,,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,,20,,711.00,,698.00,,698.00,,243.00,,170484.00,,698.40,,-0.40,
,4,,Agricultural Development Bank Limited,,143,,317.00,,310.00,,316.00,,12755.00,,3991532.10,,313.00,,3.00,
,5,,Ankhu Khola Jalvidhyut Company Ltd,,128,,168.00,,163.00,,165.00,,18986.00,,3139104.60,,166.50,,-1.50,
,6,,Api Power Company Ltd.,,275,,205.00,,200.00,,203.20,,41756.00,,8471306.80,,203.50,,-0.30,
,7,,Arun Kabeli Power Ltd.,,216,,375.00,,367.00,,372.00,,22225.00,,8232149.40,,371.00,,1.00,
,8,,Arun Valley Hydropower Development Co. Ltd.,,133,,263.00,,255.00,,258.00,,23700.00,,6101807.20,,260.10,,-2.10,
,9,,Asha Laghubitta Bittiya Sanstha Ltd,,27,,925.00,,891.00,,925.00,,971.00,,884049.60,,907.00,,18.00,
,10,,Asian Life Insurance Co. Limited,,56,,438.00,,428.00,,430.00,,4696.00,,2023514.00,,434.00,,-4.00,
,11,,Aviyan Laghubitta Bittiya Sanstha Limited,,3453,,963.00,,820.20,,830.20,,42382.00,,36952901.00,,888.80,,-58.60,
,12,,Balephi Hydropower Limited,,76,,246.80,,228.60,,230.40,,1235.00,,286421.00,,237.90,,-7.50,
,13,,Barun Hydropower Co. Ltd.,,27,,205.00,,203.00,,204.00,,2033.00,,414310.50,,205.00,,-1.00,
,14,,Best Finance Company Ltd.,,48,,323.00,,318.00,,318.10,,5616.00,,1802770.50,,321.00,,-2.90,
,15,,Bindhyabasini Hydropower Development Company Limited,,72,,336.60,,310.50,,336.60,,2581.00,,816667.00,,322.50,,14.10,
,16,,Bishal Bazar Company Limited,,2,,3298.00,,3233.40,,3298.00,,20.00,,65314.00,,3170.00,,128.00,
,17,,Buddha Bhumi Nepal Hydropower Company Limited,,22,,355.00,,327.00,,349.00,,360.00,,124449.00,,361.00,,-12.00,
,18,,Butwal Power Company Limited,,69,,293.00,,290.10,,292.20,,4108.00,,1195363.80,,293.20,,-1.00,
,19,,CEDB Hydropower Development Company Limited,,56,,609.00,,590.00,,599.90,,2217.00,,1315476.70,,598.70,,1.20,
,20,,Central Finance Co. Ltd.,,62,,301.50,,290.80,,296.50,,7438.00,,2181774.10,,298.00,,-1.50,
,21,,Century Debenture 2088,,5,,904.20,,851.30,,851.30,,105.00,,92013.00,,922.60,,-71.30,
,22,,Chandragiri Hills Limited,,40,,963.90,,945.00,,960.00,,3430.00,,3269686.00,,955.00,,5.00,
,23,,Chhimek Laghubitta Bittiya Sanstha Limited,,119,,988.90,,974.00,,980.20,,5898.00,,5774218.10,,985.00,,-4.80,
,24,,Chhyangdi Hydropower Ltd.,,19,,202.90,,193.10,,193.10,,893.00,,174996.30,,201.10,,-8.00,
,25,,Chilime Hydropower Company Limited,,45,,365.00,,353.10,,363.00,,4378.00,,1576209.50,,359.50,,3.50,
,26,,Citizen Investment Trust,,195,,1821.00,,1790.00,,1812.90,,5737.00,,10358888.60,,1808.00,,4.90,
,27,,Citizens Bank International Limited,,98,,187.00,,181.00,,184.10,,14443.00,,2663091.90,,184.00,,0.10,
,28,,Citizens Mutual Fund -1,,4,,7.95,,7.80,,7.95,,2400.00,,18795.00,,7.75,,0.20,
,29,,CITIZENS MUTUAL FUND 2,,3,,9.08,,8.90,,8.90,,700.00,,6249.00,,8.74,,0.16,
,30,,Civil Bank Debenture 2088,,1,,855.00,,855.00,,855.00,,25.00,,21375.00,,866.40,,-11.40,
,31,,Civil Laghubitta Bittiya Sanstha Ltd.,,12,,750.00,,737.00,,750.00,,665.00,,496635.00,,752.00,,-2.00,
,32,,Corporate Development Bank Limited,,26,,261.00,,250.00,,257.00,,1315.00,,335445.00,,255.00,,2.00,
,33,,Deprosc Laghubitta Bittiya Sanstha Limited,,43,,907.00,,893.10,,907.00,,1907.00,,1716281.70,,900.00,,7.00,
,34,,Dibyashwori Hydropower Ltd.,,19,,170.00,,162.00,,168.00,,2455.00,,411241.80,,165.00,,3.00,
,35,,Dordi Khola Jal Bidyut Company Limited,,113,,237.00,,227.00,,234.00,,2861.00,,657981.00,,236.00,,-2.00,
,36,,Emerging Nepal Limited,,7,,540.00,,535.00,,535.00,,85.00,,45627.00,,540.00,,-5.00,
,37,,Everest Bank Limited,,199,,501.00,,492.00,,493.00,,50236.00,,24904753.70,,495.50,,-2.50,
,38,,Excel Development Bank Ltd.,,16,,310.00,,300.20,,305.00,,1142.00,,346943.00,,304.00,,1.00,
,39,,First Micro Finance Laghubitta Bittiya Sanstha Limited,,25,,604.00,,596.00,,604.00,,3920.00,,2347950.00,,599.00,,5.00,
,40,,Forward Microfinance Laghubitta Bittiya Sanstha Limited,,126,,2520.00,,2483.00,,2515.00,,3727.00,,9330687.50,,2510.00,,5.00,
,41,,Ganapati Laghubitta Bittiya Sanstha Limited,,7,,825.00,,813.50,,815.00,,163.00,,133375.00,,830.00,,-15.00,
,42,,Garima Bikas Bank Limited,,165,,384.00,,378.50,,380.00,,70115.00,,26754316.50,,384.00,,-4.00,
,43,,"Garima Debenture, 2085",,6,,762.90,,748.00,,760.00,,150.00,,113772.50,,748.10,,11.90,
,44,,Ghalemdi Hydro Limited,,25,,170.00,,164.70,,166.00,,3665.00,,615821.00,,168.00,,-2.00,
,45,,Global IME Bank Limited Debenture 2086/87,,1,,740.10,,740.10,,740.10,,15.00,,11101.50,,740.10,,0.00,
,46,,Global IME Laghubitta Bittiya Sanstha Ltd.,,31,,1160.00,,1115.00,,1141.00,,925.00,,1043530.60,,1150.00,,-9.00,
,47,,Global IME Samunnat Scheme-1,,6,,8.39,,8.17,,8.39,,5100.00,,41867.00,,8.33,,0.06,
,48,,Goodwill Finance Limited,,51,,436.00,,423.60,,424.00,,5782.00,,2470863.50,,435.00,,-11.00,
,49,,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,,23,,600.00,,592.00,,598.00,,1963.00,,1174670.00,,600.00,,-2.00,
,50,,Green Development Bank Ltd.,,24,,231.90,,220.80,,226.50,,2633.00,,597976.60,,228.80,,-2.30,
