"
",S.N.,"
",Traded Companies,"
",No. Of Transaction,"
",Max Price,"
",Min Price,"
",Closing Price,"
",Traded Shares,"
",Amount,"
",Previous Closing,"
",Difference Rs.,"
"
,1,,10 % NMB DEBENTURE 2085,,1,,896.00,,896.00,,896.00,,25.00,,22400.00,,896.00,,0.00,
,2,,10% Sunrise Debenture 2080,,1,,930.00,,930.00,,930.00,,100.00,,93000.00,,920.00,,10.00,
,3,,10.25% GLOBAL IME BANK LTD. DEBENTURE 2080/81,,1,,935.00,,935.00,,935.00,,25.00,,23375.00,,944.00,,-9.00,
,4,,10.35% Agricultural Bank Debenture 2083,,2,,1044.68,,1023.80,,1023.80,,20.00,,20684.80,,1066.00,,-42.20,
,5,,12% ICFC Finance Limited Debenture 2083,,1,,1015.00,,1015.00,,1015.00,,40.00,,40600.00,,1030.20,,-15.20,
,6,,8.5% BOK Debenture 2086,,2,,764.60,,764.50,,764.50,,50.00,,38227.50,,775.00,,-10.50,
,7,,8.5% Nepal Investment Bank Debenture 2084,,2,,800.20,,800.20,,800.20,,50.00,,40010.00,,815.80,,-15.60,
,8,,8.75 % Prime Debenture 2085,,2,,809.10,,809.10,,809.10,,50.00,,40455.00,,823.30,,-14.20,
,9,,9.5% Manjushree Finance Limited Debenture 2085,,3,,846.60,,830.00,,846.60,,40.00,,33449.00,,845.00,,1.60,
,10,,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,,58,,969.00,,940.00,,940.00,,2961.00,,2819008.00,,950.00,,-10.00,
,11,,Agricultural Development Bank Limited,,333,,343.70,,333.10,,337.00,,29020.00,,9838535.70,,334.90,,2.10,
,12,,Ankhu Khola Jalvidhyut Company Ltd,,599,,244.80,,231.00,,238.00,,131315.00,,31406289.40,,234.60,,3.40,
,13,,Api Power Company Ltd.,,1845,,285.00,,268.50,,274.00,,465917.00,,129189564.10,,269.00,,5.00,
,14,,Arun Kabeli Power Ltd.,,757,,506.00,,487.00,,490.00,,144073.00,,71462516.50,,491.50,,-1.50,
,15,,Arun Valley Hydropower Development Co. Ltd.,,1446,,404.90,,385.00,,394.10,,324244.00,,128986618.00,,385.00,,9.10,
,16,,Asha Laghubitta Bittiya Sanstha Ltd,,89,,1295.00,,1262.00,,1285.00,,3701.00,,4705988.80,,1290.00,,-5.00,
,17,,Asian Life Insurance Co. Limited,,652,,688.00,,658.00,,666.00,,88486.00,,59135399.00,,675.00,,-9.00,
,18,,Balephi Hydropower Limited,,410,,311.00,,295.00,,299.00,,20919.00,,6291685.90,,305.00,,-6.00,
,19,,Barun Hydropower Co. Ltd.,,183,,310.00,,300.00,,305.90,,22358.00,,6856180.90,,307.00,,-1.10,
