"
",S.N.,"
",Traded Companies,"
",No. Of Transaction,"
",Max Price,"
",Min Price,"
",Closing Price,"
",Traded Shares,"
",Amount,"
",Previous Closing,"
",Difference Rs.,"
"
,56,,Guheshowori Merchant Bank & Finance Co. Ltd.,,201,,367.20,,335.00,,337.00,,30112.00,,10489308.50,,360.00,,-23.00,
,57,,Gurans Laghubitta Bittiya Sanstha Limited,,18,,962.00,,930.00,,931.00,,1120.00,,1050206.50,,980.20,,-49.20,
,58,,Gurkhas Finance Ltd.,,573,,583.00,,533.40,,544.00,,77582.00,,42790845.90,,572.00,,-28.00,
,59,,Himal Dolakha Hydropower Company Limited,,416,,202.00,,189.20,,189.50,,105363.00,,20385047.70,,199.10,,-9.60,
,60,,Himalaya Urja Bikas Company Limited,,64,,244.00,,221.50,,229.50,,6747.00,,1547723.00,,239.50,,-10.00,
,61,,Himalayan Bank Limited,,72,,335.00,,324.00,,325.00,,5274.00,,1728420.00,,329.00,,-4.00,
,62,,Himalayan Distillery Limited,,520,,3549.00,,3370.00,,3380.00,,16854.00,,57784501.50,,3499.90,,-119.90,
,63,,Himalayan Everest Insurance Limited,,382,,410.00,,385.00,,392.00,,102070.00,,40600540.10,,412.90,,-20.90,
,64,,Himalayan Everest Insurance Limited Promoter,,13,,276.20,,265.60,,265.70,,2524.00,,681975.80,,281.80,,-16.10,
,65,,Himalayan Hydropower Limited,,228,,290.00,,267.20,,268.10,,14793.00,,4053898.90,,287.60,,-19.50,
,66,,Himalayan Power Partner Ltd.,,41,,340.00,,319.50,,325.00,,9236.00,,2996211.50,,336.00,,-11.00,
,67,,Hydorelectricity Investment and Development Company Limited Promoter,,81,,100.00,,96.90,,97.30,,106477.00,,10423521.00,,100.10,,-2.80,
,68,,Hydorelectricity Investment and Development Company Ltd,,619,,199.50,,186.40,,187.80,,92120.00,,17628859.00,,196.80,,-9.00,
,69,,ICFC Finance Limited,,401,,499.90,,465.70,,470.00,,51061.00,,24450331.10,,496.00,,-26.00,
,70,,IME General Insurance Ltd.,,185,,399.00,,372.00,,379.90,,30150.00,,11413682.90,,393.00,,-13.10,
,71,,Infinity Laghubitta Bittiya Sanstha Limited,,36,,935.00,,908.00,,920.00,,1309.00,,1198964.00,,940.00,,-20.00,
,72,,Jalpa Samudayik Laghubitta Bittiya Sanstha Limited,,133,,3180.00,,3015.10,,3040.00,,4425.00,,13664657.50,,3125.90,,-85.90,
,73,,Janaki Finance Company Limited,,208,,415.00,,381.00,,383.10,,18383.00,,7218512.00,,410.00,,-26.90,
,74,,Janautthan Samudayic Laghubitta Bittya Sanstha Limited,,23,,1710.00,,1640.00,,1669.00,,663.00,,1098241.50,,1707.00,,-38.00,
,75,,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd,,263,,2700.00,,2592.00,,2595.00,,4787.00,,12539081.50,,2664.00,,-69.00,
,76,,Joshi Hydropower Development Company Ltd,,206,,219.90,,201.00,,205.00,,43650.00,,8955458.90,,217.00,,-12.00,
,77,,Jyoti Bikas Bank Limited,,328,,301.00,,283.00,,284.00,,50061.00,,14596026.40,,300.00,,-16.00,
,78,,Kalika Laghubitta Bittiya Sanstha Ltd,,15,,1006.50,,987.00,,987.00,,670.00,,668572.70,,1027.00,,-40.00,
,79,,Kalika power Company Ltd,,42,,377.00,,345.00,,347.00,,5242.00,,1825982.30,,371.00,,-24.00,
,80,,Kamana Sewa Bikas Bank Limited,,254,,350.00,,327.50,,329.40,,36791.00,,12356866.90,,347.00,,-17.60,
,81,,Karnali Development Bank Limited,,119,,241.70,,225.50,,229.00,,17577.00,,4074250.20,,240.50,,-11.50,
,82,,Khanikhola Hydropower Co. Ltd.,,51,,211.00,,199.00,,199.00,,8480.00,,1705998.50,,209.00,,-10.00,
,83,,Kisan Lagubitta Bittiya Sanstha Limited,,3,,862.40,,862.00,,862.00,,110.00,,94824.00,,880.00,,-18.00,
,84,,Kumari Bank Limited,,212,,201.00,,193.50,,195.00,,50526.00,,9869972.00,,198.90,,-3.90,
,85,,Kumari Dhanabriddhi Yojana,,25,,8.30,,8.25,,8.26,,3650.00,,30238.41,,8.30,,-0.04,
,86,,Kumari Equity Fund,,18,,8.38,,8.17,,8.17,,14060.00,,115875.70,,8.33,,-0.16,
,87,,Laxmi Bank Limited,,93,,199.00,,193.20,,194.80,,1107730.00,,215033190.90,,196.00,,-1.20,
,88,,Laxmi Equity Fund,,3,,8.12,,7.99,,8.00,,3500.00,,28105.00,,8.12,,-0.12,
,89,,Laxmi Laghubitta Bittiya Sanstha Ltd.,,20,,1239.00,,1178.00,,1180.00,,987.00,,1188589.30,,1215.00,,-35.00,
,90,,Laxmi Unnati Kosh,,17,,8.37,,7.94,,8.21,,45010.00,,363840.88,,8.21,,0.00,
,91,,Liberty Energy Company Limited,,110,,262.00,,237.10,,240.00,,15571.00,,3838320.80,,257.80,,-17.80,
,92,,Life Insurance Corporation (Nepal) Limited,,135,,1368.00,,1295.60,,1304.00,,8442.00,,11108587.90,,1353.90,,-49.90,
,93,,Lumbini Bikas Bank Ltd.,,527,,400.00,,372.00,,372.00,,101938.00,,38954575.50,,393.10,,-21.10,
,94,,Machhapuchhre Bank Limited,,129,,227.40,,219.50,,220.00,,22332.00,,4952798.80,,227.90,,-7.90,
,95,,Madhya Bhotekoshi Jalavidyut Company Limited,,291,,242.00,,221.00,,223.00,,19976.00,,4513606.20,,238.00,,-15.00,
,96,,Mahalaxmi Bikas Bank Ltd.,,510,,390.00,,365.00,,367.00,,80220.00,,29849184.20,,386.00,,-19.00,
,97,,Mahila Lagubitta Bittiya Sanstha Limited,,64,,3849.00,,3710.00,,3726.00,,1238.00,,4663895.00,,3839.00,,-113.00,
,98,,Mahuli Laghubitta Bittiya Sanstha Limited,,10,,1194.10,,1102.30,,1102.30,,160.00,,182405.00,,1175.00,,-72.70,
,99,,Mailung Khola Jal Vidhyut Company Limited,,112,,506.00,,471.00,,484.00,,11454.00,,5611113.70,,514.00,,-30.00,
,100,,Manakamana Smart Laghubitta Bittiya Sanstha Limited,,17,,935.00,,922.00,,922.00,,716.00,,660953.00,,940.00,,-18.00,
,101,,Mandakini Hydropower Limited,,192,,410.00,,377.00,,389.90,,9427.00,,3615878.60,,402.00,,-12.10,
,102,,Manjushree Finance Ltd.,,236,,423.00,,398.50,,400.00,,21919.00,,8950713.70,,419.90,,-19.90,
,103,,Manushi Laghubitta Bittiya Sanstha Limited,,21,,1176.90,,1100.30,,1119.00,,270.00,,304296.00,,1154.00,,-35.00,
,104,,Mega Mutual Fund -1,,31,,7.54,,7.33,,7.50,,17800.00,,131762.00,,7.41,,0.09,
,105,,Mero Microfinance Bittiya Sanstha Ltd.,,61,,822.00,,790.10,,798.00,,2607.00,,2091262.60,,822.00,,-24.00,
,106,,Mirmire Microfinance Development Bank Ltd.,,48,,1038.00,,975.30,,1038.00,,1913.00,,1893633.00,,1000.00,,38.00,
,107,,Mirmire Microfinance Development Bank Ltd. Promoter Share,,1,,576.00,,576.00,,576.00,,10000.00,,5760000.00,,576.00,,0.00,
,108,,Miteri Development Bank Limited,,124,,390.00,,367.00,,367.10,,17158.00,,6413732.20,,390.00,,-22.90,
,109,,Mithila LaghuBitta Bittiya Sanstha Limited,,26,,1218.00,,1108.00,,1130.00,,555.00,,630401.00,,1145.00,,-15.00,
,110,,Mountain Energy Nepal Limited,,35,,790.00,,751.00,,765.00,,1445.00,,1112704.00,,788.00,,-23.00,
,111,,Mountain Hydro Nepal Limited,,117,,276.00,,257.10,,264.00,,37195.00,,9917671.50,,275.90,,-11.90,
,112,,Muktinath Bikas Bank Ltd.,,289,,447.00,,423.10,,427.00,,27683.00,,11913533.60,,444.50,,-17.50,
,113,,Multipurpose Finance Company  Limited,,192,,356.00,,326.00,,335.00,,31037.00,,10428955.10,,350.00,,-15.00,
,114,,NABIL BALANCED FUND-2,,6,,9.18,,8.90,,8.90,,28300.00,,256880.00,,9.18,,-0.28,
,115,,Nabil Balanced Fund-3,,12,,8.22,,8.00,,8.19,,8810.00,,71874.20,,8.22,,-0.03,
,116,,Nabil Bank Limited,,915,,812.80,,779.00,,781.00,,58510.00,,46108017.40,,799.00,,-18.00,
,117,,Nabil Debenture 2085,,2,,800.00,,800.00,,800.00,,25.00,,20000.00,,793.80,,6.20,
,118,,Nabil Equity Fund,,12,,9.46,,8.95,,8.95,,26248.00,,238898.00,,9.29,,-0.34,
,119,,Narayani Development Bank Limited,,18,,419.80,,391.00,,395.00,,1441.00,,580285.50,,413.00,,-18.00,
,120,,National Hydro Power Company Limited,,587,,234.00,,215.00,,216.90,,172552.00,,38550802.70,,231.00,,-14.10,
,121,,National Life Insurance Co. Ltd.,,279,,579.00,,550.00,,555.00,,30513.00,,17047336.50,,579.00,,-24.00,
,122,,National Microfinance Laghubitta Bittiya Sanstha Limited,,104,,2164.00,,2087.40,,2100.00,,3246.00,,6872590.50,,2163.90,,-63.90,
,123,,Naya Sarathi Laghubitta Bittiya Sanstha Limited,,23,,811.00,,770.00,,770.00,,3601.00,,2806379.00,,804.90,,-34.90,
,124,,Neco Insurance Limited,,110,,735.00,,709.00,,712.00,,8540.00,,6098403.30,,735.00,,-23.00,
,125,,Nepal Bank Limited,,221,,280.00,,270.50,,270.50,,23462.00,,6422882.30,,279.00,,-8.50,
,126,,Nepal Credit And Commercial Bank Limited,,313,,200.50,,193.00,,196.00,,68699.00,,13362931.80,,199.30,,-3.30,
,127,,Nepal Doorsanchar Company Limited,,961,,893.00,,845.00,,849.00,,78082.00,,66877587.20,,883.00,,-34.00,
,128,,Nepal Finance Ltd.,,234,,296.00,,275.00,,279.00,,34637.00,,9748980.00,,291.00,,-12.00,
,129,,Nepal Hydro Developers Ltd.,,82,,370.00,,337.20,,349.00,,20192.00,,7097147.10,,370.00,,-21.00,
,130,,Nepal Infrastructure Bank Limited,,737,,226.70,,211.60,,214.00,,83601.00,,18020076.00,,223.10,,-9.10,
,131,,Nepal Insurance Co. Ltd.,,132,,460.00,,431.20,,433.00,,16846.00,,7400600.10,,459.00,,-26.00,
,132,,Nepal Life Insurance Co. Ltd.,,344,,667.00,,644.00,,651.00,,24716.00,,16118047.10,,667.00,,-16.00,
,133,,Nepal Reinsurance Company Limited,,375,,666.90,,625.00,,628.00,,33295.00,,21159905.00,,655.00,,-27.00,
,134,,Nepal SBI Bank Limited,,50,,278.00,,268.00,,272.00,,6854.00,,1850847.60,,278.00,,-6.00,
,135,,Nerude Laghubitta Bittiya Sanstha Limited,,42,,918.00,,873.00,,873.50,,2784.00,,2491554.50,,918.00,,-44.50,
,136,,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,,287,,3160.00,,2986.10,,3005.00,,9874.00,,29853614.00,,3104.80,,-99.80,
,137,,Ngadi Group Power Ltd.,,186,,259.00,,237.50,,239.00,,22700.00,,5549003.40,,251.80,,-12.80,
,138,,NIBL Pragati Fund,,14,,8.03,,7.88,,8.03,,32000.00,,253782.25,,8.04,,-0.01,
,139,,NIBL Samriddhi Fund -2,,16,,7.55,,7.23,,7.30,,14800.00,,108750.00,,7.31,,-0.01,
,140,,NIC Asia Balanced Fund,,12,,10.79,,10.58,,10.68,,49900.00,,536230.00,,10.79,,-0.11,
,141,,NIC Asia Bank Ltd.,,350,,653.00,,628.10,,630.00,,41415.00,,26266552.50,,650.00,,-20.00,
,142,,NIC Asia Flexi CAP Fund,,71,,8.82,,8.10,,8.28,,14670.00,,121282.70,,9.00,,-0.72,
,143,,NIC Asia Growth Fund,,3,,11.00,,10.90,,10.90,,2115.00,,23253.50,,11.00,,-0.10,
,144,,NIC ASIA Laghubitta Bittiya Sanstha Limited,,145,,815.90,,770.00,,770.10,,8070.00,,6284929.20,,800.00,,-29.90,
,145,,NIC Asia Select Fund 30,,11,,8.04,,7.86,,7.90,,27300.00,,218358.00,,8.14,,-0.24,
,146,,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,,160,,1003.70,,952.10,,952.10,,8623.00,,8325497.90,,986.40,,-34.30,
,147,,NLG Insurance Company Ltd.,,78,,475.00,,453.10,,469.90,,19795.00,,9187970.40,,468.00,,1.90,
,148,,NMB  Microfinance Bittiya Sanstha Ltd.,,56,,740.00,,705.00,,705.00,,2835.00,,2049382.00,,738.00,,-33.00,
,149,,NMB 50,,28,,9.85,,9.19,,9.30,,53320.00,,501150.35,,9.85,,-0.55,
,150,,NMB Bank Limited,,293,,244.00,,235.10,,238.00,,46594.00,,11076672.50,,240.90,,-2.90,
,151,,NMB Hybrid Fund L-1,,8,,9.82,,9.63,,9.73,,13348.00,,129608.60,,10.01,,-0.28,
,152,,NRN Infrastructure and Development Limited,,113,,486.40,,446.00,,454.00,,12339.00,,5703205.00,,476.90,,-22.90,
,153,,Nyadi Hydropower Limited,,104,,315.60,,299.00,,300.10,,6020.00,,1844777.00,,322.00,,-21.90,
,154,,Oriental Hotels Limited,,36,,483.50,,444.00,,444.00,,3697.00,,1662703.00,,465.00,,-21.00,
,155,,Panchakanya Mai Hydropower Ltd,,78,,228.00,,210.00,,212.90,,11643.00,,2505026.80,,227.50,,-14.60,
,156,,Panchthar Power Compant Limited,,135,,318.00,,302.00,,307.90,,26610.00,,8215399.10,,321.80,,-13.90,
,157,,Pokhara Finance Ltd.,,160,,391.60,,361.00,,361.00,,18090.00,,6681190.60,,384.00,,-23.00,
,158,,Prabhu  Bank Limited,,253,,210.00,,202.00,,203.40,,41314.00,,8412876.50,,209.00,,-5.60,
,159,,Prabhu Select Fund,,17,,8.10,,7.70,,7.71,,5900.00,,46801.00,,8.07,,-0.36,
,160,,Prime Commercial Bank Ltd.,,334,,236.00,,225.90,,229.10,,57346.00,,13077995.10,,232.70,,-3.60,
,161,,Progressive Finance Limited,,172,,305.00,,281.50,,285.00,,29873.00,,8688272.40,,300.00,,-15.00,
,162,,Prudential Insurance Co. Ltd.,,84,,371.10,,352.10,,354.20,,19610.00,,7013383.80,,372.90,,-18.70,
,163,,Radhi Bidyut Company Ltd,,173,,264.00,,244.10,,245.00,,19308.00,,4844362.80,,260.00,,-15.00,
,164,,Rapti Hydro And General Construction Limited,,395,,302.10,,279.00,,284.00,,16379.00,,4690389.20,,300.00,,-16.00,
,165,,Rastra Utthan Laghubitta Sanstha Limited,,100,,1068.00,,1000.00,,1002.00,,2572.00,,2607646.80,,1048.00,,-46.00,
,166,,Rastriya Beema Company Limited,,35,,13675.00,,13355.00,,13355.00,,460.00,,6217210.00,,13806.70,,-451.70,
,167,,Rastriya Beema Company Limited Promoter Share,,6,,10901.00,,10682.00,,10682.00,,130.00,,1398920.00,,10950.00,,-268.00,
,168,,RASUWAGADHI HYDROPOWER COMPANY LIMITED,,128,,239.90,,226.10,,226.40,,26435.00,,6060551.90,,238.00,,-11.60,
,169,,RBB Mutual Fund 1,,8,,7.66,,7.50,,7.52,,3050.00,,23081.50,,7.55,,-0.03,
,170,,Reliance Finance Ltd.,,172,,345.00,,321.00,,323.00,,26585.00,,8808184.00,,346.00,,-23.00,
,171,,Ridi Power Company Limited,,835,,576.80,,544.00,,550.00,,209781.00,,116489654.60,,577.00,,-27.00,
,172,,River Falls Power Limited,,303,,264.00,,240.00,,245.00,,16392.00,,4051554.50,,260.40,,-15.40,
,173,,RMDC Laghubitta Bittiya Sanstha Ltd.,,85,,873.00,,824.00,,827.00,,7464.00,,6223016.70,,856.00,,-29.00,
,174,,RSDC Laghubitta Bittiya Sanstha Ltd.,,65,,555.00,,525.00,,537.00,,5222.00,,2830566.20,,550.00,,-13.00,
,175,,Ru Ru Jalbidhyut Pariyojana Limited,,65,,887.00,,830.00,,830.00,,2050.00,,1734662.80,,870.00,,-40.00,
,176,,SABAIKO LAGHUBITTA BITTIYA SANSTHA LIMITED,,18,,1022.00,,1001.00,,1005.00,,407.00,,410791.90,,1035.00,,-30.00,
,177,,Sadhana Laghubitta Bittiya Sanstha Limited,,31,,995.00,,971.00,,975.00,,879.00,,860428.90,,993.00,,-18.00,
,178,,Sahas Urja Limited,,225,,490.00,,461.40,,467.60,,19637.00,,9268853.50,,490.00,,-22.40,
,179,,Salt Trading Corporation,,94,,3800.00,,3643.00,,3690.00,,2308.00,,8546384.50,,3833.00,,-143.00,
,180,,Samata Gharelu Laghubitta Bittiya Sanstha Limited,,18,,785.00,,760.10,,760.10,,1149.00,,880124.90,,787.00,,-26.90,
,181,,Samling Power Company Limited,,86,,475.00,,452.00,,454.00,,7364.00,,3385579.20,,472.00,,-18.00,
,182,,Samriddhi Finance Company Limited,,292,,288.60,,262.00,,262.20,,47992.00,,13066566.00,,283.00,,-20.80,
,183,,Samudayik Laghubitta Bittiya Sanstha Limited,,10,,1480.00,,1374.20,,1374.20,,197.00,,275112.80,,1456.40,,-82.20,
,184,,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited,,87,,1071.00,,1029.00,,1029.10,,3995.00,,4155568.00,,1060.00,,-30.90,
,185,,Sanima Bank Limited,,147,,258.00,,251.60,,251.90,,19966.00,,5050423.10,,258.00,,-6.10,
,186,,Sanima Equity Fund,,37,,12.70,,12.50,,12.50,,64570.00,,812410.50,,12.62,,-0.12,
,187,,Sanima Large Cap Fund,,15,,7.76,,7.60,,7.60,,17910.00,,137886.00,,7.90,,-0.30,
,188,,Sanima Mai Hydropower Ltd.,,306,,291.00,,272.10,,277.90,,52032.00,,14432315.20,,287.30,,-9.40,
,189,,SANJEN JALAVIDHYUT COMPANY LIMITED,,75,,237.00,,227.00,,227.10,,7261.00,,1663441.10,,237.00,,-9.90,
,190,,Saptakoshi Development Bank Ltd,,59,,242.00,,226.00,,226.00,,7415.00,,1715237.20,,239.00,,-13.00,
,191,,Shangri-la Development Bank Debenture 2087,,1,,768.10,,768.10,,768.10,,25.00,,19202.50,,771.00,,-2.90,
,192,,Shangrila Development Bank Ltd.,,226,,320.00,,304.00,,304.10,,65626.00,,20437518.60,,319.00,,-14.90,
,193,,Shikhar Insurance Co. Ltd.,,179,,785.00,,746.00,,746.60,,15912.00,,12084830.20,,779.80,,-33.20,
,194,,Shine Resunga Development Bank Ltd.,,212,,316.40,,299.90,,303.00,,38309.00,,11715077.70,,315.50,,-12.50,
,195,,Shiva Shree Hydropower Ltd,,128,,216.50,,201.00,,203.90,,21349.00,,4443027.10,,213.90,,-10.00,
,196,,SHIVAM CEMENTS LTD,,581,,701.60,,655.00,,657.00,,65713.00,,43832756.80,,687.90,,-30.90,
,197,,Shree Investment Finance Co. Ltd.,,131,,346.30,,326.70,,327.00,,23410.00,,7845907.80,,350.00,,-23.00,
,198,,Siddhartha Bank Limited,,183,,308.00,,300.00,,302.40,,30099.00,,9103500.10,,307.90,,-5.50,
,199,,Siddhartha Equity Fund,,9,,8.25,,8.13,,8.21,,19500.00,,160003.25,,8.16,,0.05,
,200,,Siddhartha Investment Growth Scheme - 2,,6,,8.42,,8.22,,8.42,,35060.00,,290203.60,,8.28,,0.14,
,201,,Sindhu Bikas Bank Ltd. Promoter Share,,1,,161.00,,161.00,,161.00,,5000.00,,805000.00,,161.00,,0.00,
,202,,Sindhu Bikash Bank Ltd,,97,,302.00,,279.00,,279.00,,17957.00,,5144194.90,,297.00,,-18.00,
,203,,Singati Hydro Energy Limited,,73,,270.00,,257.00,,257.00,,6220.00,,1627321.70,,274.00,,-17.00,
,204,,Soaltee Hotel Limited,,70,,212.90,,203.20,,203.70,,34839.00,,7195855.40,,210.00,,-6.30,
,205,,Standard Chartered Bank Limited,,118,,428.00,,405.00,,409.50,,13470.00,,5537941.30,,423.80,,-14.30,
,206,,Summit Laghubitta Bittiya Sanstha Limited,,13,,836.00,,790.00,,790.00,,415.00,,330580.00,,820.00,,-30.00,
,207,,Summit Laghubitta Bittiya Sanstha Limited Promoter Share,,15,,561.00,,561.00,,561.00,,19000.00,,10659000.00,,561.00,,0.00,
,208,,Sunrise Bank Limited,,151,,204.00,,198.00,,198.50,,30066.00,,6016797.50,,205.90,,-7.40,
,209,,Sunrise Bluechip Fund,,6,,7.83,,7.68,,7.78,,700.00,,5411.00,,7.68,,0.10,
,210,,Sunrise First Mutual Fund,,40,,9.68,,9.05,,9.19,,109925.00,,1012730.85,,9.51,,-0.32,
,211,,Support Microfinance Bittiya Sanstha Ltd.,,12,,1291.00,,1250.00,,1250.00,,231.00,,292523.00,,1300.00,,-50.00,
,212,,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,,67,,784.00,,735.00,,735.00,,3290.00,,2470332.10,,770.00,,-35.00,
