"
",S.N.,"
",Traded Companies,"
",No. Of Transaction,"
",Max Price,"
",Min Price,"
",Closing Price,"
",Traded Shares,"
",Amount,"
",Previous Closing,"
",Difference Rs.,"
"
,1,,12 % Goodwill Finance Limited Debenture 2083,,5,,1016.00,,1011.00,,1015.00,,800.00,,810900.00,,1031.60,,-16.60,
,2,,12% ICFC Finance Limited Debenture 2083,,4,,1021.00,,1015.00,,1021.00,,355.00,,361730.00,,1015.00,,6.00,
,3,,8.5% BOK Debenture 2086,,4,,767.10,,752.10,,760.00,,100.00,,75980.00,,764.50,,-4.50,
,4,,8.5% Nepal Investment Bank Debenture 2084,,1,,816.20,,816.20,,816.20,,10.00,,8162.00,,800.20,,16.00,
,5,,8.5% Sanima Debenture 2087,,4,,804.10,,804.00,,804.00,,145.00,,116590.00,,820.00,,-16.00,
,6,,8.5% SBL Debenture 2084,,5,,840.00,,824.00,,824.00,,425.00,,355600.00,,831.20,,-7.20,
,7,,8.75 % Prime Debenture 2085,,2,,825.00,,809.10,,809.10,,35.00,,28477.50,,809.10,,0.00,
,8,,9.5% Manjushree Finance Limited Debenture 2085,,1,,855.00,,855.00,,855.00,,25.00,,21375.00,,846.60,,8.40,
,9,,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,,128,,958.00,,925.00,,948.00,,4655.00,,4396278.60,,968.00,,-20.00,
,10,,Agricultural Development Bank Limited,,235,,339.00,,331.00,,331.90,,24591.00,,8254595.60,,335.00,,-3.10,
,11,,Ankhu Khola Jalvidhyut Company Ltd,,435,,245.00,,235.00,,238.00,,86773.00,,20852256.30,,235.70,,2.30,
,12,,Api Power Company Ltd.,,2190,,296.00,,275.00,,288.80,,527501.00,,151724829.70,,276.70,,12.10,
,13,,Arun Kabeli Power Ltd.,,666,,504.00,,493.00,,493.90,,131928.00,,65847409.20,,492.10,,1.80,
,14,,Arun Valley Hydropower Development Co. Ltd.,,788,,408.00,,393.20,,399.00,,190577.00,,76653037.70,,396.00,,3.00,
,15,,Asha Laghubitta Bittiya Sanstha Ltd,,58,,1300.00,,1256.00,,1280.00,,2300.00,,2934811.00,,1279.00,,1.00,
,16,,Asian Life Insurance Co. Limited,,382,,669.00,,650.00,,650.10,,67484.00,,44453210.70,,655.00,,-4.90,
,17,,Balephi Hydropower Limited,,658,,329.70,,299.80,,329.70,,39216.00,,12588612.20,,299.80,,29.90,
,18,,Barun Hydropower Co. Ltd.,,277,,311.00,,300.00,,308.00,,48225.00,,14821348.50,,302.00,,6.00,
,19,,Best Finance Company Ltd.,,517,,475.00,,445.00,,446.00,,68307.00,,30858736.20,,438.00,,8.00,
,20,,Bindhyabasini Hydropower Development Company Limited,,958,,482.60,,435.00,,466.10,,30777.00,,14198570.20,,447.10,,19.00,
,21,,Bishal Bazar Company Limited,,33,,4075.00,,3920.00,,4000.00,,537.00,,2154822.00,,4000.00,,0.00,
,22,,Bottlers Nepal (Terai) Limited,,12,,13901.00,,13623.00,,13623.00,,220.00,,3017630.00,,14100.00,,-477.00,
,23,,Buddha Bhumi Nepal Hydropower Company Limited,,143,,466.00,,436.50,,452.30,,8070.00,,3609373.30,,440.00,,12.30,
,24,,Butwal Power Company Limited,,198,,375.00,,363.00,,367.00,,28702.00,,10620208.90,,367.90,,-0.90,
,25,,CEDB Hydropower Development Company Limited,,210,,848.00,,814.00,,814.10,,14377.00,,11921844.70,,822.00,,-7.90,
,26,,Central Finance Co. Ltd.,,268,,408.00,,397.00,,398.00,,50128.00,,20205136.70,,397.00,,1.00,
,27,,Chandragiri Hills Limited,,65,,1176.00,,1146.00,,1147.00,,2607.00,,3009908.50,,1165.00,,-18.00,
