S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Agriculture Development Bank Limited,41,132.00,130.00,131.00,3412.00,448352.00,130.00,1.00
2,Alpine Development Bank Limited,50,110.00,106.00,110.00,790.00,84750.00,106.00,4.00
3,Arun Valley Hydropower Development Co. Ltd.,15,422.00,413.00,420.00,569.00,237491.00,417.00,3.00
4,Asian Life Insurance Co. Limited,18,213.00,198.00,198.00,1240.00,254900.00,205.00,-7.00
5,Axis Development Bank Limited,2,99.00,99.00,99.00,70.00,6930.00,101.00,-2.00
6,Bank of Asia Nepal Limited,8,163.00,159.00,163.00,750.00,120430.00,161.00,2.00
7,Bank of Kathmandu Ltd.,28,500.00,490.00,490.00,4385.00,2159109.00,490.00,0.00
8,Biratlaxmi Bikas Bank Limited,2,130.00,130.00,130.00,58.00,7540.00,129.00,1.00
9,Butwal Power Company Limited,4,781.00,736.00,736.00,150.00,111600.00,796.00,-60.00
10,Chhimek Laghubitta Bikas Bank Limited,2,241.00,238.00,238.00,38.00,9098.00,237.00,1.00
11,Chilime Hydropower Company Limited,1,900.00,900.00,900.00,50.00,45000.00,900.00,0.00
12,Citizen Bank International Limited,21,206.00,201.00,205.00,1700.00,347810.00,208.00,-3.00
13,Clean Energy Development Bank Limited,4,164.00,164.00,164.00,180.00,29520.00,164.00,0.00
14,Deva Bikas Bank Limited,4,114.00,110.00,114.00,289.00,32178.00,110.00,4.00
15,Everest Bank Limited,12,1005.00,972.00,991.00,365.00,357827.00,971.00,20.00
16,Fewa Finance Co. Ltd.,1,241.00,241.00,241.00,40.00,9640.00,241.00,0.00
17,Gandaki Bikas Bank Limited,195,117.00,109.00,111.00,4800.00,551400.00,118.00,-7.00
18,Garima Bikas Bank Limited,129,136.00,131.00,133.00,2960.00,396350.00,134.00,-1.00
19,Gaurishankar Development Bank Ltd.,3,122.00,120.00,122.00,30.00,3620.00,118.00,4.00
20,Global IME Bank Limited,9,178.00,173.00,175.00,785.00,137355.00,175.00,0.00
21,Grand Bank Nepal Limited,3,154.00,151.00,151.00,600.00,91400.00,157.00,-6.00
