S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Agriculture Development Bank Limited,70,147.00,138.00,139.00,3810.00,541380.00,140.00,-1.00
2,Alpine Development Bank Limited,86,191.00,180.00,182.00,2340.00,433430.00,180.00,2.00
3,Arun Valley Hydropower Development Co. Ltd.,17,463.00,454.00,455.00,800.00,367390.00,446.00,9.00
4,Asian Life Insurance Co. Limited,7,279.00,271.00,279.00,330.00,91540.00,267.00,12.00
5,Axis Development Bank Limited,11,121.00,117.00,117.00,140510.00,16440250.00,121.00,-4.00
6,Bank of Asia Nepal Limited,10,285.00,275.00,278.00,1135.00,318220.00,274.00,4.00
7,Bank of Kathmandu Ltd.,67,644.00,600.00,605.00,10962.00,6724488.00,598.00,7.00
8,Best Finance Company Ltd.,3,179.00,176.00,176.00,59.00,10441.00,173.00,3.00
9,Birgunj Finance Ltd.,1,174.00,174.00,174.00,100.00,17400.00,177.00,-3.00
10,Business Universal Development Bank Ltd.,3,156.00,150.00,156.00,160.00,24720.00,148.00,8.00
11,Capital Merchant Bank & Finance Co. Ltd.,2,153.00,152.00,152.00,370.00,56560.00,152.00,0.00
12,Chilime Hydropower Company Limited,6,1085.00,1080.00,1085.00,670.00,724870.00,1072.00,13.00
13,Citizen Bank International Limited,22,265.00,247.00,247.00,3800.00,976350.00,248.00,-1.00
14,City Express Finance Co. Limited,3,145.00,141.00,145.00,210.00,30050.00,139.00,6.00
15,Clean Energy Development Bank Limited,4,261.00,260.00,260.00,600.00,156200.00,255.00,5.00
16,Crystal Finance Ltd.,2,236.00,232.00,236.00,30.00,7040.00,228.00,8.00
17,Deva Bikas Bank Limited,4,150.00,145.00,150.00,170.00,25370.00,145.00,5.00
18,Everest Bank Limited,19,1068.00,1041.00,1055.00,1231.00,1304375.00,1021.00,34.00
19,Garima Bikas Bank Limited,129,181.00,163.00,171.00,3170.00,546640.00,169.00,2.00
20,Gaurishankar Development Bank Ltd.,147,154.00,148.00,151.00,1600.00,242340.00,148.00,3.00
21,Gaurishankar Development Bank Ltd. Promoter Share,3,146.00,142.00,142.00,98729.00,14169454.00,0.00,142.00
22,Global IME Bank Limited,5,235.00,231.00,231.00,890.00,206130.00,227.00,4.00
23,Grand Bank Nepal Limited,1,208.00,208.00,208.00,50.00,10400.00,204.00,4.00
24,Himalayan Bank Limited,9,699.00,672.00,672.00,542.00,370399.00,660.00,12.00
25,Imperial Financial Inst. Ltd.,303,163.00,163.00,163.00,6060.00,987780.00,163.00,0.00
26,Infrastructure Development Bank Ltd.,3,132.00,130.00,130.00,267.00,34776.00,132.00,-2.00
27,Janaki Finance Ltd.,1,235.00,235.00,235.00,180.00,42300.00,350.00,-115.00
28,Jyoti Bikas Bank Limited,170,140.00,136.00,137.00,5070.00,702310.00,135.00,2.00
29,Kasthamandap Development Bank Limited,9,171.00,166.00,168.00,480.00,80460.00,164.00,4.00
30,Kumari Bank Limited,12,320.00,305.00,308.00,1698.00,530409.00,302.00,6.00
31,Laxmi Bank Limited,10,418.00,400.00,418.00,1066.00,434966.00,402.00,16.00
32,Lumbini Bank Limited,12,244.00,236.00,239.00,1696.00,407076.00,236.00,3.00
33,Lumbini Bikas Bank Ltd.,5,202.00,196.00,202.00,250.00,49780.00,193.00,9.00
34,Machhapuchhre Bank Limited,2,222.00,218.00,222.00,227.00,49594.00,215.00,7.00
35,Mahakali Bikas Bank Limited,3,153.00,153.00,153.00,30.00,4590.00,155.00,-2.00
36,Mahalaxmi Bikas Bank Ltd.,28,123.00,119.00,120.00,1240.00,149550.00,119.00,1.00
37,Mahalaxmi BikasBank Limited,3,155.00,155.00,155.00,96.00,14880.00,155.00,0.00
38,Miteri Development Bank Limited,1,142.00,142.00,142.00,20.00,2840.00,142.00,0.00
39,Nabil Bank Limited,13,1406.00,1350.00,1395.00,687.00,955137.00,1326.00,69.00
40,National Hydro Power Company Limited,1,43.50,43.50,43.50,1000.00,43500.00,43.98,-0.48
41,National Life Insurance Co. Ltd.,1,310.00,310.00,310.00,100.00,31000.00,313.00,-3.00
42,NCM Mutual Fund,1,34.00,34.00,34.00,500.00,17000.00,34.68,-0.68
43,Nepal Doorsanchar Comapany Limited,1,455.00,455.00,455.00,100.00,45500.00,450.00,5.00
44,Nepal Investment Bank Limited,5,693.00,642.00,693.00,527.00,350271.00,630.00,63.00
45,Nepal Life Insurance Co. Ltd.,1,785.00,785.00,785.00,25.00,19625.00,785.00,0.00
46,Nepal SBI Bank Limited,7,676.00,663.00,675.00,736.00,493003.00,650.00,25.00
47,Nerude Laghubita Bikas Bank Limited,4,426.00,410.00,410.00,140.00,58440.00,410.00,0.00
48,NIC Asia Bank Ltd.,23,579.00,545.00,545.00,2260.00,1267777.00,540.00,5.00
49,Nilgiri Bikas Bank Limited,7,191.00,181.00,181.00,160.00,29700.00,193.00,-12.00
50,NMB Bank Limited,9,295.00,277.00,295.00,1450.00,412379.00,287.00,8.00
51,Om Development Bank Ltd.,11,227.00,227.00,227.00,130.00,29510.00,223.00,4.00
52,Oriental Hotels Limited,3,108.00,106.00,108.00,100.00,10720.00,106.00,2.00
53,Pathibhara Bikas Bank Limited,5,143.00,142.00,142.00,80.00,11400.00,141.00,1.00
54,Prabhu  Bank Limited,2,172.00,172.00,172.00,550.00,94600.00,175.00,-3.00
55,Prime Commercial Bank Ltd.,24,293.00,276.00,281.00,2902.00,833000.00,274.00,7.00
56,Prime Life Insurance Company Limited,39,215.00,210.00,210.00,1170.00,248620.00,210.00,0.00
57,ProgressiveFinance Limited,4,146.00,146.00,146.00,480.00,70080.00,148.00,-2.00
58,Public Development Bank Limited,4,115.00,115.00,115.00,90.00,10350.00,113.00,2.00
59,Rastriya Beema Company Limited,5,237.00,226.00,237.00,705.00,163630.00,222.00,15.00
60,Resunga Bikas Bank Limited,2,275.00,275.00,275.00,60.00,16500.00,275.00,0.00
61,Sagarmatha  Finance Limited,2,188.00,188.00,188.00,202.00,37976.00,188.00,0.00
62,Sahayogi Bikas Bank Limited,1,273.00,273.00,273.00,10.00,2730.00,268.00,5.00
63,Sewa Bikas Bank Limited,77,191.00,177.00,186.00,1880.00,349360.00,174.00,12.00
64,Siddhartha Bank Limited,8,316.00,311.00,312.00,1712.00,537507.00,305.00,7.00
65,Siddhartha Insurance Ltd.,8,123.00,123.00,123.00,120.00,14760.00,125.00,-2.00
66,Society Development Bank Ltd.,2,179.00,179.00,179.00,54.00,9666.00,171.00,8.00
67,Standard Chartered Bank Limited,46,2070.00,2000.00,2000.00,3811.00,7656295.00,2015.00,-15.00
68,Standard Finance Ltd.,1,153.00,153.00,153.00,84.00,12852.00,153.00,0.00
69,Sunrise Bank Limited,13,230.00,223.00,226.00,1144.00,259914.00,222.00,4.00
70,Supreme Development Bank Ltd.,3,122.00,122.00,122.00,670.00,81740.00,120.00,2.00
71,Surya Life Insurance Company Limited,132,166.00,160.00,163.00,4200.00,685710.00,163.00,0.00
72,Suryadarshan Finance Company Limited,21,167.00,162.00,162.00,350.00,58080.00,170.00,-8.00
73,Swastik Merchant Finance Co. Ltd.,44,140.00,135.00,140.00,1710.00,234810.00,137.00,3.00
74,Triveni Bikas Bank Limited,4,201.00,195.00,201.00,169.00,33645.00,192.00,9.00
75,Udhyam Bikas Bank Limited,15,142.00,138.00,141.00,530.00,74550.00,136.00,5.00
76,Unique Finance Ltd.,22,157.00,144.00,146.00,610.00,89180.00,160.00,-14.00
