S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Ace Development Bank Ltd.,1,125.00,125.00,125.00,50.00,6250.00,127.00,-2.00
2,Agriculture Development Bank Limited,16,119.00,116.00,117.00,1400.00,164296.00,118.00,-1.00
3,Alpine Development Bank Limited,4,104.00,103.00,104.00,110.00,11370.00,103.00,1.00
4,Api Finance Limited,1,131.00,131.00,131.00,80.00,10480.00,130.00,1.00
5,Araniko Development Bank Limited,262,86.00,79.00,81.00,7060.00,568020.00,87.00,-6.00
6,Arun Valley Hydropower Development Co. Ltd.,11,345.00,342.00,343.00,450.00,155170.00,345.00,-2.00
7,Asian Life Insurance Co. Limited,15,175.00,169.00,169.00,810.00,138770.00,175.00,-6.00
8,Axis Development Bank Limited,6,83.00,82.00,82.00,155.00,12815.00,83.00,-1.00
9,Bank of Asia Nepal Limited,4,172.00,170.00,170.00,200.00,34160.00,175.00,-5.00
10,Bank of Kathmandu Ltd.,19,443.00,438.00,441.00,1264.00,556760.00,450.00,-9.00
11,Biratlaxmi Bikas Bank Limited,43,144.00,140.00,144.00,1492.00,211518.00,138.00,6.00
12,Chilime Hydropower Company Limited,6,850.00,820.00,850.00,1850.00,1534100.00,820.00,30.00
13,Citizen Bank International Limited,3,170.00,169.00,169.00,240.00,40740.00,170.00,-1.00
14,Citizen Investment Trust,1,450.00,450.00,450.00,20.00,9000.00,446.00,4.00
15,Clean Energy Development Bank Limited,7,148.00,147.00,148.00,356.00,52440.00,150.00,-2.00
16,Deva Bikas Bank Limited,8,102.00,97.00,102.00,457.00,44903.00,98.00,4.00
17,Everest Bank Limited,2,945.00,945.00,945.00,33.00,31185.00,930.00,15.00
18,Gandaki Bikas Bank Limited,13,109.00,107.00,107.00,520.00,56240.00,108.00,-1.00
19,Gandaki Bikas BankLimited,1,147.00,147.00,147.00,80.00,11760.00,149.00,-2.00
20,Garima Bikas Bank Limited,10,141.00,137.00,140.00,540.00,74430.00,139.00,1.00
21,Gaurishankar Development Bank Ltd.,4,97.00,95.00,95.00,40.00,3850.00,97.00,-2.00
22,Global IME Bank Limited,3,159.00,158.00,158.00,225.00,35730.00,159.00,-1.00
23,Grand Bank Nepal Limited,8,133.00,131.00,131.00,1863.00,246906.00,134.00,-3.00
24,Himalayan Bank Limited,4,584.00,575.00,575.00,146.00,84247.00,595.00,-20.00
25,Himalayan Finance Limited (Bittiya Sanstha),8,63.00,61.00,61.00,280.00,17350.00,64.00,-3.00
26,ICFC Finance Limited,4,144.00,142.00,143.00,400.00,57300.00,144.00,-1.00
27,Imperial Financial Inst. Ltd.,98,136.00,135.00,136.00,2646.00,358182.00,135.00,1.00
28,Janaki Finance Ltd.,1,226.00,226.00,226.00,200.00,45200.00,230.00,-4.00
29,Jyoti Bikas Bank Limited,94,101.00,98.00,98.00,2280.00,225930.00,101.00,-3.00
