S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Ace Development Bank Ltd.,2,147.00,147.00,147.00,510.00,74970.00,149.00,-2.00
2,Agriculture Development Bank Limited,8,129.00,126.00,129.00,400.00,50780.00,125.00,4.00
3,Alpic Everest Finance Co. Ltd.,2,162.00,159.00,159.00,550.00,87900.00,165.00,-6.00
4,Alpine Development Bank Limited,46,106.00,105.00,106.00,570.00,60030.00,105.00,1.00
5,Arun Valley Hydropower Development Co. Ltd.,11,407.00,400.00,406.00,394.00,159505.00,403.00,3.00
6,Asian Life Insurance Co. Limited,6,198.00,183.00,198.00,860.00,157830.00,180.00,18.00
7,Axis Development Bank Limited,7,104.00,99.00,103.00,525.00,53275.00,106.00,-3.00
8,Bank of Asia Nepal Limited,23,162.00,157.00,160.00,2660.00,424715.00,160.00,0.00
9,Bank of Kathmandu Ltd.,31,505.00,490.00,492.00,3449.00,1714229.00,501.00,-9.00
10,Best Finance Company Ltd.,1,340.00,340.00,340.00,20.00,6800.00,334.00,6.00
11,Bhajuratna Finance & Saving Co. Ltd.,5,188.00,182.00,182.00,341.00,62557.00,191.00,-9.00
12,Chilime Hydropower Company Limited,1,900.00,900.00,900.00,700.00,630000.00,891.00,9.00
13,Citizen Bank International Limited,30,200.00,191.00,200.00,2620.00,509430.00,201.00,-1.00
14,Citizen Investment Trust,1,634.00,634.00,634.00,31.00,19654.00,632.00,2.00
15,Clean Energy Development Bank Limited,4,164.00,160.00,164.00,510.00,83164.00,160.00,4.00
16,Deprosc Laghubitta Bittiya Sanstha Limited,2,199.00,199.00,199.00,139.00,27661.00,202.00,-3.00
17,Deva Bikas Bank Limited,9,112.00,110.00,110.00,872.00,96304.00,110.00,0.00
18,Everest Bank Limited,6,990.00,951.00,990.00,285.00,273930.00,1000.00,-10.00
19,Excel Development Bank Ltd.,2,295.00,295.00,295.00,82.00,24190.00,290.00,5.00
20,Gandaki Bikas Bank Limited,39,115.00,109.00,115.00,810.00,91150.00,110.00,5.00
21,Garima Bikas Bank Limited,127,132.00,126.00,130.00,3770.00,490880.00,130.00,0.00
22,Global IME Bank Limited,9,175.00,172.00,172.00,320.00,55310.00,174.00,-2.00
23,Gorkha Finance Ltd.,5,114.00,113.00,113.00,487.00,55405.00,116.00,-3.00
24,Grand Bank Nepal Limited,4,158.00,155.00,158.00,573.00,89559.00,155.00,3.00
25,Himalayan Bank Limited,12,525.00,508.00,520.00,1099.00,565779.00,505.00,15.00
26,Himalayan Finance Limited (Bittiya Sanstha),7,124.00,117.00,117.00,100.00,12020.00,130.00,-13.00
27,ICFC Finance Limited,14,182.00,167.00,167.00,896.00,153465.00,185.00,-18.00
28,IME Financial Institution,13,300.00,269.00,280.00,1216.00,340795.00,298.00,-18.00
29,Infrastructure Development Bank Ltd.,1,138.00,138.00,138.00,20.00,2760.00,140.00,-2.00
30,Jyoti Bikas Bank Limited,156,107.00,101.00,106.00,5630.00,574160.00,102.00,4.00
31,Kankai Bikas Bank Ltd.,18,100.00,99.00,100.00,180.00,17950.00,100.00,0.00
32,Karnali Development Bank Limited,70,96.00,91.00,95.00,820.00,76010.00,90.00,5.00
33,Kasthamandap Development Bank Limited,27,105.00,100.00,105.00,1120.00,115950.00,103.00,2.00
34,Kumari Bank Limited,6,244.00,238.00,243.00,731.00,176457.00,244.00,-1.00
