S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Agriculture Development Bank Limited,28,140.00,136.00,139.00,1957.00,269835.00,139.00,0.00
2,Alpine Development Bank Limited,48,166.00,164.00,166.00,560.00,92410.00,163.00,3.00
3,Arun Valley Hydropower Development Co. Ltd.,10,482.00,474.00,482.00,706.00,337548.00,474.00,8.00
4,Bagheshwori Development Bank Limited,2,408.00,400.00,400.00,1000.00,400096.00,416.00,-16.00
5,Bank of Asia Nepal Limited,21,271.00,262.00,270.00,1020.00,271700.00,260.00,10.00
6,Bank of Kathmandu Ltd.,4,603.00,600.00,601.00,372.00,223481.00,615.00,-14.00
7,Best Finance Company Ltd.,5,204.00,194.00,204.00,135.00,26740.00,191.00,13.00
8,Business Universal Development Bank Ltd.,6,159.00,147.00,159.00,180.00,27340.00,145.00,14.00
9,Butwal Power Company Limited,1,687.00,687.00,687.00,100.00,68700.00,700.00,-13.00
10,Capital Merchant Bank & Finance Co. Ltd.,14,142.00,132.00,132.00,2083.00,278193.00,144.00,-12.00
11,Chilime Hydropower Company Limited,3,1045.00,1030.00,1045.00,1050.00,1094250.00,1050.00,-5.00
12,Citizen Bank International Limited,16,242.00,239.00,239.00,690.00,165440.00,242.00,-3.00
13,Civil Merchant Bittiya Santha Ltd.,1,176.00,176.00,176.00,40.00,7040.00,179.00,-3.00
14,Clean Energy Development Bank Limited,3,255.00,253.00,253.00,200.00,50700.00,258.00,-5.00
15,Crystal Finance Ltd.,2,211.00,211.00,211.00,40.00,8440.00,214.00,-3.00
16,Deva Bikas Bank Limited,6,168.00,156.00,165.00,107.00,17367.00,153.00,12.00
17,Everest Bank Limited,5,1111.00,1071.00,1111.00,94.00,102534.00,1050.00,61.00
18,Excel Development Bank Ltd.,3,331.00,319.00,331.00,40.00,12940.00,313.00,18.00
19,Gandaki Bikas Bank Limited,4,214.00,203.00,203.00,70.00,14490.00,225.00,-22.00
20,Garima Bikas Bank Limited,253,163.00,155.00,159.00,6620.00,1065700.00,160.00,-1.00
21,Gaurishankar Development Bank Ltd.,123,147.00,143.00,145.00,1320.00,190860.00,143.00,2.00
22,Global IME Bank Limited,12,226.00,223.00,225.00,1055.00,237545.00,225.00,0.00
23,Gorkha Finance Ltd.,4,142.00,140.00,142.00,673.00,94914.00,138.00,4.00
24,Grand Bank Nepal Limited,3,198.00,195.00,195.00,3276.00,645756.00,198.00,-3.00
25,Gurkhas Finance Ltd.,2,141.00,141.00,141.00,652.00,91932.00,141.00,0.00
