S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Agriculture Development Bank Limited,24,122.00,118.00,118.00,2242.00,268962.00,122.00,-4.00
2,Api Finance Limited,3,153.00,153.00,153.00,60.00,9180.00,153.00,0.00
3,Arun Valley Hydropower Development Co. Ltd.,8,393.00,386.00,386.00,280.00,109326.00,395.00,-9.00
4,Asian Life Insurance Co. Limited,14,196.00,188.00,188.00,1110.00,214050.00,196.00,-8.00
5,Bank of Asia Nepal Limited,9,143.00,133.00,134.00,525.00,72365.00,145.00,-11.00
6,Bank of Kathmandu Ltd.,33,439.00,426.00,426.00,3345.00,1441915.00,443.00,-17.00
7,Biratlaxmi Bikas Bank Limited,1,138.00,138.00,138.00,29.00,4002.00,136.00,2.00
8,Business Universal Development Bank Ltd.,1,145.00,145.00,145.00,20.00,2900.00,143.00,2.00
9,Butwal Power Company Limited,9,443.00,419.00,420.00,840.00,357130.00,411.00,9.00
10,Capital Merchant Bank & Finance Co. Ltd.,3,142.00,140.00,140.00,1631.00,228420.00,144.00,-4.00
11,Chilime Hydropower Company Limited,8,831.00,815.00,815.00,1300.00,1072100.00,841.00,-26.00
12,Citizen Bank International Limited,6,173.00,167.00,167.00,270.00,45480.00,173.00,-6.00
13,Crystal Finance Ltd.,1,143.00,143.00,143.00,10.00,1430.00,145.00,-2.00
14,Deprosc Laghubitta Bittiya Sanstha Limited,2,234.00,233.00,233.00,82.00,19158.00,230.00,3.00
15,Everest Bank Limited,10,899.00,856.00,899.00,1046.00,906909.00,895.00,4.00
16,Gandaki Bikas Bank Limited,21,109.00,105.00,105.00,650.00,70110.00,110.00,-5.00
17,Garima Bikas Bank Limited,54,122.00,116.00,116.00,1980.00,233910.00,123.00,-7.00
18,Gaurishankar Development Bank Ltd.,26,118.00,115.00,115.00,260.00,30450.00,120.00,-5.00
19,Global IME Bank Limited,14,159.00,155.00,155.00,1490.00,236145.00,162.00,-7.00
20,Grand Bank Nepal Limited,2,126.00,124.00,124.00,190.00,23596.00,128.00,-4.00
21,Himalayan Bank Limited,9,478.00,466.00,466.00,596.00,281338.00,470.00,-4.00
22,Himalayan Finance Limited (Bittiya Sanstha),31,78.00,76.00,76.00,1090.00,83570.00,77.00,-1.00
23,ICFC Finance Limited,3,140.00,138.00,140.00,208.00,28824.00,142.00,-2.00
24,Infrastructure Development Bank Ltd.,6,99.00,98.00,99.00,632.00,61976.00,100.00,-1.00
25,Jyoti Bikas Bank Limited,24,102.00,95.00,102.00,1240.00,119710.00,100.00,2.00
26,Kankai Bikas Bank Ltd.,1,100.00,100.00,100.00,10.00,1000.00,99.00,1.00
27,Karnali Development Bank Limited,54,95.00,93.00,93.00,540.00,50650.00,93.00,0.00
28,Kaski Finance Limited,1,144.00,144.00,144.00,10.00,1440.00,142.00,2.00
