S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Agriculture Development Bank Limited,34,131.00,128.00,131.00,1918.00,248828.00,131.00,0.00
2,Alpine Development Bank Limited,23,106.00,104.00,104.00,310.00,32440.00,108.00,-4.00
3,Arun Valley Hydropower Development Co. Ltd.,18,407.00,391.00,405.00,479.00,191855.00,415.00,-10.00
4,Asian Life Insurance Co. Limited,10,190.00,185.00,190.00,1590.00,295180.00,188.00,2.00
5,Axis Development Bank Limited,9,102.00,98.00,102.00,9710.00,979825.00,98.00,4.00
6,Bank of Asia Nepal Limited,8,161.00,159.00,161.00,300.00,47940.00,159.00,2.00
7,Bank of Kathmandu Ltd.,11,490.00,485.00,490.00,1935.00,940479.00,490.00,0.00
8,Biratlaxmi Bikas Bank Limited,6,142.00,138.00,142.00,247.00,34582.00,136.00,6.00
9,Butwal Power Company Limited,5,590.00,546.00,546.00,210.00,118840.00,602.00,-56.00
10,Chilime Hydropower Company Limited,1,892.00,892.00,892.00,500.00,446000.00,875.00,17.00
11,Citizen Bank International Limited,4,200.00,196.00,199.00,770.00,152080.00,204.00,-5.00
12,Citizen Investment Trust,9,697.00,685.00,697.00,511.00,351006.00,700.00,-3.00
13,Clean Energy Development Bank Limited,3,175.00,172.00,175.00,586.00,102520.00,172.00,3.00
14,Deva Bikas Bank Limited,4,111.00,109.00,109.00,119.00,13073.00,111.00,-2.00
15,Everest Bank Limited,13,998.00,936.00,998.00,475.00,451550.00,956.00,42.00
16,Gandaki Bikas Bank Limited,31,109.00,105.00,107.00,1340.00,143840.00,110.00,-3.00
17,Garima Bikas Bank Limited,112,134.00,123.00,134.00,2480.00,317320.00,128.00,6.00
18,Gaurishankar Development Bank Ltd.,34,132.00,128.00,128.00,340.00,44240.00,130.00,-2.00
19,Global IME Bank Limited,15,193.00,187.00,188.00,1335.00,253510.00,190.00,-2.00
