S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Ace Development Bank Ltd.,1,236.00,236.00,236.00,185.00,43660.00,232.00,4.00
2,Agriculture Development Bank Limited,74,150.00,138.00,138.00,3739.00,521762.00,153.00,-15.00
3,Api Finance Limited,10,226.00,221.00,226.00,170.00,37750.00,219.00,7.00
4,Arun Valley Hydropower Development Co. Ltd.,31,408.00,405.00,408.00,980.00,398034.00,408.00,0.00
5,Asian Life Insurance Co. Limited,102,235.00,224.00,233.00,6170.00,1434210.00,221.00,12.00
6,Axis Development Bank Limited,23,127.00,119.00,120.00,2500.00,305340.00,129.00,-9.00
7,Bank of Asia Nepal Limited,35,258.00,231.00,257.00,2555.00,636025.00,239.00,18.00
8,Bank of Kathmandu Ltd.,21,700.00,681.00,697.00,3894.00,2692218.00,681.00,16.00
9,Bhrikuti Vikash Bank Limited,3,287.00,282.00,287.00,2756.00,789087.00,287.00,0.00
10,Birgunj Finance Ltd.,1,160.00,160.00,160.00,2203.00,352480.00,158.00,2.00
11,Capital Merchant Bank & Finance Co. Ltd.,2,172.00,169.00,169.00,510.00,86220.00,175.00,-6.00
12,Chilime Hydropower Company Limited,5,915.00,900.00,915.00,1360.00,1231900.00,908.00,7.00
13,Citizen Bank International Limited,16,293.00,280.00,293.00,730.00,210080.00,290.00,3.00
14,City Express Finance Co. Limited,2,195.00,195.00,195.00,60.00,11700.00,198.00,-3.00
15,Clean Energy Development Bank Limited,3,214.00,214.00,214.00,60.00,12840.00,214.00,0.00
16,Crystal Finance Ltd.,8,238.00,237.00,237.00,110.00,26130.00,238.00,-1.00
17,Deva Bikas Bank Limited,40,154.00,150.00,153.00,784.00,119472.00,153.00,0.00
18,Everest Bank Limited,16,1130.00,1080.00,1130.00,958.00,1044201.00,1138.00,-8.00
19,Everest Bank Limited Con. Pref.,75,770.00,770.00,770.00,750.00,577500.00,784.00,-14.00
20,Everest Insurance Co. Ltd.,3,290.00,285.00,290.00,79.00,22845.00,295.00,-5.00
21,Global IME Bank Limited,20,221.00,215.00,221.00,1480.00,321580.00,217.00,4.00
22,Grand Bank Nepal Limited,7,224.00,218.00,220.00,1610.00,354658.00,222.00,-2.00
23,Gurkhas Finance Ltd.,1,171.00,171.00,171.00,10.00,1710.00,168.00,3.00
24,Himalayan Bank Limited,5,705.00,696.00,705.00,800.00,558800.00,690.00,15.00
25,IME Financial Institution,3,490.00,481.00,481.00,190.00,92290.00,500.00,-19.00
26,Imperial Financial Inst. Ltd.,29,213.00,213.00,213.00,580.00,123540.00,217.00,-4.00
27,Infrastructure Development Bank Ltd.,6,142.00,141.00,141.00,336.00,47464.00,143.00,-2.00
28,Kaski Finance Limited,9,229.00,223.00,225.00,910.00,205140.00,225.00,0.00
29,Kasthamandap Development Bank Limited,18,192.00,187.00,187.00,700.00,132140.00,190.00,-3.00
30,Kumari Bank Limited,8,390.00,380.00,387.00,419.00,160325.00,380.00,7.00
31,Life Insurance Co. Nepal,4,588.00,575.00,588.00,140.00,80960.00,576.00,12.00
32,Lord Buddha Finance Limited,2,170.00,170.00,170.00,32.00,5440.00,173.00,-3.00
33,Lumbini Bank Limited,15,271.00,255.00,268.00,4475.00,1172278.00,261.00,7.00
34,Lumbini Bikas Bank Ltd.,12,239.00,234.00,235.00,520.00,122270.00,234.00,1.00
35,Lumbini Finance Ltd.,1,252.00,252.00,252.00,103.00,25956.00,250.00,2.00
36,Machhapuchhre Bank Limited,12,259.00,250.00,255.00,2856.00,719657.00,260.00,-5.00
37,Mahakali Bikas Bank Limited,1,228.00,228.00,228.00,10.00,2280.00,228.00,0.00
38,Miteri Development Bank Limited,12,190.00,190.00,190.00,200.00,38000.00,190.00,0.00
39,Nabil Bank Limited,10,1871.00,1750.00,1871.00,620.00,1120270.00,1750.00,121.00
40,National Hydro Power Company Limited,1,47.40,47.40,47.40,300.00,14220.00,48.00,-0.60
41,Nepal Bangladesh Bank Limited,12,204.00,194.00,200.00,5470.00,1086930.00,191.00,9.00
42,Nepal Credit And Commercial Bank Limited,17,224.00,211.00,216.00,2470.00,533700.00,225.00,-9.00
43,Nepal Doorsanchar Comapany Limited,1,449.00,449.00,449.00,110.00,49390.00,451.00,-2.00
44,Nepal Investment Bank Limited,5,683.00,670.00,683.00,671.00,451208.00,660.00,23.00
45,Nepal SBI Bank Limited,7,660.00,635.00,660.00,1457.00,936920.00,639.00,21.00
46,Nerude Laghubita Bikas Bank Limited,4,452.00,448.00,452.00,60.00,27000.00,448.00,4.00
47,NIC Asia Bank Ltd.,4,517.00,506.00,516.00,718.00,368145.00,511.00,5.00
48,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,2,300.00,300.00,300.00,71.00,21300.00,300.00,0.00
49,NMB Bank Limited,10,285.00,270.00,270.00,4114.00,1127295.00,280.00,-10.00
50,Pathibhara Bikas Bank Limited,31,142.00,138.00,140.00,1250.00,174120.00,138.00,2.00
51,Prabhu  Bank Limited,2,173.00,170.00,173.00,790.00,135170.00,170.00,3.00
52,Prime Commercial Bank Ltd.,39,455.00,440.00,455.00,2672.00,1201657.00,448.00,7.00
53,Prime Life Insurance Company Limited,96,205.00,200.00,205.00,2720.00,555520.00,201.00,4.00
54,Public Development Bank Limited,29,129.00,127.00,129.00,540.00,69130.00,130.00,-1.00
55,Rastriya Beema Company Limited,1,339.00,339.00,339.00,180.00,61020.00,344.00,-5.00
56,Resunga Bikas Bank Limited,3,225.00,225.00,225.00,40.00,9000.00,225.00,0.00
57,Sagarmatha  Finance Limited,5,223.00,215.00,223.00,140.00,30920.00,211.00,12.00
58,Sahayogi Bikas Bank Limited,3,281.00,271.00,281.00,30.00,8280.00,266.00,15.00
59,Sewa Bikas Bank Limited,7,283.00,268.00,268.00,70.00,19060.00,288.00,-20.00
60,Shikhar Finance Limited,4,147.00,144.00,144.00,200.00,28880.00,191.00,-47.00
61,Siddhartha Bank Limited,14,316.00,302.00,315.00,1723.00,531832.00,312.00,3.00
62,Soaltee Hotel Limited,1,224.00,224.00,224.00,282.00,63168.00,228.00,-4.00
63,Society Development Bank Ltd.,17,153.00,148.00,153.00,680.00,102360.00,150.00,3.00
64,Standard Chartered Bank Limited,39,2315.00,2202.00,2300.00,3052.00,6841003.00,2240.00,60.00
65,Sunrise Bank Limited,9,232.00,229.00,232.00,530.00,122000.00,233.00,-1.00
66,Supreme Development Bank Ltd.,7,125.00,123.00,125.00,1663.00,206775.00,124.00,1.00
67,United Finance Ltd.,1,220.00,220.00,220.00,187.00,41140.00,220.00,0.00
68,Universal Finance Ltd.,2,176.00,173.00,176.00,27.00,4701.00,170.00,6.00
