S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Apex Development Bank Ltd.,1,246.00,246.00,246.00,100.00,24600.00,251.00,-5.00
2,Arun Valley Hydropower Development Co. Ltd.,35,464.00,450.00,464.00,960.00,437978.00,457.00,7.00
3,Asian Life Insurance Co. Limited,103,245.00,235.00,242.00,5520.00,1334000.00,244.00,-2.00
4,Axis Development Bank Limited,1,155.00,155.00,155.00,20.00,3100.00,158.00,-3.00
5,Bank of Asia Nepal Limited,9,265.00,260.00,260.00,570.00,150090.00,265.00,-5.00
6,Bank of Kathmandu Ltd.,16,860.00,838.00,860.00,917.00,775585.00,850.00,10.00
7,Best Finance Company Ltd.,1,339.00,339.00,339.00,50.00,16950.00,339.00,0.00
8,Biratlaxmi Bikas Bank Limited,6,335.00,332.00,332.00,115.00,38279.00,333.00,-1.00
9,Birgunj Finance Ltd.,3,189.00,186.00,186.00,238.00,44682.00,187.00,-1.00
10,Butwal Power Company Limited,4,920.00,902.00,902.00,1484.00,1349228.00,928.00,-26.00
11,Capital Merchant Bank & Finance Co. Ltd.,1,220.00,220.00,220.00,85.00,18700.00,220.00,0.00
12,Chilime Hydropower Company Limited,4,938.00,920.00,933.00,2580.00,2380590.00,928.00,5.00
13,Citizen Bank International Limited,26,515.00,505.00,509.00,1290.00,656050.00,512.00,-3.00
14,Citizen Investment Trust,1,530.00,530.00,530.00,25.00,13250.00,536.00,-6.00
15,Civil Merchant Bittiya Santha Ltd.,20,191.00,191.00,191.00,800.00,152800.00,194.00,-3.00
16,Clean Energy Development Bank Limited,7,605.00,595.00,599.00,440.00,263320.00,600.00,-1.00
17,Deva Bikas Bank Limited,8,182.00,180.00,180.00,319.00,57931.00,181.00,-1.00
18,Everest Bank Limited,8,1500.00,1470.00,1497.00,582.00,859588.00,1500.00,-3.00
19,Everest Insurance Co. Ltd.,2,325.00,319.00,319.00,53.00,17105.00,322.00,-3.00
20,Fewa Finance Co. Ltd.,3,320.00,310.00,320.00,30.00,9460.00,306.00,14.00
21,Global IME Bank Limited,3,250.00,244.00,244.00,335.00,82820.00,255.00,-11.00
22,Grand Bank Nepal Limited,7,258.00,250.00,250.00,2706.00,679238.00,253.00,-3.00
23,Gurkha Development Bank Limited,17,359.00,359.00,359.00,340.00,122060.00,359.00,0.00
24,Infrastructure Development Bank Ltd.,4,255.00,244.00,255.00,140.00,34880.00,243.00,12.00
25,Kasthamandap Development Bank Limited,51,244.00,239.00,240.00,850.00,204930.00,237.00,3.00
26,Kumari Bank Limited,6,435.00,426.00,435.00,502.00,217576.00,430.00,5.00
27,Lalitpur Finance Ltd.,3,418.00,402.00,418.00,60.00,24600.00,395.00,23.00
28,Laxmi Bank Limited,23,562.00,515.00,562.00,1381.00,717390.00,525.00,37.00
29,Life Insurance Co. Nepal,7,600.00,588.00,588.00,550.00,329880.00,601.00,-13.00
30,Lord Buddha Finance Limited,4,187.00,187.00,187.00,84.00,15708.00,187.00,0.00
31,Lumbini Bank Limited,4,293.00,289.00,289.00,414.00,119982.00,290.00,-1.00
32,Lumbini Bikas Bank Ltd.,38,280.00,275.00,275.00,840.00,232600.00,275.00,0.00
33,Lumbini Finance Ltd.,1,255.00,255.00,255.00,25.00,6375.00,255.00,0.00
34,Machhapuchhre Bank Limited,2,299.00,294.00,294.00,182.00,53923.00,299.00,-5.00
35,Maha Laxmi Finance Ltd.,7,313.00,288.00,288.00,168.00,50876.00,319.00,-31.00
36,Mahakali Bikas Bank Limited,4,245.00,241.00,241.00,70.00,16970.00,249.00,-8.00
37,Mahalaxmi BikasBank Limited,3,175.00,169.00,169.00,106.00,18262.00,178.00,-9.00
38,Miteri Development Bank Limited,1,255.00,255.00,255.00,20.00,5100.00,260.00,-5.00
39,Nabil Bank Limited,10,2215.00,2120.00,2215.00,720.00,1535695.00,2160.00,55.00
40,National Hydro Power Company Limited,7,53.00,51.00,51.00,3800.00,196900.00,52.00,-1.00
41,National Life Insurance Co. Ltd.,1,486.00,486.00,486.00,147.00,71442.00,486.00,0.00
42,Neco Insurance Co. Ltd.,1,107.00,107.00,107.00,22.00,2354.00,105.00,2.00
43,Nepal Bangladesh Bank Limited,3,230.00,228.00,228.00,1240.00,283110.00,226.00,2.00
44,Nepal Credit And Commercial Bank Limited,5,262.00,252.00,257.00,310.00,79270.00,257.00,0.00
45,Nepal Investment Bank Limited,1,715.00,715.00,715.00,88.00,62920.00,710.00,5.00
46,Nepal SBI Bank Limited,5,750.00,736.00,740.00,641.00,472768.00,750.00,-10.00
47,Nepal Shree Lanka Merchant Banking & Finance Ltd,2,58.00,57.00,58.00,590.00,34130.00,56.00,2.00
48,NIC Asia Bank Ltd.,3,635.00,623.00,635.00,653.00,412375.00,635.00,0.00
49,NMB Bank Limited,3,281.00,278.00,278.00,200.00,55942.00,281.00,-3.00
50,Patan Finance Limited,1,169.00,169.00,169.00,40.00,6760.00,170.00,-1.00
51,Pathibhara Bikas Bank Limited,2,199.00,199.00,199.00,20.00,3980.00,196.00,3.00
52,Prabhu  Bank Limited,1,203.00,203.00,203.00,1488.00,302064.00,207.00,-4.00
53,Prime Commercial Bank Ltd.,23,480.00,470.00,470.00,1221.00,582969.00,478.00,-8.00
54,Public Development Bank Limited,82,147.00,145.00,146.00,2180.00,318570.00,147.00,-1.00
55,Rastriya Beema Company Limited,14,348.00,340.00,348.00,615.00,210390.00,336.00,12.00
56,Reliable Development Bank Limited,2,352.00,352.00,352.00,48.00,16896.00,352.00,0.00
57,Royal Merchant Bank & Finance Co. Ltd. Promoter Share,2,223.00,223.00,223.00,19500.00,4348500.00,227.00,-4.00
58,Sagarmatha  Finance Limited,4,197.00,194.00,197.00,145.00,28430.00,194.00,3.00
59,Siddhartha Insurance Ltd.,20,129.00,129.00,129.00,200.00,25800.00,129.00,0.00
60,Soaltee Hotel Limited,5,245.00,229.00,229.00,4171.00,993023.00,249.00,-20.00
61,Standard Chartered Bank Limited,10,2950.00,2905.00,2925.00,1122.00,3268910.00,2925.00,0.00
62,Sunrise Bank Limited,14,256.00,252.00,256.00,830.00,210240.00,260.00,-4.00
63,Supreme Development Bank Ltd.,23,132.00,129.00,132.00,2215.00,286470.00,129.00,3.00
