S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Agriculture Development Bank Limited,178,149.00,138.00,145.00,8172.00,1171563.00,145.00,0.00
2,Alpic Everest Finance Limited Promotor Share,2,170.00,170.00,170.00,4900.00,833000.00,170.00,0.00
3,Alpine Development Bank Limited,55,197.00,181.00,181.00,860.00,156170.00,201.00,-20.00
4,Apex Development Bank Ltd.,1,184.00,184.00,184.00,10.00,1840.00,182.00,2.00
5,Arun Valley Hydropower Development Co. Ltd.,64,477.00,464.00,475.00,1700.00,802046.00,475.00,0.00
6,Asian Life Insurance Co. Limited,86,244.00,232.00,244.00,4400.00,1062000.00,243.00,1.00
7,Axis Development Bank Limited,10,135.00,133.00,135.00,260.00,34820.00,133.00,2.00
8,Bank of Asia Nepal Limited,10,285.00,262.00,285.00,670.00,183700.00,272.00,13.00
9,Bank of Kathmandu Ltd.,3,615.00,610.00,610.00,200.00,122500.00,615.00,-5.00
10,Biratlaxmi Bikas Bank Limited,10,330.00,320.00,330.00,809.00,261273.00,319.00,11.00
11,Birgunj Finance Ltd.,6,168.00,162.00,168.00,1514.00,250230.00,161.00,7.00
12,Capital Merchant Bank & Finance Co. Ltd.,4,146.00,141.00,146.00,708.00,101684.00,139.00,7.00
13,Central Finance Co. Ltd.,13,292.00,268.00,268.00,643.00,177882.00,297.00,-29.00
14,Chilime Hydropower Company Limited,2,940.00,940.00,940.00,440.00,413600.00,950.00,-10.00
15,Citizen Bank International Limited,8,300.00,289.00,293.00,330.00,96530.00,297.00,-4.00
16,Civil Merchant Bittiya Santha Ltd.,2,211.00,211.00,211.00,40.00,8440.00,210.00,1.00
17,Clean Energy Development Bank Limited,6,250.00,246.00,246.00,360.00,88760.00,250.00,-4.00
18,Crystal Finance Ltd.,9,235.00,232.00,235.00,140.00,32780.00,232.00,3.00
19,Deva Bikas Bank Limited,12,196.00,187.00,190.00,545.00,105242.00,200.00,-10.00
20,Everest Bank Limited,5,1127.00,1085.00,1105.00,381.00,418487.00,1105.00,0.00
21,Everest Finance Ltd.,1,400.00,400.00,400.00,100.00,40000.00,400.00,0.00
22,Global IME Bank Limited,3,236.00,232.00,232.00,70.00,16280.00,236.00,-4.00
23,Grand Bank Nepal Limited,4,245.00,245.00,245.00,417.00,102165.00,241.00,4.00
24,Gurkha Development Bank Limited,77,245.00,229.00,229.00,1685.00,400607.00,250.00,-21.00
25,ICFC Finance Limited,3,260.00,254.00,260.00,1088.00,276660.00,255.00,5.00
26,IME Financial Institution,1,455.00,455.00,455.00,100.00,45500.00,460.00,-5.00
27,Imperial Financial Inst. Ltd.,1,161.00,161.00,161.00,70.00,11270.00,163.00,-2.00
28,Kaski Finance Limited,1,232.00,232.00,232.00,20.00,4640.00,236.00,-4.00
29,Kasthamandap Development Bank Limited,64,198.00,195.00,197.00,2580.00,509760.00,195.00,2.00
30,Kumari Bank Limited,1,368.00,368.00,368.00,20.00,7360.00,364.00,4.00
31,Lord Buddha Finance Limited,4,176.00,170.00,176.00,120.00,20760.00,167.00,9.00
32,Lumbini Bank Limited,3,260.00,260.00,260.00,166.00,43160.00,260.00,0.00
33,Lumbini Bikas Bank Ltd.,13,225.00,224.00,224.00,760.00,170690.00,224.00,0.00
34,Machhapuchhre Bank Limited,1,270.00,270.00,270.00,13.00,3510.00,270.00,0.00
35,Mahakali Bikas Bank Limited,5,240.00,240.00,240.00,50.00,12000.00,236.00,4.00
36,Mahalaxmi Bikas Bank Ltd.,242,130.00,124.00,126.00,11230.00,1435510.00,129.00,-3.00
37,Nabil Bank Limited,6,1460.00,1445.00,1450.00,308.00,446438.00,1450.00,0.00
38,Narayani National Finance Limited,1,181.00,181.00,181.00,100.00,18100.00,184.00,-3.00
39,National Hydro Power Company Limited,3,43.46,41.77,43.46,1400.00,58984.00,42.62,0.84
40,Nava Durga Finance Co. Ltd.,1,189.00,189.00,189.00,53.00,10017.00,189.00,0.00
41,Nepal Credit And Commercial Bank Limited,1,196.00,196.00,196.00,470.00,92120.00,200.00,-4.00
42,Nepal Doorsanchar Comapany Limited,9,462.00,455.00,460.00,1550.00,710700.00,462.00,-2.00
43,Nepal Finance Ltd.,3,256.00,251.00,251.00,440.00,111915.00,256.00,-5.00
44,Nepal Investment Bank Limited,1,616.00,616.00,616.00,66.00,40656.00,620.00,-4.00
45,Nepal Life Insurance Co. Ltd.,3,647.00,635.00,635.00,265.00,169475.00,635.00,0.00
46,Nepal SBI Bank Limited,2,700.00,690.00,700.00,297.00,205880.00,698.00,2.00
47,Nerude Laghubita Bikas Bank Limited,5,534.00,524.00,534.00,70.00,37070.00,534.00,0.00
48,NIC Asia Bank Ltd.,4,550.00,545.00,545.00,836.00,456420.00,553.00,-8.00
49,NIDC Capital Markets Ltd.,3,490.00,480.00,490.00,577.00,278779.00,489.00,1.00
50,NMB Bank Limited,7,250.00,245.00,248.00,859.00,211285.00,242.00,6.00
51,Om Development Bank Ltd.,36,226.00,216.00,224.00,790.00,175220.00,224.00,0.00
52,Paschimanchal Finance Co. Ltd.,3,220.00,212.00,220.00,1251.00,266468.00,208.00,12.00
53,Pathibhara Bikas Bank Limited,17,169.00,166.00,166.00,230.00,38660.00,170.00,-4.00
54,Prabhu  Bank Limited,10,206.00,192.00,192.00,1310.00,259560.00,210.00,-18.00
55,Prime Life Insurance Company Limited,53,201.00,196.00,197.00,2060.00,406020.00,198.00,-1.00
56,Progressive Finance Limited Promoter Share,8,150.00,148.00,150.00,116930.00,17539400.00,146.00,4.00
57,Public Development Bank Limited,46,131.00,131.00,131.00,660.00,86460.00,133.00,-2.00
58,Resunga Bikas Bank Limited,12,245.00,242.00,243.00,130.00,31590.00,242.00,1.00
59,Salt Trading Corporation,1,307.00,307.00,307.00,60.00,18420.00,313.00,-6.00
60,Sewa Bikas Bank Limited,106,178.00,170.00,172.00,1620.00,280000.00,178.00,-6.00
61,Shikhar Finance Limited,22,147.00,144.00,145.00,590.00,85880.00,146.00,-1.00
62,Shikhar Insurance Co. Ltd.,5,304.00,298.00,298.00,50.00,14960.00,310.00,-12.00
63,Siddhartha Bank Limited,4,330.00,324.00,325.00,160.00,52006.00,330.00,-5.00
64,Siddhartha Development Bank Ltd.,2,171.00,170.00,170.00,619.00,105620.00,173.00,-3.00
65,Society Development Bank Ltd.,26,172.00,166.00,169.00,1544.00,260736.00,171.00,-2.00
66,Standard Chartered Bank Limited,9,2195.00,2170.00,2191.00,551.00,1203091.00,2187.00,4.00
