S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Ace Development Bank Ltd.,4,275.00,270.00,275.00,1000.00,270500.00,265.00,10.00
2,Arun Valley Hydropower Development Co. Ltd.,19,450.00,440.00,450.00,490.00,217934.00,451.00,-1.00
3,Asian Life Insurance Co. Limited,97,242.00,235.00,240.00,3440.00,824120.00,238.00,2.00
4,Bank of Asia Nepal Limited,8,265.00,248.00,248.00,240.00,61760.00,265.00,-17.00
5,Bank of Kathmandu Ltd.,22,857.00,834.00,857.00,2182.00,1825064.00,835.00,22.00
6,Biratlaxmi Bikas Bank Limited,14,341.00,333.00,333.00,234.00,78547.00,338.00,-5.00
7,Chilime Hydropower Company Limited,4,983.00,928.00,983.00,300.00,286600.00,910.00,73.00
8,Citizen Bank International Limited,44,501.00,490.00,500.00,1940.00,959520.00,501.00,-1.00
9,Citizen Investment Trust,2,530.00,530.00,530.00,100.00,53000.00,530.00,0.00
10,Clean Energy Development Bank Limited,4,601.00,585.00,585.00,260.00,154260.00,600.00,-15.00
11,Deva Bikas Bank Limited,12,178.00,173.00,175.00,757.00,132877.00,180.00,-5.00
12,Everest Bank Limited,4,1557.00,1540.00,1557.00,103.00,159770.00,1528.00,29.00
13,Everest Bank Limited Con. Pref.,37,870.00,870.00,870.00,370.00,321900.00,900.00,-30.00
14,Everest Insurance Co. Ltd.,3,313.00,313.00,313.00,150.00,46950.00,319.00,-6.00
15,Global IME Bank Limited,4,256.00,254.00,256.00,195.00,49680.00,251.00,5.00
16,Grand Bank Nepal Limited,3,260.00,255.00,260.00,294.00,75770.00,255.00,5.00
17,Gurkha Development Bank Limited,36,397.00,355.00,397.00,2824.00,1038397.00,362.00,35.00
18,Himalayan Bank Limited,1,832.00,832.00,832.00,94.00,78208.00,830.00,2.00
19,ICFC Finance Limited,26,285.00,277.00,277.00,1310.00,370218.00,288.00,-11.00
20,Infrastructure Development Bank Ltd.,3,270.00,265.00,270.00,170.00,45400.00,275.00,-5.00
21,Kasthamandap Development Bank Limited,17,235.00,230.00,231.00,610.00,140960.00,231.00,0.00
22,Kumari Bank Limited,5,440.00,432.00,435.00,806.00,350612.00,448.00,-13.00
23,Laxmi Bank Limited,1,570.00,570.00,570.00,40.00,22800.00,570.00,0.00
24,Life Insurance Co. Nepal,1,574.00,574.00,574.00,150.00,86100.00,585.00,-11.00
25,Lumbini Bank Limited,4,299.00,294.00,294.00,1257.00,372216.00,294.00,0.00
26,Lumbini Bikas Bank Ltd.,5,275.00,270.00,275.00,220.00,59500.00,275.00,0.00
27,Lumbini General Insurance Co. Ltd.,15,165.00,165.00,165.00,300.00,49500.00,166.00,-1.00
28,Machhapuchhre Bank Limited,1,289.00,289.00,289.00,314.00,90746.00,294.00,-5.00
29,Mahakali Bikas Bank Limited,7,242.00,242.00,242.00,80.00,19360.00,241.00,1.00
30,Mahalaxmi BikasBank Limited,1,168.00,168.00,168.00,832.00,139776.00,171.00,-3.00
31,Miteri Development Bank Limited,18,240.00,218.00,218.00,350.00,78520.00,242.00,-24.00
32,Nabil Bank Limited,7,2167.00,2150.00,2150.00,510.00,1096670.00,2125.00,25.00
33,Narayani National Finance Limited,3,246.00,241.00,241.00,550.00,134950.00,245.00,-4.00
34,National Hydro Power Company Limited,7,52.00,49.00,52.00,1010.00,50904.00,49.00,3.00
35,Nava Durga Finance Co. Ltd.,1,234.00,234.00,234.00,100.00,23400.00,234.00,0.00
36,NCM Mutual Fund,2,31.83,31.21,31.83,1200.00,38010.00,30.60,1.23
37,Nepal Bangladesh Bank Limited,5,235.00,232.00,232.00,1900.00,441900.00,232.00,0.00
38,Nepal Doorsanchar Comapany Limited,2,456.00,456.00,456.00,1000.00,456000.00,456.00,0.00
39,Nepal Housing & Merchant Finance Ltd.,1,224.00,224.00,224.00,20.00,4480.00,220.00,4.00
40,Nepal Investment Bank Limited,13,704.00,690.00,704.00,1099.00,765120.00,704.00,0.00
41,Nepal SBI Bank Limited,3,754.00,750.00,750.00,306.00,229656.00,740.00,10.00
42,Nepal Shree Lanka Merchant Banking & Finance Ltd,2,59.00,59.00,59.00,1030.00,60770.00,59.00,0.00
43,NIC Asia Bank Ltd.,3,631.00,630.00,630.00,548.00,345340.00,630.00,0.00
44,NMB Bank Limited,1,273.00,273.00,273.00,132.00,36036.00,278.00,-5.00
45,Prabhu  Bank Limited,2,200.00,197.00,197.00,450.00,89250.00,204.00,-7.00
46,Prabhu Insurance Ltd.,7,143.00,143.00,143.00,27000.00,3861000.00,145.00,-2.00
47,Prime Commercial Bank Ltd.,9,482.00,480.00,480.00,385.00,185031.00,480.00,0.00
48,Prime Life Insurance Company Limited,2,370.00,370.00,370.00,20.00,7400.00,0.00,370.00
49,Public Development Bank Limited,29,150.00,150.00,150.00,730.00,109500.00,148.00,2.00
50,Reliable Development Bank Limited,8,350.00,332.00,332.00,120.00,40968.00,350.00,-18.00
51,Resunga Bikas Bank Limited,3,245.00,241.00,241.00,100.00,24460.00,242.00,-1.00
52,Siddhartha Bank Limited,5,433.00,420.00,433.00,1122.00,471994.00,418.00,15.00
53,Siddhartha Insurance Ltd.,63,133.00,131.00,133.00,840.00,110100.00,129.00,4.00
54,Standard Chartered Bank Limited,7,3100.00,3000.00,3100.00,185.00,561175.00,3012.00,88.00
55,Sunrise Bank Limited,30,255.00,250.00,252.00,2160.00,544330.00,256.00,-4.00
56,Supreme Development Bank Ltd.,1,131.00,131.00,131.00,3500.00,458500.00,131.00,0.00
