S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Ace Development Bank Ltd.,2,244.00,240.00,240.00,754.00,183576.00,248.00,-8.00
2,Agriculture Development Bank Limited,2,255.00,250.00,250.00,40.00,10150.00,0.00,250.00
3,Api Finance Limited,3,236.00,232.00,236.00,60.00,14000.00,232.00,4.00
4,Arun Valley Hydropower Development Co. Ltd.,42,440.00,426.00,440.00,814.00,350528.00,426.00,14.00
5,Asian Life Insurance Co. Limited,29,235.00,230.00,230.00,1550.00,359140.00,232.00,-2.00
6,Bagheshwori Development Bank Limited,1,495.00,495.00,495.00,20.00,9900.00,495.00,0.00
7,Bank of Asia Nepal Limited,25,258.00,252.00,257.00,2970.00,756460.00,255.00,2.00
8,Bank of Kathmandu Ltd.,18,698.00,683.00,685.00,2114.00,1453374.00,712.00,-27.00
9,Bhrikuti Vikash Bank Limited,1,287.00,287.00,287.00,541.00,155267.00,287.00,0.00
10,Biratlaxmi Bikas Bank Limited,3,315.00,314.00,315.00,432.00,135900.00,320.00,-5.00
11,Birgunj Finance Ltd.,14,179.00,174.00,174.00,7277.00,1279988.00,178.00,-4.00
12,Capital Merchant Bank & Finance Co. Ltd.,2,182.00,181.00,181.00,961.00,174041.00,185.00,-4.00
13,Chilime Hydropower Company Limited,2,915.00,915.00,915.00,700.00,640500.00,918.00,-3.00
14,Citizen Bank International Limited,4,300.00,300.00,300.00,220.00,66000.00,300.00,0.00
15,Clean Energy Development Bank Limited,7,237.00,236.00,236.00,380.00,90000.00,234.00,2.00
16,Crystal Finance Ltd.,19,231.00,219.00,221.00,600.00,132860.00,231.00,-10.00
17,Deva Bikas Bank Limited,4,167.00,162.00,162.00,536.00,87040.00,164.00,-2.00
18,Everest Bank Limited,9,1468.00,1431.00,1450.00,413.00,596352.00,1440.00,10.00
19,Gandaki Bikas BankLimited,2,278.00,273.00,273.00,80.00,22040.00,465.00,-192.00
20,Global IME Bank Limited,34,225.00,216.00,220.00,1460.00,325315.00,221.00,-1.00
21,Goodwill Finance Co. Ltd.,2,215.00,211.00,211.00,183.00,39053.00,219.00,-8.00
22,Grand Bank Nepal Limited,2,241.00,240.00,241.00,185.00,44500.00,237.00,4.00
23,Gurkha Development Bank Limited,26,327.00,298.00,327.00,2778.00,873616.00,316.00,11.00
24,Himalayan Bank Limited,2,740.00,735.00,735.00,154.00,113505.00,755.00,-20.00
25,ICFC Finance Limited,32,232.00,225.00,232.00,3526.00,809848.00,232.00,0.00
26,Janaki Finance Ltd.,1,320.00,320.00,320.00,25.00,8000.00,323.00,-3.00
27,Kaski Finance Limited,6,253.00,249.00,249.00,180.00,44940.00,253.00,-4.00
28,Kasthamandap Development Bank Limited,60,217.00,209.00,209.00,2270.00,478900.00,214.00,-5.00
29,Kumari Bank Limited,6,386.00,383.00,385.00,1296.00,498846.00,378.00,7.00
30,Lord Buddha Finance Limited,11,175.00,165.00,165.00,600.00,100898.00,177.00,-12.00
31,Lumbini Bank Limited,3,278.00,275.00,278.00,278.00,76729.00,270.00,8.00
32,Lumbini Bikas Bank Ltd.,25,236.00,223.00,223.00,1240.00,284090.00,231.00,-8.00
33,Lumbini Finance Ltd.,8,270.00,265.00,265.00,1233.00,327220.00,260.00,5.00
34,Machhapuchhre Bank Limited,4,260.00,260.00,260.00,390.00,101400.00,265.00,-5.00
35,Miteri Development Bank Limited,7,190.00,190.00,190.00,130.00,24700.00,193.00,-3.00
36,Nabil Bank Limited,9,1880.00,1855.00,1866.00,975.00,1813040.00,1872.00,-6.00
37,National Hydro Power Company Limited,2,49.00,48.02,48.02,2000.00,97020.00,50.00,-1.98
38,Nepal Bangladesh Bank Limited,7,205.00,198.00,198.00,1905.00,381045.00,209.00,-11.00
39,Nepal Credit And Commercial Bank Limited,3,225.00,221.00,225.00,150.00,33670.00,217.00,8.00
40,Nepal Doorsanchar Comapany Limited,5,455.00,441.00,455.00,5250.00,2320490.00,450.00,5.00
41,Nepal Investment Bank Limited,4,712.00,695.00,712.00,568.00,399740.00,693.00,19.00
42,Nepal Life Insurance Co. Ltd.,2,591.00,591.00,591.00,30.00,17730.00,603.00,-12.00
43,Nepal SBI Bank Limited,7,671.00,660.00,665.00,754.00,503294.00,666.00,-1.00
44,Nerude Laghubita Bikas Bank Limited,8,490.00,485.00,490.00,100.00,48800.00,490.00,0.00
45,NIC Asia Bank Ltd.,8,575.00,570.00,570.00,378.00,215951.00,581.00,-11.00
46,NMB Bank Limited,5,291.00,288.00,291.00,787.00,228090.00,285.00,6.00
47,Om Development Bank Ltd.,3,325.00,313.00,313.00,30.00,9570.00,0.00,313.00
48,Patan Finance Limited,9,163.00,160.00,163.00,6480.00,1048800.00,162.00,1.00
49,Pathibhara Bikas Bank Limited,20,150.00,145.00,147.00,400.00,58830.00,150.00,-3.00
50,Prabhu  Bank Limited,3,179.00,179.00,179.00,1100.00,196900.00,178.00,1.00
51,Prime Commercial Bank Ltd.,43,474.00,451.00,460.00,1913.00,871702.00,465.00,-5.00
52,Prime Life Insurance Company Limited,150,222.00,214.00,215.00,4540.00,988480.00,225.00,-10.00
53,Public Development Bank Limited,10,138.00,138.00,138.00,400.00,55200.00,139.00,-1.00
54,Rastriya Beema Company Limited,10,394.00,373.00,394.00,325.00,125240.00,373.00,21.00
55,Sagarmatha  Finance Limited,5,226.00,220.00,226.00,210.00,46435.00,218.00,8.00
56,Shikhar Finance Limited,63,194.00,188.00,191.00,2490.00,474900.00,190.00,1.00
57,Shikhar Insurance Co. Ltd.,3,315.00,315.00,315.00,30.00,9450.00,318.00,-3.00
58,Siddhartha Bank Limited,8,334.00,325.00,334.00,418.00,137975.00,337.00,-3.00
59,Siddhartha Insurance Ltd.,1,126.00,126.00,126.00,300.00,37800.00,126.00,0.00
60,Society Development Bank Ltd.,3,163.00,160.00,160.00,1292.00,206810.00,157.00,3.00
61,Standard Chartered Bank Limited,9,2650.00,2610.00,2637.00,657.00,1730440.00,2650.00,-13.00
62,Supreme Development Bank Ltd.,7,127.00,126.00,127.00,2413.00,304133.00,128.00,-1.00
63,Triveni Bikas Bank Limited,3,284.00,274.00,274.00,69.00,19251.00,289.00,-15.00
64,Universal Finance Ltd.,1,164.00,164.00,164.00,500.00,82000.00,167.00,-3.00
