S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Ace Development Bank Ltd.,2,299.00,296.00,299.00,1100.00,327100.00,295.00,4.00
2,Apex Development Bank Ltd.,1,275.00,275.00,275.00,79.00,21725.00,275.00,0.00
3,Api Finance Limited,2,284.00,284.00,284.00,60.00,17040.00,279.00,5.00
4,Arun Valley Hydropower Development Co. Ltd.,4,485.00,485.00,485.00,90.00,43650.00,480.00,5.00
5,Asian Life Insurance Co. Limited,389,205.00,197.00,202.00,16790.00,3382510.00,200.00,2.00
6,Bank of Asia Nepal Limited,19,304.00,289.00,289.00,980.00,290800.00,294.00,-5.00
7,Bank of Kathmandu Ltd.,36,890.00,865.00,878.00,3754.00,3270350.00,884.00,-6.00
8,Business Universal Development Bank Ltd.,5,187.00,184.00,187.00,355.00,65985.00,184.00,3.00
9,Butwal Power Company Limited,2,810.00,800.00,800.00,1040.00,832400.00,802.00,-2.00
10,Capital Merchant Bank & Finance Co. Ltd.,14,228.00,221.00,228.00,1238.00,279232.00,220.00,8.00
11,Chhimek Laghubitta Bikas Bank Limited,1,366.00,366.00,366.00,20.00,7320.00,359.00,7.00
12,Chilime Hydropower Company Limited,9,995.00,980.00,980.00,1270.00,1249400.00,998.00,-18.00
13,Citizen Bank International Limited,11,520.00,510.00,515.00,730.00,375080.00,510.00,5.00
14,City Express Finance Co. Limited,2,249.00,249.00,249.00,70.00,17430.00,249.00,0.00
15,Clean Energy Development Bank Limited,7,645.00,640.00,640.00,190.00,121690.00,640.00,0.00
16,Crystal Finance Ltd.,35,296.00,290.00,296.00,550.00,161000.00,294.00,2.00
17,Deva Bikas Bank Limited,20,233.00,214.00,214.00,1694.00,375248.00,237.00,-23.00
18,Everest Bank Limited Con. Pref.,8,956.00,888.00,956.00,195.00,181120.00,906.00,50.00
19,Fewa Finance Co. Ltd.,1,304.00,304.00,304.00,200.00,60800.00,310.00,-6.00
20,Global IME Bank Limited,8,292.00,285.00,290.00,380.00,109880.00,284.00,6.00
21,Gorkha Finance Ltd.,5,177.00,171.00,171.00,424.00,74208.00,180.00,-9.00
22,Grand Bank Nepal Limited,8,280.00,265.00,275.00,1304.00,353520.00,265.00,10.00
23,Himalayan Bank Limited,2,897.00,895.00,897.00,203.00,181943.00,880.00,17.00
24,IME Financial Institution,2,592.00,581.00,592.00,154.00,90574.00,571.00,21.00
25,Kaski Finance Limited,10,280.00,270.00,280.00,400.00,110450.00,265.00,15.00
26,Kumari Bank Limited,9,450.00,429.00,450.00,936.00,418709.00,421.00,29.00
27,Laxmi Bank Limited,17,433.00,404.00,425.00,1423.00,584492.00,417.00,8.00
28,Lord Buddha Finance Limited,1,200.00,200.00,200.00,31.00,6200.00,204.00,-4.00
29,Lumbini Bank Limited,7,304.00,299.00,303.00,706.00,212949.00,294.00,9.00
