S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Agriculture Development Bank Limited,120,121.00,117.00,119.00,8420.00,1008915.00,119.00,0.00
2,Alpic Everest Finance Co. Ltd.,3,305.00,294.00,294.00,49.00,14616.00,311.00,-17.00
3,Api Finance Limited,1,226.00,226.00,226.00,10.00,2260.00,226.00,0.00
4,Arun Valley Hydropower Development Co. Ltd.,144,445.00,434.00,442.00,2608.00,1150724.00,442.00,0.00
5,Asian Life Insurance Co. Limited,12,232.00,222.00,222.00,850.00,193040.00,232.00,-10.00
6,Bank of Asia Nepal Limited,16,270.00,260.00,264.00,1850.00,483775.00,265.00,-1.00
7,Bank of Kathmandu Ltd.,9,555.00,549.00,553.00,2601.00,1430284.00,560.00,-7.00
8,Biratlaxmi Bikas Bank Limited,2,316.00,316.00,316.00,114.00,36024.00,310.00,6.00
9,Chhimek Laghubitta Bikas Bank Limited,1,466.00,466.00,466.00,210.00,97860.00,475.00,-9.00
10,Citizen Bank International Limited,11,291.00,288.00,290.00,920.00,266630.00,290.00,0.00
11,Clean Energy Development Bank Limited,18,243.00,239.00,243.00,1240.00,297360.00,239.00,4.00
12,Crystal Finance Ltd.,14,238.00,231.00,238.00,250.00,58700.00,234.00,4.00
13,Deva Bikas Bank Limited,13,153.00,151.00,153.00,1110.00,168052.00,153.00,0.00
14,Everest Bank Limited,2,1115.00,1100.00,1100.00,24.00,26610.00,1094.00,6.00
15,Excel Development Bank Ltd.,2,298.00,298.00,298.00,124.00,36952.00,300.00,-2.00
16,Global IME Bank Limited,25,220.00,207.00,212.00,1170.00,249015.00,224.00,-12.00
17,Grand Bank Nepal Limited,4,232.00,228.00,230.00,1527.00,353156.00,225.00,5.00
18,Gurkha Development Bank Limited,2,259.00,254.00,254.00,78.00,19922.00,264.00,-10.00
19,Himalayan Bank Limited,4,682.00,675.00,682.00,534.00,363287.00,690.00,-8.00
20,IME Financial Institution,2,451.00,443.00,443.00,153.00,68283.00,460.00,-17.00
21,Infrastructure Development Bank Ltd.,12,143.00,140.00,142.00,606.00,86160.00,143.00,-1.00
22,Kaski Finance Limited,6,223.00,222.00,222.00,350.00,77940.00,222.00,0.00
23,Kasthamandap Development Bank Limited,156,180.00,171.00,174.00,6790.00,1206940.00,177.00,-3.00
24,Kumari Bank Limited,8,369.00,355.00,369.00,654.00,234919.00,362.00,7.00
25,Lalitpur Finance Ltd.,1,330.00,330.00,330.00,110.00,36300.00,334.00,-4.00
26,Life Insurance Co. Nepal,4,582.00,571.00,582.00,70.00,40430.00,571.00,11.00
27,Lord Buddha Finance Limited,6,178.00,175.00,178.00,171.00,30266.00,176.00,2.00
28,Lumbini Bank Limited,4,255.00,248.00,255.00,280.00,70340.00,244.00,11.00
29,Lumbini Bikas Bank Ltd.,38,216.00,212.00,215.00,2840.00,603420.00,216.00,-1.00
30,Lumbini Finance Ltd.,11,265.00,260.00,260.00,650.00,172060.00,260.00,0.00
31,Lumbini General Insurance Co. Ltd.,28,145.00,143.00,143.00,570.00,82610.00,145.00,-2.00
32,Machhapuchhre Bank Limited,12,245.00,236.00,239.00,3028.00,724395.00,245.00,-6.00
33,Mahakali Bikas Bank Limited,7,215.00,205.00,215.00,180.00,37940.00,207.00,8.00
34,Mahalaxmi Bikas Bank Ltd.,7,129.00,118.00,118.00,270.00,32780.00,131.00,-13.00
35,Mahalaxmi BikasBank Limited,8,156.00,156.00,156.00,252.00,39312.00,156.00,0.00
36,Nabil Bank Limited,8,1420.00,1408.00,1408.00,424.00,599372.00,1420.00,-12.00
37,Narayani Development Bank Limited,1,411.00,411.00,411.00,10.00,4110.00,403.00,8.00
38,Nava Durga Finance Co. Ltd.,2,187.00,185.00,185.00,94.00,17490.00,190.00,-5.00
39,Nepal Aawas Finance Limited,1,253.00,253.00,253.00,37.00,9361.00,258.00,-5.00
40,Nepal Bangladesh Bank Limited,10,201.00,194.00,195.00,2515.00,489915.00,199.00,-4.00
41,Nepal Credit And Commercial Bank Limited,1,200.00,200.00,200.00,30.00,6000.00,200.00,0.00
42,Nepal Finance Ltd.,1,280.00,280.00,280.00,211.00,59080.00,284.00,-4.00
43,Nepal Investment Bank Limited,3,606.00,605.00,606.00,450.00,272500.00,606.00,0.00
44,Nepal Life Insurance Co. Ltd.,6,630.00,596.00,630.00,2088.00,1313813.00,608.00,22.00
45,Nepal SBI Bank Limited,9,679.00,665.00,671.00,1904.00,1273648.00,662.00,9.00
46,Nerude Laghubita Bikas Bank Limited,3,480.00,471.00,471.00,40.00,19020.00,487.00,-16.00
47,NIC Asia Bank Ltd.,8,525.00,515.00,515.00,1739.00,897365.00,525.00,-10.00
48,NIDC Capital Markets Ltd.,1,475.00,475.00,475.00,100.00,47500.00,472.00,3.00
49,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,1,227.00,227.00,227.00,135.00,30645.00,291.00,-64.00
50,NMB Bank Limited,5,260.00,255.00,260.00,791.00,202051.00,251.00,9.00
51,Om Development Bank Ltd.,76,195.00,187.00,192.00,1420.00,270540.00,187.00,5.00
52,Pathibhara Bikas Bank Limited,3,157.00,156.00,157.00,40.00,6260.00,153.00,4.00
53,Pokhara Finance Ltd.,11,259.00,238.00,238.00,12500.00,3065740.00,264.00,-26.00
54,Prabhu  Bank Limited,10,196.00,190.00,195.00,3695.00,706145.00,194.00,1.00
