S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Agriculture Development Bank Limited,43,120.00,116.00,118.00,2648.00,315171.00,120.00,-2.00
2,Apex Development Bank Ltd.,4,148.00,148.00,148.00,479.00,70892.00,196.00,-48.00
3,Arun Valley Hydropower Development Co. Ltd.,127,413.00,400.00,411.00,2990.00,1212328.00,400.00,11.00
4,Asian Life Insurance Co. Limited,11,224.00,220.00,220.00,390.00,86700.00,228.00,-8.00
5,Bank of Asia Nepal Limited,7,249.00,248.00,248.00,195.00,48525.00,250.00,-2.00
6,Bank of Kathmandu Ltd.,18,570.00,549.00,570.00,3058.00,1710130.00,581.00,-11.00
7,Biratlaxmi Bikas Bank Limited,1,315.00,315.00,315.00,11.00,3465.00,315.00,0.00
8,Birgunj Finance Ltd.,4,158.00,158.00,158.00,2069.00,326902.00,158.00,0.00
9,Business Universal Development Bank Ltd.,6,158.00,153.00,158.00,1070.00,164970.00,158.00,0.00
10,Butwal Power Company Limited,1,826.00,826.00,826.00,20.00,16520.00,810.00,16.00
11,Chilime Hydropower Company Limited,2,920.00,920.00,920.00,200.00,184000.00,920.00,0.00
12,Citizen Bank International Limited,5,297.00,290.00,292.00,510.00,149930.00,290.00,2.00
13,City Express Finance Co. Limited,1,195.00,195.00,195.00,90.00,17550.00,195.00,0.00
14,Clean Energy Development Bank Limited,2,226.00,222.00,226.00,110.00,24540.00,221.00,5.00
15,Deva Bikas Bank Limited,4,156.00,153.00,156.00,499.00,76692.00,156.00,0.00
16,Everest Bank Limited Con. Pref.,7,777.00,734.00,777.00,270.00,201020.00,734.00,43.00
17,Excel Development Bank Ltd.,21,300.00,300.00,300.00,861.00,258300.00,300.00,0.00
18,Fewa Finance Co. Ltd.,1,314.00,314.00,314.00,100.00,31400.00,320.00,-6.00
19,Global IME Bank Limited,16,216.00,212.00,216.00,860.00,184140.00,217.00,-1.00
20,Goodwill Finance Co. Ltd.,2,191.00,188.00,188.00,380.00,72040.00,194.00,-6.00
21,Grand Bank Nepal Limited,4,224.00,220.00,220.00,1125.00,248260.00,221.00,-1.00
22,Gurkha Development Bank Limited,7,255.00,250.00,254.00,353.00,88991.00,257.00,-3.00
23,Gurkhas Finance Ltd.,1,180.00,180.00,180.00,10.00,1800.00,177.00,3.00
24,Himalayan Bank Limited,12,690.00,675.00,681.00,722.00,492951.00,689.00,-8.00
25,ICFC Finance Limited,1,235.00,235.00,235.00,70.00,16450.00,233.00,2.00
26,IME Financial Institution,3,490.00,490.00,490.00,100.00,49000.00,489.00,1.00
27,Imperial Financial Inst. Ltd.,1,160.00,160.00,160.00,20.00,3200.00,163.00,-3.00
28,Infrastructure Development Bank Limited Promoter Share,5,116.00,116.00,116.00,4400.00,510400.00,141.00,-25.00
29,Infrastructure Development Bank Ltd.,6,137.00,135.00,137.00,861.00,116979.00,134.00,3.00
30,Kasthamandap Development Bank Limited,16,178.00,171.00,175.00,560.00,97770.00,178.00,-3.00
31,Kumari Bank Limited,2,380.00,377.00,377.00,390.00,147600.00,381.00,-4.00
32,Life Insurance Co. Nepal,2,590.00,590.00,590.00,2000.00,1180000.00,600.00,-10.00
33,Lumbini Bank Limited,1,245.00,245.00,245.00,404.00,98980.00,250.00,-5.00
34,Lumbini Bikas Bank Ltd.,1,211.00,211.00,211.00,50.00,10550.00,215.00,-4.00
35,Lumbini Finance Ltd.,18,255.00,245.00,251.00,2247.00,557440.00,260.00,-9.00
36,Nabil Bank Limited,45,1985.00,1900.00,1926.00,3044.00,5847684.00,1965.00,-39.00
37,National Hydro Power Company Limited,9,45.45,42.83,45.00,2700.00,119593.00,42.00,3.00
38,Neco Insurance Co. Ltd.,1,121.00,121.00,121.00,8152.00,986392.00,121.00,0.00
39,Nepal Bangladesh Bank Limited,1,200.00,200.00,200.00,100.00,20000.00,200.00,0.00
40,Nepal Credit And Commercial Bank Limited,8,210.00,198.00,198.00,1030.00,207260.00,200.00,-2.00
41,Nepal Doorsanchar Comapany Limited,3,430.00,420.00,430.00,400.00,169800.00,425.00,5.00
42,Nepal Investment Bank Limited,42,667.00,612.00,612.00,4032.00,2477758.00,680.00,-68.00
43,Nepal SBI Bank Limited,9,658.00,650.00,658.00,893.00,582791.00,650.00,8.00
44,Nerude Laghubita Bikas Bank Limited,6,466.00,461.00,466.00,90.00,41840.00,470.00,-4.00
45,NIC Asia Bank Ltd.,3,508.00,505.00,508.00,818.00,413474.00,508.00,0.00
46,NIDC Capital Markets Ltd.,3,472.00,469.00,472.00,304.00,143068.00,462.00,10.00
47,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,2,300.00,294.00,294.00,103.00,30534.00,306.00,-12.00
48,NMB Bank Limited,5,292.00,287.00,287.00,230.00,66440.00,289.00,-2.00
49,Om Development Bank Ltd.,214,235.00,212.00,212.00,3200.00,693510.00,235.00,-23.00
50,Patan Finance Limited,5,157.00,150.00,150.00,4580.00,704680.00,160.00,-10.00
51,Pathibhara Bikas Bank Limited,9,169.00,160.00,160.00,200.00,32810.00,170.00,-10.00
52,Prabhu  Bank Limited,9,177.00,176.00,177.00,1150.00,202950.00,173.00,4.00
53,Prime Commercial Bank Ltd.,103,450.00,435.00,450.00,4645.00,2050534.00,448.00,2.00
54,Prime Life Insurance Company Limited,45,193.00,186.00,189.00,1180.00,223810.00,196.00,-7.00
55,Reliable Development Bank Limited,7,350.00,345.00,345.00,144.00,50160.00,350.00,-5.00
56,Sagarmatha  Finance Limited,6,218.00,214.00,218.00,205.00,44310.00,214.00,4.00
57,Sahayogi Bikas Bank Limited,1,297.00,297.00,297.00,100.00,29700.00,303.00,-6.00
58,Shikhar Finance Limited,2,138.00,138.00,138.00,20.00,2760.00,140.00,-2.00
59,Shikhar Insurance Co. Ltd.,5,309.00,303.00,305.00,210.00,64010.00,315.00,-10.00
60,Siddhartha Bank Limited,5,312.00,304.00,312.00,528.00,162022.00,313.00,-1.00
61,Siddhartha Insurance Ltd.,27,114.00,110.00,110.00,270.00,29960.00,116.00,-6.00
62,Society Development Bank Ltd.,19,151.00,149.00,151.00,3231.00,482581.00,151.00,0.00
