S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Agriculture Development Bank Limited,65,136.00,132.00,135.00,2830.00,377270.00,132.00,3.00
2,Arun Valley Hydropower Development Co. Ltd.,74,480.00,470.00,476.00,1960.00,929280.00,480.00,-4.00
3,Asian Life Insurance Co. Limited,20,243.00,236.00,243.00,820.00,195860.00,240.00,3.00
4,Bank of Asia Nepal Limited,7,277.00,276.00,276.00,2450.00,678200.00,277.00,-1.00
5,Bank of Kathmandu Ltd.,8,612.00,593.00,601.00,1850.00,1111280.00,600.00,1.00
6,Bhrikuti Vikash Bank Limited,2,277.00,277.00,277.00,432.00,119664.00,277.00,0.00
7,Birgunj Finance Ltd.,1,160.00,160.00,160.00,500.00,80000.00,160.00,0.00
8,Business Universal Development Bank Ltd.,4,154.00,151.00,154.00,620.00,94880.00,157.00,-3.00
9,Capital Merchant Bank & Finance Co. Ltd.,3,145.00,143.00,143.00,640.00,91988.00,147.00,-4.00
10,Citizen Bank International Limited,9,300.00,298.00,300.00,470.00,140480.00,304.00,-4.00
11,City Express Finance Co. Limited,1,183.00,183.00,183.00,30.00,5490.00,186.00,-3.00
12,Clean Energy Development Bank Limited,8,246.00,241.00,242.00,320.00,77650.00,237.00,5.00
13,Deva Bikas Bank Limited,12,157.00,157.00,157.00,384.00,60288.00,157.00,0.00
14,Everest Bank Limited,7,1140.00,1080.00,1140.00,515.00,582922.00,1122.00,18.00
15,Global IME Bank Limited,12,240.00,228.00,240.00,540.00,127760.00,228.00,12.00
16,Gorkha Finance Ltd.,5,134.00,128.00,128.00,367.00,47700.00,130.00,-2.00
17,Grand Bank Nepal Limited,2,241.00,237.00,241.00,87.00,20859.00,233.00,8.00
18,Gurkha Development Bank Limited,12,255.00,236.00,255.00,796.00,195816.00,236.00,19.00
19,Infrastructure Development Bank Ltd.,6,149.00,147.00,149.00,422.00,62478.00,145.00,4.00
20,Kasthamandap Development Bank Limited,76,188.00,181.00,188.00,2720.00,497720.00,184.00,4.00
21,Lumbini Bank Limited,1,257.00,257.00,257.00,100.00,25700.00,253.00,4.00
22,Lumbini Bikas Bank Ltd.,1,225.00,225.00,225.00,80.00,18000.00,228.00,-3.00
23,Machhapuchhre Bank Limited,5,257.00,247.00,250.00,1558.00,390126.00,252.00,-2.00
24,Mahalaxmi Bikas Bank Ltd.,155,122.00,116.00,121.00,9440.00,1130930.00,117.00,4.00
25,Miteri Development Bank Limited,2,179.00,176.00,179.00,40.00,7100.00,173.00,6.00
26,Nabil Bank Limited,12,1528.00,1498.00,1500.00,571.00,856710.00,1470.00,30.00
27,National Hydro Power Company Limited,3,45.90,44.98,44.98,3100.00,139570.00,45.00,-0.02
28,Nepal Bangladesh Bank Limited,6,205.00,202.00,202.00,1610.00,328230.00,200.00,2.00
29,Nepal Doorsanchar Comapany Limited,1,445.00,445.00,445.00,100.00,44500.00,440.00,5.00
30,Nepal Finance Ltd.,4,250.00,250.00,250.00,335.00,83750.00,250.00,0.00
31,Nepal Life Insurance Co. Ltd.,2,610.00,610.00,610.00,35.00,21350.00,610.00,0.00
32,Nepal SBI Bank Limited,9,685.00,670.00,685.00,2514.00,1694500.00,663.00,22.00
33,Nerude Laghubita Bikas Bank Limited,23,491.00,491.00,491.00,240.00,117840.00,491.00,0.00
34,NIC Asia Bank Ltd.,8,540.00,525.00,525.00,1804.00,970320.00,540.00,-15.00
35,Om Development Bank Ltd.,103,230.00,222.00,230.00,1780.00,404750.00,226.00,4.00
36,Pathibhara Bikas Bank Limited,1,165.00,165.00,165.00,10.00,1650.00,162.00,3.00
37,Prabhu  Bank Limited,8,209.00,205.00,209.00,2580.00,533700.00,201.00,8.00
38,Prime Commercial Bank Ltd.,28,488.00,472.00,482.00,1144.00,550090.00,472.00,10.00
39,Prime Life Insurance Company Limited,55,202.00,190.00,199.00,1200.00,233440.00,206.00,-7.00
40,Public Development Bank Limited,10,127.00,121.00,127.00,150.00,18470.00,120.00,7.00
41,Rastriya Beema Company Limited,5,282.00,267.00,282.00,90.00,24930.00,262.00,20.00
42,Reliable Development Bank Limited,4,400.00,392.00,400.00,408.00,162648.00,400.00,0.00
43,Resunga Bikas Bank Limited,2,238.00,238.00,238.00,20.00,4760.00,234.00,4.00
44,Sagarmatha  Finance Limited,12,160.00,158.00,160.00,520.00,82750.00,239.00,-79.00
45,Sewa Bikas Bank Limited,267,187.00,171.00,174.00,5240.00,927640.00,189.00,-15.00
46,Shikhar Finance Limited,3,149.00,149.00,149.00,30.00,4470.00,149.00,0.00
47,Shree Investment Finance Co. Ltd.,1,637.00,637.00,637.00,120.00,76440.00,649.00,-12.00
48,Siddhartha Bank Limited,2,320.00,315.00,320.00,266.00,84790.00,313.00,7.00
49,Siddhartha Insurance Ltd.,1,135.00,135.00,135.00,10.00,1350.00,133.00,2.00
50,Society Development Bank Ltd.,1,160.00,160.00,160.00,10.00,1600.00,157.00,3.00
51,Standard Chartered Bank Limited,16,2320.00,2255.00,2320.00,871.00,1986960.00,2212.00,108.00
52,Standard Finance Ltd.,1,138.00,138.00,138.00,100.00,13800.00,136.00,2.00
53,Subhechha Bikas Bank Limited,1,223.00,223.00,223.00,48.00,10704.00,220.00,3.00
54,Sunrise Bank Limited,13,240.00,236.00,236.00,180.00,42720.00,235.00,1.00
55,Supreme Development Bank Ltd.,2,126.00,124.00,126.00,20.00,2500.00,122.00,4.00
56,Surya Life Insurance Company Limited,304,148.00,136.00,146.00,10160.00,1453920.00,138.00,8.00
57,United Finance Ltd.,1,220.00,220.00,220.00,55.00,12100.00,222.00,-2.00
