S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Agriculture Development Bank Limited,11,134.00,131.00,134.00,590.00,77860.00,134.00,0.00
2,Alpic Everest Finance Co. Ltd.,2,284.00,279.00,279.00,20.00,5630.00,289.00,-10.00
3,Arun Valley Hydropower Development Co. Ltd.,60,466.00,460.00,465.00,1936.00,896548.00,460.00,5.00
4,Asian Life Insurance Co. Limited,1,242.00,242.00,242.00,40.00,9680.00,246.00,-4.00
5,Bank of Asia Nepal Limited,2,270.00,270.00,270.00,240.00,64800.00,270.00,0.00
6,Bank of Kathmandu Ltd.,6,620.00,610.00,615.00,688.00,424310.00,617.00,-2.00
7,Bhajuratna Finance & Saving Co. Ltd.,7,183.00,183.00,183.00,572.00,104676.00,183.00,0.00
8,Birgunj Finance Ltd.,1,164.00,164.00,164.00,50.00,8200.00,161.00,3.00
9,Business Universal Development Bank Ltd.,6,193.00,178.00,193.00,429.00,79089.00,181.00,12.00
10,Capital Merchant Bank & Finance Co. Ltd.,1,141.00,141.00,141.00,363.00,51183.00,142.00,-1.00
11,Chilime Hydropower Company Limited,2,940.00,938.00,940.00,1080.00,1014200.00,920.00,20.00
12,Citizen Bank International Limited,2,290.00,290.00,290.00,200.00,58000.00,290.00,0.00
13,City Express Finance Co. Limited,4,168.00,168.00,168.00,180.00,30240.00,165.00,3.00
14,Clean Energy Development Bank Limited,1,235.00,235.00,235.00,170.00,39950.00,239.00,-4.00
15,Deva Bikas Bank Limited,4,170.00,167.00,170.00,208.00,35072.00,164.00,6.00
16,Everest Bank Limited,2,1060.00,1060.00,1060.00,72.00,76320.00,1060.00,0.00
17,Global IME Bank Limited,8,231.00,230.00,230.00,510.00,117780.00,235.00,-5.00
18,ICFC Finance Limited,2,253.00,253.00,253.00,88.00,22264.00,252.00,1.00
19,Infrastructure Development Bank Ltd.,3,162.00,159.00,162.00,344.00,55596.00,159.00,3.00
20,Lumbini Bank Limited,3,263.00,253.00,263.00,345.00,88495.00,249.00,14.00
21,Lumbini Bikas Bank Ltd.,5,231.00,225.00,228.00,450.00,102630.00,235.00,-7.00
22,Machhapuchhre Bank Limited,1,280.00,280.00,280.00,30.00,8400.00,275.00,5.00
23,Mahalaxmi Bikas Bank Ltd.,61,132.00,120.00,132.00,4110.00,516030.00,120.00,12.00
24,Miteri Development Bank Limited,136,241.00,224.00,241.00,2280.00,526930.00,222.00,19.00
25,Nabil Bank Limited,2,1490.00,1485.00,1485.00,70.00,104050.00,1490.00,-5.00
26,Nepal Bangladesh Bank Limited,3,200.00,196.00,199.00,700.00,137900.00,197.00,2.00
27,Nepal Credit And Commercial Bank Limited,4,200.00,196.00,196.00,2970.00,590080.00,200.00,-4.00
28,Nepal Doorsanchar Comapany Limited,1,450.00,450.00,450.00,270.00,121500.00,458.00,-8.00
29,Nepal Finance Ltd.,1,255.00,255.00,255.00,45.00,11475.00,250.00,5.00
30,Nepal Investment Bank Limited,2,628.00,628.00,628.00,101.00,63428.00,626.00,2.00
31,Nepal SBI Bank Limited,4,715.00,700.00,715.00,569.00,398990.00,702.00,13.00
32,Nerude Laghubita Bikas Bank Limited,1,491.00,491.00,491.00,10.00,4910.00,495.00,-4.00
33,NIC Asia Bank Ltd.,11,555.00,530.00,555.00,1000.00,533569.00,535.00,20.00
34,NMB Bank Limited,1,245.00,245.00,245.00,58.00,14210.00,245.00,0.00
35,Om Development Bank Ltd.,86,234.00,225.00,234.00,1340.00,307210.00,228.00,6.00
36,Oriental Hotels Limited,18,143.00,141.00,143.00,270.00,38170.00,145.00,-2.00
37,Pathibhara Bikas Bank Limited,1,161.00,161.00,161.00,20.00,3220.00,161.00,0.00
38,Prime Commercial Bank Ltd.,67,527.00,515.00,527.00,2200.00,1147454.00,515.00,12.00
39,Prime Life Insurance Company Limited,9,208.00,200.00,200.00,250.00,51440.00,208.00,-8.00
40,Public Development Bank Limited,17,132.00,129.00,130.00,370.00,48270.00,131.00,-1.00
41,Reliable Development Bank Limited,4,383.00,376.00,376.00,72.00,27240.00,390.00,-14.00
42,Sewa Bikas Bank Limited,84,177.00,174.00,177.00,1230.00,216700.00,178.00,-1.00
43,Shikhar Insurance Co. Ltd.,29,289.00,289.00,289.00,300.00,86700.00,289.00,0.00
44,Siddhartha Bank Limited,1,338.00,338.00,338.00,200.00,67600.00,332.00,6.00
45,Siddhartha Development Bank Ltd.,1,170.00,170.00,170.00,540.00,91800.00,171.00,-1.00
46,Society Development Bank Ltd.,46,169.00,165.00,169.00,3152.00,526168.00,165.00,4.00
47,Standard Chartered Bank Limited,2,2105.00,2100.00,2105.00,25.00,52550.00,2421.00,-316.00
48,Sunrise Bank Limited,10,235.00,231.00,232.00,690.00,160870.00,234.00,-2.00
49,Surya Life Insurance Company Limited,121,160.00,150.00,153.00,5160.00,788560.00,161.00,-8.00
50,Swabalamban Laghubitta Bittiya Sanstha Limited,1,315.00,315.00,315.00,70.00,22050.00,315.00,0.00
51,Triveni Bikas Bank Limited,1,248.00,248.00,248.00,23.00,5704.00,280.00,-32.00
52,Union Finance Co. Ltd.,2,442.00,434.00,434.00,102.00,44660.00,451.00,-17.00
53,Yeti Finance Ltd.,1,278.00,278.00,278.00,31.00,8618.00,278.00,0.00
