S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Ace Development Bank Ltd.,1,257.00,257.00,257.00,182.00,46774.00,252.00,5.00
2,Agriculture Development Bank Limited,23,120.00,117.00,119.00,1912.00,227420.00,119.00,0.00
3,Apex Development Bank Ltd.,1,150.00,150.00,150.00,37.00,5550.00,150.00,0.00
4,Api Finance Limited,2,226.00,222.00,226.00,50.00,11140.00,222.00,4.00
5,Arun Valley Hydropower Development Co. Ltd.,70,442.00,433.00,442.00,1228.00,539490.00,441.00,1.00
6,Asian Life Insurance Co. Limited,39,232.00,220.00,232.00,1200.00,271300.00,224.00,8.00
7,Bank of Asia Nepal Limited,25,271.00,265.00,265.00,2760.00,739640.00,271.00,-6.00
8,Bank of Kathmandu Ltd.,31,565.00,539.00,560.00,7980.00,4350400.00,565.00,-5.00
9,Bhajuratna Finance & Saving Co. Ltd.,11,183.00,174.00,183.00,620.00,110424.00,171.00,12.00
10,Birgunj Finance Ltd.,2,164.00,161.00,164.00,1929.00,311928.00,164.00,0.00
11,Business Universal Development Bank Ltd.,4,160.00,154.00,160.00,250.00,39260.00,154.00,6.00
12,Butwal Power Company Limited,1,842.00,842.00,842.00,200.00,168400.00,842.00,0.00
13,Chhimek Laghubitta Bikas Bank Limited,1,475.00,475.00,475.00,20.00,9500.00,475.00,0.00
14,Chilime Hydropower Company Limited,4,900.00,896.00,900.00,380.00,341450.00,900.00,0.00
15,Citizen Bank International Limited,7,295.00,290.00,290.00,510.00,148200.00,290.00,0.00
16,Citizen Investment Trust,2,572.00,571.00,572.00,150.00,85675.00,571.00,1.00
17,City Express Finance Co. Limited,6,192.00,186.00,186.00,60.00,11280.00,195.00,-9.00
18,Civil Merchant Bittiya Santha Ltd.,5,202.00,199.00,202.00,200.00,39960.00,196.00,6.00
19,Clean Energy Development Bank Limited,7,239.00,231.00,239.00,440.00,103680.00,234.00,5.00
20,Crystal Finance Ltd.,9,238.00,234.00,234.00,190.00,44500.00,234.00,0.00
21,Deva Bikas Bank Limited,9,153.00,148.00,153.00,242.00,36178.00,152.00,1.00
22,Everest Bank Limited,15,1094.00,1050.00,1094.00,553.00,591075.00,1115.00,-21.00
23,Everest Bank Limited Con. Pref.,9,818.00,818.00,818.00,220.00,179960.00,820.00,-2.00
24,Global IME Bank Limited,16,225.00,220.00,224.00,1220.00,270090.00,226.00,-2.00
25,Grand Bank Nepal Limited,12,225.00,218.00,225.00,1685.00,369447.00,220.00,5.00
26,Gurkha Development Bank Limited,27,264.00,259.00,264.00,1641.00,425679.00,264.00,0.00
27,Gurkhas Finance Ltd.,1,183.00,183.00,183.00,32.00,5856.00,180.00,3.00
