S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Ace Development Bank Ltd.,7,263.00,257.00,260.00,1518.00,393626.00,258.00,2.00
2,Apex Development Bank Ltd.,7,255.00,238.00,255.00,444.00,107968.00,234.00,21.00
3,Arun Valley Hydropower Development Co. Ltd.,29,465.00,452.00,452.00,834.00,385282.00,452.00,0.00
4,Asian Life Insurance Co. Limited,149,239.00,229.00,231.00,2630.00,615400.00,225.00,6.00
5,Bank of Asia Nepal Limited,26,285.00,273.00,281.00,1740.00,485770.00,268.00,13.00
6,Bank of Kathmandu Ltd.,67,912.00,825.00,856.00,11525.00,9909922.00,834.00,22.00
7,Bhrikuti Bikash Bank Limited Promoter Share,18,125.00,125.00,125.00,50700.00,6337500.00,124.00,1.00
8,Biratlaxmi Bikas Bank Limited,4,350.00,340.00,340.00,600.00,206000.00,338.00,2.00
9,Bishal Bazar Company Limited,2,3038.00,3038.00,3038.00,76.00,230888.00,3100.00,-62.00
10,Business Universal Development Bank Ltd.,10,179.00,170.00,170.00,1008.00,176292.00,170.00,0.00
11,Butwal Power Company Limited,6,863.00,815.00,863.00,1280.00,1049650.00,815.00,48.00
12,Capital Merchant Bank & Finance Co. Ltd.,1,228.00,228.00,228.00,17.00,3876.00,224.00,4.00
13,Central Finance Co. Ltd.,2,334.00,334.00,334.00,59.00,19706.00,340.00,-6.00
14,Citizen Bank International Limited,41,540.00,525.00,532.00,2000.00,1063600.00,530.00,2.00
15,Clean Energy Development Bank Limited,21,600.00,580.00,585.00,930.00,547660.00,581.00,4.00
16,Crystal Finance Ltd.,46,280.00,280.00,280.00,1130.00,316400.00,285.00,-5.00
17,Deva Bikas Bank Limited,5,187.00,184.00,185.00,600.00,111200.00,181.00,4.00
18,Everest Bank Limited,4,1600.00,1560.00,1600.00,60.00,94660.00,1530.00,70.00
19,Fewa Finance Co. Ltd.,1,290.00,290.00,290.00,18.00,5220.00,285.00,5.00
20,Global IME Bank Limited,11,269.00,250.00,261.00,495.00,128895.00,246.00,15.00
21,Grand Bank Nepal Limited,19,274.00,260.00,269.00,3324.00,883947.00,260.00,9.00
22,Gurkha Development Bank Limited,5,347.00,347.00,347.00,205.00,71135.00,354.00,-7.00
23,Himalayan Bank Limited,8,885.00,851.00,860.00,633.00,545490.00,835.00,25.00
24,ICFC Finance Limited,5,301.00,286.00,295.00,810.00,234210.00,281.00,14.00
