S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Ace Development Bank Ltd.,1,210.00,210.00,210.00,181.00,38010.00,210.00,0.00
2,Apex Development Bank Ltd.,1,270.00,270.00,270.00,40.00,10800.00,275.00,-5.00
3,Arun Valley Hydropower Development Co. Ltd.,14,428.00,425.00,428.00,360.00,153570.00,421.00,7.00
4,Bagheshwori Development Bank Limited,1,505.00,505.00,505.00,22.00,11110.00,515.00,-10.00
5,Bank of Asia Nepal Limited,8,245.00,231.00,231.00,950.00,225190.00,317.00,-86.00
6,Bank of Kathmandu Ltd.,7,690.00,675.00,688.00,625.00,428515.00,665.00,23.00
7,Business Universal Development Bank Ltd.,1,151.00,151.00,151.00,100.00,15100.00,154.00,-3.00
8,Butwal Power Company Limited,1,720.00,720.00,720.00,200.00,144000.00,730.00,-10.00
9,Capital Merchant Bank & Finance Co. Ltd.,9,165.00,153.00,162.00,1336.00,209307.00,156.00,6.00
10,Chilime Hydropower Company Limited,1,860.00,860.00,860.00,100.00,86000.00,860.00,0.00
11,Citizen Bank International Limited,12,370.00,351.00,370.00,770.00,276380.00,360.00,10.00
12,Citizen Investment Trust,2,640.00,640.00,640.00,80.00,51200.00,632.00,8.00
13,Civil Merchant Bittiya Santha Ltd.,25,236.00,232.00,232.00,1280.00,301680.00,236.00,-4.00
14,Clean Energy Development Bank Limited,1,430.00,430.00,430.00,130.00,55900.00,432.00,-2.00
15,Crystal Finance Ltd.,62,231.00,223.00,223.00,640.00,147600.00,235.00,-12.00
16,Deva Bikas Bank Limited,18,167.00,164.00,164.00,562.00,93722.00,165.00,-1.00
17,Everest Bank Limited,12,1232.00,1118.00,1232.00,496.00,563628.00,1159.00,73.00
18,Global IME Bank Limited,7,238.00,234.00,235.00,430.00,101420.00,234.00,1.00
19,Grand Bank Nepal Limited,4,227.00,220.00,220.00,388.00,86688.00,223.00,-3.00
20,Gurkha Development Bank Limited,2,426.00,426.00,426.00,120.00,51120.00,426.00,0.00
21,Himalayan Bank Limited,17,875.00,795.00,874.00,517.00,429177.00,796.00,78.00
22,ICFC Finance Limited,1,216.00,216.00,216.00,44.00,9504.00,220.00,-4.00
23,Kaski Finance Limited,18,229.00,225.00,225.00,540.00,123420.00,225.00,0.00
24,Kumari Bank Limited,10,368.00,353.00,365.00,828.00,298478.00,360.00,5.00
25,Lalitpur Finance Ltd.,1,392.00,392.00,392.00,75.00,29400.00,400.00,-8.00
26,Lord Buddha Finance Limited,10,148.00,143.00,148.00,174.00,25406.00,141.00,7.00
27,Lumbini Bank Limited,11,223.00,216.00,220.00,3366.00,732334.00,222.00,-2.00
28,Lumbini Bikas Bank Ltd.,38,234.00,225.00,231.00,2190.00,500940.00,227.00,4.00
29,Lumbini General Insurance Co. Ltd.,3,150.00,150.00,150.00,50.00,7500.00,150.00,0.00
30,Machhapuchhre Bank Limited,2,249.00,245.00,249.00,245.00,60065.00,245.00,4.00
31,Madhyamanchal Gramin Development Bank Ltd.,11,176.00,173.00,175.00,150.00,26230.00,173.00,2.00
32,Mahakali Bikas Bank Limited,13,215.00,211.00,211.00,230.00,48990.00,211.00,0.00
33,Miteri Development Bank Limited,2,231.00,231.00,231.00,20.00,4620.00,231.00,0.00
34,Nabil Bank Limited,7,1930.00,1876.00,1927.00,208.00,395608.00,1840.00,87.00
35,Narayani National Finance Limited,2,229.00,225.00,229.00,449.00,102353.00,222.00,7.00
36,National Hydro Power Company Limited,31,47.86,44.00,45.00,12160.00,552547.00,46.01,-1.01
37,Nepal Bangladesh Bank Limited,8,226.00,214.00,217.00,290.00,63470.00,208.00,9.00
38,Nepal Credit And Commercial Bank Limited,11,277.00,254.00,254.00,710.00,185150.00,282.00,-28.00
39,Nepal Doorsanchar Comapany Limited,4,440.00,440.00,440.00,870.00,382800.00,437.00,3.00
40,Nepal Investment Bank Limited,4,605.00,596.00,600.00,183.00,109910.00,586.00,14.00
41,Nepal SBI Bank Limited,7,619.00,576.00,607.00,1003.00,602863.00,565.00,42.00
42,NIC Asia Bank Ltd.,3,488.00,480.00,481.00,412.00,198406.00,484.00,-3.00
43,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,1,230.00,230.00,230.00,101.00,23230.00,230.00,0.00
44,NMB Bank Limited,4,260.00,255.00,260.00,1833.00,469908.00,260.00,0.00
45,Paschimanchal Finance Co. Ltd.,1,191.00,191.00,191.00,2285.00,436435.00,190.00,1.00
46,Pokhara Finance Ltd.,1,215.00,215.00,215.00,180.00,38700.00,215.00,0.00
47,Prime Commercial Bank Ltd.,39,376.00,365.00,375.00,1470.00,543087.00,374.00,1.00
48,Public Development Bank Limited,51,138.00,129.00,136.00,920.00,122760.00,131.00,5.00
49,Reliable Development Bank Limited,3,328.00,328.00,328.00,72.00,23616.00,328.00,0.00
50,Sagarmatha  Finance Limited,7,221.00,215.00,215.00,315.00,68855.00,225.00,-10.00
51,Sahayogi Bikas Bank Limited,26,255.00,249.00,255.00,1211.00,302860.00,245.00,10.00
52,Shikhar Finance Limited,8,159.00,159.00,159.00,100.00,15900.00,159.00,0.00
53,Shikhar Insurance Co. Ltd.,11,288.00,268.00,288.00,170.00,47510.00,288.00,0.00
54,Siddhartha Bank Limited,5,347.00,335.00,347.00,96.00,32908.00,345.00,2.00
55,Siddhartha Insurance Ltd.,58,122.00,122.00,122.00,1010.00,123220.00,124.00,-2.00
56,Standard Chartered Bank Limited,11,2610.00,2555.00,2610.00,1332.00,3443120.00,2575.00,35.00
57,Standard Finance Ltd.,2,178.00,175.00,178.00,613.00,108814.00,175.00,3.00
58,Sunrise Bank Limited,19,273.00,255.00,273.00,770.00,201930.00,255.00,18.00
59,Supreme Development Bank Ltd.,1,129.00,129.00,129.00,100.00,12900.00,127.00,2.00
60,Triveni Bikas Bank Limited,1,309.00,309.00,309.00,20.00,6180.00,303.00,6.00
