S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Api Finance Limited,4,230.00,226.00,226.00,100.00,22680.00,230.00,-4.00
2,Arun Valley Hydropower Development Co. Ltd.,20,465.00,460.00,465.00,630.00,291550.00,472.00,-7.00
3,Bank of Asia Nepal Limited,3,235.00,235.00,235.00,180.00,42300.00,235.00,0.00
4,Bank of Kathmandu Ltd.,17,760.00,710.00,750.00,1503.00,1105005.00,757.00,-7.00
5,Business Universal Development Bank Ltd.,5,167.00,161.00,167.00,800.00,130500.00,167.00,0.00
6,Butwal Power Company Limited,4,734.00,715.00,734.00,460.00,329840.00,706.00,28.00
7,Citizen Bank International Limited,8,415.00,402.00,415.00,550.00,225590.00,418.00,-3.00
8,Clean Energy Development Bank Limited,2,463.00,461.00,463.00,70.00,32310.00,470.00,-7.00
9,Crystal Finance Ltd.,1,229.00,229.00,229.00,10.00,2290.00,233.00,-4.00
10,Deva Bikas Bank Limited,23,170.00,160.00,160.00,1656.00,269008.00,171.00,-11.00
11,Everest Bank Limited,2,1376.00,1349.00,1349.00,20.00,27250.00,1404.00,-55.00
12,Fewa Finance Co. Ltd.,1,272.00,272.00,272.00,100.00,27200.00,274.00,-2.00
13,Gandaki Bikas BankLimited,1,474.00,474.00,474.00,100.00,47400.00,483.00,-9.00
14,Global IME Bank Limited,7,260.00,255.00,260.00,220.00,56200.00,260.00,0.00
15,Grand Bank Nepal Limited,1,237.00,237.00,237.00,25.00,5925.00,241.00,-4.00
16,Gurkhas Finance Ltd.,2,170.00,167.00,167.00,20.00,3370.00,173.00,-6.00
17,ICFC Finance Limited,2,242.00,238.00,242.00,144.00,34672.00,234.00,8.00
18,Kaski Finance Limited,3,233.00,233.00,233.00,40.00,9320.00,229.00,4.00
19,Kumari Bank Limited,4,406.00,394.00,406.00,168.00,67102.00,387.00,19.00
20,Laxmi Bank Limited,29,396.00,364.00,375.00,1760.00,654164.00,404.00,-29.00
21,Life Insurance Co. Nepal,3,555.00,535.00,535.00,30.00,16340.00,566.00,-31.00
22,Lord Buddha Finance Limited,23,188.00,184.00,188.00,383.00,70887.00,182.00,6.00
23,Lumbini Bank Limited,5,241.00,233.00,241.00,436.00,103332.00,241.00,0.00
24,Lumbini Bikas Bank Ltd.,41,271.00,242.00,260.00,2020.00,515890.00,267.00,-7.00
25,Lumbini Finance Ltd.,13,243.00,236.00,243.00,1390.00,333848.00,232.00,11.00
26,Lumbini General Insurance Co. Ltd.,1,147.00,147.00,147.00,20.00,2940.00,150.00,-3.00
27,Machhapuchhre Bank Limited,2,270.00,265.00,270.00,428.00,113495.00,266.00,4.00
28,Madhyamanchal Gramin Development Bank Ltd.,11,171.00,159.00,159.00,180.00,29970.00,174.00,-15.00
29,Mahakali Bikas Bank Limited,1,210.00,210.00,210.00,10.00,2100.00,210.00,0.00
30,Miteri Development Bank Limited,5,235.00,232.00,235.00,50.00,11660.00,232.00,3.00
31,Nabil Bank Limited,16,2040.00,2000.00,2040.00,1032.00,2071515.00,2075.00,-35.00
32,National Hydro Power Company Limited,6,49.98,49.00,49.00,3780.00,185412.00,48.96,0.04
33,Nepal Bangladesh Bank Limited,24,216.00,210.00,210.00,3010.00,636140.00,212.00,-2.00
34,Nepal Credit And Commercial Bank Limited,18,241.00,224.00,241.00,1580.00,365690.00,245.00,-4.00
35,Nepal Doorsanchar Comapany Limited,8,450.00,437.00,450.00,2170.00,967890.00,450.00,0.00
36,Nepal Investment Bank Limited,12,687.00,661.00,687.00,1450.00,976980.00,661.00,26.00
37,Nepal SBI Bank Limited,14,690.00,657.00,662.00,1494.00,994245.00,693.00,-31.00
38,Nepal Shree Lanka Merchant Banking & Finance Ltd,9,71.00,65.00,65.00,300.00,19950.00,72.00,-7.00
39,NIC Asia Bank Ltd.,29,550.00,507.00,548.00,3039.00,1623947.00,525.00,23.00
40,NMB Bank Limited,3,277.00,272.00,272.00,344.00,93928.00,282.00,-10.00
41,Pathibhara Bikas Bank Limited,5,287.00,267.00,267.00,50.00,13850.00,292.00,-25.00
42,Peoples Finance Ltd.,1,243.00,243.00,243.00,10.00,2430.00,239.00,4.00
43,Prabhu  Bank Limited,2,190.00,187.00,187.00,220.00,41350.00,187.00,0.00
44,Prabhu Insurance Ltd.,2,170.00,170.00,170.00,151.00,25670.00,171.00,-1.00
45,Prime Commercial Bank Ltd.,15,415.00,385.00,415.00,496.00,200691.00,390.00,25.00
46,Public Development Bank Limited,45,143.00,141.00,142.00,1350.00,192810.00,140.00,2.00
47,Rastriya Beema Company Limited,24,290.00,265.00,265.00,1630.00,441500.00,290.00,-25.00
48,Reliable Development Bank Limited,1,322.00,322.00,322.00,12.00,3864.00,328.00,-6.00
49,Sagarmatha  Finance Limited,11,205.00,201.00,205.00,295.00,60195.00,205.00,0.00
50,Salt Trading Corporation,1,307.00,307.00,307.00,156.00,47892.00,301.00,6.00
51,Samriddhi Finance Company Limited,5,157.00,148.00,148.00,900.00,135900.00,160.00,-12.00
52,Sanima Bank Limited,10,370.00,360.00,370.00,1174.00,425938.00,360.00,10.00
53,Shikhar Finance Limited,5,157.00,157.00,157.00,140.00,21980.00,160.00,-3.00
54,Shikhar Insurance Co. Ltd.,1,327.00,327.00,327.00,10.00,3270.00,321.00,6.00
55,Siddhartha Bank Limited,7,371.00,360.00,371.00,572.00,207492.00,370.00,1.00
56,Siddhartha Insurance Ltd.,1,122.00,122.00,122.00,10.00,1220.00,124.00,-2.00
57,Standard Chartered Bank Limited,16,2850.00,2744.00,2850.00,918.00,2567600.00,2830.00,20.00
58,Sunrise Bank Limited,15,295.00,277.00,295.00,890.00,255690.00,290.00,5.00
59,Supreme Development Bank Ltd.,12,135.00,122.00,135.00,290.00,37645.00,135.00,0.00
60,Triveni Bikas Bank Limited,2,319.00,313.00,313.00,20.00,6320.00,325.00,-12.00
