S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Ace Development Bank Ltd.,3,296.00,294.00,294.00,686.00,202784.00,299.00,-5.00
2,Arun Valley Hydropower Development Co. Ltd.,52,490.00,483.00,485.00,1294.00,630312.00,485.00,0.00
3,Asian Life Insurance Co. Limited,161,217.00,200.00,217.00,6220.00,1279060.00,202.00,15.00
4,Bank of Asia Nepal Limited,6,290.00,285.00,290.00,520.00,149640.00,289.00,1.00
5,Bank of Kathmandu Ltd.,39,895.00,877.00,885.00,4268.00,3764913.00,878.00,7.00
6,Bhrikuti Vikash Bank Limited,1,267.00,267.00,267.00,66.00,17622.00,262.00,5.00
7,Bishal Bazar Company Limited,1,3100.00,3100.00,3100.00,500.00,1550000.00,3125.00,-25.00
8,Business Universal Development Bank Ltd.,6,191.00,185.00,191.00,880.00,163880.00,187.00,4.00
9,Butwal Power Company Limited,4,802.00,775.00,802.00,2196.00,1707570.00,800.00,2.00
10,Capital Merchant Bank & Finance Co. Ltd.,6,230.00,230.00,230.00,1712.00,393760.00,228.00,2.00
11,Chhimek Laghubitta Bikas Bank Limited,2,380.00,373.00,380.00,20.00,7530.00,366.00,14.00
12,Chilime Hydropower Company Limited,2,980.00,980.00,980.00,400.00,392000.00,980.00,0.00
13,Citizen Bank International Limited,14,526.00,516.00,522.00,710.00,370920.00,515.00,7.00
14,Citizen Investment Trust,1,642.00,642.00,642.00,25.00,16050.00,642.00,0.00
15,Clean Energy Development Bank Limited,22,655.00,635.00,640.00,1300.00,842860.00,640.00,0.00
16,Crystal Finance Ltd.,20,297.00,292.00,297.00,250.00,73580.00,296.00,1.00
17,Deva Bikas Bank Limited,5,214.00,208.00,210.00,490.00,103320.00,214.00,-4.00
18,Everest Bank Limited,15,1600.00,1475.00,1600.00,664.00,1007918.00,1615.00,-15.00
19,Everest Bank Limited Con. Pref.,1,960.00,960.00,960.00,10.00,9600.00,956.00,4.00
20,Everest Finance Ltd.,1,422.00,422.00,422.00,60.00,25320.00,422.00,0.00
21,Global IME Bank Limited,10,295.00,283.00,283.00,885.00,255190.00,290.00,-7.00
22,Goodwill Finance Co. Ltd.,1,245.00,245.00,245.00,200.00,49000.00,250.00,-5.00
23,Gorkha Finance Ltd.,9,174.00,165.00,165.00,763.00,127941.00,171.00,-6.00
24,Grand Bank Nepal Limited,13,295.00,280.00,295.00,344.00,98184.00,275.00,20.00
25,Himalayan Bank Limited,5,900.00,895.00,900.00,322.00,289190.00,897.00,3.00
26,IME Financial Institution,3,600.00,592.00,600.00,223.00,132500.00,592.00,8.00
27,Infrastructure Development Bank Ltd.,1,270.00,270.00,270.00,100.00,27000.00,265.00,5.00
28,Kaski Finance Limited,3,282.00,282.00,282.00,70.00,19740.00,280.00,2.00
29,Kumari Bank Limited,13,463.00,450.00,460.00,1469.00,670335.00,450.00,10.00
30,Laxmi Bank Limited,20,460.00,420.00,460.00,1104.00,478568.00,425.00,35.00
31,Life Insurance Co. Nepal,2,697.00,684.00,697.00,30.00,20650.00,671.00,26.00
32,Lumbini Bank Limited,32,305.00,299.00,304.00,5379.00,1619367.00,303.00,1.00
33,Lumbini Bikas Bank Ltd.,16,298.00,288.00,298.00,700.00,206920.00,293.00,5.00
34,Machhapuchhre Bank Limited,4,321.00,315.00,315.00,450.00,143630.00,311.00,4.00
35,Mahakali Bikas Bank Limited,3,211.00,207.00,211.00,50.00,10420.00,213.00,-2.00
36,Nabil Bank Limited,9,2345.00,2300.00,2335.00,782.00,1816841.00,2300.00,35.00
37,NABIL Bank Limited Promotor Share,1,1770.00,1770.00,1770.00,42.00,74340.00,1739.00,31.00
38,Narayani National Finance Limited,1,300.00,300.00,300.00,52.00,15600.00,303.00,-3.00
39,National Hydro Power Company Limited,3,53.00,52.00,53.00,2500.00,131500.00,51.00,2.00
40,Nepal Aawas Finance Limited,1,258.00,258.00,258.00,13.00,3354.00,263.00,-5.00
41,Nepal Bangladesh Bank Limited,6,265.00,250.00,260.00,480.00,123550.00,247.00,13.00
42,Nepal Credit & Commercial Bank Ltd. Promoter Share,1,209.00,209.00,209.00,500.00,104500.00,205.00,4.00
43,Nepal Credit And Commercial Bank Limited,3,249.00,245.00,245.00,300.00,73660.00,246.00,-1.00
44,Nepal Doorsanchar Comapany Limited,6,479.00,472.00,472.00,720.00,343090.00,470.00,2.00
45,Nepal Housing & Merchant Finance Ltd.,4,265.00,250.00,250.00,194.00,49910.00,270.00,-20.00
46,Nepal Investment Bank Limited,22,782.00,759.00,782.00,2879.00,2225383.00,775.00,7.00
47,Nepal SBI Bank Limited,6,791.00,770.00,790.00,615.00,482488.00,770.00,20.00
48,NIC Asia Bank Ltd.,21,687.00,670.00,674.00,2255.00,1533154.00,672.00,2.00
49,NIDC Capital Markets Ltd.,1,480.00,480.00,480.00,210.00,100800.00,476.00,4.00
50,NMB Bank Limited,9,306.00,297.00,298.00,774.00,231088.00,300.00,-2.00
51,Pathibhara Bikas Bank Limited,73,222.00,214.00,218.00,1050.00,229060.00,213.00,5.00
