S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Agriculture Development Bank Limited,17,133.00,129.00,133.00,881.00,116141.00,130.00,3.00
2,Api Finance Limited,1,234.00,234.00,234.00,10.00,2340.00,234.00,0.00
3,Arun Valley Hydropower Development Co. Ltd.,46,474.00,465.00,465.00,2024.00,950520.00,467.00,-2.00
4,Asian Life Insurance Co. Limited,9,246.00,241.00,246.00,1240.00,302120.00,245.00,1.00
5,Bank of Asia Nepal Limited,6,275.00,270.00,270.00,310.00,83950.00,270.00,0.00
6,Bank of Kathmandu Ltd.,12,605.00,585.00,605.00,3513.00,2097335.00,590.00,15.00
7,Bhrikuti Vikash Bank Limited,1,282.00,282.00,282.00,491.00,138462.00,277.00,5.00
8,Birgunj Finance Ltd.,1,161.00,161.00,161.00,30.00,4830.00,160.00,1.00
9,Business Universal Development Bank Ltd.,4,172.00,163.00,172.00,1617.00,264342.00,166.00,6.00
10,Capital Merchant Bank & Finance Co. Ltd.,2,142.00,141.00,142.00,329.00,46405.00,141.00,1.00
11,Central Finance Co. Ltd.,3,303.00,297.00,297.00,150.00,44850.00,309.00,-12.00
12,Chilime Hydropower Company Limited,1,920.00,920.00,920.00,120.00,110400.00,914.00,6.00
13,Citizen Bank International Limited,6,305.00,299.00,299.00,410.00,124330.00,302.00,-3.00
14,Crystal Finance Ltd.,14,247.00,245.00,245.00,320.00,78980.00,244.00,1.00
15,Deva Bikas Bank Limited,25,160.00,159.00,160.00,624.00,99744.00,160.00,0.00
16,Everest Bank Limited,5,1118.00,1075.00,1075.00,470.00,507160.00,1140.00,-65.00
17,Global IME Bank Limited,2,235.00,235.00,235.00,50.00,11750.00,238.00,-3.00
18,Gorkha Finance Ltd.,2,130.00,128.00,130.00,300.00,38600.00,128.00,2.00
19,Grand Bank Nepal Limited,5,244.00,240.00,243.00,1027.00,249244.00,243.00,0.00
20,Gurkha Development Bank Limited,5,269.00,264.00,265.00,300.00,79464.00,274.00,-9.00
21,Himalayan Bank Limited,4,708.00,695.00,708.00,254.00,177884.00,695.00,13.00
22,ICFC Finance Limited,1,252.00,252.00,252.00,100.00,25200.00,250.00,2.00
23,Infrastructure Development Bank Ltd.,1,153.00,153.00,153.00,600.00,91800.00,150.00,3.00
24,Kasthamandap Development Bank Limited,16,200.00,191.00,200.00,690.00,136010.00,194.00,6.00
