S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Ace Development Bank Ltd.,1,290.00,290.00,290.00,77.00,22330.00,294.00,-4.00
2,Apex Development Bank Ltd.,3,270.00,260.00,260.00,297.00,78705.00,275.00,-15.00
3,Api Finance Limited,2,289.00,288.00,289.00,30.00,8650.00,284.00,5.00
4,Arun Valley Hydropower Development Co. Ltd.,74,485.00,480.00,480.00,2298.00,1103812.00,485.00,-5.00
5,Asian Life Insurance Co. Limited,173,226.00,207.00,226.00,7160.00,1566910.00,217.00,9.00
6,Bank of Asia Nepal Limited,16,303.00,285.00,287.00,1010.00,296020.00,290.00,-3.00
7,Bank of Kathmandu Ltd.,38,892.00,870.00,892.00,3971.00,3494247.00,885.00,7.00
8,Bhrikuti Vikash Bank Limited,3,272.00,267.00,272.00,208.00,56050.00,267.00,5.00
9,Business Universal Development Bank Ltd.,6,194.00,182.00,182.00,670.00,125080.00,191.00,-9.00
10,Capital Merchant Bank & Finance Co. Ltd.,5,230.00,230.00,230.00,832.00,191360.00,230.00,0.00
11,Chhimek Laghubitta Bikas Bank Limited,6,418.00,387.00,418.00,110.00,44310.00,380.00,38.00
12,Chilime Hydropower Company Limited,4,980.00,962.00,980.00,1000.00,971000.00,980.00,0.00
13,Citizen Bank International Limited,37,521.00,514.00,518.00,1470.00,758810.00,522.00,-4.00
14,Citizen Investment Trust,1,642.00,642.00,642.00,75.00,48150.00,642.00,0.00
15,Clean Energy Development Bank Limited,19,642.00,623.00,624.00,1260.00,806330.00,640.00,-16.00
16,Crystal Finance Ltd.,9,297.00,290.00,290.00,250.00,73250.00,297.00,-7.00
17,Deva Bikas Bank Limited,11,210.00,202.00,206.00,1122.00,230369.00,210.00,-4.00
18,Everest Bank Limited,3,1599.00,1568.00,1595.00,77.00,122625.00,1600.00,-5.00
19,Excel Development Bank Ltd.,2,306.00,300.00,306.00,282.00,85800.00,295.00,11.00
20,Global IME Bank Limited,32,288.00,273.00,275.00,3420.00,941810.00,283.00,-8.00
21,Goodwill Finance Co. Ltd.,1,241.00,241.00,241.00,100.00,24100.00,245.00,-4.00
22,Grand Bank Nepal Limited,11,290.00,276.00,276.00,1310.00,367367.00,295.00,-19.00
23,Himalayan Bank Limited,5,910.00,900.00,910.00,487.00,440379.00,900.00,10.00
24,ICFC Finance Limited,3,306.00,300.00,306.00,230.00,69274.00,305.00,1.00
25,IME Financial Institution,5,600.00,590.00,600.00,22840.00,13589300.00,600.00,0.00
26,Infrastructure Development Bank Ltd.,1,265.00,265.00,265.00,150.00,39750.00,270.00,-5.00
27,Janaki Finance Ltd.,3,324.00,318.00,323.00,527.00,169221.00,330.00,-7.00
28,Kaski Finance Limited,13,287.00,285.00,286.00,490.00,139930.00,282.00,4.00
29,Kasthamandap Development Bank Limited,33,308.00,278.00,278.00,970.00,277050.00,0.00,278.00
30,Kumari Bank Limited,14,460.00,453.00,457.00,972.00,443224.00,460.00,-3.00
31,Laxmi Bank Limited,23,474.00,442.00,474.00,1241.00,561495.00,460.00,14.00
32,Lord Buddha Finance Limited,6,204.00,200.00,204.00,96.00,19328.00,200.00,4.00
33,Lumbini Bank Limited,15,304.00,299.00,300.00,3820.00,1149420.00,304.00,-4.00
34,Lumbini Bikas Bank Ltd.,33,303.00,294.00,299.00,1460.00,433430.00,298.00,1.00
35,Lumbini Finance Ltd.,1,275.00,275.00,275.00,100.00,27500.00,280.00,-5.00
36,Machhapuchhre Bank Limited,4,320.00,311.00,311.00,568.00,178168.00,315.00,-4.00
37,Mahakali Bikas Bank Limited,4,219.00,212.00,212.00,530.00,115840.00,211.00,1.00
38,Nabil Bank Limited,9,2335.00,2300.00,2335.00,683.00,1583860.00,2335.00,0.00
39,National Hydro Power Company Limited,3,53.00,52.00,52.00,1900.00,99500.00,53.00,-1.00
40,Nepal Bangladesh Bank Limited,8,255.00,245.00,250.00,1210.00,302300.00,260.00,-10.00
41,Nepal Credit & Commercial Bank Ltd. Promoter Share,1,213.00,213.00,213.00,500.00,106500.00,209.00,4.00
42,Nepal Credit And Commercial Bank Limited,11,250.00,240.00,250.00,1600.00,388300.00,245.00,5.00
43,Nepal Doorsanchar Comapany Limited,8,477.00,470.00,471.00,1190.00,563460.00,472.00,-1.00
44,Nepal Housing & Merchant Finance Ltd.,3,245.00,241.00,241.00,150.00,36350.00,250.00,-9.00
45,Nepal Investment Bank Limited,9,785.00,775.00,780.00,1003.00,780660.00,782.00,-2.00
46,Nepal SBI Bank Limited,8,795.00,780.00,786.00,943.00,738740.00,790.00,-4.00
47,NIC Asia Bank Ltd.,27,679.00,670.00,674.00,2248.00,1511222.00,674.00,0.00
48,NIDC Capital Markets Ltd.,1,471.00,471.00,471.00,65.00,30615.00,480.00,-9.00
49,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,1,353.00,353.00,353.00,32.00,11296.00,353.00,0.00
50,NMB Bank Limited,6,300.00,293.00,295.00,506.00,150490.00,298.00,-3.00
51,Pathibhara Bikas Bank Limited,92,220.00,211.00,211.00,1360.00,294790.00,218.00,-7.00
52,Pokhara Finance Ltd.,1,294.00,294.00,294.00,100.00,29400.00,300.00,-6.00
53,Prabhu  Bank Limited,14,225.00,221.00,221.00,3775.00,839785.00,227.00,-6.00
54,Prime Commercial Bank Ltd.,37,500.00,492.00,500.00,1158.00,575470.00,500.00,0.00
55,Public Development Bank Limited,15,154.00,151.00,151.00,550.00,83540.00,153.00,-2.00
56,Rastriya Beema Company Limited,5,380.00,370.00,380.00,265.00,99450.00,370.00,10.00
57,Reliable Development Bank Limited,1,376.00,376.00,376.00,20.00,7520.00,369.00,7.00
58,Resunga Bikas Bank Limited,5,305.00,284.00,284.00,80.00,23680.00,311.00,-27.00
59,Sagarmatha  Finance Limited,7,210.00,205.00,210.00,325.00,67300.00,203.00,7.00
60,Samjhana Finance Co. Ltd.,4,230.00,230.00,230.00,92.00,21160.00,230.00,0.00
61,Sanima Bank Limited,11,507.00,480.00,497.00,672.00,331895.00,471.00,26.00
62,Shikhar Finance Limited,1,193.00,193.00,193.00,20.00,3860.00,190.00,3.00
63,Siddhartha Bank Limited,8,444.00,429.00,437.00,2006.00,878017.00,445.00,-8.00
64,Siddhartha Development Bank Ltd.,3,190.00,190.00,190.00,750.00,142500.00,193.00,-3.00
65,Siddhartha Insurance Ltd.,1,130.00,130.00,130.00,20.00,2600.00,130.00,0.00
66,Soaltee Hotel Limited,1,215.00,215.00,215.00,200.00,43000.00,205.00,10.00
67,Standard Chartered Bank Limited,19,3305.00,3250.00,3265.00,1432.00,4679830.00,3290.00,-25.00
68,Standard Finance Ltd.,5,193.00,190.00,191.00,2035.00,386880.00,190.00,1.00
69,Sunrise Bank Limited,388,349.00,320.00,330.00,18440.00,6119530.00,345.00,-15.00
70,Supreme Development Bank Ltd.,9,143.00,140.00,141.00,1288.00,181448.00,139.00,2.00
