S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Ace Development Bank Ltd.,3,280.00,275.00,275.00,472.00,131160.00,281.00,-6.00
2,Api Finance Limited,3,233.00,233.00,233.00,30.00,6990.00,237.00,-4.00
3,Arun Valley Hydropower Development Co. Ltd.,21,465.00,460.00,465.00,370.00,171574.00,465.00,0.00
4,Asian Life Insurance Co. Limited,14,250.00,243.00,244.00,1050.00,256430.00,248.00,-4.00
5,Bank of Asia Nepal Limited,14,270.00,265.00,270.00,1170.00,312845.00,267.00,3.00
6,Bank of Kathmandu Ltd.,50,840.00,825.00,828.00,6044.00,5010913.00,831.00,-3.00
7,Biratlaxmi Bikas Bank Limited,2,349.00,348.00,348.00,22.00,7667.00,354.00,-6.00
8,Bishal Bazar Company Limited,1,3100.00,3100.00,3100.00,150.00,465000.00,3100.00,0.00
9,Chhimek Laghubitta Bikas Bank Limited,1,446.00,446.00,446.00,18.00,8028.00,438.00,8.00
10,Chilime Hydropower Company Limited,5,930.00,902.00,930.00,1700.00,1548200.00,912.00,18.00
11,Citizen Bank International Limited,5,306.00,300.00,300.00,260.00,78240.00,300.00,0.00
12,Civil Merchant Bittiya Santha Ltd.,88,206.00,191.00,206.00,2230.00,449760.00,188.00,18.00
13,Clean Energy Development Bank Limited,5,590.00,565.00,565.00,320.00,185230.00,591.00,-26.00
14,Crystal Finance Ltd.,23,250.00,245.00,248.00,360.00,88930.00,247.00,1.00
15,Deva Bikas Bank Limited,36,192.00,185.00,190.00,2622.00,492944.00,186.00,4.00
16,Everest Bank Limited,2,1515.00,1510.00,1510.00,196.00,296460.00,1545.00,-35.00
17,Everest Bank Limited Con. Pref.,1,795.00,795.00,795.00,15.00,11925.00,795.00,0.00
18,Global IME Bank Limited,18,260.00,250.00,250.00,705.00,181770.00,265.00,-15.00
19,Himalayan Bank Limited,2,815.00,800.00,800.00,401.00,322270.00,830.00,-30.00
20,IME Financial Institution,5,550.00,530.00,530.00,633.00,343690.00,559.00,-29.00
21,Imperial Financial Inst. Ltd.,1,255.00,255.00,255.00,10.00,2550.00,260.00,-5.00
22,Infrastructure Development Bank Limited Promoter Share,5,137.00,137.00,137.00,32000.00,4384000.00,137.00,0.00
23,Infrastructure Development Bank Ltd.,68,277.00,228.00,272.00,9342.00,2349574.00,253.00,19.00
24,Kaski Finance Limited,5,265.00,260.00,261.00,240.00,62820.00,270.00,-9.00
25,Kasthamandap Development Bank Limited,8,240.00,236.00,236.00,190.00,45000.00,240.00,-4.00
26,Kumari Bank Limited,6,440.00,432.00,440.00,593.00,259059.00,440.00,0.00
27,Laxmi Bank Limited,14,494.00,471.00,494.00,590.00,283666.00,470.00,24.00
28,Lord Buddha Finance Limited,8,190.00,186.00,190.00,248.00,46478.00,187.00,3.00
29,Lumbini Bank Limited,5,296.00,288.00,296.00,458.00,133014.00,283.00,13.00
30,Lumbini Bikas Bank Ltd.,49,274.00,266.00,271.00,1060.00,284080.00,265.00,6.00
31,Lumbini Finance Ltd.,17,257.00,240.00,246.00,845.00,208791.00,252.00,-6.00
32,Lumbini General Insurance Co. Ltd.,5,165.00,165.00,165.00,60.00,9900.00,165.00,0.00
33,Mahalaxmi BikasBank Limited,1,177.00,177.00,177.00,42.00,7434.00,174.00,3.00
34,Miteri Development Bank Limited,8,216.00,212.00,216.00,160.00,34110.00,211.00,5.00
35,Nabil Bank Limited,7,2140.00,2121.00,2135.00,749.00,1594028.00,2140.00,-5.00
36,Narayani National Finance Limited,26,235.00,226.00,229.00,4412.00,1016242.00,235.00,-6.00
37,National Hydro Power Company Limited,6,50.00,49.00,50.00,2910.00,144500.00,50.00,0.00
38,Neco Insurance Co. Ltd.,1,109.00,109.00,109.00,77.00,8393.00,107.00,2.00
39,Nepal Bangladesh Bank Limited,26,227.00,220.00,227.00,9060.00,2022500.00,229.00,-2.00
40,Nepal Credit And Commercial Bank Limited,2,235.00,234.00,235.00,140.00,32880.00,237.00,-2.00
41,Nepal Doorsanchar Comapany Limited,3,460.00,455.00,460.00,900.00,412500.00,465.00,-5.00
42,Nepal Investment Bank Limited,4,719.00,705.00,719.00,1868.00,1324050.00,729.00,-10.00
