S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Ace Development Bank Ltd.,1,280.00,280.00,280.00,36.00,10080.00,275.00,5.00
2,Apex Development Bank Ltd.,3,260.00,250.00,260.00,47.00,12000.00,246.00,14.00
3,Api Finance Limited,14,259.00,250.00,251.00,240.00,60360.00,264.00,-13.00
4,Arun Valley Hydropower Development Co. Ltd.,78,449.00,430.00,449.00,1708.00,758310.00,450.00,-1.00
5,Asian Life Insurance Co. Limited,60,245.00,240.00,245.00,2170.00,525770.00,240.00,5.00
6,Bank of Asia Nepal Limited,1,252.00,252.00,252.00,50.00,12600.00,248.00,4.00
7,Bank of Kathmandu Ltd.,33,851.00,833.00,851.00,8418.00,7058518.00,857.00,-6.00
8,Best Finance Co. Limited Promoter Share,2,115.00,115.00,115.00,6292.00,723580.00,115.00,0.00
9,Biratlaxmi Bikas Bank Limited,3,333.00,321.00,321.00,340.00,110700.00,333.00,-12.00
10,Butwal Power Company Limited,11,1031.00,955.00,1031.00,749.00,759434.00,938.00,93.00
11,Chilime Hydropower Company Limited,3,1002.00,982.00,1001.00,200.00,199350.00,983.00,18.00
12,Citizen Bank International Limited,70,503.00,489.00,491.00,2430.00,1204920.00,500.00,-9.00
13,City Express Finance Co. Limited,37,245.00,241.00,241.00,370.00,89970.00,245.00,-4.00
14,Clean Energy Development Bank Limited,4,595.00,595.00,595.00,60.00,35700.00,585.00,10.00
15,Deva Bikas Bank Limited,19,181.00,175.00,181.00,1504.00,266860.00,175.00,6.00
16,Everest Bank Limited,13,1609.00,1526.00,1609.00,657.00,1019559.00,1557.00,52.00
17,Everest Bank Limited Con. Pref.,4,900.00,870.00,900.00,110.00,97965.00,870.00,30.00
18,Global IME Bank Limited,5,256.00,247.00,256.00,585.00,145000.00,256.00,0.00
19,Gurkha Development Bank Limited,1,403.00,403.00,403.00,30.00,12090.00,397.00,6.00
20,Himalayan Bank Limited,15,840.00,810.00,810.00,1810.00,1475624.00,832.00,-22.00
21,ICFC Finance Limited,1,272.00,272.00,272.00,100.00,27200.00,277.00,-5.00
22,Infrastructure Development Bank Ltd.,5,275.00,265.00,275.00,280.00,75450.00,270.00,5.00
23,Kaski Finance Limited,1,262.00,262.00,262.00,60.00,15720.00,267.00,-5.00
24,Kasthamandap Development Bank Limited,25,235.00,229.00,235.00,710.00,164330.00,231.00,4.00
25,Kumari Bank Limited,5,443.00,435.00,435.00,654.00,285296.00,435.00,0.00
26,Life Insurance Co. Nepal,6,581.00,581.00,581.00,150.00,87150.00,574.00,7.00
27,Lord Buddha Finance Limited,1,190.00,190.00,190.00,14.00,2660.00,187.00,3.00
28,Lumbini Bank Limited,1,294.00,294.00,294.00,94.00,27636.00,294.00,0.00
29,Lumbini Bikas Bank Ltd.,6,277.00,275.00,277.00,270.00,74400.00,275.00,2.00
30,Lumbini Finance Ltd.,1,250.00,250.00,250.00,105.00,26250.00,255.00,-5.00
31,Machhapuchhre Bank Limited,4,290.00,287.00,287.00,563.00,162516.00,289.00,-2.00
32,Mahakali Bikas Bank Limited,1,242.00,242.00,242.00,10.00,2420.00,242.00,0.00
33,Miteri Development Bank Limited,15,221.00,215.00,216.00,290.00,62740.00,218.00,-2.00
34,Nabil Bank Limited,9,2230.00,2156.00,2230.00,470.00,1017940.00,2150.00,80.00
35,Narayani National Finance Limited,11,245.00,241.00,241.00,2842.00,685922.00,241.00,0.00
36,Nepal Bangladesh Bank Limited,4,247.00,235.00,247.00,60.00,14460.00,232.00,15.00
37,Nepal Credit And Commercial Bank Limited,6,257.00,247.00,257.00,2060.00,514120.00,252.00,5.00
38,Nepal Doorsanchar Comapany Limited,2,458.00,458.00,458.00,360.00,164880.00,456.00,2.00
39,Nepal Housing & Merchant Finance Ltd.,1,220.00,220.00,220.00,402.00,88440.00,224.00,-4.00
40,Nepal Investment Bank Limited,7,705.00,696.00,705.00,806.00,565580.00,704.00,1.00
41,Nepal SBI Bank Limited,3,755.00,742.00,742.00,172.00,128560.00,750.00,-8.00
42,Nepal Shree Lanka Merchant Banking & Finance Ltd,1,60.00,60.00,60.00,110.00,6600.00,59.00,1.00
43,NIC Asia Bank Ltd.,17,631.00,620.00,630.00,1851.00,1164488.00,630.00,0.00
44,NIDC Development Bank Ltd.,1,120.00,120.00,120.00,10.00,1200.00,120.00,0.00
45,NMB Bank Limited,11,282.00,278.00,280.00,1238.00,346746.00,273.00,7.00
46,Patan Finance Limited,1,165.00,165.00,165.00,500.00,82500.00,167.00,-2.00
47,Pathibhara Bikas Bank Limited,5,198.00,198.00,198.00,100.00,19800.00,202.00,-4.00
48,Prime Commercial Bank Ltd.,15,480.00,468.00,480.00,473.00,224290.00,480.00,0.00
49,Public Development Bank Limited,20,148.00,146.00,146.00,490.00,72460.00,150.00,-4.00
50,Rastriya Beema Company Limited,4,355.00,342.00,342.00,120.00,41715.00,360.00,-18.00
51,Reliable Development Bank Limited,6,330.00,325.00,330.00,84.00,27660.00,332.00,-2.00
52,Resunga Bikas Bank Limited,12,247.00,240.00,247.00,210.00,51370.00,241.00,6.00
53,Samriddhi Finance Company Limited,1,175.00,175.00,175.00,500.00,87500.00,172.00,3.00
54,Sewa Bikas Bank Limited,1,353.00,353.00,353.00,20.00,7060.00,0.00,353.00
55,Shikhar Insurance Co. Ltd.,6,327.00,327.00,327.00,60.00,19620.00,333.00,-6.00
56,Siddhartha Bank Limited,14,452.00,425.00,449.00,1406.00,607195.00,433.00,16.00
57,Siddhartha Development Bank Ltd.,1,190.00,190.00,190.00,100.00,19000.00,191.00,-1.00
58,Standard Chartered Bank Limited,3,3060.00,3000.00,3060.00,145.00,439600.00,3100.00,-40.00
59,Sunrise Bank Limited,2,250.00,250.00,250.00,90.00,22500.00,252.00,-2.00
60,Supreme Development Bank Ltd.,1,130.00,130.00,130.00,1000.00,130000.00,131.00,-1.00
61,Triveni Bikas Bank Limited,3,353.00,348.00,348.00,106.00,37018.00,360.00,-12.00
62,United Insurance Co. (Nepal) Ltd.,1,265.00,265.00,265.00,20.00,5300.00,253.00,12.00
