S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Agriculture Development Bank Limited,92,120.00,115.00,118.00,4914.00,575759.00,122.00,-4.00
2,Alpic Everest Finance Limited Promotor Share,1,170.00,170.00,170.00,100.00,17000.00,170.00,0.00
3,Api Finance Limited,1,230.00,230.00,230.00,10.00,2300.00,226.00,4.00
4,Arun Valley Hydropower Development Co. Ltd.,74,406.00,397.00,400.00,1722.00,695100.00,400.00,0.00
5,Asian Life Insurance Co. Limited,30,227.00,221.00,221.00,970.00,217480.00,227.00,-6.00
6,Bank of Asia Nepal Limited,12,260.00,252.00,254.00,560.00,142840.00,260.00,-6.00
7,Bank of Kathmandu Ltd.,105,673.00,645.00,660.00,19097.00,12649662.00,669.00,-9.00
8,Bhrikuti Vikash Bank Limited,8,277.00,277.00,277.00,7629.00,2113233.00,277.00,0.00
9,Business Universal Development Bank Ltd.,9,188.00,171.00,171.00,10971.00,2002697.00,190.00,-19.00
10,Chhimek Laghubitta Bikas Bank Limited,2,446.00,438.00,446.00,126.00,55692.00,430.00,16.00
11,Citizen Bank International Limited,9,295.00,290.00,290.00,460.00,133730.00,290.00,0.00
12,Clean Energy Development Bank Limited,3,220.00,218.00,220.00,40.00,8760.00,218.00,2.00
13,Crystal Finance Ltd.,1,226.00,226.00,226.00,10.00,2260.00,230.00,-4.00
14,Deva Bikas Bank Limited,14,163.00,152.00,152.00,557.00,85960.00,160.00,-8.00
15,Everest Bank Limited,3,1115.00,1103.00,1115.00,113.00,124922.00,1125.00,-10.00
16,Everest Bank Limited Con. Pref.,69,755.00,755.00,755.00,690.00,520950.00,770.00,-15.00
17,Everest Insurance Co. Ltd.,1,292.00,292.00,292.00,60.00,17520.00,290.00,2.00
18,Excel Development Bank Ltd.,4,311.00,304.00,311.00,313.00,96580.00,310.00,1.00
19,Global IME Bank Limited,20,215.00,205.00,215.00,1635.00,341420.00,207.00,8.00
