S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Ace Development Bank Ltd.,9,275.00,260.00,270.00,2535.00,675830.00,275.00,-5.00
2,Apex Development Bank Ltd.,1,220.00,220.00,220.00,109.00,23980.00,216.00,4.00
3,Arun Valley Hydropower Development Co. Ltd.,24,470.00,462.00,470.00,610.00,284438.00,471.00,-1.00
4,Asian Life Insurance Co. Limited,228,272.00,247.00,270.00,9650.00,2551960.00,260.00,10.00
5,Bank of Asia Nepal Limited,6,286.00,281.00,282.00,210.00,59240.00,281.00,1.00
6,Bank of Kathmandu Ltd.,14,870.00,860.00,860.00,1450.00,1251608.00,870.00,-10.00
7,Business Universal Development Bank Ltd.,4,179.00,176.00,179.00,750.00,133950.00,179.00,0.00
8,Butwal Power Company Limited,1,810.00,810.00,810.00,10.00,8100.00,795.00,15.00
9,Chhimek Laghubitta Bikas Bank Limited,2,501.00,500.00,500.00,50.00,25010.00,492.00,8.00
10,Chilime Hydropower Company Limited,6,950.00,940.00,950.00,820.00,776680.00,969.00,-19.00
11,Citizen Bank International Limited,12,497.00,494.00,495.00,395.00,195790.00,490.00,5.00
12,Civil Merchant Bittiya Santha Ltd.,6,198.00,195.00,195.00,240.00,47040.00,198.00,-3.00
13,Clean Energy Development Bank Limited,8,620.00,608.00,609.00,440.00,267880.00,615.00,-6.00
14,Crystal Finance Ltd.,12,285.00,279.00,279.00,270.00,76390.00,289.00,-10.00
15,Deva Bikas Bank Limited,20,197.00,194.00,197.00,992.00,193344.00,199.00,-2.00
16,Everest Bank Limited,3,1494.00,1490.00,1490.00,118.00,176158.00,1520.00,-30.00
17,Excel Development Bank Ltd.,1,312.00,312.00,312.00,50.00,15600.00,306.00,6.00
18,Fewa Finance Co. Ltd.,1,293.00,293.00,293.00,35.00,10255.00,298.00,-5.00
19,Global IME Bank Limited,10,270.00,265.00,270.00,330.00,88370.00,265.00,5.00
20,Grand Bank Nepal Limited,6,275.00,265.00,270.00,900.00,241750.00,270.00,0.00
21,Himalayan Bank Limited,1,880.00,880.00,880.00,108.00,95040.00,877.00,3.00
22,ICFC Finance Limited,1,289.00,289.00,289.00,11.00,3179.00,294.00,-5.00
23,Kaski Finance Limited,5,271.00,266.00,266.00,140.00,37590.00,275.00,-9.00
24,Kasthamandap Development Bank Limited,84,243.00,236.00,243.00,3130.00,748120.00,240.00,3.00
25,Kumari Bank Limited,4,455.00,450.00,451.00,538.00,242456.00,450.00,1.00
26,Lalitpur Finance Ltd.,4,410.00,407.00,409.00,330.00,134920.00,417.00,-8.00
27,Laxmi Bank Limited,10,475.00,457.00,473.00,455.00,211741.00,483.00,-10.00
28,Life Insurance Co. Nepal,3,646.00,623.00,623.00,130.00,82860.00,659.00,-36.00
29,Lord Buddha Finance Limited,3,190.00,187.00,187.00,268.00,50308.00,187.00,0.00
30,Lumbini Bank Limited,11,295.00,285.00,295.00,11802.00,3385673.00,292.00,3.00
31,Lumbini Bikas Bank Ltd.,8,289.00,284.00,284.00,440.00,125620.00,289.00,-5.00
32,Lumbini Finance Ltd.,2,270.00,265.00,265.00,205.00,54665.00,275.00,-10.00
33,Machhapuchhre Bank Limited,6,309.00,305.00,309.00,816.00,250879.00,308.00,1.00
34,Mahakali Bikas Bank Limited,4,246.00,245.00,245.00,90.00,22090.00,241.00,4.00
35,Nabil Bank Limited,11,2260.00,2240.00,2240.00,820.00,1844710.00,2280.00,-40.00
36,National Hydro Power Company Limited,2,50.00,49.00,49.00,1500.00,74000.00,50.00,-1.00
37,Nepal Bangladesh Bank Limited,9,245.00,240.00,240.00,100963.00,24231595.00,241.00,-1.00
38,Nepal Credit And Commercial Bank Limited,1,268.00,268.00,268.00,40.00,10720.00,267.00,1.00
39,Nepal Doorsanchar Comapany Limited,5,455.00,440.00,440.00,3150.00,1400400.00,460.00,-20.00
40,Nepal Investment Bank Limited,5,770.00,755.00,755.00,823.00,626045.00,765.00,-10.00
41,Nepal SBI Bank Limited,2,770.00,765.00,765.00,272.00,209080.00,769.00,-4.00
