S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Ace Development Bank Ltd.,27,292.00,271.00,292.00,4509.00,1305674.00,266.00,26.00
2,Api Finance Limited,3,300.00,295.00,300.00,60.00,17950.00,290.00,10.00
3,Arun Valley Hydropower Development Co. Ltd.,30,520.00,500.00,510.00,888.00,453280.00,510.00,0.00
4,Asian Life Insurance Co. Limited,135,209.00,188.00,188.00,5040.00,987120.00,198.00,-10.00
5,Bank of Asia Nepal Limited,18,336.00,305.00,305.00,1870.00,609690.00,318.00,-13.00
6,Bank of Kathmandu Ltd.,127,999.00,860.00,875.00,12358.00,11449245.00,935.00,-60.00
7,Bhrikuti Vikash Bank Limited,2,262.00,262.00,262.00,208.00,54496.00,262.00,0.00
8,Biratlaxmi Bikas Bank Limited,5,388.00,367.00,367.00,560.00,209620.00,395.00,-28.00
9,Business Universal Development Bank Ltd.,8,193.00,184.00,184.00,2110.00,396040.00,190.00,-6.00
10,Butwal Power Company Limited,2,837.00,821.00,821.00,150.00,123950.00,821.00,0.00
11,Capital Merchant Bank & Finance Co. Ltd.,1,230.00,230.00,230.00,79.00,18170.00,232.00,-2.00
12,Central Finance Co. Ltd.,1,360.00,360.00,360.00,490.00,176400.00,361.00,-1.00
13,Chhimek Laghubitta Bikas Bank Limited,4,322.00,305.00,322.00,300.00,94040.00,301.00,21.00
14,Chilime Hydropower Company Limited,9,1071.00,1030.00,1050.00,1440.00,1512000.00,1050.00,0.00
15,Citizen Bank International Limited,46,592.00,517.00,527.00,2680.00,1459300.00,559.00,-32.00
16,Civil Merchant Bittiya Santha Ltd.,4,225.00,222.00,222.00,430.00,95790.00,222.00,0.00
17,Clean Energy Development Bank Limited,12,600.00,567.00,580.00,510.00,297870.00,556.00,24.00
18,Crystal Finance Ltd.,1,280.00,280.00,280.00,10.00,2800.00,275.00,5.00
19,Deva Bikas Bank Limited,6,255.00,250.00,250.00,525.00,132360.00,246.00,4.00
20,Everest Bank Limited,17,1660.00,1477.00,1566.00,1114.00,1772505.00,1630.00,-64.00
21,Everest Insurance Co. Ltd.,1,304.00,304.00,304.00,33.00,10032.00,299.00,5.00
22,Excel Development Bank Ltd.,2,285.00,285.00,285.00,164.00,46740.00,280.00,5.00
23,Global IME Bank Limited,13,312.00,289.00,294.00,635.00,191110.00,300.00,-6.00
24,Gorkha Finance Ltd.,1,189.00,189.00,189.00,150.00,28350.00,186.00,3.00
25,Grand Bank Nepal Limited,14,310.00,276.00,276.00,1680.00,496948.00,303.00,-27.00
26,Gurkha Development Bank Limited,1,375.00,375.00,375.00,131.00,49125.00,370.00,5.00
27,Himalayan Bank Limited,18,993.00,936.00,950.00,1204.00,1160428.00,955.00,-5.00
28,Himalayan General Insurance Co. Ltd,1,230.00,230.00,230.00,50.00,11500.00,226.00,4.00
29,ICFC Finance Limited,20,331.00,303.00,303.00,2157.00,685943.00,319.00,-16.00
30,IME Financial Institution,8,636.00,621.00,635.00,3180.00,2017240.00,609.00,26.00
31,Infrastructure Development Bank Ltd.,10,274.00,270.00,270.00,850.00,230400.00,268.00,2.00
32,Kaski Finance Limited,13,268.00,262.00,265.00,1110.00,294260.00,262.00,3.00
33,Kumari Bank Limited,39,492.00,426.00,430.00,3849.00,1755172.00,465.00,-35.00
34,Laxmi Bank Limited,16,480.00,435.00,475.00,1000.00,462457.00,442.00,33.00
35,Lumbini Bank Limited,22,325.00,300.00,306.00,2346.00,723776.00,312.00,-6.00
36,Lumbini Bikas Bank Ltd.,23,338.00,308.00,308.00,1240.00,405820.00,320.00,-12.00
37,Lumbini Finance Ltd.,1,312.00,312.00,312.00,30.00,9360.00,306.00,6.00
38,Machhapuchhre Bank Limited,28,345.00,309.00,315.00,4637.00,1525809.00,315.00,0.00
39,Mahakali Bikas Bank Limited,6,219.00,215.00,215.00,80.00,17320.00,211.00,4.00
40,Mahalaxmi BikasBank Limited,55,213.00,198.00,210.00,940.00,190594.00,198.00,12.00
41,Miteri Development Bank Limited,6,271.00,256.00,271.00,100.00,26550.00,251.00,20.00
42,Nabil Bank Limited,42,2600.00,2343.00,2356.00,2755.00,6729356.00,2540.00,-184.00
43,Narayani National Finance Limited,1,273.00,273.00,273.00,10.00,2730.00,268.00,5.00
44,National Hydro Power Company Limited,20,56.00,50.00,50.00,13530.00,721200.00,55.00,-5.00
45,Nepal Bangladesh Bank Limited,17,288.00,260.00,260.00,1790.00,486530.00,269.00,-9.00
46,Nepal Credit And Commercial Bank Limited,8,264.00,245.00,251.00,2090.00,528640.00,259.00,-8.00
47,Nepal Doorsanchar Comapany Limited,16,509.00,470.00,479.00,4220.00,2052850.00,488.00,-9.00
48,Nepal Investment Bank Limited,27,874.00,772.00,783.00,1771.00,1426121.00,825.00,-42.00
49,Nepal SBI Bank Limited,20,905.00,785.00,785.00,1439.00,1200224.00,869.00,-84.00
50,Nepal Share Markets Ltd.,3,189.00,186.00,186.00,250.00,46650.00,183.00,3.00
51,Nepal Shree Lanka Merchant Banking & Finance Ltd,3,54.00,54.00,54.00,180.00,9720.00,53.00,1.00
52,NIC Asia Bank Ltd.,45,754.00,640.00,645.00,4674.00,3131058.00,699.00,-54.00
53,NIDC Capital Markets Ltd.,9,442.00,426.00,442.00,1000.00,428720.00,418.00,24.00
54,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,2,320.00,314.00,320.00,90.00,28560.00,308.00,12.00
55,NMB Bank Limited,11,330.00,305.00,306.00,1265.00,396498.00,324.00,-18.00
56,Pathibhara Bikas Bank Limited,31,222.00,208.00,210.00,510.00,108360.00,216.00,-6.00
57,Peoples Finance Ltd.,1,250.00,250.00,250.00,300.00,75000.00,249.00,1.00
58,Prabhu  Bank Limited,11,263.00,241.00,241.00,1250.00,316150.00,258.00,-17.00
59,Prime Commercial Bank Ltd.,50,559.00,486.00,500.00,4391.00,2259053.00,539.00,-39.00
60,Public Development Bank Limited,8,172.00,166.00,172.00,160.00,27010.00,163.00,9.00
61,Rastriya Beema Company Limited,2,436.00,433.00,433.00,50.00,21710.00,435.00,-2.00
62,Reliable Development Bank Limited,2,344.00,338.00,344.00,24.00,8184.00,332.00,12.00
63,Sagarmatha  Finance Limited,1,230.00,230.00,230.00,125.00,28750.00,226.00,4.00
64,Samriddhi Finance Company Limited,4,162.00,159.00,159.00,320.00,50940.00,156.00,3.00
65,Sanima Bank Limited,17,521.00,481.00,481.00,1251.00,642443.00,511.00,-30.00
66,Sanima Bank Ltd. Promoter Share,7,275.00,275.00,275.00,71200.00,19580000.00,275.00,0.00
67,Shikhar Finance Limited,1,174.00,174.00,174.00,20.00,3480.00,171.00,3.00
68,Siddhartha Bank Limited,20,485.00,433.00,441.00,1847.00,836473.00,467.00,-26.00
