S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Arun Valley Hydropower Development Co. Ltd.,20,475.00,469.00,475.00,380.00,179540.00,479.00,-4.00
2,Bank of Asia Nepal Limited,9,275.00,260.00,275.00,320.00,84210.00,258.00,17.00
3,Bank of Kathmandu Ltd.,30,802.00,780.00,798.00,2663.00,2108010.00,794.00,4.00
4,Bhrikuti Vikash Bank Limited,1,248.00,248.00,248.00,328.00,81344.00,248.00,0.00
5,Bishal Bazar Company Limited,1,3065.00,3065.00,3065.00,500.00,1532500.00,3100.00,-35.00
6,Business Universal Development Bank Ltd.,4,174.00,170.00,170.00,1421.00,241970.00,173.00,-3.00
7,Capital Merchant Bank & Finance Co. Ltd.,8,193.00,193.00,193.00,4513.00,871009.00,193.00,0.00
8,Chilime Hydropower Company Limited,6,915.00,900.00,910.00,530.00,479550.00,886.00,24.00
9,Citizen Bank International Limited,13,457.00,444.00,450.00,890.00,401660.00,453.00,-3.00
10,Civil Merchant Bittiya Santha Ltd.,1,223.00,223.00,223.00,100.00,22300.00,227.00,-4.00
11,Everest Bank Limited,24,1457.00,1300.00,1457.00,879.00,1185892.00,1402.00,55.00
12,Excel Development Bank Ltd.,4,274.00,264.00,264.00,484.00,130896.00,279.00,-15.00
13,Fewa Finance Co. Ltd.,3,283.00,277.00,283.00,288.00,80464.00,274.00,9.00
14,Global IME Bank Limited,4,280.00,270.00,280.00,360.00,99100.00,265.00,15.00
15,Grand Bank Nepal Limited,9,239.00,230.00,230.00,1566.00,365411.00,230.00,0.00
16,Himalayan Bank Limited,16,900.00,842.00,861.00,1361.00,1170282.00,906.00,-45.00
17,ICFC Finance Limited,8,269.00,255.00,269.00,2740.00,703228.00,250.00,19.00
18,Kaski Finance Limited,1,239.00,239.00,239.00,60.00,14340.00,235.00,4.00
19,Kumari Bank Limited,3,418.00,410.00,418.00,224.00,92720.00,412.00,6.00
20,Lalitpur Finance Ltd.,2,390.00,386.00,390.00,118.00,45616.00,385.00,5.00
21,Laxmi Bank Limited,16,404.00,385.00,393.00,809.00,317927.00,412.00,-19.00
22,Lord Buddha Finance Limited,2,197.00,197.00,197.00,61.00,12017.00,197.00,0.00
23,Lumbini Bank Limited,4,258.00,245.00,258.00,344.00,86772.00,241.00,17.00
24,Lumbini Bikas Bank Ltd.,32,290.00,272.00,290.00,1600.00,442970.00,276.00,14.00
25,Lumbini Finance Ltd.,3,253.00,249.00,253.00,268.00,67532.00,245.00,8.00
26,Machhapuchhre Bank Limited,3,280.00,275.00,280.00,335.00,93740.00,270.00,10.00
27,Madhyamanchal Gramin Development Bank Ltd.,5,156.00,145.00,145.00,90.00,13480.00,159.00,-14.00
28,Mahakali Bikas Bank Limited,1,208.00,208.00,208.00,20.00,4160.00,208.00,0.00
29,Miteri Development Bank Limited,1,243.00,243.00,243.00,20.00,4860.00,239.00,4.00
30,Nabil Bank Limited,19,2172.00,2100.00,2172.00,1278.00,2708832.00,2100.00,72.00
31,National Hydro Power Company Limited,5,48.88,47.92,48.88,3100.00,149658.00,48.90,-0.02
32,Nepal Bangladesh Bank Limited,5,233.00,222.00,229.00,240.00,54320.00,218.00,11.00
33,Nepal Credit And Commercial Bank Limited,11,245.00,225.00,245.00,1890.00,436270.00,230.00,15.00
34,Nepal Doorsanchar Comapany Limited,4,461.00,450.00,461.00,1450.00,657100.00,459.00,2.00
35,Nepal Investment Bank Limited,13,738.00,716.00,730.00,1299.00,944563.00,735.00,-5.00
36,Nepal SBI Bank Limited,9,740.00,718.00,730.00,823.00,596103.00,709.00,21.00
37,Nepal Shree Lanka Merchant Banking & Finance Ltd,9,58.00,54.00,54.00,820.00,45290.00,59.00,-5.00
38,NIC Asia Bank Ltd.,26,594.00,570.00,580.00,3115.00,1811867.00,571.00,9.00
39,NMB Bank Limited,2,272.00,267.00,272.00,99.00,26853.00,262.00,10.00
40,Pathibhara Bikas Bank Limited,48,237.00,217.00,217.00,690.00,150330.00,241.00,-24.00
41,Pokhara Finance Ltd.,2,228.00,224.00,228.00,470.00,106360.00,220.00,8.00
42,Prabhu  Bank Limited,4,205.00,198.00,205.00,1300.00,258600.00,198.00,7.00
43,Prime Commercial Bank Ltd.,45,440.00,413.00,440.00,3134.00,1339199.00,423.00,17.00
44,Prudential Finance Company Limited,1,188.00,188.00,188.00,65.00,12220.00,185.00,3.00
45,Public Development Bank Limited,2,148.00,146.00,148.00,60.00,8820.00,144.00,4.00
46,Rastriya Beema Company Limited,5,319.00,296.00,319.00,50.00,15360.00,291.00,28.00
47,Reliable Development Bank Limited,1,326.00,326.00,326.00,12.00,3912.00,320.00,6.00
48,Sagarmatha  Finance Limited,4,222.00,214.00,222.00,875.00,187625.00,210.00,12.00
49,Sahayogi Bikas Bank Limited,5,255.00,255.00,255.00,225.00,57375.00,255.00,0.00
50,Samriddhi Finance Company Limited,1,150.00,150.00,150.00,80.00,12000.00,148.00,2.00
51,Sanima Bank Limited,7,408.00,384.00,408.00,380.00,153160.00,377.00,31.00
52,Shikhar Finance Limited,3,168.00,162.00,168.00,90.00,14850.00,159.00,9.00
53,Shikhar Insurance Co. Ltd.,1,321.00,321.00,321.00,10.00,3210.00,327.00,-6.00
54,Siddhartha Bank Limited,13,406.00,389.00,406.00,908.00,361073.00,392.00,14.00
55,Siddhartha Development Bank Ltd.,3,193.00,189.00,193.00,1250.00,238050.00,186.00,7.00
56,Society Development Bank Ltd.,1,429.00,429.00,429.00,20.00,8580.00,1776.00,-1347.00
57,Standard Chartered Bank Limited,14,2975.00,2890.00,2952.00,1083.00,3170268.00,2900.00,52.00
58,Standard Finance Ltd.,4,195.00,191.00,191.00,744.00,142878.00,191.00,0.00
59,Sunrise Bank Limited,22,318.00,306.00,315.00,1080.00,337140.00,312.00,3.00
60,Supreme Development Bank Ltd.,8,141.00,140.00,141.00,1440.00,202440.00,138.00,3.00
