S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Agriculture Development Bank Limited,6,213.00,196.00,196.00,60.00,12210.00,217.00,-21.00
2,Apex Development Bank Ltd.,3,250.00,241.00,241.00,101.00,24795.00,255.00,-14.00
3,Api Finance Limited,20,234.00,232.00,233.00,200.00,46590.00,236.00,-3.00
4,Arun Valley Hydropower Development Co. Ltd.,53,428.00,410.00,410.00,1356.00,575260.00,416.00,-6.00
5,Asian Life Insurance Co. Limited,73,225.00,220.00,220.00,2630.00,587760.00,227.00,-7.00
6,Bank of Asia Nepal Limited,8,251.00,250.00,250.00,640.00,160010.00,250.00,0.00
7,Bank of Kathmandu Ltd.,32,681.00,660.00,660.00,3322.00,2222198.00,680.00,-20.00
8,Biratlaxmi Bikas Bank Limited,25,340.00,320.00,340.00,582.00,191950.00,314.00,26.00
9,Birgunj Finance Ltd.,4,169.00,166.00,166.00,338.00,56408.00,172.00,-6.00
10,Bishal Bazar Company Limited,3,3100.00,3100.00,3100.00,933.00,2892300.00,3160.00,-60.00
11,Chilime Hydropower Company Limited,1,910.00,910.00,910.00,150.00,136500.00,928.00,-18.00
12,Citizen Bank International Limited,6,290.00,285.00,285.00,750.00,214250.00,295.00,-10.00
13,Civil Merchant Bittiya Santha Ltd.,78,239.00,231.00,235.00,1710.00,403540.00,235.00,0.00
14,Clean Energy Development Bank Limited,9,222.00,218.00,220.00,360.00,79190.00,222.00,-2.00
15,Crystal Finance Ltd.,4,221.00,220.00,220.00,80.00,17620.00,224.00,-4.00
16,Deva Bikas Bank Limited,1,155.00,155.00,155.00,80.00,12400.00,152.00,3.00
17,Everest Bank Limited,17,1450.00,1410.00,1434.00,1032.00,1472220.00,1465.00,-31.00
18,Excel Development Bank Ltd.,11,310.00,305.00,310.00,897.00,277660.00,310.00,0.00
19,Global IME Bank Limited,16,213.00,208.00,211.00,880.00,185475.00,215.00,-4.00
20,Grand Bank Nepal Limited,7,223.00,221.00,221.00,509.00,112697.00,225.00,-4.00
21,Gurkhas Finance Ltd.,2,165.00,165.00,165.00,92.00,15180.00,167.00,-2.00
22,Himalayan General Insurance Co. Ltd,1,214.00,214.00,214.00,67.00,14338.00,217.00,-3.00
23,IME Financial Institution,2,505.00,505.00,505.00,210.00,106050.00,505.00,0.00
24,Imperial Financial Inst. Ltd.,5,229.00,229.00,229.00,168.00,38472.00,225.00,4.00
25,Kaski Finance Limited,2,230.00,230.00,230.00,30.00,6900.00,234.00,-4.00
26,Kasthamandap Development Bank Limited,20,191.00,187.00,190.00,1050.00,198170.00,193.00,-3.00
27,Kumari Bank Limited,13,382.00,370.00,375.00,2713.00,1018740.00,378.00,-3.00
28,Lord Buddha Finance Limited,1,179.00,179.00,179.00,320.00,57280.00,177.00,2.00
29,Lumbini Bank Limited,15,265.00,264.00,264.00,1146.00,302951.00,265.00,-1.00
30,Lumbini Bikas Bank Ltd.,15,228.00,224.00,224.00,530.00,119910.00,228.00,-4.00
31,Lumbini Finance Ltd.,4,260.00,250.00,260.00,1923.00,483070.00,260.00,0.00
32,Lumbini General Insurance Co. Ltd.,6,165.00,162.00,162.00,120.00,19740.00,165.00,-3.00
33,Machhapuchhre Bank Limited,4,255.00,253.00,253.00,433.00,110281.00,255.00,-2.00
34,Mahakali Bikas Bank Limited,7,232.00,232.00,232.00,90.00,20880.00,232.00,0.00
35,Mahalaxmi BikasBank Limited,6,173.00,172.00,173.00,174.00,29976.00,172.00,1.00
36,Nabil Bank Limited,7,1870.00,1850.00,1870.00,420.00,781470.00,1870.00,0.00
37,Nava Durga Finance Co. Ltd.,1,234.00,234.00,234.00,118.00,27612.00,234.00,0.00
38,Nepal Bangladesh Bank Limited,10,201.00,197.00,200.00,4551.00,902595.00,200.00,0.00
39,Nepal Doorsanchar Comapany Limited,4,459.00,445.00,445.00,350.00,156950.00,451.00,-6.00
40,Nepal Express Finance Ltd.,5,220.00,220.00,220.00,105.00,23100.00,216.00,4.00
41,Nepal Investment Bank Limited,1,677.00,677.00,677.00,148.00,100196.00,690.00,-13.00
42,Nepal Life Insurance Co. Ltd.,4,615.00,611.00,615.00,315.00,192895.00,613.00,2.00
43,Nepal SBI Bank Limited,7,654.00,649.00,649.00,877.00,571758.00,661.00,-12.00
44,Nerude Laghubita Bikas Bank Limited,8,495.00,486.00,487.00,130.00,63390.00,495.00,-8.00
45,NIC Asia Bank Ltd.,13,550.00,530.00,540.00,2252.00,1208076.00,556.00,-16.00
46,NIDC Capital Markets Ltd.,1,429.00,429.00,429.00,27.00,11583.00,421.00,8.00
47,NMB Bank Limited,3,285.00,280.00,285.00,882.00,248370.00,285.00,0.00
48,Om Development Bank Ltd.,1,250.00,250.00,250.00,20.00,5000.00,313.00,-63.00
49,Pathibhara Bikas Bank Limited,2,146.00,146.00,146.00,60.00,8760.00,148.00,-2.00
50,Prabhu  Bank Limited,15,178.00,170.00,172.00,1880.00,327510.00,181.00,-9.00
51,Prime Commercial Bank Ltd.,57,447.00,435.00,435.00,1950.00,854637.00,447.00,-12.00
52,Prime Life Insurance Company Limited,208,201.00,197.00,199.00,4610.00,921110.00,199.00,0.00
53,Public Development Bank Limited,25,128.00,122.00,124.00,770.00,97000.00,128.00,-4.00
54,Rastriya Beema Company Limited,13,401.00,379.00,379.00,260.00,100395.00,394.00,-15.00
55,Reliable Development Bank Limited,1,325.00,325.00,325.00,12.00,3900.00,330.00,-5.00
56,Resunga Bikas Bank Limited,36,239.00,227.00,235.00,610.00,144000.00,227.00,8.00
57,Sagarmatha  Finance Limited,8,220.00,212.00,215.00,3495.00,743770.00,216.00,-1.00
